time,PN_m,PE_m,PD_m,P_m
53.700001,1469.658573,270.27545,-11.161389,1494.345916
53.800001,1472.234485,271.466557,-12.390965,1497.104541
53.900001,1474.940112,271.828132,-13.848172,1499.843538
54.000001,1477.6881,271.708521,-15.284121,1502.538267
54.100001,1480.595868,271.78977,-16.343632,1505.423833
54.200001,1483.59495,272.440464,-16.72663,1508.495132
54.300001,1486.538613,273.397065,-16.507488,1511.560618
54.400001,1489.545874,274.059266,-16.149388,1514.634014
54.500001,1492.63591,273.967994,-16.114012,1517.656115
54.600001,1495.61303,273.168865,-16.436035,1520.443918
54.700001,1498.522262,272.11754,-16.662542,1523.12001
54.800001,1501.470721,271.282974,-16.249747,1525.867895
54.900001,1504.30494,270.832016,-15.087812,1528.565006
55.000001,1507.018693,270.490551,-13.62159,1531.16166
55.100001,1509.828407,269.849048,-12.494365,1533.804563
55.200001,1512.716381,268.80737,-12.115877,1536.46186
55.300001,1515.580375,267.619926,-12.248382,1539.075801
55.400001,1518.504213,266.597589,-12.180148,1541.77744
55.500001,1521.42206,265.960345,-11.38153,1544.535376
55.600001,1524.188251,265.727714,-10.000177,1547.210731
55.700001,1526.995539,265.740989,-8.68312,1549.97066
55.800001,1530.025062,265.88283,-8.08017,1552.976387
55.900001,1533.100762,266.178955,-8.316274,1556.058593
56.000001,1536.113672,266.741244,-8.809305,1559.125944
56.100001,1539.078715,267.62606,-8.772585,1562.198437
56.200001,1541.828955,268.740196,-7.893152,1565.094286
56.300001,1544.333655,270.027709,-6.589248,1567.777032
56.400001,1546.81329,271.595336,-5.597924,1570.486141
56.500001,1549.276887,273.455602,-5.413777,1573.234296
56.600001,1551.59903,275.46947,-5.835321,1575.873418
56.700001,1553.891752,277.535464,-6.129046,1578.493926
56.800001,1556.258952,279.472778,-5.67846,1581.163876
56.900001,1558.629115,281.107827,-4.530207,1583.782451
57.000001,1561.039666,282.628975,-3.30372,1586.422041
57.100001,1563.527241,284.356922,-2.676448,1589.176974
57.200001,1565.94267,286.283207,-2.882147,1591.899126
57.300001,1568.343332,288.148898,-3.506241,1594.598033
57.400001,1571.024455,289.645902,-3.899356,1597.506742
57.500001,1573.995552,290.496226,-3.739144,1600.582406
57.600001,1577.057732,290.786968,-3.317937,1603.645584
57.700001,1580.150175,290.995453,-3.25963,1606.724479
57.800001,1583.110033,291.53232,-3.978055,1609.734231
57.900001,1585.774551,292.347484,-5.339672,1612.506276
58.000001,1588.383588,292.993565,-6.887884,1615.195064
58.100001,1591.188715,292.987779,-8.189941,1617.958726
58.200001,1594.060734,292.259294,-9.096264,1620.656614
58.300001,1596.888666,291.278068,-9.918493,1623.266675
58.400001,1599.69489,290.6969,-11.08679,1625.930916
58.500001,1602.361242,290.858153,-12.650713,1628.594503
58.600001,1604.907104,291.455675,-14.324056,1631.219912
58.700001,1607.599133,291.801513,-15.817807,1633.944093
58.800001,1610.467388,291.420057,-16.910813,1636.709148
58.900001,1613.353477,290.50379,-17.587123,1639.393547
59.000001,1616.324076,289.744563,-18.051679,1642.18796
59.100001,1619.393086,289.775085,-18.436262,1645.218363
59.200001,1622.370376,290.611355,-18.668566,1648.298854
59.300001,1625.306581,291.619492,-18.618289,1651.366116
59.400001,1628.34838,292.045866,-18.240436,1654.431005
59.500001,1631.349313,291.622164,-17.603225,1657.303213
59.600001,1634.222635,290.816302,-16.747563,1659.981393
59.700001,1637.070344,290.396937,-15.606348,1662.70059
59.800001,1639.791143,290.791999,-14.186765,1665.435752
59.900001,1642.301942,291.705476,-12.606482,1668.054759
