time,p_deg_per_sec,q_deg_per_sec,r_deg_per_sec
1.925,30,-49.976207,-95.134644
1.9375,30,-49.293074,-77.409834
1.95,30,-48.581849,-58.583375
1.9625,30,-47.842937,-38.923193
1.975,30,-47.076758,-18.709081
1.9875,30,-46.283751,1.771288
2,30,-45.464366,22.226448
2.0125,30,-44.61907,42.365296
2.025,30,-43.748346,61.901227
2.0375,30,-42.85269,80.556217
2.05,30,-41.932612,98.064782
2.0625,30,-40.988636,114.177749
2.075,30,-40.021301,128.665809
2.0875,30,-39.031157,141.322777
2.1,30,-38.018769,151.968526
2.1125,30,-36.984714,160.451553
2.125,30,-35.929582,166.651133
2.1375,30,-34.853973,170.479036
2.15,30,-33.7585,171.880788
2.1625,30,-32.643789,170.836438
2.175,30,-31.510473,167.36085
2.1875,30,-30.3592,161.503485
2.2,30,-29.190624,153.347703
2.2125,30,-28.005413,143.009571
2.225,30,-26.804242,130.636215
2.2375,30,-25.587794,116.403725
2.25,30,-24.356764,100.514649
2.2625,30,-23.111853,83.195111
2.275,30,-21.853771,64.691592
2.2875,30,-20.583233,45.267422
2.3,30,-19.300966,25.199033
2.3125,30,-18.007698,4.772028
2.325,30,-16.704168,-15.72289
2.3375,30,-15.391119,-35.994049
2.35,30,-14.069297,-55.752964
2.3625,30,-12.739458,-74.718436
2.375,30,-11.402358,-92.620562
2.3875,30,-10.05876,-109.20457
2.4,30,-8.70943,-124.234445
2.4125,30,-7.355136,-137.496293
2.425,30,-5.99665,-148.801378
2.4375,30,-4.634747,-157.988814
2.45,30,-3.270202,-164.927851
2.4625,30,-1.903794,-169.519736
2.475,30,-0.5363,-171.699122
2.4875,30,0.831499,-171.434992
2.5,30,2.198824,-168.731104
2.5125,30,3.564896,-163.62594
2.525,30,4.928936,-156.192153
2.5375,30,6.290167,-146.535535
2.55,30,7.647814,-134.793515
2.5625,30,9.001102,-121.133196
2.575,30,10.34926,-105.748984
2.5875,30,11.69152,-88.859819
2.6,30,13.027117,-70.706055
2.6125,30,14.35529,-51.546046
2.625,30,15.675282,-31.652466
2.6375,30,16.98634,-11.308428
2.65,30,18.287718,9.196545
2.6625,30,19.578673,29.570639
2.675,30,20.858471,49.523901
2.6875,30,22.126381,68.77237
2.7,30,23.381681,87.042113
2.7125,30,24.623656,104.073126
2.725,30,25.851598,119.623035
2.7375,30,27.064807,133.470543
2.75,30,28.262591,145.418581
2.7625,30,29.444269,155.297111
2.775,30,30.609166,162.965549
2.7875,30,31.756618,168.314761
2.8,30,32.885973,171.268622
2.8125,30,33.996586,171.785094
2.825,30,35.087823,169.856827
2.8375,30,36.159064,165.511262
2.85,30,37.209698,158.810243
2.8625,30,38.239126,149.849134
2.875,30,39.246761,138.755466
2.8875,30,40.23203,125.687116
2.9,30,41.19437,110.830064
2.9125,30,42.133233,94.395747
2.925,30,43.048084,76.618048
2.9375,30,43.938402,57.749968
2.95,30,44.803679,38.060027
2.9625,30,45.643422,17.828439
2.975,30,46.457153,-2.656873
2.9875,30,47.244408,-23.104373
3,30,48.004738,-43.223067
3.0125,30,48.73771,-62.726636
3.025,30,49.442906,-81.337519
3.0375,30,50.119924,-98.790856
3.05,30,50.768379,-114.838263
3.0625,30,51.3879,-129.251363
3.075,30,51.978136,-141.825037
3.0875,30,52.538748,-152.380345
3.1,30,53.069419,-160.76707
3.1125,30,53.569845,-166.865857
3.125,30,54.039742,-170.589913
3.1375,30,54.478841,-171.886238
3.15,30,54.886892,-170.736385
3.1625,30,55.263663,-167.156717
3.175,30,55.608939,-161.198178
3.1875,30,55.922523,-152.945566
3.2,30,56.204237,-142.516327
3.2125,30,56.453919,-130.058884
3.225,30,56.671429,-115.750523
3.2375,30,56.856641,-99.794872
3.25,30,57.00945,-82.419003
3.2625,30,57.129769,-63.870197
3.275,30,57.217529,-44.41243
3.2875,30,57.272681,-24.322612
3.3,30,57.295194,-3.88665
3.3125,30,57.285053,16.604624
3.325,30,57.242265,36.859591
3.3375,30,57.166855,56.589996
3.35,30,57.058865,75.515046
3.3625,30,56.918357,93.365414
3.375,30,56.745411,109.887062
3.3875,30,56.540125,124.844865
3.4,30,56.302617,138.025954
3.4125,30,56.033022,149.242743
3.425,30,55.731493,158.335601
3.4375,30,55.398203,165.175124
3.45,30,55.033341,169.663977
3.4625,30,54.637115,171.738278
3.475,30,54.209751,171.368505
3.4875,30,53.751493,168.559922
3.5,30,53.262602,163.352498
3.5125,30,52.743356,155.820342
3.525,30,52.194051,146.070647
3.5375,30,51.615001,134.242165
3.55,30,51.006535,120.503232
3.5625,30,50.369001,105.049371
3.575,30,49.70276,88.100513
3.5875,30,49.008194,69.897862
3.6,30,48.285698,50.700468
3.6125,30,47.535684,30.781536
3.625,30,46.758579,10.424541
3.6375,30,45.954826,-10.08081
3.65,30,45.124883,-30.442697
3.6625,30,44.269223,-50.371343
3.675,30,43.388334,-69.583135
3.6875,30,42.482718,-87.804662
3.7,30,41.552891,-104.776608
3.7125,30,40.599382,-120.257438
3.725,30,39.622736,-134.026838
3.7375,30,38.623508,-145.888851
3.75,30,37.602269,-155.674665
3.7625,30,36.5596,-163.245012
3.775,30,35.496096,-168.492158
3.7875,30,34.412362,-171.341427
3.8,30,33.309017,-171.752271
3.8125,30,32.186688,-169.718842
3.825,30,31.046016,-165.27008
3.8375,30,29.887651,-158.469297
3.85,30,28.712253,-149.413276
3.8625,30,27.520492,-138.230898
3.875,30,26.313046,-125.081303
3.8875,30,25.090605,-110.151628
3.9,30,23.853864,-93.654343
3.9125,30,22.603529,-75.824228
3.925,30,21.340312,-56.915029
3.9375,30,20.064933,-37.19585
3.95,30,18.778119,-16.947324
3.9625,30,17.480603,3.542387
3.975,30,16.173125,23.981685
3.9875,30,14.85643,44.07969
4,30,13.531268,63.55038
4.0125,30,12.198395,82.11666
4.025,30,10.858569,99.514307
4.0375,30,9.512556,115.495728
4.05,30,8.161121,129.833485
4.0625,30,6.805035,142.323532
4.075,30,5.44507,152.788118
4.0875,30,4.082003,161.078319
4.1,30,2.716609,167.076152
4.1125,30,1.349667,170.69626
4.125,30,-0.018044,171.887125
4.1375,30,-1.385745,170.631799
4.15,30,-2.752656,166.948146
4.1625,30,-4.117998,160.888591
4.175,30,-5.480994,152.539368
4.1875,30,-6.840866,142.0193
4.2,30,-8.196839,129.4781
4.2125,30,-9.548141,115.094248
4.225,30,-10.894001,99.072446
4.2375,30,-12.233653,81.640706
4.25,30,-13.566332,63.047106
4.2625,30,-14.891281,43.556259
4.275,30,-16.207742,23.445546
4.2875,30,-17.514967,3.00117
4.3,30,-18.81221,-17.485917
4.3125,30,-20.098731,-37.724154
4.325,30,-21.373799,-57.425525
4.3375,30,-22.636685,-76.309652
4.35,30,-23.886671,-94.107786
4.3625,30,-25.123043,-110.566637
4.375,30,-26.345098,-125.451971
4.3875,30,-27.552138,-138.551951
4.4,30,-28.743477,-149.680145
4.4125,30,-29.918434,-158.678183
4.425,30,-31.076341,-165.418012
4.4375,30,-32.216537,-169.803714
4.45,30,-33.338373,-171.772874
4.4625,30,-34.441209,-171.297469
4.475,30,-35.524417,-168.384264
4.4875,30,-36.587379,-163.074718
4.5,30,-37.62949,-155.444394
4.5125,30,-38.650156,-145.601881
4.525,30,-39.648795,-133.687252
4.5375,30,-40.624838,-119.870069
4.55,30,-41.577729,-104.346969
4.5625,30,-42.506924,-87.338867
4.575,30,-43.411895,-69.087813
4.5875,30,-44.292124,-49.853543
4.6,30,-45.147112,-29.909789
4.6125,30,-45.97637,-9.540377
4.625,30,-46.779426,10.964807
4.6375,30,-47.555822,31.313948
4.65,30,-48.305115,51.217447
4.6625,30,-49.02688,70.392052
4.675,30,-49.720703,88.56488
4.6875,30,-50.386191,105.477308
4.7,30,-51.022963,120.888648
4.7125,30,-51.630658,134.579575
4.725,30,-52.208927,146.355249
4.7375,30,-52.757443,156.048085
4.75,30,-53.275892,163.520142
4.7625,30,-53.763978,168.665081
4.775,30,-54.221424,171.409682
4.7875,30,-54.64797,171.714887
4.8,30,-55.043371,169.576352
4.8125,30,-55.407402,165.024511
4.825,30,-55.739857,158.124143
4.8375,30,-56.040545,148.97345
4.85,30,-56.309296,137.702659
4.8625,30,-56.545955,124.472169
4.875,30,-56.750389,109.470268
4.8875,30,-56.922481,92.910453
4.9,30,-57.062132,75.028395
4.9125,30,-57.169263,56.078578
4.925,30,-57.243813,36.330686
4.9375,30,-57.28574,16.065758
4.95,30,-57.295019,-4.427808
4.9625,30,-57.271645,-24.85836
4.975,30,-57.215633,-44.935143
4.9875,30,-57.127012,-64.372437
5,30,-57.005835,-82.893622
5.0125,30,-56.85217,-100.235117
5.025,30,-56.666104,-116.150127
5.0375,30,-56.447745,-130.41216
5.05,30,-56.197215,-142.818248
5.0625,30,-55.914658,-153.191835
5.075,30,-55.600236,-161.385291
5.0875,30,-55.254126,-167.282011
5.1,30,-54.876527,-170.798076
5.1125,30,-54.467654,-171.883449
5.125,30,-54.027739,-170.522683
5.1375,30,-53.557033,-166.735143
5.15,30,-53.055806,-160.574732
5.1625,30,-52.524341,-152.129121
5.175,30,-51.962942,-141.518502
5.1875,30,-51.37193,-128.893879
5.2,30,-50.751641,-114.434918
5.2125,30,-50.102427,-98.347389
5.225,30,-49.424661,-80.860242
5.2375,30,-48.718727,-62.222342
5.25,30,-47.985028,-42.698931
5.2625,30,-47.223982,-22.567856
5.275,30,-46.436022,-2.115609
5.2875,30,-45.621599,18.366746
5.3,30,-44.781176,38.587716
5.3125,30,-43.915232,58.259531
5.325,30,-43.02426,77.102231
5.3375,30,-42.108769,94.84766
5.35,30,-41.169279,111.243276
5.3625,30,-40.206327,126.055747
5.375,30,-39.220462,139.07427
5.3875,30,-38.212244,150.113574
5.4,30,-37.182249,159.016554
5.4125,30,-36.131064,165.656509
5.425,30,-35.059287,169.938942
5.4375,30,-33.96753,171.80291
5.45,30,-32.856415,171.221885
5.4625,30,-31.726575,168.204136
5.475,30,-30.578653,162.79261
5.4875,30,-29.413305,155.064319
5.5,30,-28.231194,145.129249
5.5125,30,-27.032994,133.12879
5.525,30,-25.819387,119.233723
5.5375,30,-24.591066,103.641796
5.55,30,-23.348731,86.574903
5.5625,30,-22.093088,68.27593
5.575,30,-20.824855,49.005295
5.5875,30,-19.544754,29.037248
5.6,30,-18.253514,8.65596
5.6125,30,-16.951872,-11.848514
5.625,30,-15.640568,-32.184367
5.6375,30,-14.320351,-52.062192
5.65,30,-12.991972,-71.1991
5.6625,30,-11.65619,-89.322747
5.675,30,-10.313764,-106.175207
5.6875,30,-8.965461,-121.516648
5.7,30,-7.612048,-135.128739
5.7125,30,-6.254297,-146.817761
5.725,30,-4.892981,-156.417363
5.7375,30,-3.528877,-163.79093
5.75,30,-2.162762,-168.833526
5.7625,30,-0.795415,-171.473387
5.775,30,0.572386,-171.672945
5.7875,30,1.939861,-169.42936
5.8,30,3.30623,-164.774561
5.8125,30,4.670715,-157.774792
5.825,30,6.032538,-148.52967
5.8375,30,7.390923,-137.170765
5.85,30,8.745096,-123.859731
5.8625,30,10.094285,-108.786001
5.875,30,11.437722,-92.164097
5.8875,30,12.77464,-74.23057
5.9,30,14.104277,-55.240639
5.9125,30,15.425877,-35.464558
5.925,30,16.738685,-15.183767
5.9375,30,18.041954,5.31311
5.95,30,19.33494,25.734374
5.9625,30,20.616908,45.789403
5.975,30,21.887126,65.192785
5.9875,30,23.14487,83.668383
6,30,24.389424,100.953265
6.0125,30,25.620078,116.801442
6.025,30,26.836132,130.987373
6.0375,30,28.036891,143.309173
6.05,30,29.221672,153.591486
6.0625,30,30.389799,161.687979
6.075,30,31.540607,167.483428
6.0875,30,32.67344,170.895358
6.1,30,33.787652,171.87521
6.1125,30,34.882608,170.40904
6.125,30,35.957685,166.517714
6.1375,30,37.012269,160.256611
6.15,30,38.04576,151.714835
6.1625,30,39.057568,141.013947
6.175,30,40.047117,128.306235
6.1875,30,41.013844,113.772549
6.2,30,41.957196,97.619722
6.2125,30,42.876636,80.077631
6.225,30,43.771641,61.395925
6.2375,30,44.641701,41.84047
6.25,30,45.486318,21.689568
6.2625,30,46.305013,1.229993
6.275,30,47.097319,-19.247087
6.2875,30,47.862783,-39.450254
6.3,30,48.600971,-59.091989
6.3125,30,49.31146,-77.892764
6.325,30,49.993847,-95.585016
6.3375,30,50.647741,-111.916962
6.35,30,51.272772,-126.656175
6.3625,30,51.868582,-139.592896
6.375,30,52.434832,-150.543017
6.3875,30,52.971198,-159.350702
6.4,30,53.477377,-165.890607
6.4125,30,53.953078,-170.069659
6.425,30,54.398031,-171.828385
6.4375,30,54.811983,-171.141756
6.45,30,55.194697,-168.019542
6.4625,30,55.545955,-162.506179
6.475,30,55.865557,-154.680128
6.4875,30,56.153322,-144.652765
6.5,30,56.409084,-132.566793
6.5125,30,56.632698,-118.594212
6.525,30,56.824038,-102.933872
6.5375,30,56.982993,-85.808641
6.55,30,57.109473,-67.462234
6.5625,30,57.203406,-48.155746
6.575,30,57.264738,-28.163936
6.5875,30,57.293436,-7.771314
6.6,30,57.289481,12.731905
6.6125,30,57.252877,33.053931
6.625,30,57.183644,52.905555
6.6375,30,57.081822,72.004258
6.65,30,56.947469,90.078242
6.6625,30,56.780661,106.870288
6.675,30,56.581494,122.141422
6.6875,30,56.35008,135.674315
6.7,30,56.086552,147.276375
6.7125,30,55.791061,156.782488
6.725,30,55.463774,164.05737
6.7375,30,55.104877,168.997489
6.75,30,54.714577,171.53254
6.7625,30,54.293094,171.626445
6.775,30,53.840669,169.27787
6.7875,30,53.35756,164.520236
6.8,30,52.844043,157.421252
6.8125,30,52.300409,148.081946
6.825,30,51.726969,136.635229
6.8375,30,51.12405,123.244004
6.85,30,50.491995,108.098847
6.8625,30,49.831164,91.415293
6.875,30,49.141934,73.430774
6.8875,30,48.424698,54.401233
6.9,30,47.679865,34.597487
6.9125,30,46.907859,14.301372
6.925,30,46.109119,-6.198272
6.9375,30,45.284102,-26.609706
6.95,30,44.433277,-46.642447
6.9625,30,43.55713,-66.011402
6.975,30,42.656159,-84.440923
6.9875,30,41.730878,-101.668733
7,30,40.781814,-117.449656
7.0125,30,39.809509,-131.559109
7.025,30,38.814516,-143.796293
7.0375,30,37.797403,-153.987058
7.05,30,36.758748,-161.986374
7.0625,30,35.699145,-167.6804
7.075,30,34.619197,-170.988102
7.0875,30,33.519519,-171.862407
7.1,30,32.400738,-170.290872
7.1125,30,31.263491,-166.295864
7.125,30,30.108428,-159.934235
7.1375,30,28.936205,-151.29652
7.15,30,27.747492,-140.505648
7.1625,30,26.542965,-127.715185
7.175,30,25.323311,-113.10716
7.1875,30,24.089226,-96.889462
7.2,30,22.841412,-79.292894
7.2125,30,21.58058,-60.567879
7.225,30,20.30745,-40.980899
7.2375,30,19.022746,-20.810704
7.25,30,17.727201,-0.344344
7.2625,30,16.421553,20.126917
7.275,30,15.106547,40.311744
7.2875,30,13.782931,59.922878
7.3,30,12.45146,78.681228
7.3125,30,11.112893,96.319835
7.325,30,9.767993,112.587677
7.3375,30,8.417526,127.253242
7.35,30,7.062262,140.107816
7.3625,30,5.702973,150.968463
7.375,30,4.340434,159.68062
7.3875,30,2.975421,166.120301
7.4,30,1.608713,170.195861
7.4125,30,0.241088,171.849298
7.425,30,-1.126675,171.057082
7.4375,30,-2.493796,167.830488
7.45,30,-3.859495,162.215434
7.4625,30,-5.222995,154.29183
7.475,30,-6.583518,144.17244
7.4875,30,-7.940289,132.001276
7.5,30,-9.292535,117.951553
7.5125,30,-10.639485,102.223215
7.525,30,-11.980372,85.0401
7.5375,30,-13.314431,66.646747
7.55,30,-14.640902,47.304919
7.5625,30,-15.959029,27.289876
7.575,30,-17.268061,6.88646
7.5875,30,-18.567252,-13.614959
7.6,30,-19.855861,-33.922619
7.6125,30,-21.133155,-53.747512
7.625,30,-22.398404,-72.807505
7.6375,30,-23.650889,-90.831346
7.65,30,-24.889894,-107.562532
7.6625,30,-26.114715,-122.762954
7.675,30,-27.324653,-136.216289
7.6875,30,-28.519019,-147.731079
7.7,30,-29.697131,-157.143451
7.7125,30,-30.858319,-164.319454
7.725,30,-32.001921,-169.156965
7.7375,30,-33.127284,-171.587138
7.75,30,-34.233768,-171.575389
7.7625,30,-35.320742,-169.121885
7.775,30,-36.387587,-164.261543
7.7875,30,-37.433694,-157.063533
7.8,30,-38.458468,-147.630291
7.8125,30,-39.461324,-136.096066
7.825,30,-40.441691,-122.625006
7.8375,30,-41.39901,-107.408822
7.85,30,-42.332735,-90.664063
7.8625,30,-43.242335,-72.629028
7.875,30,-44.127291,-53.560383
7.8875,30,-44.987098,-33.729499
7.9,30,-45.821267,-13.418597
7.9125,30,-46.629322,7.083269
7.925,30,-47.410803,27.484331
7.9375,30,-48.165265,47.494253
7.95,30,-48.892277,66.828266
7.9625,30,-49.591424,85.211221
7.975,30,-50.26231,102.381502
7.9875,30,-50.904551,118.094752
8,30,-51.517781,132.127352
8.0125,30,-52.101651,144.279596
8.025,30,-52.655827,154.378542
8.0375,30,-53.179995,162.280468
8.05,30,-53.673856,167.872919
8.0625,30,-54.137128,171.076307
8.075,30,-54.569546,171.845042
8.0875,30,-54.970865,170.168184
8.1,30,-55.340856,166.069598
8.1125,30,-55.679308,159.607612
8.125,30,-55.986028,150.87419
8.1375,30,-56.260841,139.993619
8.15,30,-56.503591,127.120745
8.1625,30,-56.71414,112.438767
8.175,30,-56.892367,96.156631
8.1875,30,-57.03817,78.506052
8.2,30,-57.151467,59.738224
8.2125,30,-57.232194,40.120239
8.225,30,-57.280303,19.931287
8.2375,30,-57.295768,-0.541315
8.25,30,-57.27858,-21.006213
8.2625,30,-57.228749,-41.172163
8.275,30,-57.146303,-60.752177
8.2875,30,-57.031288,-79.467604
8.3,30,-56.883772,-97.052096
8.3125,30,-56.703837,-113.255403
8.325,30,-56.491586,-127.846929
8.3375,30,-56.247141,-140.619017
8.35,30,-55.97064,-151.389902
8.3625,30,-55.662241,-160.006299
8.375,30,-55.32212,-166.345585
8.3875,30,-54.95047,-170.317544
8.4,30,-54.547504,-171.865649
8.4125,30,-54.113451,-170.967868
8.425,30,-53.648559,-167.636978
8.4375,30,-53.153092,-161.920382
8.45,30,-52.627333,-153.899435
8.4625,30,-52.071581,-143.688287
8.475,30,-51.486154,-131.432256
8.4875,30,-50.871384,-117.305762
8.5,30,-50.227623,-101.509845
8.5125,30,-49.555236,-84.269302
8.525,30,-48.854608,-65.829491
8.5375,30,-48.126137,-46.452835
8.55,30,-47.370239,-26.415092
8.5625,30,-46.587345,-6.001425
8.575,30,-45.7779,14.497651
8.5875,30,-44.942366,34.790405
8.6,30,-44.081219,54.588043
8.6125,30,-43.19495,73.608819
8.625,30,-42.284064,91.582038
8.6375,30,-41.349081,108.251919
8.65,30,-40.390532,123.381226
8.6625,30,-39.408964,136.754647
8.675,30,-38.404937,148.181861
8.6875,30,-37.379023,157.500241
8.7,30,-36.331807,164.577176
8.7125,30,-35.263885,169.31195
8.725,30,-34.175865,171.637181
8.7375,30,-33.068369,171.519778
8.75,30,-31.942027,168.961411
8.7625,30,-30.797481,163.99849
8.775,30,-29.635384,156.701643
8.7875,30,-28.456397,147.174716
8.8,30,-27.261193,135.553289
8.8125,30,-26.050452,122.002751
8.825,30,-24.824865,106.715946
8.8375,30,-23.58513,89.910425
8.85,30,-22.331954,71.825355
8.8625,30,-21.066051,52.71811
8.875,30,-19.788143,32.860614
8.8875,30,-18.498957,12.535466
8.9,30,-17.199228,-7.968079
8.9125,30,-15.889697,-28.358227
8.925,30,-14.571111,-48.344798
8.9375,30,-13.244221,-67.643357
8.95,30,-11.909783,-85.979256
8.9625,30,-10.568557,-103.091552
8.975,30,-9.221308,-118.736713
8.9875,30,-7.868804,-132.692086
9,30,-6.511815,-144.759068
9.0125,30,-5.151116,-154.765928
9.025,30,-3.78748,-162.570255
9.0375,30,-2.421687,-168.060982
9.05,30,-1.054513,-171.159969
9.0625,30,0.313262,-171.823114
9.075,30,1.680858,-170.040978
9.0875,30,3.047497,-165.838924
9.1,30,4.412399,-159.276753
9.1125,30,5.774786,-150.447853
9.125,30,7.133882,-139.477873
9.1375,30,8.488912,-126.52293
9.15,30,9.839104,-111.76739
9.1625,30,11.183689,-95.421246
9.175,30,12.521901,-77.717126
9.1875,30,13.852976,-58.906984
9.2,30,15.176156,-39.258514
9.2125,30,16.490688,-19.051341
9.225,30,17.795821,1.426959
9.2375,30,19.090812,21.884951
9.25,30,20.374923,42.03149
9.2625,30,21.647423,61.579863
9.275,30,22.907586,80.251869
9.2875,30,24.154693,97.781781
9.3,30,25.388035,113.920122
9.3125,30,26.606907,128.437223
9.325,30,27.810617,141.126484
9.3375,30,28.998477,151.807321
9.35,30,30.169811,160.32773
9.3625,30,31.32395,166.566453
9.375,30,32.460238,170.434706
9.3875,30,33.578027,171.877437
9.4,30,34.67668,170.874114
9.4125,30,35.75557,167.439017
9.425,30,36.814083,161.621031
9.4375,30,37.851615,153.502955
9.45,30,38.867576,143.200319
9.4625,30,39.861386,130.859745
9.475,30,40.832478,116.656856
9.4875,30,41.7803,100.793779
9.5,30,42.704312,83.496267
9.5125,30,43.603985,65.010487
9.525,30,44.478809,45.599519
9.5375,30,45.328284,25.539606
9.55,30,46.151926,5.116229
9.5625,30,46.949266,-15.379958
9.575,30,47.71985,-35.657268
9.5875,30,48.463238,-55.427125
9.6,30,49.179006,-74.408178
9.6125,30,49.866747,-92.3303
9.625,30,50.526068,-108.938433
9.6375,30,51.156595,-123.996223
9.65,30,51.757967,-137.289374
9.6625,30,52.329842,-148.628708
9.675,30,52.871894,-157.852851
9.6875,30,53.383814,-164.830529
9.7,30,53.865311,-169.46244
9.7125,30,54.316109,-171.682667
9.725,30,54.735953,-171.459613
9.7375,30,55.124602,-168.796451
9.75,30,55.481835,-163.731082
9.7625,30,55.807449,-156.335594
9.775,30,56.101258,-146.715234
9.7875,30,56.363095,-135.006914
9.8,30,56.59281,-121.377258
9.8125,30,56.790272,-106.020237
9.825,30,56.95537,-89.154401
9.8375,30,57.088008,-71.019774
9.85,30,57.188112,-51.874439
9.8625,30,57.255624,-31.990858
9.875,30,57.290506,-11.652003
9.8875,30,57.292737,8.852676
9.9,30,57.262317,29.23137
9.9125,30,57.199264,49.19406
9.925,30,57.103612,68.456651
9.9375,30,56.975416,86.745009
9.95,30,56.81475,103.798866
9.9625,30,56.621705,119.375522
