Time,Value_1,Value_2,Value_3,Value_4,Value_5,Value_6,Value_7,Value_8,Value_9
0.6375,0.523599,0.34596,-0.582806,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
0.65,0.523599,0.323464,-0.228216,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
0.6625,0.523599,0.300785,0.129621,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
0.675,0.523599,0.277933,0.485614,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
0.6875,0.523599,0.254924,0.834695,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
0.7,0.523599,0.231769,1.1719,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
0.7125,0.523599,0.208482,1.49242,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
0.725,0.523599,0.185076,1.79171,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
0.7375,0.523599,0.161565,2.0655,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
0.75,0.523599,0.137961,2.30989,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
0.7625,0.523599,0.114279,2.52141,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
0.775,0.523599,0.0905321,2.69705,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
0.7875,0.523599,0.0667334,2.8343,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
0.8,0.523599,0.0428966,2.93122,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
0.8125,0.523599,0.0190354,2.98642,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
0.825,0.523599,-0.00483666,2.99912,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
0.837499,0.523599,-0.028706,2.96914,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
0.849999,0.523599,-0.0525589,2.89691,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
0.862499,0.523599,-0.0763819,2.78345,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
0.874999,0.523599,-0.100161,2.63037,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
0.887499,0.523599,-0.123884,2.43987,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
0.899999,0.523599,-0.147535,2.21464,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
0.912499,0.523599,-0.171103,1.95789,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
0.924999,0.523599,-0.194573,1.67328,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
0.937499,0.523599,-0.217933,1.36486,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
0.949999,0.523599,-0.241168,1.03701,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
0.962499,0.523599,-0.264265,0.694403,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
0.974999,0.523599,-0.287212,0.341915,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
0.987499,0.523599,-0.309996,-0.0154387,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
0.999999,0.523599,-0.332602,-0.372573,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.0125,0.523599,-0.35502,-0.724404,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.025,0.523599,-0.377234,-1.06593,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.0375,0.523599,-0.399234,-1.39228,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.05,0.523599,-0.421007,-1.69882,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.0625,0.523599,-0.442539,-1.98119,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.075,0.523599,-0.463819,-2.23535,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.0875,0.523599,-0.484835,-2.45771,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.1,0.523599,-0.505575,-2.64509,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.1125,0.523599,-0.526026,-2.79482,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.125,0.523599,-0.546178,-2.90478,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.1375,0.523599,-0.566019,-2.97341,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.15,0.523599,-0.585536,-2.99971,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.1625,0.523599,-0.604721,-2.98333,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.175,0.523599,-0.62356,-2.92448,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.1875,0.523599,-0.642044,-2.82402,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.2,0.523599,-0.660162,-2.68337,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.2125,0.523599,-0.677904,-2.50453,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.225,0.523599,-0.69526,-2.29005,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.2375,0.523599,-0.712219,-2.04297,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.25,0.523599,-0.728773,-1.76682,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
