time,phi_dot_deg_per_sec,theta_dot_deg_per_sec,psi_dot_deg_per_sec
13.4,0.983305,0.59554,2.926951
13.5,0.771088,0.627235,1.220762
13.6,0.077471,1.119815,-1.432305
13.7,-0.692888,1.217868,-2.946465
13.8,-0.408214,0.700287,-1.890407
13.9,1.09748,0.057669,1.073491
14,2.008777,-0.910903,2.988793
14.1,1.361269,-1.259705,2.09779
14.2,0.442651,-0.190561,-0.270321
14.3,-0.355221,1.010737,-2.41223
14.4,-0.8169,0.884082,-2.941403
14.5,-0.031121,-0.343641,-1.130066
14.6,0.972481,-1.764486,1.207207
14.7,0.834763,-2.512851,1.721663
14.8,0.530479,-1.685497,0.425112
14.9,0.718697,0.165828,-1.566982
15,0.601782,1.514017,-2.591081
15.1,0.308369,1.055124,-2.000127
15.2,0.463391,-0.84268,-0.37573
15.3,0.466794,-2.525282,0.887343
15.4,0.242173,-2.422987,0.95183
15.5,0.58371,-0.453875,-0.122777
15.6,0.939671,1.88642,-1.106817
15.7,0.673424,2.657342,-0.948787
15.8,0.526312,1.126927,-0.111419
15.9,0.551453,-1.394418,0.757983
16,0.318748,-2.717299,1.147555
16.1,0.074479,-1.641698,1.124785
16.2,0.180423,0.935987,0.778381
16.3,0.385289,2.831642,0.563014
16.4,0.555469,2.425949,0.756292
16.5,0.688276,0.00948,0.997362
16.6,0.559748,-2.401246,0.889478
16.7,0.348736,-2.783826,0.72839
16.8,0.165124,-0.856969,0.836786
16.9,0.136603,1.726986,1.013976
17,0.373149,2.769797,0.996068
17.1,0.569818,1.399326,0.682206
17.2,0.526031,-1.162805,-0.06857
17.3,0.633896,-2.706747,-0.817429
17.4,0.873041,-1.915896,-0.978562
17.5,0.586644,0.480203,-0.13526
17.6,0.302617,2.484754,0.812969
17.7,0.496015,2.553309,0.748429
17.8,0.443738,0.794038,-0.440369
17.9,0.274049,-1.178295,-1.962203
18,0.582738,-1.648917,-2.499405
18.1,0.720136,-0.22794,-1.533641
18.2,0.531022,1.728434,0.353104
18.3,0.812993,2.60648,1.577519
18.4,0.929245,1.811458,1.070678
18.5,-0.067798,0.258253,-1.190335
18.6,-0.773841,-1.059974,-2.875814
18.7,-0.274002,-1.127651,-2.309424
18.8,0.456324,0.197391,-0.246732
18.9,1.295827,1.374905,2.023547
19,1.948079,1.064237,2.897376
19.1,1.083489,-0.00921,1.039951
19.2,-0.397681,-0.815669,-1.866011
19.3,-0.615161,-1.382263,-2.84086
19.4,0.140915,-1.184696,-1.325672
19.5,0.753294,-0.556869,1.279775
19.6,0.950358,-0.435152,2.95836
19.7,0.729922,-0.776786,2.260372
19.8,0.548421,-0.994034,-0.269729
19.9,0.793461,-0.874415,-2.564464
20,0.992508,-0.584131,-2.747388
20.1,0.666148,-0.716089,-0.683075
20.2,-0.113214,-1.18072,1.909678
20.3,-0.769779,-1.109109,2.978842
20.4,-0.166552,-0.564783,1.376833
20.5,1.401078,0.094951,-1.652778
20.6,1.989752,1.052924,-3.040606
20.7,1.172468,1.122335,-1.691651
20.8,0.275829,-0.095539,0.772587
20.9,-0.521959,-1.084503,2.709491
21,-0.771812,-0.657406,2.760719
21.1,0.233129,0.642691,0.586339
21.2,1.03916,1.993748,-1.513843
21.3,0.742512,2.460595,-1.607673
21.4,0.543689,1.350453,-0.041454
21.5,0.74287,-0.513695,1.904347
21.6,0.530728,-1.555693,2.613582
21.7,0.314261,-0.724788,1.724353
21.8,0.504115,1.262334,0.031853
21.9,0.405026,2.670177,-1.032119
22,0.240508,2.133918,-0.836963
22.1,0.703115,-0.05065,0.392188
22.2,0.933248,-2.210823,1.190342
22.3,0.621134,-2.509104,0.840017
22.4,0.534873,-0.627287,-0.080019
22.5,0.52256,1.815701,-0.897329
22.6,0.240773,2.682873,-1.203493
22.7,0.056029,1.165731,-1.091398
22.8,0.233529,-1.455531,-0.685643
22.9,0.423261,-2.964326,-0.539036
23,0.591656,-2.060236,-0.796519
23.1,0.684945,0.547583,-1.010723
23.2,0.515332,2.674233,-0.874852
23.3,0.302512,2.541113,-0.758014
23.4,0.138861,0.300894,-0.883591
23.5,0.181478,-2.131544,-1.000568
23.6,0.436921,-2.68581,-0.935759
23.7,0.577711,-0.912443,-0.552328
23.8,0.519736,1.6271,0.226114
23.9,0.68287,2.752307,0.886301
24,0.856055,1.510843,0.867547
24.1,0.494624,-0.984727,-0.089707
24.2,0.331856,-2.690344,-0.863458
24.3,0.527399,-2.311573,-0.568125
24.4,0.383834,-0.340947,0.773884
24.5,0.295793,1.459842,2.164966
24.6,0.650844,1.515909,2.410858
24.7,0.681667,-0.170386,1.180109
24.8,0.54038,-2.042958,-0.677184
24.9,0.893161,-2.586544,-1.608174
25,0.800515,-1.525699,-0.69278
25.1,-0.306422,0.074253,1.676318
25.2,-0.732848,1.240504,2.920101
25.3,-0.10793,0.959343,1.958885
25.4,0.602482,-0.512439,-0.236168
25.5,1.468326,-1.468672,-2.351395
25.6,1.906584,-0.883998,-2.730394
25.7,0.757461,0.18958,-0.427348
25.8,-0.563532,0.986078,2.267495
25.9,-0.479995,1.4461,2.683483
26,0.302845,1.065373,0.812588
26.1,0.821383,0.455705,-1.765329
26.2,0.928834,0.453764,-3.029136
26.3,0.669694,0.822717,-1.850221
26.4,0.565701,1.007756,0.817233
26.5,0.86258,0.845088,2.800304
26.6,0.979385,0.58724,2.469366
26.7,0.535925,0.811109,0.120196
26.8,-0.306526,1.205144,-2.325445
26.9,-0.784377,0.979583,-2.88892
27,0.123077,0.442233,-0.793546
27.1,1.661515,-0.256212,2.162243
27.2,1.909105,-1.155097,2.973222
27.3,0.982834,-0.933968,1.235914
27.4,0.103972,0.360646,-1.260583
27.5,-0.669457,1.085844,-2.92972
27.6,-0.657064,0.401046,-2.467842
27.7,0.487461,-0.932446,-0.04118
27.8,1.050347,-2.181038,1.732747
27.9,0.657225,-2.340643,1.421839
28,0.577716,-0.991577,-0.368682
28.1,0.745019,0.819707,-2.192402
28.2,0.461531,1.513983,-2.567467
28.3,0.342243,0.350679,-1.404348
28.4,0.524013,-1.650931,0.289221
28.5,0.333954,-2.726187,1.127985
28.6,0.274641,-1.775806,0.66696
28.7,0.817479,0.549689,-0.654101
28.8,0.900482,2.452126,-1.226817
28.9,0.578821,2.266945,-0.702883
29,0.545146,0.106513,0.276541
29.1,0.476678,-2.164802,1.021623
29.2,0.164277,-2.541657,1.244326
29.3,0.061459,-0.642137,1.030398
29.4,0.289208,1.924255,0.593359
29.5,0.457453,2.990609,0.53288
29.6,0.624975,1.620278,0.844064
29.7,0.670132,-1.083186,1.018959
29.8,0.467846,-2.847851,0.867337
29.9,0.256836,-2.205075,0.793739
30,0.12846,0.264395,0.914228
30.1,0.23704,2.452639,0.973087
30.2,0.492,2.497466,0.867503
30.3,0.573387,0.389328,0.413001
30.4,0.523333,-2.032009,-0.369314
30.5,0.731341,-2.694238,-0.926371
30.6,0.813529,-1.048787,-0.720339
30.7,0.421111,1.458882,0.291542
30.8,0.377572,2.804265,0.866497
30.9,0.535344,1.996075,0.347002
31,0.324108,-0.111318,-1.101561
31.1,0.342375,-1.668537,-2.311506
31.2,0.702875,-1.302872,-2.261799
31.3,0.633926,0.583811,-0.80687
31.4,0.575855,2.306045,0.953049
31.5,0.952716,2.494589,1.56126
31.6,0.618513,1.21147,0.250051
31.7,-0.504149,-0.401759,-2.098033
31.8,-0.638778,-1.355589,-2.862522
31.9,0.051214,-0.728129,-1.563955
32,0.75062,0.813942,0.708314
32.1,1.626465,1.496608,2.605255
32.2,1.792103,0.681706,2.444781
32.3,0.427143,-0.36901,-0.196338
32.4,-0.657137,-1.154957,-2.558713
32.5,-0.316043,-1.46413,-2.428504
32.6,0.443683,-0.925304,-0.273338
32.7,0.86998,-0.37427,2.192087
32.8,0.893346,-0.48748,2.993083
32.9,0.61745,-0.869453,1.375974
33,0.601554,-1.018517,-1.334475
33.1,0.926118,-0.813665,-2.935478
33.2,0.94134,-0.606623,-2.102687
33.3,0.38115,-0.904101,0.449778
33.4,-0.489366,-1.189555,2.662882
33.5,-0.729038,-0.841812,2.674933
33.600001,0.444178,-0.32974,0.166797
33.700001,1.863826,0.424201,-2.578449
33.800001,1.778933,1.207361,-2.796088
33.900001,0.795615,0.705765,-0.744056
34.000001,-0.073768,-0.589194,1.721641
34.100001,-0.782557,-1.017171,3.05829
34.200001,-0.478275,-0.128734,2.073257
34.300001,0.711063,1.209653,-0.476682
34.400001,1.014532,2.317587,-1.861959
34.500001,0.589335,2.158175,-1.169558
34.600001,0.62448,0.621641,0.789873
34.700001,0.723658,-1.0716,2.421154
34.800001,0.403409,-1.39137,2.453248
34.900001,0.385687,0.052633,1.052044
35.000001,0.518116,1.993739,-0.577264
35.100001,0.264187,2.690544,-1.172122
35.200001,0.346313,1.362132,-0.445361
35.300001,0.913108,-1.02655,0.89119
35.400001,0.848356,-2.600855,1.218362
35.500001,0.549428,-1.94061,0.539933
35.600001,0.551095,0.41563,-0.47177
35.700001,0.414872,2.427744,-1.130421
35.800001,0.095795,2.298854,-1.266153
35.900001,0.090543,0.090881,-0.942805
36.000001,0.341787,-2.325263,-0.509596
36.100001,0.489247,-2.909784,-0.545123
36.200001,0.653624,-1.122472,-0.895759
36.300001,0.644311,1.577195,-1.022769
36.400001,0.418112,2.915496,-0.86776
36.500001,0.214597,1.787963,-0.83076
36.600001,0.135594,-0.817673,-0.926304
36.700001,0.298211,-2.678297,-0.935816
36.800001,0.535757,-2.212419,-0.790554
36.900001,0.560597,0.150135,-0.267793
37.000001,0.538496,2.362056,0.494747
37.100001,0.772997,2.534599,0.935467
37.200001,0.749541,0.54653,0.544295
37.300001,0.373009,-1.88598,-0.459699
37.400001,0.430061,-2.822319,-0.824074
37.500001,0.518196,-1.619373,-0.089585
37.600001,0.275334,0.546412,1.409132
37.700001,0.408521,1.794757,2.399677
37.800001,0.732989,1.018892,2.055744
37.900001,0.586915,-0.997645,0.429552
38.000001,0.634331,-2.50701,-1.173463
38.100001,0.97774,-2.335689,-1.433168
38.200001,0.39494,-0.876094,0.23775
38.300001,-0.643601,0.713221,2.432924
38.400001,-0.506826,1.395592,2.714823
38.500001,0.199807,0.446418,1.136019
38.600001,0.904166,-1.085938,-1.158084
38.700001,1.757209,-1.459046,-2.771735
38.800001,1.606524,-0.468154,-2.049255
38.900001,0.114615,0.551354,0.79969
39.000001,-0.677805,1.31158,2.731482
39.100001,-0.139116,1.433981,2.089776
39.200001,0.561508,0.774875,-0.275588
39.300001,0.900802,0.315926,-2.544976
39.400001,0.846652,0.533597,-2.851485
39.500001,0.577284,0.9167,-0.85506
39.600001,0.653947,1.024656,1.803012
39.700001,0.978332,0.782171,2.964698
39.800001,0.876725,0.642433,1.660236
39.900001,0.204475,0.985837,-1.008588
40.000001,-0.646828,1.134794,-2.906031
40.100001,-0.602514,0.707525,-2.342157
40.200001,0.778468,0.221352,0.47495
40.300001,1.997997,-0.592739,2.883666
40.400001,1.613216,-1.203305,2.522271
40.500001,0.611134,-0.451551,0.229226
40.600001,-0.255222,0.767664,-2.142629
40.700001,-0.846398,0.88613,-3.082119
40.800001,-0.249301,-0.148529,-1.596083
40.900001,0.88808,-1.470389,0.942765
41.000001,0.94421,-2.395916,1.903053
41.100001,0.546028,-1.921175,0.857394
41.200001,0.674115,-0.253495,-1.205257
41.300001,0.680947,1.258781,-2.583564
41.400001,0.363486,1.193908,-2.27307
41.500001,0.435073,-0.470214,-0.681636
41.600001,0.485456,-2.277093,0.824942
41.700001,0.207471,-2.564453,1.161268
41.800001,0.45176,-0.907689,0.180718
41.900001,0.979406,1.464818,-1.089115
42.000001,0.785135,2.651064,-1.168419
42.100001,0.533471,1.542954,-0.354596
42.200001,0.546956,-0.919199,0.659754
42.300001,0.340049,-2.593678,1.223738
42.400001,0.04243,-1.963729,1.264046
42.500001,0.139713,0.467311,0.833309
42.600001,0.387613,2.64426,0.440844
42.700001,0.520249,2.725047,0.575277
42.800001,0.675437,0.585388,0.948225
42.900001,0.608721,-2.011025,1.023609
43.000001,0.367121,-2.874496,0.875825
43.100001,0.179679,-1.305157,0.863458
43.200001,0.159651,1.338066,0.920136
43.300001,0.360475,2.800217,0.89221
43.400001,0.5666,1.841886,0.704095
43.500001,0.544062,-0.685598,0.121272
43.600001,0.564862,-2.604459,-0.600211
43.700001,0.801593,-2.27936,-0.911682
43.800001,0.671729,-0.021936,-0.350162
43.900001,0.352714,2.250585,0.587715
44.000001,0.479685,2.744215,0.738012
44.100001,0.478164,1.195802,-0.196866
44.200001,0.246473,-0.948045,-1.683881
44.300001,0.485971,-1.832222,-2.429137
44.400001,0.738433,-0.675766,-1.798378
44.500001,0.550479,1.397293,-0.063662
44.600001,0.708877,2.63746,1.332939
44.700001,0.956594,2.117492,1.222197
44.800001,0.148131,0.526006,-0.744925
44.900001,-0.715454,-0.994925,-2.666725
45.000001,-0.353317,-1.35581,-2.49052
45.100001,0.337875,-0.129214,-0.686065
45.200001,1.064383,1.314094,1.573857
45.300001,1.846409,1.360932,2.838416
45.400001,1.35913,0.251249,1.560497
45.500001,-0.159512,-0.739026,-1.352908
45.600001,-0.631932,-1.443639,-2.784998
45.700001,0.036661,-1.357861,-1.681756
45.800001,0.656753,-0.62417,0.817245
45.900001,0.91556,-0.282181,2.811207
46.000001,0.792431,-0.589538,2.609675
46.100001,0.552804,-0.964021,0.306466
46.200001,0.719285,-1.024348,-2.206142
46.300001,1.013373,-0.753519,-2.88639
46.400001,0.784291,-0.692972,-1.157202
46.500001,0.011163,-1.047012,1.538024
46.600001,-0.763191,-1.046178,3.040609
46.700001,-0.409271,-0.585568,1.902677
46.800001,1.107181,-0.109951,-1.102573
46.900001,2.059273,0.752031,-3.066671
47.000001,1.424883,1.140903,-2.166442
47.100001,0.427601,0.186799,0.295548
47.200001,-0.434114,-0.885539,2.509582
47.300001,-0.84832,-0.704468,2.991608
47.400001,0.01039,0.423195,1.061929
47.500001,1.00893,1.70915,-1.338198
47.600001,0.853525,2.411017,-1.859538
47.700001,0.530324,1.639623,-0.493852
47.800001,0.716761,-0.100007,1.597796
47.900001,0.62278,-1.373141,2.675253
48.000001,0.346245,-0.930821,2.03117
48.100001,0.479848,0.88692,0.308245
48.200001,0.42899,2.489124,-1.027127
48.300001,0.175279,2.353151,-1.091811
48.400001,0.581486,0.427938,0.11319
48.500001,1.01081,-1.848809,1.238163
48.600001,0.719233,-2.600871,1.080494
48.700001,0.529084,-1.089457,0.1513
48.800001,0.528058,1.384786,-0.835622
48.900001,0.256555,2.655548,-1.300981
49.000001,0.010726,1.549347,-1.232911
49.100001,0.202303,-1.011756,-0.709951
49.200001,0.425224,-2.869964,-0.391718
49.300001,0.551575,-2.443373,-0.622016
49.400001,0.688004,-0.029091,-0.998262
49.500001,0.564872,2.368322,-1.023336
49.600001,0.316111,2.726193,-0.890093
49.700001,0.155993,0.774588,-0.886441
49.800001,0.197799,-1.805987,-0.898397
49.900001,0.419992,-2.814161,-0.844246
50.000001,0.583927,-1.400281,-0.607557
50.100001,0.528689,1.196909,0.021607
50.200001,0.600263,2.74972,0.68406
50.300001,0.812058,1.938206,0.853791
50.400001,0.59013,-0.506554,0.150851
50.500001,0.358259,-2.539224,-0.672693
50.600001,0.517687,-2.573638,-0.609599
50.700001,0.42118,-0.740923,0.502309
50.800001,0.243471,1.300546,1.915792
50.900001,0.565365,1.778703,2.400422
51.000001,0.720634,0.287212,1.498122
51.100001,0.532769,-1.768474,-0.27673
51.200001,0.789127,-2.691988,-1.426936
51.300001,0.881411,-1.849189,-0.930006
51.400001,-0.099079,-0.167653,1.242012
51.500001,-0.718839,1.231704,2.794072
51.600001,-0.192447,1.23678,2.202788
51.700001,0.468539,-0.207028,0.225025
51.800001,1.229165,-1.486411,-1.943929
51.900001,1.880086,-1.210988,-2.795097
52.000001,1.06519,-0.035244,-1.001931
52.100001,-0.377846,0.931295,1.829812
52.200001,-0.53111,1.539304,2.724485
52.300001,0.200603,1.24174,1.218961
52.400001,0.731352,0.48226,-1.334342
52.500001,0.915338,0.273107,-2.980795
52.600001,0.734472,0.653097,-2.276733
52.700001,0.546609,1.010482,0.249968
52.800001,0.792873,1.016115,2.52942
52.900001,1.026429,0.731059,2.702908
53.000001,0.663814,0.7543,0.61059
53.100001,-0.190594,1.079538,-2.019887
53.200001,-0.824752,0.933121,-3.055776
53.300001,-0.159334,0.480441,-1.374874
53.400001,1.412062,-0.010625,1.687623
53.500001,2.049376,-0.890097,3.123701
53.600001,1.224887,-1.022936,1.743829
53.700001,0.242544,0.072222,-0.817227
53.800001,-0.600499,0.936559,-2.807721
53.900001,-0.781482,0.486376,-2.783418
54.000001,0.278142,-0.69094,-0.500285
54.100001,1.070946,-1.918656,1.650341
54.200001,0.757035,-2.361103,1.735996
54.300001,0.541174,-1.324734,0.089942
54.400001,0.743958,0.426143,-1.951602
54.500001,0.557089,1.40971,-2.693974
54.600001,0.352124,0.61354,-1.734596
54.700001,0.509996,-1.287677,0.053556
54.800001,0.355355,-2.620442,1.180252
54.900001,0.177553,-2.065352,0.961099
55.000001,0.721436,0.061452,-0.418237
55.100001,1.007079,2.164074,-1.333719
55.200001,0.657941,2.452432,-0.95794
55.300001,0.532163,0.597552,0.064192
55.400001,0.4916,-1.79413,0.996046
55.500001,0.170274,-2.610353,1.360488
55.600001,0.005683,-1.071853,1.169048
55.700001,0.270191,1.522649,0.58273
55.800001,0.455295,2.994485,0.364864
55.900001,0.58358,2.075279,0.683108
56.000001,0.689364,-0.525581,1.043295
56.100001,0.514596,-2.635597,1.023772
56.200001,0.267122,-2.475956,0.907761
56.300001,0.146818,-0.216116,0.895351
56.400001,0.246009,2.203858,0.865185
56.500001,0.473777,2.719964,0.792662
56.600001,0.588479,0.904535,0.501415
56.700001,0.518838,-1.66483,-0.156215
56.800001,0.640945,-2.79198,-0.745089
56.900001,0.801365,-1.523932,-0.762426
57.000001,0.515157,1.020455,0.040362
57.100001,0.384271,2.741044,0.714423
57.200001,0.537201,2.317845,0.440404
57.300001,0.356202,0.271084,-0.814172
57.400001,0.268024,-1.589328,-2.09826
57.500001,0.636971,-1.636104,-2.314688
57.600001,0.684588,0.131898,-1.166191
57.700001,0.538818,2.097495,0.579889
57.800001,0.862546,2.668691,1.451216
57.900001,0.750324,1.540361,0.563513
58.000001,-0.322713,-0.191285,-1.699036
58.100001,-0.661343,-1.408798,-2.818004
58.200001,-0.035329,-1.044206,-1.863724
58.300001,0.59657,0.545176,0.236043
58.400001,1.392771,1.594196,2.256284
58.500001,1.847509,1.020614,2.635928
58.600001,0.744973,-0.179067,0.402307
58.700001,-0.528337,-1.123421,-2.209895
58.800001,-0.390874,-1.589325,-2.559693
58.900001,0.345516,-1.094466,-0.716036
59.000001,0.788029,-0.356686,1.809786
59.100001,0.901407,-0.287422,3.047219
59.200001,0.677288,-0.722445,1.865203
59.300001,0.560217,-1.054498,-0.794301
59.400001,0.868595,-0.999286,-2.761081
59.500001,1.013248,-0.718151,-2.420303
59.600001,0.516011,-0.82042,-0.038451
59.700001,-0.38935,-1.077713,2.436067
59.800001,-0.821142,-0.807587,2.945589
59.900001,0.133872,-0.391808,0.781584
