time,phi_dot_deg_per_sec,theta_dot_deg_per_sec,psi_dot_deg_per_sec
45.200001,0.707895,0.594817,0.451003
45.400001,1.613904,0.797799,2.220092
45.600001,-0.418983,-1.078011,-2.093251
45.800001,0.347762,-0.990528,-0.440284
46.000001,0.855179,-0.441474,2.721264
46.200001,0.631818,-0.995732,-0.959147
46.400001,0.905426,-0.714054,-2.035315
46.600001,-0.37457,-1.059024,2.29169
46.800001,0.349445,-0.353068,0.398567
47.000001,1.754146,0.963651,-2.631871
47.200001,-0.009444,-0.359743,1.410242
47.400001,-0.423658,-0.156842,2.037257
47.600001,0.945467,2.070586,-1.606233
47.800001,0.62098,0.770828,0.564697
48.000001,0.483537,-1.182987,2.347781
48.200001,0.464385,1.696001,-0.354678
48.400001,0.385538,1.403266,-0.474051
48.600001,0.861672,-2.247268,1.14731
48.800001,0.53143,0.15132,-0.347916
49.000001,0.150243,2.129354,-1.2351
49.200001,0.316879,-1.941093,-0.577671
49.400001,0.617039,-1.230617,-0.837533
49.600001,0.435556,2.573504,-0.920311
49.800001,0.165722,-0.507896,-0.914722
50.000001,0.489359,-2.110671,-0.748654
50.200001,0.567152,1.980556,0.374299
50.400001,0.712892,0.713542,0.520978
50.600001,0.420264,-2.561089,-0.675497
50.800001,0.342159,0.273242,1.222941
51.000001,0.643178,1.019536,1.967684
51.200001,0.654898,-2.231365,-0.884002
51.400001,0.405507,-1.012581,0.141902
51.600001,-0.477507,1.219275,2.527798
51.800001,0.860925,-0.846197,-0.874924
52.000001,1.488944,-0.607696,-1.92312
52.200001,-0.482358,1.211568,2.311274
52.400001,0.468955,0.863058,-0.049557
52.600001,0.824408,0.480625,-2.637958
52.800001,0.666025,1.006847,1.404874
53.000001,0.85244,0.729741,1.67092
53.200001,-0.505879,1.03042,-2.536541
53.400001,0.628578,0.236587,0.159685
53.600001,1.643103,-0.983068,2.439706
53.800001,-0.185512,0.52501,-1.81832
54.000001,-0.257688,-0.086916,-1.654303
54.200001,0.924024,-2.156794,1.693382
54.400001,0.639139,-0.44323,-0.945488
54.600001,0.452514,1.043234,-2.207769
54.800001,0.443432,-1.966381,0.609186
55.000001,0.453194,-1.010912,0.259559
55.200001,0.824784,2.332027,-1.126845
55.400001,0.516364,-0.606418,0.533721
55.600001,0.10687,-1.866839,1.235786
55.800001,0.36614,2.261061,0.503356
56.000001,0.635703,0.765147,0.888058
56.200001,0.390497,-2.583448,0.92299
56.400001,0.183411,0.986972,0.909855
56.600001,0.520283,1.813466,0.671884
56.800001,0.584448,-2.235013,-0.480025
57.000001,0.668397,-0.247695,-0.374809
57.200001,0.445216,2.53314,0.61536
57.400001,0.320377,-0.649573,-1.477738
57.600001,0.661298,-0.734245,-1.760921
57.800001,0.69795,2.380496,1.055325
58.000001,0.225771,0.681207,-0.559336
58.200001,-0.371845,-1.207421,-2.370396
58.400001,1.013101,1.06472,1.270339
58.600001,1.314904,0.401474,1.543063
58.800001,-0.492715,-1.323761,-2.428126
59.000001,0.573362,-0.731096,0.540532
59.200001,0.789288,-0.532899,2.463029
59.400001,0.710358,-1.009424,-1.798449
59.600001,0.771288,-0.755967,-1.243728
59.800001,-0.601777,-0.978864,2.686357
