Time,Value_1,Value_2,Value_3
8.68744,4.14439,0.0845465,0.646832
8.69994,4.14961,0.119518,0.633828
8.71244,4.1543,0.155084,0.620328
8.72494,4.15848,0.190789,0.606575
8.73744,4.16218,0.226173,0.592814
8.74994,4.16546,0.260775,0.579291
8.76244,4.16844,0.294145,0.566254
8.77494,4.17123,0.325848,0.553955
8.78744,4.174,0.35547,0.542643
8.79994,4.17691,0.382628,0.532566
8.81244,4.18014,0.40697,0.523962
8.82494,4.18389,0.428181,0.517052
8.83744,4.18831,0.445987,0.512027
8.84994,4.19355,0.460157,0.509044
8.86244,4.19972,0.470505,0.508211
8.87494,4.20689,0.476889,0.50958
8.88744,4.21508,0.479218,0.513143
8.89994,4.22424,0.47745,0.518826
8.91244,4.23429,0.471595,0.526496
8.92494,4.2451,0.461717,0.535967
8.93744,4.25649,0.447935,0.547009
8.94993,4.26829,0.430426,0.559362
8.96243,4.2803,0.409419,0.572749
8.97493,4.29232,0.385199,0.58689
8.98743,4.30417,0.358103,0.601512
8.99993,4.31572,0.328513,0.616356
9.01243,4.32683,0.296853,0.631185
9.02493,4.33741,0.263581,0.645784
9.03743,4.34742,0.229181,0.659961
9.04993,4.35682,0.194157,0.673545
9.06243,4.36562,0.159023,0.686385
9.07493,4.37386,0.124296,0.698347
9.08743,4.38158,0.090485,0.709308
9.09993,4.38886,0.0580873,0.719159
9.11243,4.39577,0.0275775,0.727799
9.12493,4.40242,6.28259,0.735139
9.13743,4.40889,6.25716,0.7411
9.14993,4.41526,6.23485,0.745615
9.16243,4.42164,6.21598,0.748633
9.17493,4.42807,6.20084,0.750119
9.18743,4.43462,6.18964,0.75006
9.19993,4.44133,6.18255,0.748463
9.21243,4.44819,6.17968,0.74536
9.22493,4.4552,6.18108,0.740802
9.23743,4.46234,6.18674,0.734863
9.24993,4.46954,6.19657,0.727636
9.26243,4.47676,6.21045,0.719226
9.27493,4.48391,6.22817,0.709747
9.28743,4.49092,6.24948,0.699319
9.29993,4.49771,6.27408,0.68806
9.31243,4.5042,0.0184185,0.676083
9.32493,4.51032,0.0484657,0.663498
9.33743,4.51603,0.080594,0.650403
9.34993,4.52126,0.114329,0.636887
9.36243,4.52598,0.14917,0.623029
9.37493,4.53018,0.184601,0.608902
9.38743,4.53384,0.220093,0.594571
9.39993,4.53698,0.255116,0.580097
9.41243,4.53961,0.289147,0.565539
9.42493,4.54177,0.321676,0.550958
9.43743,4.5435,0.352214,0.536416
9.44993,4.54488,0.3803,0.521978
9.46243,4.54596,0.405511,0.507715
9.47493,4.54683,0.427465,0.493701
9.48743,4.54758,0.445824,0.480012
9.49993,4.54831,0.460306,0.466723
9.51243,4.5491,0.470683,0.453905
9.52493,4.55003,0.476787,0.44162
9.53743,4.55119,0.47851,0.429916
9.54993,4.55264,0.475806,0.418825
9.56243,4.55442,0.468695,0.408358
9.57493,4.55656,0.457255,0.398507
9.58743,4.55908,0.441629,0.38924
9.59993,4.56196,0.422017,0.380508
9.61242,4.56521,0.398676,0.372246
9.62492,4.5688,0.371917,0.364376
9.63742,4.57269,0.3421,0.35681
9.64992,4.57688,0.309626,0.349456
9.66242,4.58134,0.274938,0.342221
9.67492,4.58606,0.23851,0.335011
9.68742,4.59101,0.200841,0.327736
9.69992,4.59622,0.162451,0.320311
9.71242,4.60167,0.123869,0.312656
9.72492,4.60739,0.0856313,0.3047
9.73742,4.61338,0.0482684,0.296378
9.74992,4.61966,0.0123016,0.287638
9.76242,4.62625,6.26142,0.278438
9.77492,4.63316,6.22973,0.268749
9.78742,4.6404,6.20086,0.258558
9.79992,4.64797,6.17522,0.247865
9.81242,4.65585,6.15317,0.236693
9.82492,4.664,6.13502,0.225078
9.83742,4.67241,6.12104,0.213077
9.84992,4.68101,6.11141,0.200759
9.86242,4.68973,6.10628,0.18821
9.87492,4.69852,6.10572,0.175522
9.88742,4.70729,6.10973,0.162794
9.89992,4.71597,6.11826,0.150122
9.91242,4.7245,6.13118,0.1376
9.92492,4.73281,6.1483,0.125308
9.93742,4.74084,6.16939,0.113316
9.94992,4.74857,6.19413,0.101677
9.96242,4.75596,6.22217,0.0904266
9.97492,4.763,6.25311,0.0795852
9.98742,4.76969,0.00332564,0.0691553
9.99992,4.77603,0.038716,0.0591245
10.0124,4.78202,0.0755928,0.0494671
10.0249,4.78769,0.113436,0.0401455
10.0374,4.79304,0.151713,0.0311121
10.0499,4.79809,0.189887,0.0223106
10.0624,4.80285,0.227424,0.013678
10.0749,4.80732,0.263801,0.00514598
10.0874,4.8115,0.29851,6.27983
10.0999,4.8154,0.331073,6.27128
10.1124,4.819,0.361038,6.26261
10.1249,4.8223,0.387993,6.25374
10.1374,4.82529,0.411571,6.24462
10.1499,4.82797,0.431451,6.23517
10.1624,4.83033,0.447365,6.22536
10.1749,4.8324,0.459103,6.21514
10.1874,4.83419,0.466514,6.20449
10.1999,4.83573,0.469508,6.1934
10.2124,4.83707,0.468058,6.1819
10.2249,4.83827,0.462201,6.16999
10.2374,4.8394,0.452037,6.15772
10.2499,4.84052,0.437727,6.14514
10.2624,4.84173,0.419494,6.13229
10.2749,4.84308,0.397614,6.11924
10.2874,4.84466,0.372418,6.10603
10.2999,4.84654,0.344284,6.09271
10.3124,4.84876,0.313633,6.07935
10.3249,4.85139,0.280922,6.06597
10.3374,4.85445,0.246637,6.05263
10.3499,4.85799,0.211288,6.03937
10.3624,4.862,0.175398,6.02623
10.3749,4.86651,0.139499,6.01325
10.3874,4.87151,0.10412,6.00049
10.3999,4.87697,0.0697844,5.988
10.4124,4.88287,0.036996,5.97586
10.4249,4.88916,0.00623612,5.96413
10.4374,4.8958,6.26114,5.95291
10.4499,4.90271,6.23575,5.9423
10.4624,4.90984,6.21362,5.93239
10.4749,4.9171,6.19506,5.9233
10.4874,4.92442,6.18035,5.91515
10.4999,4.93174,6.16969,5.90804
10.5124,4.93898,6.16322,5.90208
10.5249,4.94609,6.16105,5.89736
10.5374,4.95305,6.16318,5.89397
10.5499,4.95983,6.16959,5.89195
10.5624,4.96644,6.18017,5.89135
10.5749,4.97291,6.19477,5.89218
10.5874,4.97928,6.21317,5.89443
10.5999,4.98561,6.2351,5.89809
10.6124,4.99198,6.26025,5.9031
10.6249,4.99847,0.0050494,5.90942
10.6374,5.00517,0.0354751,5.91697
10.6499,5.01216,0.0678939,5.92567
10.6624,5.01954,0.101832,5.93543
10.6749,5.02736,0.136795,5.94616
10.6874,5.03569,0.172269,5.95775
10.6999,5.04457,0.207736,5.97007
10.7124,5.054,0.242676,5.98299
10.7249,5.06398,0.27658,5.99635
10.7374,5.07446,0.308954,6.01
10.7499,5.08538,0.33933,6.02372
10.7624,5.09663,0.36727,6.03732
10.7749,5.10808,0.392378,6.05055
10.7874,5.11958,0.414301,6.06316
10.7999,5.13095,0.432739,6.07491
10.8124,5.14202,0.447443,6.08552
10.8249,5.15261,0.458219,6.09475
10.8374,5.16255,0.464934,6.10239
10.8499,5.17173,0.467507,6.10824
10.8624,5.18005,0.465916,6.11217
10.8749,5.18745,0.460192,6.1141
10.8874,5.19395,0.450419,6.11399
10.8999,5.1996,0.436731,6.11189
10.9124,5.20448,0.419311,6.10787
10.9249,5.20872,0.398389,6.10207
10.9374,5.21247,0.374239,6.09466
10.9499,5.2159,0.347178,6.08583
10.9624,5.21918,0.317558,6.07581
10.9749,5.22245,0.285768,6.0648
10.9874,5.22588,0.252226,6.05306
10.9999,5.22957,0.21737,6.04081
11.0124,5.23363,0.181659,6.02828
11.0249,5.23813,0.145559,6.0157
11.0374,5.2431,0.109538,6.00331
11.0499,5.24854,0.0740604,5.99135
11.0624,5.25445,0.0395756,5.98003
11.0749,5.26075,0.00651307,5.96961
11.0874,5.26738,6.25846,5.96032
11.0999,5.27423,6.22941,5.95239
11.1124,5.2812,6.20289,5.94608
11.1249,5.28815,6.17918,5.94161
11.1374,5.29497,6.15852,5.93919
11.1499,5.30153,6.14111,5.93903
11.1624,5.30774,6.12708,5.94129
11.1749,5.3135,6.11655,5.94612
11.1874,5.31878,6.10954,5.95361
11.1999,5.32354,6.10607,5.96381
11.2124,5.3278,6.10608,5.97673
11.2249,5.33162,6.10946,5.99232
11.2374,5.33508,6.11609,6.0105
11.2499,5.33829,6.12575,6.03113
11.2624,5.34138,6.13823,6.05404
11.2749,5.3445,6.15324,6.07903
11.2874,5.34779,6.17045,6.10588
11.2999,5.35141,6.18953,6.13433
11.3124,5.35547,6.21007,6.16415
11.3249,5.36009,6.23168,6.19504
11.3374,5.36535,6.25392,6.22673
11.3499,5.37132,6.27634,6.25893
11.3624,5.378,0.0153281,0.00816363
11.3749,5.38539,0.0368033,0.0404853
11.3874,5.39344,0.0571599,0.0723986
11.3999,5.40206,0.0759962,0.103582
11.4124,5.41115,0.0929398,0.133707
11.4249,5.42058,0.107655,0.162448
11.4374,5.43019,0.119847,0.189479
11.4499,5.43985,0.129267,0.214488
11.4624,5.4494,0.135713,0.237181
11.4749,5.4587,0.139029,0.257293
11.4874,5.46765,0.139111,0.274594
11.4999,5.47616,0.135899,0.288899
11.5124,5.48419,0.129378,0.300071
11.5249,5.49172,0.11958,0.308026
11.5374,5.49881,0.106574,0.312736
11.5499,5.5055,0.0904723,0.314225
11.5624,5.51192,0.0714257,0.312566
11.5749,5.51818,0.0496219,0.30788
11.5874,5.52445,0.0252849,0.300324
11.5999,5.53088,6.28186,0.290092
11.6124,5.53762,6.25326,0.277406
11.6249,5.54484,6.223,0.262511
11.6374,5.55267,6.19142,0.245674
11.6499,5.56121,6.15887,0.22718
11.6624,5.57054,6.12575,0.207332
11.6749,5.58071,6.09241,0.186451
11.6874,5.5917,6.05926,0.164879
11.6999,5.60345,6.02664,0.14298
11.7124,5.61588,5.99492,0.121139
11.7249,5.62881,5.96441,0.0997637
11.7374,5.64205,5.93541,0.0792826
11.7499,5.65537,5.90817,0.06014
11.7624,5.66847,5.88291,0.0427893
11.7749,5.68106,5.85979,0.0276835
11.7874,5.69282,5.83895,0.0152627
11.7999,5.70345,5.82048,0.00594016
11.8124,5.71265,5.80445,8.70535e-05
11.8249,5.72015,5.79089,6.2812
11.8374,5.72576,5.77983,6.28316
11.8499,5.72931,5.77126,0.0061199
11.8624,5.73073,5.76518,0.0165209
11.8749,5.73001,5.76155,0.0311499
11.8874,5.72721,5.76036,0.0498814
11.8999,5.72247,5.76156,0.0724955
11.9124,5.716,5.76509,0.0986855
11.9249,5.70806,5.77087,0.128069
11.9374,5.69896,5.77879,0.160204
11.9499,5.68903,5.78871,0.194601
11.9624,5.67861,5.80045,0.230745
11.9749,5.66803,5.81379,0.268106
11.9874,5.6576,5.82847,0.306159
11.9999,5.64763,5.84421,0.344393
12.0124,5.63833,5.86067,0.382319
12.0249,5.62992,5.87752,0.419479
12.0374,5.62255,5.8944,0.455446
12.0499,5.61633,5.91093,0.489827
12.0624,5.61132,5.92677,0.52226
12.0749,5.60755,5.94155,0.552419
12.0874,5.60503,5.95496,0.580004
12.0999,5.60373,5.9667,0.604747
12.1124,5.60364,5.9765,0.626407
12.1249,5.60471,5.98414,0.644773
12.1374,5.60691,5.98945,0.659662
12.1499,5.61021,5.99231,0.670926
12.1624,5.6146,5.99262,0.678443
12.1749,5.62008,5.99037,0.682128
12.1874,5.62669,5.98559,0.681929
12.1999,5.63445,5.97835,0.67783
12.2124,5.64343,5.96877,0.66985
12.2249,5.65369,5.95704,0.658042
12.2374,5.66532,5.94338,0.642498
12.2499,5.67839,5.92806,0.623348
12.2624,5.69297,5.91137,0.600758
12.2749,5.70911,5.89364,0.574938
12.2874,5.72684,5.87523,0.546141
12.2999,5.74614,5.85651,0.514669
12.3124,5.76696,5.83785,0.480876
12.3249,5.78918,5.81961,0.44517
12.3374,5.81263,5.80212,0.408017
12.3499,5.83708,5.78572,0.369937
12.3624,5.86222,5.77065,0.331503
12.3749,5.88772,5.75713,0.29333
12.3874,5.91317,5.74533,0.256063
12.3999,5.93816,5.73535,0.22036
12.4124,5.96227,5.72723,0.186872
12.4249,5.98507,5.72095,0.156224
12.4374,6.00618,5.71648,0.128994
12.4499,6.02527,5.71372,0.105695
12.4624,6.04203,5.71256,0.0867592
12.4749,6.05626,5.7129,0.0725306
12.4874,6.06781,5.71462,0.0632557
12.4999,6.0766,5.71763,0.0590808
12.5124,6.08263,5.72185,0.0600525
12.5249,6.08596,5.72722,0.0661194
12.5374,6.08672,5.73371,0.0771365
12.5499,6.0851,5.74129,0.0928703
12.5624,6.08133,5.74998,0.113006
12.5749,6.07571,5.75977,0.137158
12.5874,6.06853,5.77068,0.164874
12.5999,6.06014,5.78269,0.195653
12.6124,6.0509,5.79579,0.228953
12.6249,6.04116,5.80994,0.264203
12.6374,6.03126,5.82505,0.30082
12.6499,6.02153,5.84104,0.338216
12.6624,6.01227,5.85776,0.375812
12.6749,6.00374,5.87506,0.413045
12.6874,5.99616,5.89276,0.449378
12.6999,5.9897,5.91066,0.484303
12.7124,5.98449,5.92855,0.517345
12.7249,5.98062,5.94623,0.548067
12.7374,5.97813,5.9635,0.57607
12.7499,5.97704,5.98017,0.600993
12.7624,5.97732,5.99609,0.622516
12.7749,5.97894,6.01111,0.640362
12.7874,5.98183,6.02514,0.654296
12.7999,5.98593,6.0381,0.664129
12.8124,5.99114,6.04995,0.66972
12.8249,5.9974,6.06069,0.670979
12.8374,6.00461,6.07035,0.667866
12.8499,6.0127,6.07899,0.660399
12.8624,6.02158,6.08669,0.648648
12.8749,6.03118,6.09358,0.632743
12.8874,6.0414,6.09977,0.612868
12.8999,6.05218,6.10541,0.589264
12.9124,6.06344,6.11066,0.562227
12.9249,6.07508,6.11568,0.532103
12.9374,6.08702,6.12061,0.499284
12.9499,6.09915,6.12561,0.464206
12.9624,6.11139,6.13082,0.427341
12.9749,6.12362,6.13635,0.389188
12.9874,6.13574,6.14231,0.350272
12.9999,6.14766,6.14879,0.311127
13.0124,6.15928,6.15584,0.272294
13.0249,6.1705,6.16349,0.234311
13.0374,6.18127,6.17177,0.197704
13.0499,6.19153,6.18067,0.162978
13.0624,6.20124,6.19017,0.13061
13.0749,6.21038,6.20023,0.101044
13.0874,6.21898,6.21082,0.0746815
13.0999,6.22705,6.22187,0.0518808
13.1124,6.23465,6.23333,0.0329482
13.1249,6.24185,6.24514,0.0181368
13.1374,6.24874,6.25723,0.00764299
13.1499,6.2554,6.26954,0.00160468
13.1624,6.26197,6.282,9.96408e-05
13.1749,6.26853,0.011368,0.00314492
13.1874,6.27521,0.0239409,0.0106968
13.1999,6.28212,0.0364659,0.0226513
13.2124,0.00617951,0.0488727,0.0388457
13.2249,0.0138397,0.0610897,0.0590598
13.2374,0.0219945,0.0730448,0.0830189
13.2499,0.0307001,0.0846675,0.110397
13.2624,0.0399916,0.0958905,0.140819
13.2749,0.0498813,0.106653,0.173869
13.2874,0.0603583,0.116904,0.209091
13.2999,0.0713886,0.126606,0.245997
13.3124,0.0829164,0.135737,0.284074
13.3249,0.094867,0.144295,0.322793
13.3374,0.107149,0.152299,0.361612
13.3499,0.11966,0.159793,0.399989
13.3624,0.132286,0.166843,0.43739
13.3749,0.144912,0.173536,0.473294
13.3874,0.15742,0.17998,0.507207
13.3999,0.169692,0.186301,0.538664
13.4124,0.181617,0.192634,0.567239
13.4249,0.193086,0.199126,0.59255
13.4374,0.203996,0.205921,0.614263
13.4499,0.214248,0.213164,0.632099
13.4624,0.223747,0.220986,0.645833
13.4749,0.232402,0.229507,0.655297
13.4874,0.240123,0.238825,0.66038
13.4999,0.246821,0.249016,0.661029
13.5124,0.252411,0.260125,0.657249
13.5249,0.256808,0.27217,0.649098
13.5374,0.259936,0.285132,0.636688
13.5499,0.261726,0.298963,0.620182
13.5624,0.26212,0.313579,0.599791
13.5749,0.261079,0.328869,0.575775
13.5874,0.258588,0.344693,0.548439
13.5999,0.254658,0.360888,0.518131
13.6124,0.249336,0.377278,0.485243
13.6249,0.242705,0.393675,0.450207
13.6374,0.23489,0.409892,0.413494
13.6499,0.226062,0.425749,0.375613
13.6624,0.216432,0.44108,0.337103
13.6749,0.206254,0.455741,0.298532
13.6874,0.195815,0.469613,0.260485
13.6999,0.185434,0.482608,0.223557
13.7124,0.175448,0.494668,0.188344
13.7249,0.166206,0.505764,0.155427
13.7374,0.158054,0.515891,0.125365
13.7499,0.151329,0.525061,0.098679
13.7624,0.146346,0.533299,0.0758418
13.7749,0.143391,0.540631,0.0572683
13.7874,0.142713,0.547076,0.0433062
13.7999,0.144515,0.552638,0.0342276
13.8124,0.148951,0.557302,0.0302231
13.8249,0.15612,0.561028,0.0313961
13.8374,0.166059,0.563749,0.0377584
13.8499,0.178742,0.565373,0.0492268
13.8624,0.194074,0.565787,0.0656215
13.8749,0.211894,0.564868,0.0866663
13.8874,0.231973,0.562488,0.111992
13.8999,0.254017,0.558527,0.141142
13.9124,0.27768,0.55289,0.173586
13.9249,0.302572,0.545513,0.208727
13.9374,0.328277,0.536379,0.245927
13.9499,0.354369,0.525525,0.284523
13.9624,0.380432,0.513043,0.323846
13.9749,0.406078,0.49909,0.363243
13.9874,0.430961,0.483875,0.402091
13.9999,0.454787,0.467661,0.439813
14.0124,0.477324,0.450749,0.475884
14.0249,0.498398,0.433475,0.509835
14.0374,0.517897,0.416188,0.541257
14.0499,0.535762,0.399249,0.569797
14.0624,0.551977,0.383011,0.595157
14.0749,0.566565,0.367811,0.617088
14.0874,0.579573,0.353965,0.635386
14.0999,0.591065,0.341754,0.649893
14.1124,0.601111,0.331422,0.66049
14.1249,0.609782,0.323171,0.667099
14.1374,0.617141,0.317154,0.669678
14.1499,0.623236,0.313477,0.668223
14.1624,0.628103,0.312195,0.662767
14.1749,0.631761,0.313312,0.653379
14.1874,0.634212,0.316779,0.640161
14.1999,0.635445,0.322499,0.623252
14.2124,0.63544,0.330325,0.602822
14.2249,0.634174,0.340065,0.579075
14.2374,0.631626,0.351483,0.552243
14.2499,0.627785,0.364309,0.522595
14.2624,0.62266,0.378241,0.490428
14.2749,0.616283,0.392953,0.456073
14.2874,0.60872,0.408103,0.419894
14.2999,0.600078,0.423345,0.382291
14.3124,0.590504,0.438334,0.343699
14.3249,0.58019,0.45274,0.304585
14.3374,0.569376,0.46625,0.265448
14.3499,0.558337,0.478583,0.226813
14.3624,0.547385,0.48949,0.18922
14.3749,0.536851,0.49876,0.153214
14.3874,0.527075,0.506218,0.119333
14.3999,0.518391,0.511729,0.088087
14.4124,0.511111,0.515188,0.0599496
14.4249,0.505511,0.516517,0.0353352
14.4374,0.501814,0.515663,0.0145881
14.4499,0.500183,0.512585,6.28116
14.4624,0.500712,0.507253,6.26884
14.4749,0.50342,0.499644,6.26089
14.4874,0.508256,0.489742,6.2573
14.4999,0.515096,0.477536,6.25794
14.5124,0.523758,0.463024,6.26262
14.5248,0.534002,0.44622,6.27105
14.5373,0.545553,0.427157,6.2829
14.5498,0.558105,0.405897,0.0145633
14.5623,0.571344,0.382533,0.0319964
14.5748,0.584958,0.357194,0.0515536
14.5873,0.59865,0.330051,0.0727702
14.5998,0.612154,0.301317,0.0951835
14.6123,0.625239,0.271241,0.118342
14.6248,0.637721,0.240111,0.14181
14.6373,0.649461,0.208243,0.165174
14.6498,0.660374,0.175979,0.188041
14.6623,0.670423,0.143675,0.210043
14.6748,0.679618,0.111695,0.230829
14.6873,0.688011,0.0804036,0.250073
14.6998,0.695694,0.0501571,0.267464
14.7123,0.702787,0.0212968,0.282712
14.7248,0.709435,6.27733,0.29555
14.7373,0.715796,6.25218,0.30573
14.7498,0.722035,6.2293,0.313033
14.7623,0.728313,6.20892,0.317273
14.7748,0.734778,6.19124,0.318299
14.7873,0.741555,6.17644,0.316006
14.7998,0.748742,6.16464,0.310337
14.8123,0.756401,6.15593,0.301285
14.8248,0.764557,6.15037,0.288902
14.8373,0.773192,6.14797,0.273293
14.8498,0.782252,6.1487,0.254618
14.8623,0.791648,6.1525,0.233085
14.8748,0.801263,6.15924,0.208946
14.8873,0.810958,6.16876,0.182489
14.8998,0.820585,6.18085,0.154028
14.9123,0.829996,6.19527,0.123896
14.9248,0.839049,6.2117,0.0924357
14.9373,0.84762,6.22982,0.0599947
14.9498,0.855611,6.24925,0.0269187
14.9623,0.862951,6.26961,6.27673
14.9748,0.869602,0.00727623,6.2434
14.9873,0.875562,0.0282088,6.21043
14.9998,0.880864,0.0487888,6.17814
15.0123,0.885572,0.0685927,6.14683
15.0248,0.889779,0.0872104,6.11681
15.0373,0.893601,0.104253,6.08834
15.0498,0.897171,0.119359,6.06169
15.0623,0.900632,0.132198,6.03713
15.0748,0.904125,0.142477,6.01485
15.0873,0.907785,0.149942,5.99507
15.0998,0.911729,0.154383,5.97794
15.1123,0.916051,0.155631,5.96356
15.1248,0.920815,0.153563,5.95202
15.1373,0.926051,0.1481,5.94333
15.1498,0.931752,0.139212,5.93747
15.1623,0.937881,0.126915,5.93435
15.1748,0.944365,0.111273,5.93387
15.1873,0.951109,0.092397,5.93586
15.1998,0.957999,0.0704484,5.94014
15.2123,0.96491,0.0456353,5.9465
15.2248,0.971715,0.0182126,5.95469
15.2373,0.978291,6.27166,5.96449
15.2498,0.984529,6.23996,5.97564
15.2623,0.990339,6.20666,5.9879
15.2748,0.995655,6.17217,6.00101
15.2873,1.00044,6.13692,6.01473
15.2998,1.00469,6.10136,6.02881
15.3123,1.00842,6.06595,6.04299
15.3248,1.0117,6.03113,6.05704
15.3373,1.01461,5.99738,6.0707
15.3498,1.01729,5.96512,6.08371
15.3623,1.01987,5.93477,6.09582
15.3748,1.02254,5.90673,6.10676
15.3873,1.02547,5.88136,6.1163
15.3998,1.02885,5.85899,6.12419
15.4123,1.03285,5.8399,6.13023
15.4248,1.03765,5.82434,6.13424
15.4373,1.04338,5.81251,6.13608
15.4498,1.05011,5.80458,6.13567
15.4623,1.05789,5.80064,6.133
15.4748,1.0667,5.80077,6.12811
15.4873,1.07648,5.80497,6.12112
15.4998,1.0871,5.81321,6.11219
15.5123,1.09842,5.82538,6.10154
15.5248,1.11023,5.84134,6.08943
15.5373,1.12235,5.86089,6.07613
15.5498,1.13456,5.88375,6.06193
15.5623,1.1467,5.90962,6.04711
15.5748,1.15857,5.93814,6.03195
15.5873,1.17006,5.96889,6.01671
15.5998,1.18104,6.00144,6.0016
15.6123,1.19145,6.03532,5.98685
15.6248,1.20124,6.07002,5.97262
15.6373,1.21042,6.10503,5.95909
15.6498,1.219,6.13985,5.9464
15.6623,1.22702,6.17396,5.93469
15.6748,1.23455,6.20686,5.92406
15.6873,1.24167,6.23806,5.91463
15.6998,1.24847,6.26711,5.90649
15.7123,1.25503,0.0104014,5.89972
15.7248,1.26146,0.0339092,5.89441
15.7373,1.26784,0.0541077,5.89061
15.7498,1.27425,0.0707008,5.88837
15.7623,1.28074,0.0834442,5.88771
15.7748,1.28737,0.0921487,5.88863
15.7873,1.29415,0.0966828,5.89111
15.7998,1.30108,0.0969748,5.8951
15.8123,1.30815,0.0930139,5.90055
15.8248,1.3153,0.0848509,5.90737
15.8373,1.32248,0.0725979,5.91545
15.8498,1.32962,0.0564277,5.92469
15.8623,1.33665,0.036571,5.93496
15.8748,1.34347,0.0133145,5.94615
15.8873,1.35002,6.27018,5.95812
15.8998,1.35622,6.24119,5.97078
15.9123,1.362,6.20994,5.98402
15.9248,1.36732,6.17691,5.99773
15.9373,1.37213,6.14258,6.01183
15.9498,1.3764,6.10746,6.02625
15.9623,1.38013,6.07208,6.04091
15.9748,1.38331,6.03697,6.05574
15.9873,1.38596,6.00265,6.07069
15.9998,1.38812,5.96964,6.08567
16.0123,1.38983,5.93844,6.10063
16.0248,1.39115,5.90951,6.1155
16.0373,1.39214,5.88329,6.13019
16.0498,1.39291,5.86019,6.14464
16.0623,1.39353,5.84056,6.15874
16.0748,1.39411,5.8247,6.17244
16.0873,1.39475,5.81286,6.18563
16.0998,1.39552,5.80523,6.19826
16.1123,1.39653,5.80194,6.21025
16.1248,1.39783,5.80305,6.22159
16.1373,1.39948,5.80859,6.23223
16.1498,1.40151,5.81848,6.24219
16.1623,1.40394,5.83262,6.25149
16.1748,1.40677,5.85082,6.26018
16.1873,1.40998,5.87285,6.26833
16.1998,1.41355,5.89842,6.27601
16.2123,1.41745,5.92719,0.00012749
16.2248,1.42165,5.95877,0.007154
16.2373,1.42612,5.99274,0.0140034
16.2498,1.43084,6.02863,0.0207756
16.2623,1.4358,6.06596,0.0275684
16.2748,1.44099,6.10422,0.0344745
16.2873,1.4464,6.14287,0.0415811
16.2998,1.45206,6.1814,0.0489681
16.3123,1.45796,6.21925,0.056707
16.3248,1.46414,6.25591,0.0648599
16.3373,1.4706,0.00768297,0.073478
16.3498,1.47737,0.0404509,0.0826
16.3623,1.48445,0.0705699,0.0922503
16.3748,1.49186,0.0976176,0.102438
16.3874,1.49958,0.121213,0.113153
16.3999,1.50759,0.141025,0.124371
16.4124,1.51587,0.156773,0.136045
16.4249,1.52438,0.168235,0.148115
16.4374,1.53304,0.175249,0.160502
16.4499,1.54181,0.177717,0.173119
16.4624,1.5506,0.175606,0.18587
16.4749,1.55934,0.168949,0.198655
16.4874,1.56796,0.157843,0.211378
16.4999,1.57639,0.142451,0.223951
16.5124,1.58457,0.122996,0.236296
16.5249,1.59246,0.0997588,0.248349
16.5374,1.60002,0.0730736,0.260063
16.5499,1.60723,0.0433236,0.271407
16.5624,1.61408,0.0109343,0.282369
16.5749,1.62056,6.25955,0.292948
16.5874,1.62668,6.2233,0.303162
16.5999,1.63245,6.18588,0.313038
16.6124,1.63788,6.14781,0.322617
16.6249,1.64299,6.10964,0.331946
16.6374,1.64779,6.07189,0.341081
16.6499,1.65229,6.03511,0.350082
16.6624,1.65648,5.99981,0.359016
16.6749,1.66039,5.96646,0.36795
16.6874,1.66399,5.93555,0.376953
16.6999,1.6673,5.9075,0.386091
16.7124,1.67031,5.8827,0.395427
16.7249,1.67302,5.86147,0.405019
16.7374,1.67544,5.84412,0.414913
16.7499,1.67757,5.83088,0.425146
16.7624,1.67943,5.82192,0.435741
16.7749,1.68107,5.81735,0.446707
16.7874,1.68252,5.81723,0.45804
16.7999,1.68384,5.82154,0.469719
16.8124,1.68508,5.83021,0.481714
16.8249,1.68632,5.84309,0.493988
16.8374,1.68763,5.86,0.506495
16.8499,1.68908,5.88066,0.519187
16.8624,1.69074,5.90478,0.532017
16.8749,1.69267,5.93198,0.544939
16.8874,1.69494,5.96186,0.557911
16.8999,1.69758,5.99398,0.570892
16.9124,1.70064,6.02787,0.583844
16.9249,1.70415,6.06301,0.596733
16.9374,1.70812,6.09889,0.60952
16.9499,1.71257,6.13499,0.622167
16.9624,1.7175,6.17076,0.634629
16.9749,1.72289,6.20568,0.646856
16.9874,1.72871,6.23924,0.658789
16.9999,1.73493,6.27095,0.670358
17.0124,1.7415,0.0171544,0.681483
17.0249,1.74837,0.0438003,0.692073
17.0374,1.75547,0.0673149,0.70203
17.0499,1.76273,0.0873591,0.711246
17.0624,1.77007,0.103646,0.719611
17.0749,1.77743,0.115943,0.727012
17.0874,1.78474,0.12408,0.733344
17.0999,1.79193,0.127944,0.738509
17.1124,1.79898,0.127487,0.742423
17.1249,1.80585,0.122721,0.74502
17.1374,1.81254,0.113722,0.746254
17.1499,1.81907,0.100625,0.746098
17.1624,1.82547,0.0836241,0.74455
17.1749,1.8318,0.062969,0.741623
17.1874,1.83813,0.0389612,0.737353
17.1999,1.84454,0.0119509,0.731787
17.2124,1.8511,6.26552,0.724989
17.2249,1.85792,6.23372,0.717032
17.2374,1.86506,6.20021,0.707999
17.2499,1.87261,6.16547,0.697981
17.2624,1.88063,6.13002,0.687079
17.2749,1.88916,6.09437,0.675407
17.2874,1.89824,6.05904,0.66309
17.2999,1.90785,6.02455,0.650267
17.3124,1.91798,5.9914,0.637098
