time,phi_dot_deg_per_sec,theta_dot_deg_per_sec,psi_dot_deg_per_sec
0.8375,1.891613,-1.348466,2.99652
0.85,1.790801,-1.406658,2.872532
0.8625,1.676184,-1.437829,2.711214
0.875,1.552524,-1.440425,2.517163
0.8875,1.424135,-1.413849,2.294855
0.9,1.294697,-1.358417,2.048513
0.9125,1.167136,-1.27528,1.782066
0.925,1.04358,-1.16632,1.499147
0.9375,0.925368,-1.034033,1.203143
0.95,0.813099,-0.881419,0.897252
0.9625,0.70672,-0.711869,0.58454
0.975,0.605639,-0.529076,0.26799
0.9875,0.508846,-0.336943,-0.049472
1,0.415066,-0.139512,-0.364964
1.0125,0.322898,0.059097,-0.675655
1.025,0.23097,0.254755,-0.978778
1.0375,0.138079,0.443385,-1.271647
1.05,0.043328,0.621027,-1.551665
1.0625,-0.053764,0.783914,-1.816322
1.075,-0.153161,0.928556,-2.063169
1.0875,-0.254246,1.051829,-2.289794
1.1,-0.355782,1.151066,-2.493771
1.1125,-0.455906,1.224155,-2.672616
1.125,-0.552156,1.269619,-2.823758
1.1375,-0.641554,1.28668,-2.944531
1.15,-0.720717,1.275308,-3.032208
1.1625,-0.786025,1.236221,-3.084083
1.175,-0.833839,1.170851,-3.097611
1.1875,-0.860743,1.081266,-3.070599
1.2,-0.863819,0.970039,-3.001431
1.2125,-0.840911,0.840088,-2.889307
1.225,-0.790866,0.694484,-2.734466
1.2375,-0.713707,0.536252,-2.538361
1.25,-0.610733,0.368196,-2.303754
1.2625,-0.484508,0.192748,-2.034727
1.275,-0.338768,0.011886,-1.736585
1.2875,-0.17823,-0.172884,-1.415676
1.3,-0.008337,-0.360483,-1.079139
1.3125,0.165041,-0.550139,-0.734601
1.325,0.335923,-0.741238,-0.389856
1.3375,0.498541,-0.933141,-0.052531
1.35,0.647632,-1.125008,0.270218
1.3625,0.778701,-1.315654,0.571981
1.375,0.888238,-1.503443,0.847316
1.3875,0.973857,-1.686257,1.091896
1.4,1.034376,-1.861512,1.302582
1.4125,1.069809,-2.026247,1.477414
1.425,1.08129,-2.177256,1.615519
1.4375,1.070927,-2.311254,1.716962
1.45,1.041623,-2.425049,1.782546
1.4625,0.996857,-2.515714,1.813598
1.475,0.940472,-2.580735,1.811763
1.4875,0.876471,-2.61813,1.778822
1.5,0.808831,-2.626522,1.716562
1.5125,0.741345,-2.605184,1.626688
1.525,0.677495,-2.554036,1.510801
1.5375,0.620338,-2.473622,1.370415
1.55,0.572411,-2.365043,1.207027
1.5625,0.535654,-2.229892,1.022204
1.575,0.511347,-2.070165,0.817694
1.5875,0.500052,-1.888174,0.595535
1.6,0.501597,-1.686468,0.358147
1.6125,0.515066,-1.467772,0.108391
1.625,0.538846,-1.234935,-0.150405
1.6375,0.570701,-0.990905,-0.414482
1.65,0.607901,-0.738731,-0.679725
1.6625,0.647381,-0.481563,-0.941797
1.675,0.685943,-0.222677,-1.196302
1.6875,0.720469,0.034512,-1.438973
1.7,0.748132,0.286443,-1.665859
1.7125,0.766591,0.529433,-1.873487
1.725,0.774144,0.759712,-2.058991
1.7375,0.769825,0.9735,-2.220177
1.75,0.753452,1.167095,-2.355538
1.7625,0.725604,1.336985,-2.464205
1.775,0.687553,1.479966,-2.545857
1.7875,0.641158,1.593252,-2.600601
1.8,0.588731,1.67458,-2.628844
1.8125,0.532887,1.722285,-2.631171
1.825,0.476395,1.73536,-2.608258
1.8375,0.42203,1.713474,-2.56081
1.85,0.372433,1.656976,-2.489551
1.8625,0.329972,1.566862,-2.39525
1.875,0.296624,1.444722,-2.278786
1.8875,0.273861,1.29267,-2.141233
1.9,0.262557,1.113262,-1.983964
1.9125,0.262921,0.909411,-1.808733
1.925,0.274464,0.6843,-1.61775
1.9375,0.296016,0.441313,-1.413703
1.95,0.32578,0.183976,-1.199736
1.9625,0.361449,-0.084087,-0.979377
1.975,0.40036,-0.359175,-0.756413
1.9875,0.439679,-0.637526,-0.534729
2,0.47661,-0.915322,-0.31813
2.0125,0.508582,-1.188693,-0.110169
2.025,0.533433,-1.453734,0.086008
2.0375,0.549533,-1.706536,0.26777
2.05,0.555874,-1.943226,0.433059
2.0625,0.5521,-2.160037,0.580394
2.075,0.538494,-2.353374,0.708824
2.0875,0.515929,-2.519906,0.817842
2.1,0.485788,-2.656646,0.907274
2.1125,0.449879,-2.761034,0.977158
2.125,0.410338,-2.831011,1.02763
2.1375,0.369538,-2.865072,1.058826
2.15,0.329997,-2.862307,1.070812
2.1625,0.29429,-2.822424,1.063559
2.175,0.264949,-2.745742,1.036947
2.1875,0.244359,-2.63318,0.990825
2.2,0.234638,-2.486212,0.925106
2.2125,0.237492,-2.306816,0.839902
2.225,0.254075,-2.097409,0.735685
2.2375,0.284832,-1.860779,0.613451
2.25,0.329385,-1.600013,0.474871
2.2625,0.386441,-1.318438,0.322396
2.275,0.453796,-1.019574,0.159283
2.2875,0.528409,-0.707102,-0.010464
2.3,0.606592,-0.38485,-0.182265
2.3125,0.684282,-0.056795,-0.351223
2.325,0.757376,0.272934,-0.512455
2.3375,0.822091,0.600063,-0.661432
2.35,0.875283,0.920192,-0.794302
2.3625,0.914695,1.228835,-0.908122
2.375,0.939092,1.521496,-1.000987
2.3875,0.948281,1.793752,-1.07204
2.4,0.943017,2.041363,-1.121363
2.4125,0.924836,2.260381,-1.149806
2.425,0.895841,2.447256,-1.158756
2.4375,0.858479,2.598926,-1.149913
2.45,0.815344,2.712893,-1.125087
2.4625,0.769002,2.787276,-1.086038
2.475,0.721873,2.820845,-1.03437
2.4875,0.676137,2.813034,-0.971475
2.5,0.633674,2.76394,-0.898523
2.5125,0.596035,2.674302,-0.816494
2.525,0.564406,2.545479,-0.726232
2.5375,0.539598,2.379409,-0.62852
2.55,0.522028,2.178563,-0.524161
2.5625,0.511709,1.945901,-0.414053
2.575,0.508253,1.684814,-0.299252
2.5875,0.51088,1.399078,-0.181012
2.6,0.51846,1.092794,-0.060794
2.6125,0.529574,0.77034,0.059758
2.625,0.542594,0.436318,0.178881
2.6375,0.5558,0.095501,0.294777
2.65,0.567494,-0.24722,0.40572
2.6625,0.57612,-0.586897,0.510165
2.675,0.580369,-0.918587,0.606844
2.6875,0.579255,-1.237417,0.694836
2.7,0.572161,-1.538661,0.773599
2.7125,0.558842,-1.817811,0.842972
2.725,0.539404,-2.07065,0.903135
2.7375,0.514253,-2.293333,0.954545
2.75,0.484035,-2.482443,0.997853
2.7625,0.449573,-2.635059,1.033824
2.775,0.411805,-2.748802,1.063244
2.7875,0.37174,-2.821875,1.086851
2.8,0.330422,-2.853094,1.105276
2.8125,0.288908,-2.841904,1.118994
2.825,0.248255,-2.788389,1.128306
2.8375,0.209513,-2.693267,1.133325
2.85,0.173711,-2.557876,1.133993
2.8625,0.141846,-2.384155,1.130111
2.875,0.114848,-2.17461,1.121389
2.8875,0.093542,-1.932272,1.107515
2.9,0.078591,-1.660649,1.088236
2.9125,0.070439,-1.363673,1.063447
2.925,0.06925,-1.045632,1.033272
2.9375,0.074869,-0.711105,0.998123
2.95,0.086806,-0.364895,0.95874
2.9625,0.104261,-0.011955,0.916175
2.975,0.126187,0.342684,0.871745
2.9875,0.151379,0.693977,0.826941
3,0.178596,1.03694,0.78332
3.0125,0.206674,1.366706,0.74239
3.025,0.234626,1.678595,0.705503
3.0375,0.261713,1.968172,0.673787
3.05,0.28748,2.231308,0.648097
3.0625,0.311751,2.464231,0.629011
3.075,0.334603,2.663585,0.616844
3.0875,0.356312,2.826472,0.611678
3.1,0.377292,2.950499,0.613406
3.1125,0.398027,3.033809,0.621762
3.125,0.419008,3.075112,0.636355
3.1375,0.440677,3.073703,0.656678
3.15,0.463372,3.029477,0.682123
3.1625,0.487282,2.94293,0.711966
3.175,0.512416,2.815153,0.745365
3.1875,0.538578,2.647828,0.781347
3.2,0.565352,2.443199,0.818804
3.2125,0.592111,2.204053,0.856497
3.225,0.618042,1.933683,0.893083
3.2375,0.642194,1.635849,0.927159
3.25,0.663543,1.314725,0.957327
3.2625,0.681081,0.974847,0.982279
3.275,0.693909,0.621046,1.000885
3.2875,0.701329,0.258376,1.012289
3.3,0.702916,-0.107964,1.015979
3.3125,0.698568,-0.472717,1.011834
3.325,0.688514,-0.830646,1.000134
3.3375,0.673288,-1.176625,0.981534
3.35,0.653667,-1.505718,0.957002
3.3625,0.630592,-1.813254,0.927738
3.375,0.605071,-2.0949,0.89508
3.3875,0.578089,-2.346715,0.860415
3.4,0.550535,-2.565208,0.825106
3.4125,0.52314,-2.747382,0.790432
3.425,0.496442,-2.890769,0.757555
3.4375,0.470772,-2.99346,0.727503
3.45,0.446258,-3.054129,0.701166
3.4625,0.422839,-3.072043,0.679305
3.475,0.400298,-3.047074,0.662559
3.4875,0.378302,-2.979694,0.651454
3.5,0.356445,-2.870969,0.6464
3.5125,0.334306,-2.72254,0.647682
3.525,0.311503,-2.536601,0.655442
3.5375,0.287758,-2.315862,0.669647
3.55,0.262957,-2.063516,0.69006
3.5625,0.237196,-1.783188,0.716209
3.575,0.21082,-1.478887,0.747369
3.5875,0.184428,-1.154952,0.782567
3.6,0.158857,-0.815992,0.820613
3.6125,0.135122,-0.466825,0.860157
3.625,0.114333,-0.112416,0.899782
3.6375,0.097595,0.242187,0.938104
3.65,0.085898,0.591925,0.973875
3.6625,0.080025,0.931796,1.006073
3.675,0.080492,1.256922,1.033954
3.6875,0.087508,1.562628,1.057072
3.7,0.100987,1.844502,1.075259
3.7125,0.120577,2.098475,1.088572
3.725,0.145708,2.320872,1.097222
3.7375,0.17565,2.50848,1.101489
3.75,0.209562,2.658592,1.10165
3.7625,0.246535,2.769055,1.097906
3.775,0.285616,2.838301,1.090331
3.7875,0.32583,2.865376,1.078838
3.8,0.366184,2.849952,1.063162
3.8125,0.405678,2.792342,1.042858
3.825,0.443309,2.693487,1.017323
3.8375,0.47809,2.554948,0.985829
3.85,0.509081,2.378882,0.947577
3.8625,0.535425,2.168005,0.901762
3.875,0.556409,1.925546,0.847655
3.8875,0.571523,1.655192,0.784687
3.9,0.580528,1.361027,0.71253
3.9125,0.583507,1.047457,0.631176
3.925,0.580905,0.719139,0.540978
3.9375,0.573538,0.380908,0.442673
3.95,0.562562,0.037697,0.337362
3.9625,0.549414,-0.305527,0.226454
3.975,0.53572,-0.643831,0.11158
3.9875,0.523178,-0.972376,-0.005511
4,0.513443,-1.286476,-0.123058
4.0125,0.508013,-1.581648,-0.239388
4.025,0.508129,-1.853668,-0.352982
4.0375,0.514713,-2.09862,-0.462524
4.05,0.528314,-2.312953,-0.566898
4.0625,0.54909,-2.493528,-0.665166
4.075,0.576804,-2.637677,-0.756511
4.0875,0.610828,-2.743246,-0.840172
4.1,0.650157,-2.808643,-0.915359
4.1125,0.693428,-2.832879,-0.98118
4.125,0.738939,-2.815598,-1.036579
4.1375,0.784681,-2.757097,-1.080291
4.15,0.828385,-2.658337,-1.110836
4.1625,0.867595,-2.520933,-1.126553
4.175,0.899776,-2.347132,-1.12568
4.1875,0.922458,-2.139765,-1.106492
4.2,0.933421,-1.902186,-1.067479
4.2125,0.930908,-1.63819,-1.007564
4.225,0.913837,-1.35191,-0.926325
4.2375,0.881988,-1.047715,-0.82419
4.25,0.836132,-0.730099,-0.702581
4.2625,0.778054,-0.403589,-0.563944
4.275,0.710476,-0.072663,-0.411683
4.2875,0.636853,0.258304,-0.249964
4.3,0.561087,0.585073,-0.083437
4.3125,0.487188,0.903553,0.083095
4.325,0.418927,1.209803,0.24501
4.3375,0.359547,1.500037,0.398151
4.35,0.311538,1.77063,0.539028
4.3625,0.276521,2.018145,0.664924
4.375,0.255217,2.239375,0.773896
4.3875,0.247501,2.4314,0.864704
4.4,0.252508,2.591646,0.936677
4.4125,0.26877,2.717962,0.989554
4.425,0.294361,2.808677,1.023328
4.4375,0.327035,2.862663,1.038097
4.45,0.364353,2.879377,1.03396
4.4625,0.403795,2.858883,1.010945
4.475,0.44285,2.801862,0.968982
4.4875,0.479115,2.709602,0.90792
4.5,0.510382,2.58396,0.827581
4.5125,0.534728,2.427318,0.727847
4.525,0.550614,2.242512,0.60877
4.5375,0.556974,2.032758,0.470692
4.55,0.553302,1.801568,0.31436
4.5625,0.539713,1.552663,0.141026
4.575,0.516977,1.289897,-0.04749
4.5875,0.486499,1.017188,-0.248786
4.6,0.450263,0.738468,-0.459915
4.6125,0.410712,0.457645,-0.677476
4.625,0.370588,0.178587,-0.897754
4.6375,0.332743,-0.094893,-1.11689
4.65,0.299935,-0.359038,-1.331061
4.6625,0.274628,-0.610158,-1.536653
4.675,0.258829,-0.844654,-1.730398
4.6875,0.253951,-1.059049,-1.90947
4.7,0.260741,-1.250042,-2.071525
4.7125,0.279244,-1.414579,-2.21469
4.725,0.308828,-1.54993,-2.33751
4.7375,0.348234,-1.653777,-2.438855
4.75,0.395662,-1.724298,-2.51783
4.7625,0.448879,-1.760243,-2.573669
4.775,0.505334,-1.760991,-2.605668
4.7875,0.562288,-1.726596,-2.613132
4.8,0.616951,-1.657795,-2.595378
4.8125,0.666627,-1.555995,-2.55177
4.825,0.70886,-1.423234,-2.481802
4.8375,0.741584,-1.262109,-2.385204
4.85,0.763261,-1.075683,-2.262076
4.8625,0.773008,-0.867381,-2.113012
4.875,0.770678,-0.640866,-1.939209
4.8875,0.756905,-0.399932,-1.742536
4.9,0.733087,-0.148399,-1.525547
4.9125,0.70131,0.109967,-1.291442
4.925,0.664219,0.371507,-1.043957
4.9375,0.624833,0.632702,-0.78722
4.95,0.586347,0.890176,-0.525566
4.9625,0.551904,1.140683,-0.263349
4.975,0.524396,1.381095,-0.004764
4.9875,0.506282,1.608385,0.246302
5,0.499444,1.819627,0.486368
5.0125,0.505089,2.012014,0.712413
5.025,0.523699,2.182896,0.921877
5.0375,0.555013,2.329834,1.112605
5.05,0.598043,2.450682,1.282774
5.0625,0.65112,2.543663,1.430785
5.075,0.711949,2.607457,1.555148
5.0875,0.777685,2.641282,1.654387
5.1,0.845022,2.644954,1.726955
5.1125,0.910288,2.618932,1.771199
5.125,0.969573,2.564326,1.785361
5.1375,1.018873,2.482877,1.767638
5.15,1.054261,2.376891,1.716301
5.1625,1.072084,2.249142,1.629852
5.175,1.069179,2.102732,1.507227
5.1875,1.043089,1.940936,1.348014
5.2,0.992268,1.76702,1.152663
5.2125,0.916246,1.584078,0.922663
5.225,0.815736,1.394882,0.660663
5.2375,0.692674,1.201776,0.370517
5.25,0.550177,1.006632,0.05725
5.2625,0.392422,0.810857,-0.27307
5.275,0.224456,0.615477,-0.613523
5.2875,0.051944,0.421264,-0.956603
5.3,-0.119129,0.228904,-1.29452
5.3125,-0.282773,0.039172,-1.619534
5.325,-0.433328,-0.146897,-1.924287
5.3375,-0.565776,-0.327883,-2.20213
5.35,-0.676021,-0.501911,-2.44739
5.3625,-0.761101,-0.666645,-2.655583
5.375,-0.819318,-0.819356,-2.823537
5.3875,-0.85027,-0.957046,-2.949408
5.4,-0.854783,-1.076621,-3.032614
5.4125,-0.834751,-1.175084,-3.073668
5.425,-0.792911,-1.249729,-3.07397
5.4375,-0.732584,-1.298312,-3.035562
5.45,-0.657392,-1.319191,-2.960891
5.4625,-0.571008,-1.31142,-2.852607
5.475,-0.476925,-1.274799,-2.713411
5.4875,-0.37828,-1.209877,-2.545951
5.5,-0.277721,-1.117922,-2.352777
5.5125,-0.177314,-1.000861,-2.136342
5.525,-0.078507,-0.861201,-1.899029
5.5375,0.017885,-0.701939,-1.643193
5.55,0.111646,-0.526465,-1.371214
5.5625,0.203103,-0.338476,-1.085533
5.575,0.293045,-0.141885,-0.788677
5.5875,0.382609,0.059251,-0.483268
5.6,0.473159,0.260803,-0.17202
5.6125,0.566142,0.458634,0.142284
5.625,0.662944,0.648656,0.456803
5.6375,0.764738,0.826894,0.768655
5.65,0.872342,0.989555,1.074916
5.6625,0.986083,1.133108,1.372596
5.675,1.105679,1.254368,1.658607
5.6875,1.230143,1.350606,1.929701
5.7,1.357715,1.419654,2.182414
5.7125,1.485834,1.46002,2.413004
5.725,1.611157,1.471002,2.617433
5.7375,1.729641,1.452774,2.791373
5.75,1.836695,1.406452,2.930302
5.7625,1.927414,1.3341,3.029659
5.775,1.996876,1.238688,3.085095
5.7875,2.040504,1.123969,3.092777
5.8,2.05444,0.994286,3.049735
5.8125,2.035891,0.85432,2.95419
5.825,1.983406,0.708788,2.805823
5.8375,1.897029,0.562133,2.605928
5.85,1.778307,0.418236,2.357434
5.8625,1.630174,0.280186,2.064798
5.875,1.456707,0.150124,1.73377
5.8875,1.262834,0.029191,1.371108
5.9,1.054015,-0.08243,0.984257
5.9125,0.83595,-0.185391,0.581046
5.925,0.614344,-0.28099,0.169431
5.9375,0.394725,-0.370936,-0.242709
5.95,0.182311,-0.457104,-0.647738
5.9625,-0.018077,-0.541288,-1.038388
5.975,-0.202092,-0.624981,-1.407868
5.9875,-0.365936,-0.709197,-1.749969
6,-0.506435,-0.794347,-2.059169
6.0125,-0.62113,-0.880169,-2.330739
6.025,-0.708358,-0.96574,-2.560838
6.0375,-0.767319,-1.049532,-2.746587
6.05,-0.798106,-1.129545,-2.886108
6.0625,-0.801698,-1.203467,-2.978511
6.075,-0.779888,-1.26887,-3.023841
6.0875,-0.735173,-1.323409,-3.022973
6.1,-0.67059,-1.365011,-2.977483
6.1125,-0.589538,-1.392028,-2.889494
6.125,-0.495579,-1.403362,-2.761539
6.1375,-0.392261,-1.398531,-2.596434
6.15,-0.282956,-1.377699,-2.397184
6.1625,-0.170726,-1.341653,-2.166923
6.175,-0.058239,-1.291751,-1.908886
6.1875,0.052288,-1.229837,-1.626409
6.2,0.159109,-1.158144,-1.322946
6.2125,0.260931,-1.079176,-1.00209
6.225,0.356875,-0.995606,-0.667601
6.2375,0.446412,-0.910156,-0.323415
6.25,0.529289,-0.825509,0.026346
6.2625,0.605441,-0.744209,0.377394
6.275,0.674911,-0.668592,0.725303
6.2875,0.737769,-0.600714,1.065551
6.3,0.794047,-0.542302,1.393575
6.3125,0.843693,-0.494705,1.704847
6.325,0.886547,-0.458865,1.994937
6.3375,0.922342,-0.435294,2.259606
6.35,0.950723,-0.42407,2.494881
6.3625,0.9713,-0.424841,2.697146
6.375,0.983705,-0.436853,2.863218
6.3875,0.987662,-0.458993,2.990433
6.4,0.983061,-0.489849,3.076703
6.4125,0.970019,-0.527787,3.120575
6.425,0.948931,-0.571038,3.121264
6.4375,0.920491,-0.617789,3.078675
6.45,0.885698,-0.666275,2.993394
6.4625,0.845829,-0.714855,2.866669
6.475,0.802393,-0.762079,2.700374
6.4875,0.757069,-0.80673,2.496955
6.5,0.711629,-0.847846,2.259374
6.5125,0.667856,-0.884714,1.991042
6.525,0.627474,-0.916851,1.695759
6.5375,0.592067,-0.943962,1.377647
6.55,0.563022,-0.965895,1.041088
6.5625,0.541477,-0.982588,0.690667
6.575,0.528279,-0.994021,0.331117
6.5875,0.523961,-1.000178,-0.032737
6.6,0.52872,-1.001027,-0.396032
6.6125,0.542413,-0.996502,-0.753913
6.625,0.564556,-0.986523,-1.101589
6.6375,0.594341,-0.971016,-1.43438
6.65,0.630659,-0.949957,-1.747773
6.6625,0.672136,-0.923416,-2.037469
6.675,0.717179,-0.891615,-2.29944
6.6875,0.764045,-0.854979,-2.529989
6.7,0.810905,-0.814169,-2.725806
6.7125,0.855925,-0.770115,-2.884033
6.725,0.897352,-0.724012,-3.002323
6.7375,0.93359,-0.677307,-3.078901
6.75,0.963265,-0.631648,-3.112611
6.7625,0.985281,-0.588823,-3.102956
6.775,0.998848,-0.550676,-3.050123
6.7875,1.003485,-0.519012,-2.954984
6.8,0.998997,-0.495508,-2.819081
6.8125,0.985433,-0.481612,-2.644589
6.825,0.963026,-0.478474,-2.434262
6.8375,0.932121,-0.486873,-2.191367
6.85,0.893109,-0.507175,-1.919602
6.8625,0.846364,-0.539307,-1.623013
6.875,0.792198,-0.58275,-1.305904
6.8875,0.730839,-0.636541,-0.972758
6.9,0.66243,-0.699306,-0.628148
6.9125,0.587053,-0.76929,-0.276669
6.925,0.504774,-0.844409,0.077132
6.9375,0.415711,-0.922313,0.428803
6.95,0.320103,-1.000454,0.774032
6.9625,0.218398,-1.076174,1.108668
6.975,0.111334,-1.146803,1.428732
6.9875,0.000002,-1.20976,1.730409
7,-0.11409,-1.262666,2.010034
7.0125,-0.228988,-1.303461,2.264071
7.025,-0.34229,-1.330507,2.489096
7.0375,-0.451176,-1.342688,2.681795
7.05,-0.552476,-1.339482,2.838973
7.0625,-0.642775,-1.321001,2.957603
7.075,-0.718558,-1.287993,3.034905
7.0875,-0.776376,-1.241801,3.068451
7.1,-0.813032,-1.184268,3.056297
7.1125,-0.825772,-1.117605,2.997131
7.125,-0.812446,-1.044217,2.890407
7.1375,-0.77165,-0.966509,2.736459
7.15,-0.702808,-0.886687,2.536576
7.1625,-0.606205,-0.806573,2.293034
7.175,-0.482976,-0.727452,2.009068
7.1875,-0.335044,-0.649968,1.688817
7.2,-0.165045,-0.574081,1.337234
7.2125,0.02376,-0.499084,0.959984
7.225,0.227563,-0.423686,0.56334
7.2375,0.44208,-0.346156,0.154089
7.25,0.662601,-0.264507,-0.260563
7.2625,0.884053,-0.176728,-0.67308
7.275,1.101072,-0.081021,-1.075714
7.2875,1.308122,0.023949,-1.460649
7.3,1.499662,0.138827,-1.820205
7.3125,1.670382,0.263392,-2.147082
7.325,1.815487,0.396439,-2.434663
7.3375,1.931013,0.53575,-2.677325
7.35,2.014125,0.678158,-2.870733
7.3625,2.06335,0.819713,-3.012063
7.375,2.078708,0.955916,-3.100118
7.3875,2.061692,1.082017,-3.135305
7.4,2.01512,1.193327,-3.119479
7.4125,1.942861,1.285519,-3.05568
7.425,1.849487,1.354878,-2.947807
7.4375,1.739896,1.398494,-2.800273
7.45,1.618961,1.414373,-2.617702
7.4625,1.491226,1.401483,-2.404685
7.475,1.360678,1.359732,-2.165616
7.4875,1.2306,1.289908,-1.904609
7.5,1.103491,1.19358,-1.625482
7.5125,0.981051,1.072987,-1.331775
7.525,0.864214,0.930923,-1.026811
7.5375,0.753222,0.77062,-0.71375
7.55,0.647729,0.595652,-0.395643
7.5625,0.546919,0.409841,-0.075469
7.575,0.449648,0.217174,0.243845
7.5875,0.35459,0.021742,0.559424
7.6,0.260385,-0.172334,0.868448
7.6125,0.16579,-0.36096,1.168174
7.625,0.069815,-0.540139,1.455938
7.6375,-0.028154,-0.706042,1.729159
7.65,-0.128253,-0.855089,1.985324
7.6625,-0.230056,-0.984036,2.221959
7.675,-0.332533,-1.090072,2.43659
7.6875,-0.434024,-1.170905,2.626699
7.7,-0.532263,-1.224855,2.789692
7.7125,-0.624439,-1.250927,2.922883
7.725,-0.707296,-1.248856,3.023517
7.7375,-0.777289,-1.219132,3.088842
7.75,-0.830786,-1.162972,3.116228
7.7625,-0.8643,-1.082256,3.103347
7.775,-0.874761,-0.979412,3.048383
7.7875,-0.859781,-0.857263,2.950271
7.8,-0.817901,-0.71884,2.808924
7.8125,-0.748785,-0.567185,2.62542
7.825,-0.65334,-0.405162,2.402119
7.8375,-0.533736,-0.235298,2.142696
7.85,-0.393339,-0.059678,1.852079
7.8625,-0.236547,0.120097,1.536291
7.875,-0.068557,0.302881,1.202224
7.8875,0.104913,0.48789,0.857355
7.9,0.277933,0.674553,0.509434
7.9125,0.444672,0.862344,0.166166
7.925,0.599698,1.050591,-0.165106
7.9375,0.738244,1.238323,-0.477677
7.95,0.856437,1.424142,-0.765717
7.9625,0.951468,1.606164,-1.024451
7.975,1.021696,1.782016,-1.250257
7.9875,1.066673,1.948896,-1.440696
8,1.087098,2.103694,-1.59445
8.0125,1.084707,2.243144,-1.711204
8.025,1.062101,2.363998,-1.79146
8.0375,1.022549,2.463202,-1.836338
8.05,0.969771,2.538058,-1.847358
8.0625,0.907733,2.586351,-1.826256
8.075,0.840447,2.606448,-1.774824
8.0875,0.771808,2.597351,-1.69481
8.1,0.705452,2.558716,-1.587867
8.1125,0.644629,2.490833,-1.455556
8.125,0.592109,2.394579,-1.299392
8.1375,0.550093,2.271349,-1.120926
8.15,0.520143,2.122974,-0.921848
8.1625,0.503124,1.951632,-0.704097
8.175,0.499167,1.759766,-0.469959
8.1875,0.50766,1.55001,-0.222142
8.2,0.527271,1.325137,0.036185
8.2125,0.556009,1.088022,0.301401
8.225,0.591331,0.841633,0.569495
8.2375,0.630291,0.589034,0.836175
8.25,0.669723,0.333404,1.097018
8.2625,0.70645,0.078053,1.347651
8.275,0.7375,-0.173563,1.583942
8.2875,0.760308,-0.417849,1.802166
8.3,0.772884,-0.651106,1.999161
8.3125,0.773942,-0.869583,2.172411
8.325,0.762967,-1.069566,2.32009
8.3375,0.740216,-1.247477,2.441035
8.35,0.706679,-1.399995,2.534679
8.3625,0.663981,-1.524168,2.60094
8.375,0.614261,-1.61752,2.640093
8.3875,0.560023,-1.678143,2.652653
8.4,0.50399,-1.704764,2.639267
8.4125,0.44895,-1.696778,2.600641
8.425,0.39761,-1.654258,2.537513
