time,phi_dot_deg_per_sec,theta_dot_deg_per_sec,psi_dot_deg_per_sec
8.4375,0.352457,-1.57794,2.450661
8.45,0.315632,-1.46917,2.340952
8.4625,0.288805,-1.329849,2.209423
8.475,0.273082,-1.162348,2.057369
8.4875,0.268924,-0.969423,1.886441
8.5,0.276102,-0.754134,1.698718
8.5125,0.293696,-0.519764,1.496752
8.525,0.320133,-0.269756,1.283557
8.5375,0.353287,-0.007668,1.062561
8.55,0.390612,0.262861,0.837494
8.5625,0.429326,0.538121,0.612244
8.575,0.466603,0.814346,0.390683
8.5875,0.499777,1.087708,0.176492
8.6,0.526522,1.354339,-0.027002
8.6125,0.545002,1.610344,-0.216947
8.625,0.553974,1.851848,-0.39105
8.6375,0.552841,2.075046,-0.547595
8.65,0.541653,2.276277,-0.685418
8.6625,0.521077,2.452109,-0.803831
8.675,0.492323,2.599416,-0.902522
8.6875,0.457066,2.715474,-0.981434
8.7,0.417351,2.798029,-1.040647
8.7125,0.375501,2.845362,-1.080272
8.725,0.334026,2.856341,-1.100373
8.7375,0.295534,2.830443,-1.100917
8.75,0.262632,2.767763,-1.081773
8.7625,0.237828,2.669004,-1.042752
8.775,0.22341,2.535438,-0.983686
8.7875,0.221307,2.368865,-0.904559
8.8,0.232945,2.171542,-0.805657
8.8125,0.259087,1.946117,-0.687742
8.825,0.299696,1.695557,-0.552214
8.8375,0.353828,1.42308,-0.401242
8.85,0.419594,1.132102,-0.237824
8.8625,0.4942,0.8262,-0.065767
8.875,0.574101,0.509095,0.110446
8.8875,0.65524,0.184652,0.285887
8.9,0.733375,-0.143119,0.455493
8.9125,0.804438,-0.470052,0.614421
8.925,0.864889,-0.791841,0.758392
8.9375,0.912007,-1.104064,0.883971
8.95,0.944073,-1.402243,0.988749
8.9625,0.960443,-1.681928,1.071398
8.975,0.961498,-1.938798,1.131616
8.9875,0.948499,-2.16877,1.169967
9,0.923384,-2.368115,1.187668
9.0125,0.888538,-2.533553,1.186354
9.025,0.846579,-2.662342,1.167854
9.0375,0.800167,-2.752338,1.134011
9.05,0.751858,-2.802039,1.086547
9.0625,0.703998,-2.810608,1.026983
9.075,0.65865,-2.777876,0.956616
9.0875,0.617547,-2.704328,0.876526
9.1,0.582067,-2.591083,0.78763
9.1125,0.553204,-2.439853,0.690749
9.125,0.531558,-2.252908,0.586686
9.1375,0.517322,-2.033018,0.476309
9.15,0.510275,-1.78341,0.360621
9.1625,0.509792,-1.507711,0.240813
9.175,0.514872,-1.209893,0.118284
9.1875,0.524187,-0.894225,-0.005368
9.2,0.536164,-0.565216,-0.128391
9.2125,0.549082,-0.227566,-0.248959
9.225,0.561192,0.113886,-0.365274
9.2375,0.570839,0.454221,-0.475672
9.25,0.576575,0.788498,-0.57873
9.2625,0.577248,1.111819,-0.673345
9.275,0.572067,1.4194,-0.758791
9.2875,0.560618,1.706646,-0.834726
9.3,0.542858,1.969222,-0.901171
9.3125,0.519074,2.203133,-0.958454
9.325,0.489826,2.404787,-1.007136
9.3375,0.455888,2.571064,-1.047924
9.35,0.41818,2.699369,-1.081582
9.3625,0.37772,2.787675,-1.10885
9.375,0.335582,2.834557,-1.130378
9.3875,0.292871,2.839217,-1.146675
9.4,0.250705,2.801495,-1.158076
9.4125,0.210201,2.721867,-1.164725
9.425,0.172467,2.601443,-1.166584
9.4375,0.138583,2.441938,-1.16346
9.45,0.10957,2.245653,-1.155051
9.4625,0.086353,2.01543,-1.141017
9.475,0.069698,1.754606,-1.121058
9.4875,0.060149,1.466963,-1.095014
9.5,0.057966,1.156662,-1.062949
9.5125,0.063069,0.828176,-1.025231
9.525,0.075014,0.486225,-0.982571
9.5375,0.093008,0.135702,-0.936033
9.55,0.115962,-0.218397,-0.886983
9.5625,0.142588,-0.571043,-0.83701
9.575,0.171518,-0.917238,-0.787803
9.5875,0.201436,-1.252084,-0.741032
9.6,0.231192,-1.570839,-0.698222
9.6125,0.259892,-1.868983,-0.660669
9.625,0.286945,-2.142277,-0.62938
9.6375,0.312077,-2.386815,-0.605057
9.65,0.335304,-2.599084,-0.588106
9.6625,0.35688,-2.776009,-0.578676
9.675,0.377237,-2.915,-0.576698
9.6875,0.396909,-3.013992,-0.58193
9.7,0.416466,-3.071473,-0.593996
9.7125,0.436448,-3.086511,-0.612407
9.725,0.457311,-3.058764,-0.636573
9.7375,0.479374,-2.988494,-0.665805
9.75,0.502783,-2.876558,-0.699304
9.7625,0.527479,-2.724406,-0.736147
9.775,0.553178,-2.534059,-0.77528
9.7875,0.579372,-2.308089,-0.815515
9.8,0.605341,-2.049586,-0.855541
9.8125,0.63019,-1.762121,-0.893958
9.825,0.652909,-1.449701,-0.929333
9.8375,0.672449,-1.116716,-0.960274
9.85,0.687817,-0.76788,-0.985517
9.8625,0.69817,-0.408157,-1.004022
9.875,0.702902,-0.042693,-1.015059
9.8875,0.701709,0.323269,-1.018268
9.9,0.694616,0.684475,-1.01369
9.9125,0.681975,1.035741,-1.00176
9.925,0.664419,1.372039,-0.983264
9.9375,0.642791,1.688579,-0.959265
9.95,0.618057,1.980874,-0.931017
9.9625,0.591212,2.244813,-0.899869
9.975,0.563196,2.476713,-0.867187
9.9875,0.534831,2.673369,-0.834281
10,0.506767,2.832096,-0.802362
10.0125,0.479464,2.950756,-0.772511
10.025,0.45318,3.027789,-0.745672
10.0375,0.427986,3.062228,-0.722652
10.05,0.403791,3.053708,-0.704125
10.0625,0.380371,3.002467,-0.690642
10.075,0.357414,2.909343,-0.682636
10.0875,0.334573,2.775759,-0.680412
10.1,0.311512,2.6037,-0.684138
10.1125,0.28797,2.395687,-0.693824
10.125,0.263811,2.154735,-0.709296
10.1375,0.239077,1.884317,-0.730169
10.15,0.214022,1.58831,-0.755834
10.1625,0.189128,1.270946,-0.785453
10.175,0.165093,0.936751,-0.817985
10.1875,0.14279,0.590485,-0.852233
10.2,0.1232,0.237082,-0.88692
10.2125,0.107317,-0.11842,-0.920779
10.225,0.096058,-0.470943,-0.952646
10.2375,0.090172,-0.815443,-0.981545
10.25,0.090176,-1.146978,-1.006746
10.2625,0.096315,-1.460783,-1.027791
10.275,0.108564,-1.752336,-1.04448
10.2875,0.126647,-2.017431,-1.056831
10.3,0.150079,-2.25224,-1.065017
10.3125,0.178218,-2.45337,-1.069292
10.325,0.210311,-2.617922,-1.069915
10.3375,0.245532,-2.743532,-1.067085
10.35,0.283008,-2.828409,-1.06089
10.3625,0.321841,-2.871363,-1.051266
10.375,0.361109,-2.871828,-1.037979
10.3875,0.399872,-2.829869,-1.020617
10.4,0.437179,-2.746187,-0.998608
10.4125,0.472077,-2.622105,-0.97124
10.425,0.503636,-2.459551,-0.937711
10.4375,0.530985,-2.261026,-0.897189
10.45,0.55336,-2.029566,-0.848883
10.4625,0.570167,-1.768687,-0.792127
10.475,0.581044,-1.482327,-0.726461
10.4875,0.585929,-1.174778,-0.651715
10.5,0.585096,-0.850615,-0.568059
10.5125,0.57919,-0.514619,-0.476044
10.525,0.569204,-0.171704,-0.376593
10.5375,0.556442,0.173157,-0.270963
10.55,0.542435,0.514997,-0.160672
10.5625,0.528837,0.848922,-0.047401
10.575,0.517308,1.170166,0.067114
10.5875,0.5094,1.47415,0.181181
10.6,0.506453,1.756533,0.293239
10.6125,0.509515,2.013267,0.401907
10.625,0.519289,2.240644,0.50601
10.6375,0.536097,2.435358,0.604558
10.65,0.559875,2.594547,0.69671
10.6625,0.590174,2.715848,0.781709
10.675,0.62617,2.797446,0.858802
10.6875,0.666681,2.838108,0.927174
10.7,0.710185,2.837224,0.985867
10.7125,0.754846,2.794827,1.033737
10.725,0.798553,2.711609,1.069429
10.7375,0.838979,2.588919,1.091391
10.75,0.873669,2.428746,1.097934
10.7625,0.900169,2.233685,1.087342
10.775,0.916189,2.006878,1.058027
10.7875,0.919799,1.751946,1.008735
10.8,0.909639,1.472896,0.938757
10.8125,0.885121,1.174015,0.848138
10.825,0.846575,0.859773,0.737841
10.8375,0.795326,0.534716,0.609829
10.85,0.733653,0.203382,0.467037
10.8625,0.664646,-0.129768,0.313235
10.875,0.591954,-0.460388,0.152788
10.8875,0.519471,-0.784275,-0.009653
10.9,0.450995,-1.097378,-0.169483
10.9125,0.389919,-1.3958,-0.322437
10.925,0.338982,-1.675809,-0.46483
10.9375,0.300112,-1.933858,-0.593697
10.95,0.274362,-2.166622,-0.706828
10.9625,0.261932,-2.371049,-0.802735
10.975,0.262255,-2.544416,-0.880532
10.9875,0.274118,-2.684402,-0.939797
11,0.295801,-2.789148,-0.980407
11.0125,0.325219,-2.85732,-1.002397
11.025,0.360046,-2.888153,-1.005834
11.0375,0.397829,-2.881483,-0.990738
11.05,0.436089,-2.837765,-0.957038
11.0625,0.472408,-2.758061,-0.904575
11.075,0.504524,-2.64402,-0.833139
11.0875,0.530421,-2.497835,-0.742548
11.1,0.548419,-2.322181,-0.632749
11.1125,0.557275,-2.120144,-0.503932
11.125,0.556271,-1.895138,-0.356657
11.1375,0.545287,-1.650824,-0.191953
11.15,0.52485,-1.391026,-0.0114
11.1625,0.496135,-1.119659,0.182834
11.175,0.460923,-0.840674,0.388015
11.1875,0.421509,-0.558014,0.600916
11.2,0.38055,-0.27559,0.817935
11.2125,0.340888,0.002733,1.035264
11.225,0.305346,0.273145,1.249066
11.2375,0.276524,0.531897,1.455657
11.25,0.256619,0.775317,1.651654
11.2625,0.247279,0.999845,1.834098
11.275,0.249502,1.202072,2.000503
11.2875,0.263594,1.378813,2.148871
11.3,0.289167,1.527175,2.277648
11.3125,0.325186,1.644649,2.385641
11.325,0.370045,1.729191,2.471924
11.3375,0.42166,1.779302,2.535733
11.35,0.477591,1.794098,2.57638
11.3625,0.535156,1.773355,2.593193
11.375,0.591572,1.717534,2.585493
11.3875,0.644087,1.62778,2.552618
11.4,0.690128,1.505887,2.493987
11.4125,0.727451,1.354248,2.409199
11.425,0.754279,1.175762,2.298157
11.4375,0.76944,0.973739,2.161205
11.45,0.772465,0.751785,1.999241
11.4625,0.763655,0.513683,1.813813
11.475,0.744089,0.263287,1.607154
11.4875,0.715572,0.004434,1.38217
11.5,0.680532,-0.259129,1.142354
11.5125,0.641855,-0.523779,0.89166
11.525,0.602687,-0.786035,0.634329
11.5375,0.566217,-1.042558,0.374701
11.55,0.535465,-1.29013,0.117024
11.5625,0.513088,-1.525645,-0.134703
11.575,0.501218,-1.746099,-0.376854
11.5875,0.501349,-1.948603,-0.606249
11.6,0.514265,-2.130413,-0.820174
11.6125,0.540009,-2.288975,-1.016349
11.625,0.577892,-2.422001,-1.192858
11.6375,0.626521,-2.52754,-1.348052
11.65,0.683859,-2.604072,-1.480434
11.6625,0.747286,-2.650579,-1.588555
11.675,0.813685,-2.666624,-1.670923
11.6875,0.879533,-2.652398,-1.725939
11.7,0.941014,-2.608744,-1.751891
11.7125,0.994152,-2.537147,-1.746981
11.725,1.034973,-2.439689,-1.709426
11.7375,1.059693,-2.318967,-1.637597
11.75,1.064924,-2.177965,-1.530211
11.7625,1.047898,-2.019911,-1.386542
11.775,1.006681,-1.848103,-1.206647
11.7875,0.940355,-1.665734,-0.991558
11.8,0.849164,-1.475742,-0.743433
11.8125,0.734576,-1.280682,-0.465641
11.825,0.599284,-1.082654,-0.162755
11.8375,0.44711,-0.883295,0.159535
11.85,0.282836,-0.683831,0.494594
11.8625,0.111974,-0.485186,0.835087
11.875,-0.059524,-0.288139,1.173273
11.8875,-0.225592,-0.093497,1.501339
11.9,-0.380384,0.097735,1.811748
11.9125,-0.518604,0.284208,2.097569
11.925,-0.635806,0.464144,2.352779
11.9375,-0.728637,0.635305,2.572497
11.95,-0.794989,0.79504,2.753135
11.9625,-0.834067,0.940395,2.892449
11.975,-0.846345,1.068268,2.989493
11.9875,-0.833431,1.175597,3.044477
12,-0.797855,1.259559,3.058561
12.0125,-0.742811,1.317744,3.033618
12.025,-0.671879,1.34831,2.971985
12.0375,-0.588763,1.350086,2.876251
12.05,-0.497052,1.322639,2.749082
12.0625,-0.400027,1.266285,2.59311
12.075,-0.300511,1.182078,2.41087
12.0875,-0.200774,1.07175,2.204787
12.1,-0.102471,0.937638,1.977205
12.1125,-0.006625,0.782601,1.730426
12.125,0.08636,0.609923,1.466763
12.1375,0.176645,0.423217,1.188585
12.15,0.264889,0.226346,0.898345
12.1625,0.352146,0.023336,0.598599
12.175,0.439745,-0.181693,0.292001
12.1875,0.529159,-0.384589,-0.018711
12.2,0.621854,-0.581229,-0.330741
12.2125,0.719146,-0.767579,-0.641245
12.225,0.822052,-0.939759,-0.947347
12.2375,0.931151,-1.094114,-1.246123
12.25,1.046461,-1.227297,-1.534573
12.2625,1.167333,-1.336367,-1.809574
12.275,1.292368,-1.418895,-2.067815
12.2875,1.419375,-1.473076,-2.305739
12.3,1.545362,-1.497841,-2.519492
12.3125,1.666595,-1.492959,-2.704922
12.325,1.778706,-1.459112,-2.857621
12.3375,1.876896,-1.39793,-2.973055
12.35,1.956197,-1.311975,-3.046765
12.3625,2.011809,-1.20465,-3.074652
12.375,2.03947,-1.080046,-3.053305
12.3875,2.03583,-0.942711,-2.980353
12.4,1.99876,-0.79737,-2.85476
12.4125,1.927576,-0.648619,-2.677051
12.425,1.823121,-0.50062,-2.449398
12.4375,1.687707,-0.356846,-2.175575
12.45,1.524932,-0.219884,-1.860785
12.4625,1.339402,-0.091344,-1.511391
12.475,1.136425,0.028147,-1.134606
12.4875,0.921693,0.138853,-0.738176
12.5,0.701019,0.241762,-0.330096
12.5125,0.480119,0.338372,0.081629
12.525,0.264453,0.430443,0.489171
12.5375,0.059108,0.51975,0.885032
12.55,-0.131289,0.607848,1.262162
12.5625,-0.302657,0.695875,1.614075
12.575,-0.451539,0.78441,1.93496
12.5875,-0.57519,0.873382,2.219785
12.6,-0.671666,0.962049,2.464398
12.6125,-0.739888,1.049052,2.66561
12.625,-0.779691,1.132511,2.821235
12.6375,-0.791813,1.210187,2.930093
12.65,-0.77785,1.279666,2.991964
12.6625,-0.740138,1.338561,3.007492
12.675,-0.681612,1.3847,2.978052
12.6875,-0.60562,1.416298,2.905609
12.7,-0.515728,1.432089,2.792565
12.7125,-0.415535,1.431406,2.641626
12.725,-0.308502,1.414229,2.455705
12.7375,-0.19781,1.381169,2.237847
12.75,-0.086261,1.333431,1.991197
12.7625,0.023789,1.272735,1.718997
12.775,0.130459,1.201221,1.424595
12.7875,0.23234,1.121341,1.111477
12.8,0.32846,1.035746,0.783288
12.8125,0.418228,0.947176,0.443855
12.825,0.50136,0.858361,0.097193
12.8375,0.5778,0.771927,-0.252502
12.85,0.647628,0.690317,-0.600875
12.8625,0.710978,0.615722,-0.943457
12.875,0.767968,0.550026,-1.275712
12.8875,0.818641,0.494759,-1.593104
12.9,0.862927,0.451061,-1.891169
12.9125,0.900634,0.419656,-2.165593
12.925,0.931459,0.400839,-2.412295
12.9375,0.955025,0.394478,-2.627508
12.95,0.970933,0.400028,-2.807869
12.9625,0.978831,0.416563,-2.950488
12.975,0.978489,0.442831,-3.053027
12.9875,0.969865,0.477319,-3.113756
13,0.953167,0.51833,-3.131598
13.0125,0.92889,0.564079,-3.106158
13.025,0.897835,0.612775,-3.037729
13.0375,0.861095,0.66271,-2.927277
13.05,0.820026,0.712332,-2.776419
13.0625,0.776193,0.760292,-2.587369
13.075,0.731299,0.805485,-2.362892
13.0875,0.68711,0.847051,-2.106231
13.1,0.645375,0.884368,-1.821052
13.1125,0.607753,0.917017,-1.51137
13.125,0.575742,0.944741,-1.181488
13.1375,0.550623,0.967398,-0.835934
13.15,0.533413,0.984905,-0.479403
13.1625,0.52483,0.997202,-0.116697
13.175,0.525266,1.004218,0.247322
13.1875,0.534775,1.005854,0.607793
13.2,0.553069,1.001987,0.959902
13.2125,0.579518,0.992489,1.29893
13.225,0.613177,0.977259,1.620308
13.2375,0.652803,0.956272,1.919664
13.25,0.696906,0.929632,2.192874
13.2625,0.743799,0.897622,2.43612
13.275,0.791663,0.860757,2.645943
13.2875,0.83863,0.819811,2.819302
13.3,0.882857,0.775838,2.953638
13.3125,0.922618,0.730159,3.046933
13.325,0.956371,0.684333,3.097761
13.3375,0.982829,0.640097,3.105338
13.35,1.000999,0.599295,3.069551
13.3625,1.010201,0.563783,2.990973
13.375,1.010062,0.535335,2.870857
13.3875,1.000484,0.515546,2.71111
13.4,0.981594,0.505741,2.514247
13.4125,0.953678,0.506906,2.283332
13.425,0.91711,0.519629,2.021896
13.4375,0.872288,0.54406,1.73386
13.45,0.81958,0.5799,1.423444
13.4625,0.759292,0.626397,1.09508
13.475,0.69165,0.682367,0.753332
13.4875,0.616817,0.746223,0.402811
13.5,0.534928,0.816025,0.048111
13.5125,0.446142,0.889538,-0.306247
13.525,0.350714,0.964298,-0.655865
13.5375,0.249076,1.037702,-0.996493
13.55,0.141912,1.107094,-1.324042
13.5625,0.030236,1.169875,-1.634589
13.575,-0.084549,1.223613,-1.924361
13.5875,-0.20061,1.266154,-2.18972
13.6,-0.315673,1.295738,-2.427146
13.6125,-0.427041,1.311094,-2.633226
13.625,-0.531649,1.311529,-2.804673
13.6375,-0.626163,1.296972,-2.938355
13.65,-0.707109,1.267992,-3.031372
13.6625,-0.771034,1.225768,-3.081153
13.675,-0.814688,1.172012,-3.085582
13.6875,-0.835209,1.108847,-3.043141
13.7,-0.830297,1.03864,-2.953044
13.7125,-0.798357,0.963819,-2.815363
13.725,-0.73859,0.886668,-2.631102
13.7375,-0.651045,0.809139,-2.402244
13.75,-0.536607,0.732685,-2.131729
13.7625,-0.39695,0.658143,-1.823409
13.775,-0.234457,0.585665,-1.481958
13.7875,-0.052138,0.514722,-1.112775
13.8,0.146456,0.444158,-0.721878
13.8125,0.3573,0.372318,-0.315809
13.825,0.575943,0.297214,0.098452
13.8375,0.797559,0.216742,0.513568
13.85,1.017001,0.128915,0.921946
13.8625,1.228886,0.032113,1.315853
13.875,1.427731,-0.074682,1.687586
13.8875,1.608154,-0.191687,2.029696
13.9,1.765131,-0.318168,2.335253
13.9125,1.8943,-0.452374,2.598163
13.925,1.992276,-0.59156,2.813474
13.9375,2.056921,-0.732104,2.977637
13.95,2.08753,-0.869717,3.088685
13.9625,2.084891,-0.999714,3.146276
13.975,2.051201,-1.117327,3.151607
13.9875,1.989848,-1.218016,3.107199
14,1.905097,-1.297747,3.016596
14.0125,1.80172,-1.353213,2.884029
14.025,1.684628,-1.381987,2.714081
14.0375,1.558543,-1.382592,2.511417
14.05,1.427726,-1.354513,2.280581
14.0625,1.295799,-1.29815,2.02587
14.075,1.165628,-1.214737,1.751284
14.0875,1.03928,-1.106227,1.460537
14.1,0.918039,-0.975186,1.157092
14.1125,0.802465,-0.824666,0.844218
14.125,0.692477,-0.658106,0.525049
14.1375,0.587477,-0.479231,0.202625
14.15,0.486479,-0.291963,-0.120077
14.1625,0.388255,-0.100353,-0.440135
14.175,0.291487,0.09149,-0.754683
14.1875,0.194911,0.279466,-1.060918
14.2,0.097466,0.459547,-1.356115
14.2125,-0.00158,0.62785,-1.637626
14.225,-0.102518,0.780714,-1.902872
14.2375,-0.205108,0.914789,-2.149317
14.25,-0.308517,1.027121,-2.374437
14.2625,-0.411294,1.115254,-2.575675
14.275,-0.511371,1.177313,-2.750408
14.2875,-0.606112,1.212088,-2.89593
14.3,-0.692403,1.219087,-3.009459
14.3125,-0.766794,1.198569,-3.088202
14.325,-0.82568,1.15153,-3.129454
14.3375,-0.865532,1.079655,-3.130765
14.35,-0.883155,0.985213,-3.090139
14.3625,-0.875955,0.870917,-3.006267
14.375,-0.842193,0.739742,-2.878754
14.3875,-0.781193,0.59473,-2.708317
14.4,-0.693484,0.438798,-2.496922
14.4125,-0.580845,0.27456,-2.247841
14.425,-0.446267,0.104209,-1.965615
14.4375,-0.293815,-0.070548,-1.655927
14.45,-0.128417,-0.248486,-1.325394
14.4625,0.044393,-0.428784,-0.981308
14.475,0.218773,-0.610895,-0.631339
14.4875,0.388876,-0.794379,-0.283216
14.5,0.549142,-0.978715,0.055574
14.5125,0.694577,-1.163131,0.378073
14.525,0.820986,-1.346466,0.678107
14.5375,0.925163,-1.527075,0.950477
14.55,1.005024,-1.702813,1.191094
14.5625,1.059661,-1.871063,1.397038
14.575,1.089328,-2.028842,1.56653
14.5875,1.095359,-2.172936,1.698846
14.6,1.080023,-2.300075,1.794153
14.6125,1.046339,-2.407108,1.853323
14.625,0.997867,-2.491172,1.877715
14.6375,0.938496,-2.549841,1.868985
14.65,0.872245,-2.581233,1.828908
14.6625,0.803082,-2.584083,1.759261
14.675,0.734772,-2.557778,1.661745
14.6875,0.670745,-2.50235,1.537967
14.7,0.613989,-2.418437,1.389475
14.7125,0.566953,-2.307227,1.217815
14.725,0.531474,-2.170373,1.024638
14.7375,0.508711,-2.009909,0.811799
14.75,0.499103,-1.82816,0.581464
14.7625,0.502343,-1.627667,0.336194
14.775,0.51739,-1.411125,0.079
14.7875,0.542517,-1.181336,-0.186646
14.8,0.575394,-0.941192,-0.456854
14.8125,0.613225,-0.693675,-0.727403
14.825,0.652914,-0.44187,-0.993875
14.8375,0.691267,-0.188986,-1.251827
14.85,0.725202,0.061626,-1.496973
14.8625,0.751962,0.306472,-1.725371
14.875,0.769298,0.541931,-1.933576
14.8875,0.775614,0.764305,-2.118762
14.9,0.770064,0.969885,-2.278777
14.9125,0.752577,1.155056,-2.412154
14.925,0.72384,1.3164,-2.518054
14.9375,0.685222,1.45082,-2.596179
14.95,0.638657,1.55565,-2.646647
14.9625,0.586514,1.628751,-2.669875
14.975,0.53144,1.668591,-2.666458
14.9875,0.476211,1.674294,-2.637091
15,0.42358,1.645659,-2.582519
15.0125,0.376131,1.583151,-2.503528
15.025,0.336149,1.48787,-2.400982
15.0375,0.305494,1.361489,-2.275885
15.05,0.285492,1.206182,-2.129472
15.0625,0.276849,1.02454,-1.9633
15.075,0.279595,0.819486,-1.779328
15.0875,0.293066,0.594193,-1.57997
15.1,0.315926,0.352017,-1.368109
15.1125,0.346245,0.096442,-1.14706
15.125,0.381625,-0.168953,-0.920479
15.1375,0.419359,-0.440519,-0.692236
15.15,0.456624,-0.714539,-0.466246
15.1625,0.490682,-0.987235,-0.246293
15.175,0.51907,-1.254777,-0.03587
15.1875,0.539763,-1.513297,0.161969
15.2,0.551291,-1.758924,0.344697
15.2125,0.552816,-1.987832,0.510364
15.225,0.544152,-2.196308,0.657582
15.2375,0.525747,-2.380829,0.78547
15.25,0.498622,-2.538151,0.89356
15.2625,0.464303,-2.66539,0.981685
15.275,0.424723,-2.76011,1.049856
15.2875,0.382139,-2.820387,1.098149
15.3,0.339032,-2.844868,1.126616
15.3125,0.298025,-2.832802,1.135226
15.325,0.261783,-2.784057,1.123841
15.3375,0.232917,-2.699116,1.092243
15.35,0.213863,-2.579046,1.040204
15.3625,0.206758,-2.42546,0.967592
15.375,0.213282,-2.24045,0.874528
15.3875,0.234505,-2.026521,0.761553
15.4,0.270731,-1.786515,0.6298
15.4125,0.321374,-1.523541,0.481148
15.425,0.384885,-1.240914,0.318315
15.4375,0.458759,-0.942111,0.14487
15.45,0.539646,-0.630749,-0.034852
15.4625,0.623559,-0.310581,-0.215948
15.475,0.706175,0.014501,-0.393241
15.4875,0.7832,0.340449,-0.561624
15.5,0.850735,0.663059,-0.716427
15.5125,0.905605,0.977994,-0.853735
15.525,0.9456,1.28082,-0.970622
15.5375,0.969596,1.567083,-1.065262
15.55,0.977554,1.832405,-1.136917
15.5625,0.970408,2.072596,-1.185814
15.575,0.949877,2.283761,-1.212947
15.5875,0.918241,2.462421,-1.219838
15.6,0.878106,2.605596,-1.208304
15.6125,0.832199,2.710883,-1.180246
15.625,0.783198,2.776512,-1.137494
15.6375,0.733607,2.80137,-1.081701
15.65,0.685668,2.785017,-1.014293
15.6625,0.641301,2.72768,-0.936469
15.675,0.602074,2.630227,-0.849233
15.6875,0.569173,2.494141,-0.75346
15.7,0.543384,2.321477,-0.649968
15.7125,0.525083,2.114815,-0.539611
15.725,0.514225,1.877206,-0.423346
15.7375,0.510349,1.612122,-0.302303
15.75,0.512595,1.323402,-0.177816
15.7625,0.519749,1.015196,-0.051429
15.775,0.530309,0.691914,0.075136
15.7875,0.542578,0.358178,0.200044
15.8,0.554779,0.018764,0.321443
15.8125,0.565178,-0.321445,0.437571
15.825,0.572203,-0.657523,0.546863
15.8375,0.574547,-0.984558,0.648047
15.85,0.571244,-1.297723,0.74021
15.8625,0.561706,-1.592348,0.822826
15.875,0.545731,-1.863993,0.895745
15.8875,0.52347,-2.108525,0.959155
15.9,0.495382,-2.322189,1.013509
15.9125,0.462172,-2.501676,1.059442
15.925,0.424726,-2.64418,1.097682
15.9375,0.384058,-2.747449,1.128961
15.95,0.341262,-2.809821,1.153945
15.9625,0.29748,-2.830255,1.173172
15.975,0.253883,-2.808347,1.18701
15.9875,0.211653,-2.74433,1.195638
16,0.171969,-2.639079,1.199044
16.0125,0.135995,-2.494085,1.197043
16.025,0.104845,-2.311435,1.189329
16.0375,0.079542,-2.093776,1.175531
16.05,0.060961,-1.844269,1.155306
16.0625,0.04976,-1.566537,1.12843
16.075,0.046305,-1.264607,1.0949
16.0875,0.050611,-0.942839,1.055019
16.1,0.062303,-0.605862,1.009456
16.1125,0.080617,-0.258499,0.95926
16.125,0.104447,0.094298,0.905831
16.1375,0.132436,0.447523,0.850834
16.15,0.1631,0.79618,0.796085
16.1625,0.194972,1.135345,0.743412
16.175,0.226729,1.460229,0.694522
16.1875,0.257307,1.76624,0.650892
16.2,0.285961,2.049037,0.613701
16.2125,0.312293,2.304593,0.583792
16.225,0.336234,2.529245,0.561685
16.2375,0.357999,2.719751,0.547606
16.25,0.378016,2.873332,0.541536
16.2625,0.396858,2.98772,0.543263
16.275,0.415162,3.061185,0.552426
16.2875,0.43356,3.092568,0.568548
16.3,0.45262,3.081296,0.591056
16.3125,0.472788,3.027396,0.619284
16.325,0.494347,2.93149,0.652469
16.3375,0.517378,2.794796,0.689737
16.35,0.541737,2.619109,0.730087
16.3625,0.567044,2.406782,0.772383
16.375,0.592688,2.160698,0.815357
16.3875,0.617854,1.884235,0.857632
16.4,0.641568,1.581225,0.89776
16.4125,0.66277,1.255901,0.93429
16.425,0.6804,0.912845,0.965849
16.4375,0.693496,0.556923,0.99124
16.45,0.701287,0.19321,1.009529
16.4625,0.703274,-0.173085,1.020124
16.475,0.699278,-0.536704,1.022825
16.4875,0.689454,-0.892423,1.017836
16.5,0.674268,-1.23514,1.005737
16.5125,0.654442,-1.559952,0.987432
16.525,0.630871,-1.862236,0.964063
16.5375,0.604531,-2.137717,0.93692
16.55,0.576394,-2.382527,0.907349
16.5625,0.54735,-2.593259,0.876681
16.575,0.518152,-2.767012,0.846165
16.5875,0.489377,-2.901424,0.816937
16.6,0.461413,-2.994703,0.789997
16.6125,0.43446,-3.045645,0.7662
16.625,0.408552,-3.053648,0.746264
16.6375,0.383581,-3.018715,0.730773
16.65,0.359336,-2.941455,0.720184
16.6625,0.335551,-2.823065,0.714824
16.675,0.311949,-2.66532,0.714888
16.6875,0.288298,-2.47054,0.720419
16.7,0.264463,-2.24156,0.731295
16.7125,0.240449,-1.98169,0.747204
16.725,0.216443,-1.694665,0.767633
16.7375,0.192826,-1.384598,0.791864
16.75,0.170177,-1.055922,0.818991
16.7625,0.149239,-0.713329,0.847959
16.775,0.130862,-0.361708,0.87763
16.7875,0.115928,-0.00608,0.906856
16.8,0.10527,0.348471,0.93457
16.8125,0.099582,0.696869,0.959859
16.825,0.099365,1.034118,0.982024
16.8375,0.104881,1.35537,1.000611
16.85,0.116145,1.656001,1.015404
16.8625,0.132942,1.931678,1.026394
16.875,0.154862,2.178424,1.033725
16.8875,0.181342,2.392679,1.037624
16.9,0.211711,2.571354,1.038335
16.9125,0.245223,2.711879,1.036055
