time,phi_deg,theta_deg,psi_deg
17.35,111.771622,-21.697167,34.227202
17.375,113.066799,-24.170771,32.830311
17.4,114.311787,-25.808995,31.660386
17.425,115.431094,-26.525868,30.824487
17.45,116.369683,-26.287444,30.401936
17.475,117.109305,-25.110457,30.427392
17.5,117.673061,-23.059294,30.885293
17.525,118.1167,-20.242258,31.717051
17.55,118.511608,-16.806845,32.83583
17.575,118.926744,-12.933033,34.141381
17.6,119.414703,-8.823856,35.52974
17.625,120.003594,-4.693381,36.896705
17.65,120.694165,-0.753108,38.137157
17.675,121.46136,2.801683,39.143696
17.7,122.260069,5.804005,39.807911
17.725,123.035141,8.124265,40.026411
17.75,123.734799,9.675769,39.711523
17.775,124.324784,10.416937,38.804017
17.8,124.799051,10.35135,37.28348
17.825,125.183156,9.526805,35.172324
17.85,125.528882,8.033764,32.532102
17.875,125.901925,6.002516,29.454306
17.9,126.366606,3.597735,26.049901
17.925,126.971672,1.009463,22.44153
17.95,127.740011,-1.55946,18.759951
17.975,128.66369,-3.908342,15.143465
18,129.705116,-5.853911,11.73711
18.025,130.804701,-7.243498,8.688175
18.05,131.894412,-7.96412,6.13624
18.075,132.914668,-7.946577,4.198965
18.1,133.83007,-7.165267,2.957661
18.125,134.639088,-5.635615,2.447572
18.15,135.374709,-3.411036,2.655917
18.175,136.096234,-0.580239,3.527377
18.2,136.87508,2.735814,4.973656
18.225,137.778328,6.388835,6.882771
18.25,138.853088,10.211354,9.124702
18.275,140.113607,14.028393,11.552418
18.3,141.532476,17.671565,13.999957
18.325,143.037623,20.993222,16.281351
18.35,144.517306,23.877488,18.195029
18.375,145.834637,26.245255,19.537112
18.4,146.850719,28.051866,20.123576
18.425,147.451992,29.279088,19.817062
18.45,147.574983,29.925639,18.551212
18.475,147.221629,30.001428,16.345368
18.5,146.460635,29.528668,13.304936
18.525,145.413944,28.549229,9.606667
18.55,144.231829,27.133876,5.472724
18.575,143.06402,25.387831,1.141122
18.6,142.035383,23.448811,-3.159127
18.625,141.232084,21.477173,-7.223081
18.65,140.69948,19.640745,-10.87518
18.675,140.449288,18.098105,-13.968617
18.7,140.472053,16.983542,-16.38326
18.725,140.751184,16.395618,-18.025026
18.75,141.275451,16.38983,-18.82721
18.775,142.047496,16.974997,-18.752728
18.8,143.086594,18.11273,-17.79595
18.825,144.424866,19.719686,-15.98377
18.85,146.09719,21.673042,-13.376821
18.875,148.126115,23.820033,-10.072439
18.9,150.50424,25.99234,-6.210102
18.925,153.178112,28.024945,-1.977566
18.95,156.039439,29.777009,2.387301
18.975,158.929621,31.150011,6.605454
19,161.660027,32.097236,10.379924
19.025,164.043427,32.620645,13.429897
19.05,165.926116,32.755887,15.525789
19.075,167.210683,32.551325,16.515288
19.1,167.86552,32.049041,16.335961
19.125,167.923275,31.274129,15.015963
19.15,167.472282,30.234721,12.66641
19.175,166.643344,28.931199,9.46775
19.2,165.592514,27.370138,5.651135
19.225,164.480881,25.577271,1.476307
19.25,163.45434,23.604516,-2.790823
19.275,162.627576,21.528596,-6.896926
19.3,162.075634,19.442051,-10.613845
19.325,161.833835,17.439782,-13.745258
19.35,161.904301,15.605123,-16.129827
19.375,162.266034,13.998658,-17.64359
19.4,162.885402,12.651581,-18.203192
19.425,163.724562,11.563917,-17.770033
19.45,164.746393,10.706989,-16.354261
19.475,165.915649,10.029119,-14.017233
19.5,167.197273,9.463575,-10.871298
19.525,168.553649,8.937818,-7.076166
19.55,169.942885,8.382974,-2.831577
19.575,171.319752,7.742206,1.633589
19.6,172.639711,6.976509,6.075056
19.625,173.865117,6.066876,10.248479
19.65,174.971668,5.012731,13.924699
19.675,175.953106,3.827633,16.903403
19.7,176.822807,2.534034,19.02415
19.725,177.612,1.158874,20.174391
19.75,178.365104,-0.268914,20.294519
19.775,179.133104,-1.718991,19.380194
19.8,179.96592,-3.159238,17.482191
19.825,-179.095283,-4.555877,14.703936
19.85,-178.024782,-5.875362,11.196787
19.875,-176.816839,-7.088581,7.152972
19.9,-175.487023,-8.176762,2.795953
19.925,-174.06985,-9.13747,-1.631836
19.95,-172.61332,-9.988599,-5.883414
19.975,-171.172002,-10.768669,-9.72268
20,-169.800825,-11.532806,-12.939125
20.025,-168.551272,-12.345068,-15.360145
20.05,-167.470418,-13.26861,-16.859801
20.075,-166.60182,-14.355471,-17.363649
20.1,-165.986418,-15.637552,-16.849942
20.125,-165.66149,-17.120115,-15.348067
20.15,-165.656447,-18.778937,-12.935405
20.175,-165.985418,-20.56207,-9.73388
20.2,-166.637915,-22.396676,-5.906948
20.225,-167.570077,-24.200385,-1.656683
20.25,-168.699692,-25.895188,2.780786
20.275,-169.907892,-27.420441,7.143952
20.3,-171.048732,-28.741018,11.160384
20.325,-171.965078,-29.847578,14.566271
20.35,-172.506995,-30.748501,17.127946
20.375,-172.548627,-31.456054,18.661615
20.4,-172.001616,-31.97162,19.049017
20.425,-170.825436,-32.275298,18.248804
20.45,-169.035514,-32.324104,16.304042
20.475,-166.707868,-32.060738,13.344576
20.5,-163.976157,-31.431574,9.580593
20.525,-161.016611,-30.408869,5.28367
20.55,-158.020867,-29.00955,0.755958
20.575,-155.163936,-27.303535,-3.705103
20.6,-152.578439,-25.408695,-7.83585
20.625,-150.343161,-23.47495,-11.422193
20.65,-148.486657,-21.663253,-14.302489
20.675,-147.000975,-20.125157,-16.362964
20.7,-145.859102,-18.986427,-17.531595
20.725,-145.030986,-18.335791,-17.773652
20.75,-144.494955,-18.218362,-17.089272
20.775,-144.242866,-18.63283,-15.51198
20.8,-144.278539,-19.531878,-13.107201
20.825,-144.610179,-20.825896,-9.970777
20.85,-145.238451,-22.39051,-6.228308
20.875,-146.142821,-24.078222,-2.035926
20.9,-147.269568,-25.733555,2.418355
20.925,-148.525486,-27.209669,6.915618
20.95,-149.781139,-28.383031,11.213465
20.975,-150.885494,-29.162293,15.062815
21,-151.68982,-29.488924,18.233169
21.025,-152.074724,-29.330264,20.541016
21.05,-151.972624,-28.669077,21.873925
21.075,-151.379812,-27.495298,22.204231
21.1,-150.355644,-25.804368,21.589526
21.125,-149.009607,-23.603086,20.160458
21.15,-147.479424,-20.92005,18.099155
21.175,-145.90537,-17.815571,15.613841
21.2,-144.406818,-14.386314,12.916016
21.225,-143.065832,-10.762406,10.205008
21.25,-141.919839,-7.097728,7.661099
21.275,-140.962712,-3.556232,5.44486
21.3,-140.152371,-0.297664,3.698436
21.325,-139.423044,2.53452,2.544795
21.35,-138.700652,4.821603,2.082776
21.375,-137.919419,6.4745,2.378332
21.4,-137.036887,7.4364,3.454767
21.425,-136.043793,7.684947,5.286042
21.45,-134.965771,7.235026,7.796735
21.475,-133.855963,6.141771,10.869794
21.5,-132.780608,4.501963,14.360017
21.525,-131.801999,2.451668,18.108881
21.55,-130.963584,0.158882,21.956427
21.575,-130.280519,-2.188369,25.748165
21.6,-129.737025,-4.396626,29.337956
21.625,-129.290432,-6.28179,32.58983
21.65,-128.881012,-7.681829,35.381889
21.675,-128.445948,-8.466045,37.613752
21.7,-127.934574,-8.54076,39.216426
21.725,-127.320969,-7.852388,40.161155
21.75,-126.610064,-6.389267,40.463294
21.775,-125.835324,-4.183054,40.178974
21.8,-125.048958,-1.309347,39.39546
21.825,-124.308076,2.113674,38.21876
21.85,-123.660756,5.929897,36.76279
21.875,-123.13488,9.953723,35.142975
21.9,-122.730916,13.981809,33.474757
21.925,-122.418914,17.806705,31.875122
21.95,-122.140214,21.230572,30.463687
21.975,-121.815063,24.077199,29.359453
22,-121.357177,26.201059,28.670431
22.025,-120.69404,27.493177,28.476639
22.05,-119.787742,27.884826,28.811572
22.075,-118.648088,27.350641,29.650666
22.1,-117.331127,25.912048,30.91385
22.125,-115.922868,23.640166,32.482542
22.15,-114.515425,20.656021,34.223785
22.175,-113.18554,17.126175,36.011519
22.2,-111.981957,13.253422,37.738583
22.225,-110.922402,9.263701,39.319089
22.25,-109.99733,5.391137,40.68493
22.275,-109.177214,1.862966,41.780995
22.3,-108.421395,-1.114331,42.562438
22.325,-107.68764,-3.366867,42.995417
22.35,-106.941602,-4.762797,43.060727
22.375,-106.164612,-5.219324,42.758115
22.4,-105.35773,-4.707318,42.108347
22.425,-104.540606,-3.253499,41.150955
22.45,-103.745576,-0.939846,39.937758
22.475,-103.009326,2.100162,38.524474
22.5,-102.36496,5.688659,36.963485
22.525,-101.836341,9.613625,35.299928
22.55,-101.434926,13.641522,33.571619
22.575,-101.15837,17.531422,31.811921
22.6,-100.990118,21.049589,30.053929
22.625,-100.900062,23.983531,28.333939
22.65,-100.847192,26.154585,26.692156
22.675,-100.785312,27.428208,25.169147
22.7,-100.671563,27.721358,23.798373
22.725,-100.475207,27.0067,22.597583
22.75,-100.182825,25.31368,21.563265
22.775,-99.797431,22.726698,20.670953
22.8,-99.332322,19.380549,19.880817
22.825,-98.803056,15.453255,19.145409
22.85,-98.220933,11.15648,18.41645
22.875,-97.589757,6.723951,17.649345
22.9,-96.905956,2.398513,16.805883
22.925,-96.161409,-1.581428,15.856335
22.95,-95.348105,-4.995321,14.781939
22.975,-94.463531,-7.653052,13.57782
23,-93.515283,-9.406043,12.255318
23.025,-92.522996,-10.156254,10.841926
23.05,-91.516272,-9.862422,9.37743
23.075,-90.528896,-8.5429,7.906474
23.1,-89.591633,-6.274735,6.469787
23.125,-88.726612,-3.188978,5.09708
23.15,-87.94523,0.537297,3.80354
23.175,-87.249565,4.691571,2.589949
23.2,-86.635883,9.038279,1.445094
23.225,-86.098511,13.332273,0.34897
23.25,-85.632736,17.332644,-0.724025
23.275,-85.23595,20.816184,-1.801948
23.3,-84.906679,23.589788,-2.911851
23.325,-84.641764,25.501157,-4.07582
23.35,-84.432722,26.447244,-5.307122
23.375,-84.263072,26.380033,-6.607858
23.4,-84.1083,25.309312,-7.969459
23.425,-83.938796,23.302247,-9.376073
23.45,-83.724447,20.479688,-10.809236
23.475,-83.43895,17.009316,-12.251553
23.5,-83.062652,13.095998,-13.687924
23.525,-82.58398,8.969896,-15.104199
23.55,-82.000207,4.872997,-16.484092
23.575,-81.318073,1.044874,-17.805542
23.6,-80.554128,-2.2915,-19.037797
23.625,-79.733918,-4.942946,-20.140535
23.65,-78.888906,-6.75736,-21.066138
23.675,-78.050663,-7.632271,-21.76538
23.7,-77.243315,-7.520157,-22.195319
23.725,-76.476685,-6.430409,-22.326774
23.75,-75.742864,-4.428184,-22.148643
23.775,-75.017576,-1.630502,-21.667889
23.8,-74.265715,1.800179,-20.906286
23.825,-73.449179,5.664784,-19.896449
23.85,-72.535224,9.738721,-18.679651
23.875,-71.504381,13.784934,-17.306632
23.9,-70.357368,17.568306,-15.841029
23.925,-69.119958,20.870413,-14.36329
23.95,-67.843538,23.503334,-12.971571
23.975,-66.59857,25.32093,-11.775802
24,-65.459786,26.226236,-10.883244
24.025,-64.486267,26.174482,-10.378492
24.05,-63.703972,25.172482,-10.305481
24.075,-63.098554,23.275918,-10.659401
24.1,-62.621368,20.58567,-11.391311
24.125,-62.204912,17.243181,-12.421498
24.15,-61.7807,13.424018,-13.654321
24.175,-61.293898,9.32884,-14.988772
24.2,-60.712456,5.17175,-16.322916
24.225,-60.03094,1.166877,-17.553761
24.25,-59.269915,-2.485384,-18.5758
24.275,-58.471151,-5.610852,-19.281634
24.3,-57.688522,-8.071334,-19.567071
24.325,-56.975158,-9.770868,-19.34111
24.35,-56.369169,-10.658581,-18.538628
24.375,-55.881945,-10.729129,-17.131559
24.4,-55.493202,-10.021945,-15.134261
24.425,-55.154793,-8.619863,-12.60112
24.45,-54.802029,-6.646605,-9.617968
24.475,-54.368759,-4.261889,-6.291426
24.5,-53.801982,-1.65308,-2.740411
24.525,-53.072955,0.976811,0.908092
24.55,-52.183204,3.423798,4.519772
24.575,-51.16463,5.498373,7.953193
24.6,-50.07323,7.039362,11.063087
24.625,-48.976697,7.924049,13.70902
24.65,-47.937941,8.073394,15.768915
24.675,-46.998693,7.452692,17.15386
24.7,-46.168199,6.069374,17.819184
24.725,-45.420587,3.969949,17.768136
24.75,-44.7014,1.237187,17.047744
24.775,-43.940859,-2.01285,15.739723
24.8,-43.070114,-5.635334,13.950812
24.825,-42.037178,-9.464196,11.806259
24.85,-40.820439,-13.323176,9.44798
24.875,-39.438386,-17.039603,7.036238
24.9,-37.953983,-20.458769,4.751389
24.925,-36.471542,-23.455873,2.791066
24.95,-35.124173,-25.942481,1.358879
24.975,-34.05206,-27.865792,0.643779
25,-33.375245,-29.201681,0.793483
25.025,-33.167547,-29.945336,1.888812
25.05,-33.438847,-30.104628,3.92655
25.075,-34.131054,-29.699953,6.816308
25.1,-35.129425,-28.770602,10.392954
25.125,-36.286336,-27.38387,14.441389
25.15,-37.450387,-25.641333,18.726284
25.175,-38.492062,-23.678042,23.018135
25.2,-39.319415,-21.653713,27.109829
25.225,-39.881855,-19.738104,30.823042
25.25,-40.164159,-18.094287,34.007997
25.275,-40.174555,-16.863169,36.541246
25.3,-39.930692,-16.151406,38.324702
25.325,-39.446638,-16.02341,39.286811
25.35,-38.723434,-16.497181,39.384876
25.375,-37.745098,-17.543279,38.607125
25.4,-36.481097,-19.086552,36.973852
25.425,-34.895219,-21.01087,34.538341
25.45,-32.959774,-23.167681,31.38919
25.475,-30.672944,-25.389266,27.65516
25.5,-28.075694,-27.506647,23.511516
25.525,-25.262859,-29.370273,19.183567
25.55,-22.382203,-30.869216,14.940936
25.575,-19.61774,-31.943065,11.077793
25.6,-17.160043,-32.581842,7.880606
25.625,-15.173002,-32.813454,5.592137
25.65,-13.767886,-32.683561,4.382358
25.675,-12.990436,-32.235704,4.332446
25.7,-12.820101,-31.49865,5.431604
25.725,-13.177551,-30.484325,7.58336
25.75,-13.937548,-29.195483,10.618556
25.775,-14.94613,-27.639078,14.313686
25.8,-16.041031,-25.839617,18.413015
25.825,-17.072532,-23.847255,22.651412
25.85,-17.920526,-21.737681,26.773853
25.875,-18.504194,-19.604084,30.548807
25.9,-18.783196,-17.544099,33.775438
25.925,-18.751829,-15.645684,36.286898
25.95,-18.429122,-13.975333,37.952589
25.975,-17.848054,-12.570649,38.681251
26,-17.046479,-11.437781,38.425117
26.025,-16.061418,-10.553202,37.184167
26.05,-14.927234,-9.868831,35.00908
26.075,-13.677021,-9.319498,32.001659
26.1,-12.345556,-8.831868,28.311953
26.125,-10.971715,-8.333859,24.131751
26.15,-9.59853,-7.763344,19.684477
26.175,-8.270067,-7.074697,15.212058
26.2,-7.025698,-6.241994,10.959841
26.225,-5.893486,-5.25844,7.16116
26.25,-4.884768,-4.13276,4.023132
26.275,-3.991514,-2.884156,1.714914
26.3,-3.187088,-1.537678,0.358984
26.325,-2.430091,-0.121287,0.025493
26.35,-1.670483,1.3351,0.729497
26.375,-0.857052,2.799336,2.430752
26.4,0.054727,4.236928,5.035854
26.425,1.095474,5.612472,8.402561
26.45,2.27651,6.893404,12.346353
26.475,3.587459,8.055771,16.649409
26.5,4.997561,9.090566,21.072187
26.525,6.460439,10.00857,25.367345
26.55,7.920933,10.841758,29.295037
26.575,9.321837,11.640341,32.637965
26.6,10.608638,12.465791,35.21442
26.625,11.731398,13.381249,36.887945
26.65,12.644434,14.441114,37.573065
26.675,13.305486,15.68155,37.237242
26.7,13.676359,17.113322,35.899867
26.725,13.72648,18.718192,33.629442
26.75,13.439679,20.449845,30.540222
26.775,12.823135,22.239917,26.789162
26.8,11.916205,24.008738,22.572991
26.825,10.795961,25.678998,18.123857
26.85,9.576435,27.18912,13.701157
26.875,8.400095,28.502316,9.577733
26.9,7.422762,29.608099,6.020859
26.925,6.795606,30.515316,3.270885
26.95,6.648348,31.238859,1.521368
26.975,7.075893,31.784563,0.903177
27,8.12812,32.13759,1.472866
27.025,9.801636,32.258738,3.20468
27.05,12.034048,32.091102,5.986838
27.075,14.704405,31.576505,9.625347
27.1,17.644756,30.677509,13.859538
27.125,20.664473,29.397804,18.390228
27.15,23.581879,27.793438,22.914754
27.175,26.252397,25.970825,27.158432
27.2,28.583797,24.072845,30.893915
27.225,30.53593,22.25838,33.946909
27.25,32.108854,20.681268,36.192903
27.275,33.325791,19.472772,37.551017
27.3,34.2165,18.729157,37.978969
27.325,34.804727,18.504161,37.470144
27.35,35.101726,18.805484,36.051924
27.375,35.1065,19.594646,33.784242
27.4,34.812302,20.790132,30.758153
27.425,34.217858,22.274301,27.095087
27.45,33.340857,23.904384,22.947425
27.475,32.23037,25.527177,18.499786
27.5,30.974207,26.9956,13.96845
27.525,29.697251,28.183879,9.59492
27.55,28.548543,28.997452,5.630446
27.575,27.678659,29.374805,2.311826
27.6,27.212993,29.281362,-0.166777
27.625,27.228489,28.699051,-1.678793
27.65,27.73992,27.617159,-2.180714
27.675,28.69853,26.029306,-1.714882
27.7,30.002755,23.938118,-0.399632
27.725,31.518418,21.365329,1.590548
27.75,33.103798,18.36241,4.049846
27.775,34.633757,15.016696,6.764754
27.8,36.017768,11.450155,9.531219
27.825,37.209151,7.810935,12.163287
27.85,38.205637,4.260234,14.494887
27.875,39.042966,0.957913,16.378752
27.9,39.783446,-1.95016,17.686626
27.925,40.501052,-4.341266,18.31338
27.95,41.264874,-6.121268,18.185148
27.975,42.123512,-7.227463,17.269176
28,43.093887,-7.630641,15.581437
28.025,44.157677,-7.337685,13.188237
28.05,45.266843,-6.394658,10.200049
28.075,46.356821,-4.888785,6.758959
28.1,47.363384,-2.947109,3.023732
28.125,48.238327,-0.730293,-0.843033
28.15,48.960236,1.578364,-4.683038
28.175,49.538562,3.787082,-8.34605
28.2,50.010843,5.710471,-11.691921
28.225,50.433872,7.182721,-14.594079
28.25,50.870324,8.067524,-16.946354
28.275,51.37352,8.264366,-18.67253
28.3,51.974089,7.711991,-19.735568
28.325,52.672468,6.390402,-20.142537
28.35,53.439633,4.322392,-19.942609
28.375,54.225652,1.574462,-19.218405
28.4,54.973038,-1.743981,-18.073852
28.425,55.630945,-5.484516,-16.622838
28.45,56.167074,-9.46742,-14.981925
28.475,56.575809,-13.492865,-13.268074
28.5,56.88218,-17.354348,-11.599875
28.525,57.141231,-20.852555,-10.099051
28.55,57.431609,-23.807771,-8.888223
28.575,57.842135,-26.06943,-8.081753
28.6,58.451943,-27.522342,-7.769339
28.625,59.308644,-28.090436,-7.996651
28.65,60.412612,-27.739714,-8.751297
28.675,61.715131,-26.481626,-9.962143
28.7,63.132341,-24.376405,-11.514034
28.725,64.568885,-21.534257,-13.271836
28.75,65.941129,-18.112232,-15.103558
28.775,67.19224,-14.305959,-16.894855
28.8,68.297165,-10.337188,-18.553316
28.825,69.259948,-6.438998,-20.005764
28.85,70.106806,-2.840547,-21.193294
28.875,70.877323,0.247147,-22.06785
28.9,71.614784,2.643494,-22.592182
28.925,72.35644,4.20824,-22.743025
28.95,73.125064,4.848894,-22.515543
28.975,73.923896,4.525781,-21.926112
29,74.736646,3.254702,-21.011035
29.025,75.532589,1.106939,-19.820809
29.05,76.274723,-1.793815,-18.411842
29.075,76.928126,-5.277884,-16.838742
29.1,77.466332,-9.139244,-15.149631
29.125,77.875174,-13.147771,-13.385378
29.15,78.154673,-17.063177,-11.582079
29.175,78.319775,-20.649629,-9.775231
29.2,78.399981,-23.690012,-8.003514
29.225,78.436981,-25.998872,-6.309997
29.25,78.479093,-27.433161,-4.738992
29.275,78.572479,-27.900119,-3.328538
29.3,78.751494,-27.36197,-2.101075
29.325,79.032255,-25.837498,-1.056742
29.35,79.412561,-23.400742,-0.172736
29.375,79.877838,-20.176997,0.591336
29.4,80.409777,-16.336221,1.285206
29.425,80.993833,-12.083974,1.960365
29.45,81.623391,-7.650231,2.664944
29.475,82.30031,-3.276675,3.440814
29.5,83.032488,0.796782,4.321618
29.525,83.829362,4.345465,5.330538
29.55,84.69634,7.172692,6.477433
29.575,85.62962,9.12117,7.756137
29.6,86.613219,10.082436,9.143648
29.625,87.619879,10.003699,10.602891
29.65,88.616024,8.891448,12.089378
29.675,89.568949,6.811355,13.559968
29.7,90.453201,3.88437,14.980725
29.725,91.253795,0.279367,16.331492
29.75,91.965768,-3.797,17.60665
29.775,92.591225,-8.112425,18.813141
29.8,93.135604,-12.422317,19.967281
29.825,93.604618,-16.483641,21.091416
29.85,94.002742,-20.068542,22.210679
29.875,94.333638,-22.977042,23.349637
29.9,94.602327,-25.048148,24.528668
29.925,94.818234,-26.168812,25.760499
29.95,94.997558,-26.280262,27.048049
29.975,95.163463,-25.381361,28.384739
30,95.343651,-23.528765,29.757413
30.025,95.566354,-20.833792,31.15051
30.05,95.856485,-17.456102,32.549466
30.075,96.23305,-13.594531,33.941922
30.1,96.707821,-9.475585,35.316528
30.125,97.284605,-5.340245,36.66005
30.15,97.95852,-1.429844,37.95381
30.175,98.715388,2.028174,39.170622
30.2,99.532014,4.833691,40.273457
30.225,100.378518,6.825651,41.217003
30.25,101.223404,7.891233,41.952637
30.275,102.040761,7.971866,42.43596
30.3,102.817413,7.065882,42.634561
30.325,103.557228,5.227964,42.533147
30.35,104.280823,2.565746,42.134468
30.375,105.0209,-0.766171,41.45663
30.4,105.814892,-4.574621,40.529125
30.425,106.696793,-8.638577,39.390144
30.45,107.689294,-12.721847,38.086709
30.475,108.796775,-16.587242,36.677575
30.5,109.999993,-20.011305,35.237183
30.525,111.254401,-22.798381,33.857488
30.55,112.494847,-24.792537,32.643849
30.575,113.648344,-25.885911,31.702673
30.6,114.652869,-26.022769,31.122628
30.625,115.475551,-25.199702,30.956022
30.65,116.122186,-23.463327,31.208464
30.675,116.633969,-20.906735,31.840846
30.7,117.07388,-17.664953,32.781027
30.725,117.509265,-13.90874,33.938416
30.75,117.996654,-9.835932,35.215252
30.775,118.571695,-5.660167,36.512019
30.8,119.244357,-1.597696,37.727942
30.825,119.998626,2.146428,38.759564
30.85,120.796348,5.391184,39.500808
30.875,121.585384,7.989979,39.847167
30.9,122.311777,9.837632,39.704893
30.925,122.934,10.873903,39.00348
30.95,123.435487,11.084378,37.7075
30.975,123.831095,10.499947,35.823288
31,124.164909,9.195589,33.397891
31.025,124.50005,7.288151,30.511267
31.05,124.903947,4.931977,27.265579
31.075,125.433405,2.311207,23.776043
31.1,126.122749,-0.371616,20.16596
31.125,126.976825,-2.909874,16.565688
31.15,127.969673,-5.108393,13.112861
31.175,129.049455,-6.79788,9.950219
31.2,130.149605,-7.846018,7.218273
31.225,131.204679,-8.163809,5.04267
31.25,132.167166,-7.707169,3.519264
31.275,133.020249,-6.475211,2.701847
31.3,133.782408,-4.507238,2.596752
31.325,134.502671,-1.879808,3.165516
31.35,135.248455,1.296204,4.3333
31.375,136.089656,4.879812,5.998769
31.4,137.082497,8.70685,8.041425
31.425,138.255458,12.600389,10.32432
31.45,139.598717,16.384116,12.692787
31.475,141.058499,19.896808,14.972223
31.5,142.538457,23.005035,16.969497
31.525,143.91018,25.610984,18.482245
31.55,145.03331,27.653326,19.317784
31.575,145.782294,29.101473,19.319122
31.6,146.073519,29.946528,18.391626
31.625,145.885289,30.193971,16.522483
31.65,145.264607,29.862257,13.786662
31.675,144.318253,28.988129,10.336953
31.7,143.190389,27.635432,6.380603
31.725,142.033452,25.901989,2.149601
31.75,140.98127,23.919912,-2.126487
31.775,140.131549,21.847871,-6.238599
31.8,139.540339,19.857117,-10.005779
31.825,139.226758,18.114825,-13.275421
31.85,139.184242,16.768227,-15.920948
31.875,139.394467,15.931895,-17.840511
31.9,139.840769,15.679088,-18.957922
31.925,140.518439,16.036998,-19.225044
31.95,141.439904,16.985236,-18.624089
31.975,142.633574,18.457056,-17.168919
32,144.136205,20.343418,-14.905775
32.025,145.979679,22.500624,-11.915006
32.05,148.174091,24.76246,-8.315251
32.075,150.690327,26.957088,-4.269706
32.1,153.447066,28.927316,0.009049
32.125,156.308374,30.550529,4.261869
32.15,159.096621,31.752706,8.199225
32.175,161.619819,32.511305,11.531033
32.2,163.705272,32.845397,14.002904
32.225,165.228335,32.796782,15.427892
32.25,166.128834,32.409575,15.705975
32.275,166.414485,31.715777,14.830022
32.3,166.154767,30.731058,12.881122
32.325,165.468558,29.460754,10.016384
32.35,164.507058,27.912454,6.45097
32.375,163.433202,26.109602,2.435999
32.4,162.40022,24.100572,-1.764664
32.425,161.533556,21.959824,-5.894659
32.45,160.919905,19.780901,-9.719365
32.475,160.604871,17.663869,-13.033689
32.5,160.598028,15.701078,-15.665554
32.525,160.882553,13.964828,-17.478049
32.55,161.42624,12.499161,-18.372336
32.575,162.19117,11.316512,-18.29177
32.6,163.140205,10.398788,-17.22638
32.625,164.239539,9.701911,-15.216267
32.65,165.457725,9.162792,-12.352643
32.675,166.762649,8.707891,-8.775688
32.7,168.118513,8.262507,-4.66883
32.725,169.484829,7.759697,-0.249446
32.75,170.818563,7.147481,4.243621
32.775,172.079243,6.393,8.564779
32.8,173.235557,5.482986,12.4772
32.825,174.271372,4.42093,15.76747
32.85,175.189344,3.222362,18.25804
32.875,176.01123,1.910086,19.816676
32.9,176.77493,0.510839,20.362738
32.925,177.528959,-0.946073,19.870451
32.95,178.325241,-2.428671,18.369478
32.975,179.211168,-3.902021,15.94311
33,-179.778044,-5.329239,12.724283
33.025,-178.62553,-6.674765,8.889494
33.05,-177.336211,-7.909881,4.650421
33.075,-175.936581,-9.019277,0.243039
33.1,-174.470755,-10.006618,-4.085721
33.125,-172.993913,-10.897057,-8.09302
33.15,-171.565169,-11.735379,-11.555391
33.175,-170.24198,-12.579858,-14.282426
33.2,-169.077297,-13.493006,-16.127339
33.225,-168.119211,-14.531069,-16.993614
33.25,-167.411588,-15.734086,-16.837768
33.275,-166.993718,-17.118094,-15.668944
33.3,-166.897364,-18.670746,-13.546456
33.325,-167.14063,-20.351417,-10.576571
33.35,-167.719438,-22.096398,-6.909436
33.375,-168.598727,-23.828977,-2.736137
33.4,-169.706439,-25.472827,1.715467
33.425,-170.933385,-26.965626,6.188461
33.45,-172.140747,-28.26897,10.410032
33.475,-173.174335,-29.371086,14.10996
33.5,-173.882184,-30.281019,17.041773
33.525,-174.131268,-31.015993,19.002754
33.55,-173.820836,-31.586147,19.850087
33.575001,-172.892453,-31.981864,19.512679
33.600001,-171.338212,-32.168304,17.999508
33.625001,-169.207199,-32.089958,15.404388
33.650001,-166.607193,-31.685332,11.904431
33.675001,-163.696482,-30.908393,7.747844
33.700001,-160.66274,-29.750156,3.228792
33.725001,-157.692538,-28.252618,-1.346693
33.750001,-154.941422,-26.509907,-5.693976
33.775001,-152.515038,-24.656724,-9.572621
33.800001,-150.465804,-22.848754,-12.795281
33.825001,-148.802521,-21.241223,-15.226111
33.850001,-147.506717,-19.970288,-16.774869
33.875001,-146.54969,-19.139396,-17.391388
33.900001,-145.906101,-18.810737,-17.06209
33.925001,-145.561784,-19.000977,-15.808039
33.950001,-145.514838,-19.680515,-13.683487
33.975001,-145.77028,-20.776074,-10.774498
34.000001,-146.3296,-22.176985,-7.19814
34.025001,-147.177551,-23.745554,-3.102878
34.050001,-148.269412,-25.331253,1.330218
34.075001,-149.522669,-26.787155,5.887728
34.100001,-150.817178,-27.985531,10.329425
34.125001,-152.006362,-28.828727,14.402467
34.150001,-152.938472,-29.252212,17.86448
34.175001,-153.48284,-29.219402,20.511379
34.200001,-153.553745,-28.711384,22.203014
34.225001,-153.125627,-27.717026,22.880236
34.250001,-152.236486,-26.228608,22.569879
34.275001,-150.979338,-24.245223,21.377218
34.300001,-149.483843,-21.782331,19.468024
34.325001,-147.892126,-18.882893,17.044566
34.350001,-146.334258,-15.624885,14.321482
34.375001,-144.908787,-12.12174,11.507073
34.400001,-143.671617,-8.51528,8.792859
34.425001,-142.63372,-4.963306,6.350497
34.450001,-141.766227,-1.625211,4.332469
34.475001,-141.010971,1.351177,2.87227
34.500001,-140.294829,3.839455,2.081112
34.525001,-139.546112,5.740688,2.040468
