time,phi_deg,theta_deg,psi_deg
5.3,149.010771,29.835704,18.578498
5.325,148.4979,29.758553,16.040419
5.35,147.608524,29.164258,12.710438
5.375,146.476628,28.099989,8.786299
5.4,145.255468,26.643483,4.501983
5.425,144.089738,24.906839,0.099055
5.45,143.094237,23.032191,-4.195593
5.475,142.343707,21.179947,-8.181965
5.5,141.873877,19.512784,-11.690426
5.525,141.690654,18.17918,-14.580552
5.55,141.78342,17.299401,-16.739467
5.575,142.138759,16.955369,-18.081775
5.6,142.751658,17.184591,-18.551091
5.625,143.631928,17.977631,-18.122026
5.65,144.804403,19.278569,-16.801663
5.675,146.302521,20.988474,-14.630721
5.7,148.155941,22.972528,-11.685631
5.725,150.374,25.071718,-8.082842
5.75,152.928202,27.119487,-3.98499
5.775,155.73877,28.96211,0.394388
5.8,158.671563,30.479196,4.793647
5.825,161.550179,31.598687,8.918962
5.85,164.182451,32.300821,12.473717
5.875,166.393271,32.609005,15.194245
5.9,168.052593,32.570872,16.881153
5.925,169.09129,32.23685,17.418642
5.95,169.50456,31.643809,16.780905
5.975,169.346874,30.808531,15.028901
6,168.722081,29.731698,12.300803
6.025,167.7699,28.409665,8.797463
6.05,166.648742,26.849019,4.763335
6.075,165.51601,25.078341,0.464459
6.1,164.509203,23.152904,-3.833058
6.125,163.732042,21.150856,-7.880317
6.15,163.248451,19.16253,-11.456738
6.175,163.084466,17.276494,-14.375825
6.2,163.235867,15.566229,-16.488148
6.225,163.678339,14.080276,-17.683979
6.25,164.377134,12.837198,-17.896741
6.275,165.294121,11.825353,-17.106992
6.3,166.391206,11.006727,-15.345771
6.325,167.630403,10.323782,-12.695994
6.35,168.97189,9.708307,-9.29084
6.375,170.372062,9.091163,-5.308519
6.4,171.78349,8.411604,-0.963248
6.425,173.157838,7.624627,3.507144
6.45,174.451426,6.704981,7.855947
6.475,175.631878,5.647202,11.843052
6.5,176.683754,4.462196,15.249524
6.525,177.611465,3.171917,17.890004
6.55,178.438736,1.804079,19.622296
6.575,179.204891,0.388434,20.354094
6.6,179.958818,-1.044826,20.04701
6.625,-179.248375,-2.465065,18.718102
6.65,-178.371033,-3.840861,16.439049
6.675,-177.37601,-5.14078,13.332963
6.7,-176.248036,-6.336217,9.568772
6.725,-174.992344,-7.406303,5.352974
6.75,-173.633822,-8.343768,0.918625
6.775,-172.212793,-9.15987,-3.488199
6.8,-170.77862,-9.886462,-7.623573
6.825,-169.383137,-10.574069,-11.261036
6.85,-168.07591,-11.286,-14.205305
6.875,-166.902375,-12.089612,-16.30299
6.9,-165.904517,-13.046341,-17.449556
6.925,-165.122552,-14.202068,-17.592464
6.95,-164.595563,-15.579149,-16.730997
6.975,-164.359408,-17.171242,-14.913717
7,-164.441117,-18.941989,-12.234821
7.025,-164.850264,-20.828433,-8.830615
7.05,-165.569076,-22.749399,-4.876654
7.075,-166.54406,-24.617957,-0.584834
7.1,-167.682391,-26.355505,3.801697
7.125,-168.855681,-27.903799,8.01834
7.15,-169.911688,-29.231056,11.794877
7.175,-170.691759,-30.329724,14.876033
7.2,-171.049924,-31.206387,17.043284
7.225,-170.869927,-31.867273,18.134285
7.25,-170.078758,-32.304629,18.058028
7.275,-168.657016,-32.489228,16.805545
7.3,-166.646086,-32.372648,14.455805
7.325,-164.149511,-31.900077,11.174367
7.35,-161.324009,-31.030677,7.200856
7.375,-158.357473,-29.758972,2.823321
7.4,-155.437669,-28.129373,-1.656344
7.425,-152.721599,-26.238323,-5.956027
7.45,-150.315996,-24.223749,-9.836366
7.475,-148.27347,-22.246169,-13.109602
7.5,-146.601799,-20.467497,-15.637844
7.525,-145.280224,-19.032299,-17.327057
7.55,-144.276865,-18.053776,-18.121601
7.575,-143.563126,-17.604708,-18.001009
7.6,-143.122683,-17.712563,-16.978368
7.625,-142.953945,-18.357929,-15.098983
7.65,-143.065966,-19.47601,-12.438677
7.675,-143.468893,-20.961485,-9.102234
7.7,-144.160946,-22.677328,-5.223028
7.725,-145.114731,-24.467672,-0.964231
7.75,-146.266431,-26.173735,3.479825
7.775,-147.511944,-27.650302,7.88568
7.8,-148.713498,-28.779109,12.010405
7.825,-149.7177,-29.475505,15.611121
7.85,-150.381672,-29.686769,18.472173
7.875,-150.600187,-29.383834,20.433493
7.9,-150.325992,-28.551297,21.412385
7.925,-149.578012,-27.181259,21.413143
7.95,-148.4359,-25.274408,20.522626
7.975,-147.022719,-22.847801,18.893482
8,-145.48019,-19.945345,16.719716
8.025,-143.94265,-16.645719,14.211115
8.05,-142.515755,-13.063826,11.572862
8.075,-141.263714,-9.344752,8.993779
8.1,-140.205705,-5.651984,6.642736
8.125,-139.319956,-2.15306,4.66965
8.15,-138.553456,0.994148,3.206622
8.175,-137.835619,3.652245,2.365769
8.2,-137.094405,5.71142,2.23259
8.225,-136.272684,7.093436,2.856327
8.25,-135.341618,7.754083,4.240879
8.275,-134.307464,7.685677,6.340485
8.3,-133.209396,6.920091,9.062991
8.325,-132.108666,5.531272,12.280514
8.35,-131.072405,3.635153,15.84411
8.375,-130.156933,1.385077,19.597725
8.4,-129.394892,-1.03776,23.387783
8.425,-128.788589,-3.43777,27.067715
8.45,-128.310105,-5.620109,30.499455
8.475,-127.907684,-7.405021,33.555321
8.5,-127.517338,-8.639433,36.123005
8.525,-127.077715,-9.204888,38.114259
8.55,-126.544937,-9.022121,39.475077
8.575,-125.903273,-8.053488,40.193373
8.6,-125.168237,-6.304499,40.300438
8.625,-124.381151,-3.824884,39.864993
8.65,-123.597277,-0.708475,38.981912
8.675,-122.871482,2.909418,37.759828
8.7,-122.245227,6.858179,36.31162
8.725,-121.737065,10.941728,34.74985
8.75,-121.337307,14.951154,33.186616
8.775,-121.006969,18.678566,31.735289
8.8,-120.681635,21.930398,30.510439
8.825,-120.281438,24.538558,29.622387
8.85,-119.727517,26.368575,29.164691
8.875,-118.962402,27.324911,29.196691
8.9,-117.967877,27.354657,29.72767
8.925,-116.772305,26.45089,30.71088
8.95,-115.442981,24.655877,32.052122
8.975,-114.066489,22.062719,33.629918
9,-112.725852,18.813409,35.31845
9.025,-111.483168,15.092117,37.004524
9.05,-110.371614,11.114082,38.594878
9.075,-109.395691,7.111619,40.015522
9.1,-108.53653,3.319055,41.207381
9.125,-107.759627,-0.041893,42.122273
9.15,-107.023664,-2.775212,42.721677
9.175,-106.289802,-4.721555,42.978858
9.2,-105.530381,-5.766804,42.883057
9.225,-104.735204,-5.848221,42.443142
9.25,-103.913428,-4.958186,41.68798
9.275,-103.090291,-3.145331,40.662286
9.3,-102.299984,-0.512679,39.419041
9.325,-101.577414,2.787505,38.011293
9.35,-100.95141,6.562182,36.48615
9.375,-100.440546,10.588815,34.882426
9.4,-100.051237,14.628684,33.231776
9.425,-99.777168,18.441231,31.562105
9.45,-99.599439,21.798477,29.901598
9.475,-99.487674,24.498571,28.281507
9.5,-99.403081,26.377609,26.735978
9.525,-99.304189,27.318982,25.297991
9.55,-99.154529,27.259758,23.992345
9.575,-98.929569,26.193856,22.828652
9.6,-98.619722,24.172086,21.797856
9.625,-98.228078,21.299231,20.873921
9.65,-97.764426,17.728341,20.019376
9.675,-97.238653,13.652453,19.191896
9.7,-96.656117,9.294056,18.349696
9.725,-96.01601,4.892823,17.455174
9.75,-95.312593,0.692286,16.477481
9.775,-94.538632,-3.073816,15.394995
9.8,-93.690146,-6.194772,14.198182
9.825,-92.771195,-8.495071,12.892338
9.85,-91.796975,-9.844813,11.498759
9.875,-90.79353,-10.167709,10.052691
9.9,-89.793484,-9.445963,8.597401
9.925,-88.829201,-7.721514,7.175728
9.95,-87.926186,-5.093458,5.821911
9.975,-87.099405,-1.711908,4.556352
10,-86.353418,2.231097,3.384197
10.025,-85.685463,6.51292,2.296885
10.05,-85.089746,10.893142,1.275038
10.075,-84.561345,15.12717,0.291507
10.1,-84.098618,18.979929,-0.685774
10.125,-83.70343,22.238934,-1.69068
10.15,-83.37892,24.726024,-2.754951
10.175,-83.125228,26.307173,-3.90333
10.2,-82.934729,26.899876,-5.148913
10.225,-82.789077,26.477777,-6.490662
10.25,-82.659917,25.072297,-7.91468
10.275,-82.513186,22.771068,-9.398843
10.3,-82.314998,19.71314,-10.918512
10.325,-82.036736,16.081091,-12.450611
10.35,-81.658199,12.090479,-13.974666
10.375,-81.169074,7.977219,-15.470981
10.4,-80.569584,3.983659,-16.91715
10.425,-79.870784,0.344188,-18.28434
10.45,-79.094182,-2.728725,-19.534877
10.475,-78.269688,-5.057094,-20.622491
10.5,-77.431004,-6.507675,-21.496095
10.525,-76.608527,-6.999218,-22.106755
10.55,-75.821513,-6.506363,-22.415893
10.575,-75.072268,-5.060296,-22.401774
10.6,-74.344717,-2.746487,-22.061993
10.625,-73.607889,0.300155,-21.411742
10.65,-72.822955,3.902562,-20.479773
10.675,-71.95181,7.851172,-19.304839
10.7,-70.9657,11.915833,-17.934719
10.725,-69.853158,15.859529,-16.428432
10.75,-68.626562,19.453169,-14.860436
10.775,-67.325687,22.49025,-13.32392
10.8,-66.015443,24.799873,-11.929122
10.825,-64.7752,26.256467,-10.793239
10.85,-63.680144,26.78509,-10.021984
10.875,-62.78017,26.362421,-9.688217
10.9,-62.085128,25.014785,-9.816517
10.925,-61.563096,22.814905,-10.380361
10.95,-61.151665,19.87815,-11.311801
10.975,-60.776248,16.357706,-12.51736
11,-60.368078,12.437562,-13.892613
11.025,-59.877296,8.322668,-15.330909
11.05,-59.280049,4.226556,-16.725908
11.075,-58.580375,0.357598,-17.97046
11.1,-57.807714,-3.094487,-18.95545
11.125,-57.010195,-5.970222,-19.571807
11.15,-56.243764,-8.148788,-19.717451
11.175,-55.558318,-9.552774,-19.308611
11.2,-54.983883,-10.149801,-18.292433
11.225,-54.521051,-9.952219,-16.656398
11.25,-54.139214,-9.015996,-14.430944
11.275,-53.783418,-7.43899,-11.684608
11.3,-53.38753,-5.357729,-8.51434
11.325,-52.889605,-2.941395,-5.03536
11.35,-52.245563,-0.382136,-1.374073
11.375,-51.438604,2.118029,2.334893
11.4,-50.483043,4.362351,5.949265
11.425,-49.421832,6.174335,9.320668
11.45,-48.317524,7.410149,12.300376
11.475,-47.23768,7.96661,14.750471
11.5,-46.237794,7.784195,16.558534
11.525,-45.346457,6.846106,17.651446
11.55,-44.557437,5.175438,18.003617
11.575,-43.830996,2.832221,17.637238
11.6,-43.103617,-0.089161,16.615632
11.625,-42.302979,-3.46315,15.033397
11.65,-41.364488,-7.138397,13.007636
11.675,-40.246523,-10.946563,10.673199
11.7,-38.942651,-14.714578,8.182378
11.725,-37.489396,-18.278973,5.7069
11.75,-35.967748,-21.499662,3.438114
11.775,-34.496258,-24.269922,1.58087
11.8,-33.214602,-26.519838,0.338266
11.825,-32.259287,-28.212452,-0.111796
11.85,-31.736497,-29.334824,0.356687
11.875,-31.69893,-29.888679,1.795069
11.9,-32.132929,-29.885646,4.167897
11.925,-32.959719,-29.349681,7.355232
11.95,-34.050941,-28.325276,11.169444
11.975,-35.254453,-26.886681,15.382085
12,-36.422781,-25.142632,19.753072
12.025,-37.435983,-23.233215,24.054276
12.05,-38.213646,-21.319019,28.08313
12.075,-38.715374,-19.56551,31.666974
12.1,-38.932564,-18.126394,34.662111
12.125,-38.875462,-17.129074,36.951935
12.15,-38.559239,-16.66386,38.446593
12.175,-37.992089,-16.777277,39.08444
12.2,-37.167736,-17.468994,38.834163
12.225,-36.063931,-18.691785,37.696414
12.25,-34.647565,-20.354373,35.704882
12.275,-32.885929,-22.327684,32.927901
12.3,-30.762588,-24.455445,29.472078
12.325,-28.295069,-26.569708,25.488193
12.35,-25.549814,-28.51053,21.176807
12.375,-22.648293,-30.146819,16.78797
12.4,-19.758723,-31.393054,12.608868
12.425,-17.072477,-32.216131,8.93731
12.45,-14.771589,-32.629178,6.046474
12.475,-12.998406,-32.674436,4.151416
12.5,-11.836224,-32.401838,3.386322
12.525,-11.302964,-31.851215,3.795129
12.55,-11.354662,-31.043633,5.332946
12.575,-11.894819,-29.98346,7.87476
12.6,-12.787819,-28.668934,11.229566
12.625,-13.876144,-27.10651,15.159238
12.65,-15.000338,-25.32329,19.400609
12.675,-16.018597,-23.372903,23.687448
12.7,-16.821708,-21.332901,27.768472
12.725,-17.340265,-19.29487,31.419174
12.75,-17.54372,-17.350684,34.448011
12.775,-17.43325,-15.578846,36.699448
12.8,-17.031607,-14.033947,38.056478
12.825,-16.372999,-12.740826,38.443977
12.85,-15.495349,-11.69357,37.832792
12.875,-14.436128,-10.858664,36.243428
12.9,-13.23179,-10.181268,33.747999
12.925,-11.919646,-9.593628,30.469325
12.95,-10.540277,-9.024602,26.57652
12.975,-9.138447,-8.409102,22.276815
13,-7.761176,-7.696016,17.803906
13.025,-6.452879,-6.853152,13.403667
13.05,-5.248865,-5.868345,9.318692
13.075,-4.169204,-4.746933,5.773327
13.1,-3.214884,-3.50689,2.960615
13.125,-2.36727,-2.173499,1.031997
13.15,-1.590888,-0.775261,0.089957
13.175,-0.838813,0.658154,0.183512
13.2,-0.059702,2.096165,1.306295
13.225,0.794502,3.506893,3.397049
13.25,1.76116,4.85757,6.342442
13.275,2.860853,6.116911,9.982208
13.3,4.093777,7.259705,14.116777
13.325,5.439503,8.272753,18.517596
13.35,6.860316,9.160394,22.940042
13.375,8.307223,9.947573,27.138273
13.4,9.726782,10.679009,30.880664
13.425,11.066637,11.414205,33.964061
13.45,12.27835,12.219178,36.225316
13.475,13.317512,13.15651,37.549146
13.5,14.142391,14.275387,37.872097
13.525,14.7131,15.603101,37.183036
13.55,14.993127,17.139201,35.521076
13.575,14.95423,18.853415,32.972166
13.6,14.584471,20.688239,29.66558
13.625,13.897862,22.566561,25.770973
13.65,12.942977,24.403588,21.49547
13.675,11.807287,26.120879,17.078869
13.7,10.614455,27.658909,12.784416
13.725,9.513695,28.984229,8.883669
13.75,8.663099,30.088485,5.636449
13.775,8.210885,30.979301,3.269154
13.8,8.278434,31.66605,1.95518
13.825,8.946821,32.145568,1.799511
13.85,10.246405,32.393126,2.827622
13.875,12.149069,32.362636,4.978679
13.9,14.56501,31.997476,8.104846
13.925,17.348571,31.249809,11.980652
13.95,20.31682,30.102582,16.325341
13.975,23.27908,28.586356,20.835873
14,26.068628,26.784566,25.221719
14.025,28.565539,24.825615,29.231068
14.05,30.704294,22.865301,32.663083
14.075,32.467161,21.065572,35.368268
14.1,33.868988,19.574864,37.243005
14.125,34.939661,18.512903,38.22367
14.15,35.708826,17.960575,38.282789
14.175,36.195655,17.954228,37.427062
14.2,36.405054,18.483509,35.695987
14.225,36.330498,19.492324,33.16029
14.25,35.96264,20.883121,29.920388
14.275,35.30183,22.525059,26.105862
14.3,34.371838,24.26627,21.876439
14.325,33.231312,25.949413,17.423371
14.35,31.978907,27.428275,12.967976
14.375,30.748371,28.581833,8.753135
14.4,29.692208,29.32205,5.025152
14.425,28.956589,29.593328,2.007481
14.45,28.654187,29.364841,-0.127736
14.475,28.842667,28.620228,-1.282712
14.5,29.514476,27.350344,-1.44575
14.525,30.599924,25.552976,-0.689316
14.55,31.982324,23.239736,0.844473
14.575,33.521428,20.446631,2.966973
14.6,35.079432,17.243067,5.468649
14.625,36.543487,13.734926,8.140807
14.65,37.840334,10.060057,10.789226
14.675,38.94174,6.377463,13.239337
14.7,39.861863,2.853202,15.33596
14.725,40.648553,-0.35365,16.941995
14.75,41.370346,-3.102469,17.939843
14.775,42.100675,-5.278848,18.2372
14.8,42.901319,-6.798998,17.776322
14.825,43.808125,-7.612272,16.543541
14.85,44.822597,-7.703484,14.574852
14.875,45.91212,-7.095855,11.954318
14.9,47.01913,-5.853826,8.804808
14.925,48.076534,-4.083767,5.273803
14.95,49.024691,-1.930531,1.518905
14.975,49.825364,0.431027,-2.30296
15,50.469791,2.808779,-6.041228
15.025,50.979923,5.008246,-9.553824
15.05,51.403185,6.847213,-12.708929
15.075,51.801707,8.167906,-15.389391
15.1,52.237864,8.845584,-17.5008
15.125,52.759163,8.793655,-18.98157
15.15,53.38654,7.966407,-19.811275
15.175,54.109724,6.360683,-20.013362
15.2,54.891136,4.017125,-19.650491
15.225,55.676783,1.020451,-18.814013
15.25,56.410435,-2.502514,-17.611499
15.275,57.047153,-6.388248,-16.156519
15.3,57.563655,-10.445695,-14.563152
15.325,57.96459,-14.468481,-12.945221
15.35,58.284575,-18.248693,-11.417974
15.375,58.585408,-21.590411,-10.098657
15.4,58.947256,-24.321302,-9.102176
15.425,59.453075,-26.3012,-8.529605
15.45,60.168131,-27.42768,-8.450812
15.475,61.120485,-27.639731,-8.887116
15.5,62.290709,-26.921019,-9.802457
15.525,63.616542,-25.30326,-11.10906
15.55,65.011088,-22.868551,-12.686256
15.575,66.38639,-19.748534,-14.404241
15.6,67.672925,-16.118827,-16.143265
15.625,68.829865,-12.188762,-17.803217
15.65,69.846344,-8.1878,-19.304355
15.675,70.736845,-4.350475,-20.583264
15.7,71.533655,-0.901537,-21.588389
15.725,72.278005,1.957543,-22.278051
15.75,73.010634,4.05996,-22.621907
15.775,73.762684,5.282589,-22.604925
15.8,74.548609,5.552554,-22.231434
15.825,75.3632,4.851417,-21.526382
15.85,76.183813,3.216851,-20.532115
15.875,76.976957,0.741424,-19.30128
15.9,77.706655,-2.431848,-17.888467
15.925,78.341848,-6.117304,-16.343547
15.95,78.861321,-10.097413,-14.708543
15.975,79.256208,-14.135772,-13.018196
16,79.530961,-17.991363,-11.30314
16.025,79.703454,-21.433071,-9.594034
16.05,79.804086,-24.253494,-7.924699
16.075,79.872888,-26.281157,-6.332356
16.1,79.953755,-27.390337,-4.853782
16.125,80.086295,-27.507941,-3.518003
16.15,80.297955,-26.617205,-2.338476
16.175,80.599975,-24.758262,-1.308624
16.2,80.989062,-22.025771,-0.402919
16.225,81.453536,-18.563788,0.417476
16.25,81.980667,-14.558034,1.197524
16.275,82.562233,-10.225823,1.982261
16.3,83.196911,-5.804115,2.812774
16.325,83.889569,-1.536375,3.723608
16.35,84.648102,2.341051,4.740491
16.375,85.478697,5.612269,5.877635
16.4,86.380691,8.094222,7.134852
16.425,87.342666,9.647471,8.495735
16.45,88.341607,10.184712,9.928689
16.475,89.346113,9.676359,11.391851
16.5,90.322806,8.1526,12.841132
16.525,91.243343,5.701633,14.238788
16.55,92.089114,2.46424,15.559645
16.575,92.852222,-1.374777,16.793536
16.6,93.533173,-5.597574,17.944409
16.625,94.136937,-9.965877,19.027623
16.65,94.669014,-14.234542,20.066784
16.675,95.132754,-18.165314,21.090731
16.7,95.528644,-21.540113,22.130437
16.725,95.855871,-24.173113,23.215356
16.75,96.115854,-25.92101,24.369046
16.775,96.316459,-26.690951,25.604913
16.8,96.474877,-26.445734,26.923745
16.825,96.617357,-25.206007,28.314526
16.85,96.775651,-23.049271,29.7584
16.875,96.981772,-20.105626,31.23386
16.9,97.263273,-16.550398,32.720665
16.925,97.640212,-12.594032,34.201005
16.95,98.123675,-8.469828,35.657948
16.975,98.715045,-4.420232,37.072153
17,99.405514,-0.682498,38.418171
17.025,100.176075,2.525394,39.661745
17.05,100.998927,5.017652,40.75946
17.075,101.84132,6.651451,41.661762
17.1,102.672044,7.334855,42.319318
17.125,103.4692,7.031424,42.691134
17.15,104.226604,5.761507,42.751606
17.175,104.956254,3.60053,42.493942
17.2,105.685893,0.674607,41.929263
17.225,106.452678,-2.846309,41.082887
17.25,107.294942,-6.757672,39.990511
17.275,108.243687,-10.831844,38.696585
17.3,109.314643,-14.83149,37.255838
17.325,110.501499,-18.524187,35.737139
