time,phi_deg,theta_deg,psi_deg
19.6,172.710344,7.148851,6.153106
19.8,-179.967148,-3.088477,17.611177
20,-169.763264,-11.395713,-12.976414
20.2,-166.544649,-22.271118,-5.911441
20.4,-171.966884,-31.972519,19.151277
20.6,-152.38028,-25.396689,-7.901969
20.8,-144.049551,-19.450425,-13.162937
21,-151.436802,-29.695525,18.161768
21.2,-143.940364,-14.595241,12.792486
21.4,-136.528467,7.425931,3.471733
21.6,-129.295405,-4.760222,29.466742
21.8,-124.621821,-1.758679,39.622421
22,-120.776471,25.979883,29.120733
22.2,-111.266754,12.892704,38.294198
22.4,-104.644267,-5.226592,42.426215
22.6,-100.217588,20.833486,30.640874
22.8,-98.569103,19.29707,20.301254
23,-92.778819,-9.545587,12.324251
23.2,-85.940994,9.139547,1.584276
23.4,-83.338847,25.607379,-7.649845
23.6,-79.924566,-2.021347,-19.095233
23.8,-73.627677,2.122348,-20.98216
24,-64.753537,26.561028,-10.624167
24.2,-60.29055,5.462235,-16.449322
24.4,-55.033483,-9.805979,-15.405691
24.6,-49.600658,7.20211,11.016286
24.8,-42.648836,-5.575999,13.840537
25,-32.940011,-29.146599,0.431217
25.2,-39.124365,-21.647376,27.070017
25.4,-36.336602,-19.12175,37.032666
25.6,-17.02589,-32.68359,7.858505
25.8,-16.016471,-25.932752,18.473048
26,-17.075964,-11.513524,38.609386
26.2,-6.967941,-6.409564,11.020029
26.4,0.095779,4.163667,5.074221
26.6,10.651487,12.335641,35.418661
26.8,12.000225,23.892919,22.720595
27,8.152859,32.123792,1.525051
27.2,28.807687,24.041591,31.175322
27.4,35.049042,20.719774,31.010147
27.6,27.478727,29.491077,0.086342
27.8,36.526942,11.637301,9.867239
28,43.629536,-7.613587,15.764694
28.2,50.474425,6.122755,-11.55988
28.4,55.458831,-1.290814,-18.039582
28.6,59.117366,-27.302956,-8.007192
28.8,69.073948,-9.926103,-18.841867
29,75.517661,3.781005,-21.095318
29.2,79.274071,-23.505496,-8.455159
29.4,81.261042,-16.260483,1.08072
29.6,87.425166,10.18786,9.325001
29.8,93.875593,-12.590177,19.958361
30,96.11375,-23.874837,29.678009
30.2,100.154329,4.52405,40.554439
30.4,106.448434,-4.945564,40.739263
30.6,115.368361,-26.394102,31.015012
30.8,119.667306,-1.923066,38.046887
31,124.671887,8.947602,33.800292
31.2,130.65631,-8.009676,7.408023
31.4,137.511209,8.626649,8.393702
31.6,146.56491,29.879335,18.993826
31.8,139.746169,19.866854,-9.772015
32,144.32577,20.39818,-14.729813
32.2,163.907924,32.930324,14.297927
32.4,162.436115,24.203439,-1.600398
32.6,163.150574,10.487156,-17.164164
32.8,173.313393,5.65144,12.674031
33,-179.731506,-5.246333,12.907277
33.2,-169.004223,-13.352664,-16.107558
33.4,-169.601815,-25.359796,1.800817
33.600001,-171.272102,-32.142469,18.145286
33.800001,-150.197591,-22.773215,-12.907729
34.000001,-146.076599,-22.097896,-7.254272
34.200001,-153.28389,-28.887887,22.182621
34.400001,-143.161931,-8.640162,8.668267
34.600001,-136.202659,7.404373,6.622472
34.800001,-129.790159,-7.076505,34.554806
35.000001,-124.545659,4.655203,37.349003
35.200001,-120.88431,28.081475,28.335138
35.400001,-110.718949,7.08241,40.417829
35.600001,-104.402559,-1.71339,40.66895
35.800001,-101.360188,25.701375,27.325121
36.000001,-98.897054,12.967055,18.723555
36.200001,-92.395364,-10.13954,10.112816
36.400001,-86.398743,15.87539,-0.451885
36.600001,-84.424458,21.572384,-10.574317
36.800001,-79.792787,-6.498419,-20.754937
37.000001,-73.484253,7.962809,-19.323553
37.200001,-64.668173,25.615933,-10.586645
37.400001,-60.324057,-1.414089,-18.331019
37.600001,-55.667612,-7.629435,-10.772443
37.800001,-49.130363,8.405898,14.93354
38.000001,-42.224971,-11.734896,10.445911
38.200001,-34.260919,-30.16608,3.38689
38.400001,-41.116129,-18.167447,33.231332
38.600001,-34.764205,-21.871419,33.101953
38.800001,-15.449571,-32.901651,5.323033
39.000001,-18.877883,-22.286006,25.732584
39.200001,-16.45528,-9.625153,36.210847
39.400001,-6.418218,-4.800803,5.161516
39.600001,0.594845,6.387345,10.641185
39.800001,11.288933,14.490415,37.291992
40.000001,8.761979,26.694594,14.799569
40.200001,9.74978,32.085547,4.078857
40.400001,30.63845,21.70215,35.302789
40.600001,32.626337,23.553816,24.259114
40.800001,26.318659,27.979958,-2.631744
41.000001,37.031099,5.758601,13.796056
41.200001,44.006203,-6.771093,11.672844
41.400001,49.959096,7.638892,-16.120408
41.600001,55.331971,-8.150491,-15.35214
41.800001,59.239562,-28.22396,-7.881147
42.000001,69.364872,-4.40333,-20.749829
42.200001,75.575586,-0.821964,-18.907575
42.400001,77.924631,-27.257316,-5.038722
42.600001,80.961813,-9.459502,2.556452
42.800001,87.771238,9.481127,11.622605
43.000001,93.279552,-18.798611,22.159182
43.200001,95.138621,-18.721161,32.541655
43.400001,100.302301,7.926251,41.952301
43.600001,106.672192,-11.001722,39.020548
43.800001,115.232013,-24.176973,31.552145
44.000001,119.774389,4.497851,39.531396
44.200001,124.042524,5.983772,28.678419
44.400001,131.04758,-8.272744,4.269998
44.600001,138.175705,14.88611,11.836579
44.800001,144.65091,30.068459,14.765357
45.000001,138.265608,16.720565,-15.129702
45.200001,146.377488,23.536661,-9.961583
45.400001,164.871465,32.678759,15.478794
45.600001,160.070276,20.325662,-8.508092
45.800001,164.055332,8.975045,-13.553374
46.000001,173.854965,3.916124,17.630014
46.200001,-178.904938,-7.49413,6.638999
46.400001,-168.529526,-15.676588,-16.683993
46.600001,-172.82178,-27.812115,9.576836
46.800001,-168.81744,-31.857979,14.144082
47.000001,-148.716404,-20.815347,-16.01494
47.200001,-148.824628,-24.937701,0.145238
47.400001,-153.679391,-26.734983,23.490489
47.600001,-142.845138,-3.007816,5.084419
47.800001,-135.729232,5.825223,11.555369
48.000001,-130.188305,-7.730813,38.458954
48.200001,-124.866841,11.703932,34.394642
48.400001,-120.448895,27.784172,28.962418
48.600001,-110.57486,2.032374,42.109618
48.800001,-104.485124,3.766371,38.122791
49.000001,-102.763468,28.166966,23.969587
49.200001,-99.132297,5.923681,17.349964
49.400001,-92.061545,-8.17815,7.752547
49.600001,-87.070442,21.312038,-2.793443
49.800001,-85.171411,15.491975,-13.275389
50.000001,-79.563771,-8.69453,-21.854332
50.200001,-73.064682,14.000975,-17.565181
50.400001,-64.895537,22.177567,-11.595209
50.600001,-60.079668,-7.170352,-19.335831
50.800001,-56.158809,-4.039226,-5.321954
51.000001,-48.788535,7.643791,17.226042
51.200001,-41.283951,-17.925768,7.096124
51.400001,-36.637181,-29.529088,8.722199
51.600001,-42.109011,-15.557224,37.688633
51.800001,-32.243539,-25.253929,27.662743
52.000001,-15.181493,-32.217609,5.625413
52.200001,-20.708904,-18.334059,32.110668
52.400001,-15.335077,-8.444147,31.542787
52.600001,-5.888056,-2.936589,1.314013
52.800001,1.744034,8.601023,17.412684
53.000001,11.512274,16.96324,36.56002
53.200001,5.715325,28.770989,7.493402
53.400001,12.918294,31.482076,9.323254
53.600001,31.746868,20.216946,37.280221
53.800001,29.621061,26.23312,16.443809
54.000001,26.668178,25.237141,-2.513108
54.200001,37.256718,0.522098,16.891616
54.400001,44.580715,-4.556943,6.057119
54.600001,49.766139,7.397636,-19.242054
54.800001,54.847501,-15.135432,-12.2613
55.000001,60.040716,-26.719632,-9.286978
55.200001,69.492045,0.003431,-22.199673
55.400001,75.409144,-6.945611,-16.083675
55.600001,76.633783,-28.338012,-1.922613
55.800001,80.829433,-2.428158,3.84542
56.000001,88.114052,6.339779,14.021817
56.200001,92.588815,-23.264353,24.598502
56.400001,94.690547,-11.954487,35.024674
56.600001,100.652556,8.826302,42.723899
56.800001,107.34984,-16.785058,37.223216
57.000001,115.009108,-19.623432,32.92822
57.200001,120.110909,9.40421,39.979728
57.400001,123.782162,1.960657,23.046096
57.600001,131.360074,-6.453175,2.867429
57.800001,139.35799,20.825303,14.960558
58.000001,141.945138,28.63136,8.551037
58.200001,137.684103,14.795335,-18.611696
58.400001,149.293381,26.996133,-4.054686
58.600001,164.361074,31.59669,13.627509
58.800001,158.714973,16.427502,-14.196769
59.000001,165.285223,8.049762,-8.00273
59.200001,174.329798,1.943185,20.221507
59.400001,-177.530105,-9.623965,-0.387203
59.600001,-168.6918,-18.286714,-14.639275
59.800001,-175.587657,-29.503669,16.144111
