time,VN_m_per_sec,VE_m_per_sec,VD_m_per_sec,V_m_per_sec
0.7375,25.872352,3.492328,-16.465962,30.865885
0.75,25.838502,4.278748,-16.332599,30.865671
0.7625,25.792406,5.150803,-16.152327,30.865461
0.775,25.728717,6.093972,-15.923606,30.865265
0.7875,25.642805,7.092401,-15.64604,30.865096
0.8,25.531162,8.129253,-15.320606,30.864963
0.8125,25.391734,9.187117,-14.949822,30.864874
0.825,25.22417,10.248458,-14.537823,30.864833
0.8375,25.02996,11.296098,-14.090345,30.864844
0.85,24.812456,12.313664,-13.614626,30.864904
0.8625,24.576768,13.286007,-13.119203,30.865012
0.875,24.329557,14.19953,-12.61365,30.865161
0.8875,24.078718,15.042429,-12.10826,30.865342
0.9,23.833001,15.804812,-11.613691,30.865545
0.9125,23.601567,16.478711,-11.140608,30.865758
0.925,23.393535,17.057987,-10.699333,30.86597
0.9375,23.217523,17.53815,-10.299526,30.866168
0.95,23.081228,17.916118,-9.949906,30.86634
0.9625,22.991041,18.189952,-9.65801,30.866478
0.975,22.951738,18.358593,-9.430011,30.866573
0.9875,22.966236,18.421633,-9.270578,30.866619
1,23.035438,18.37915,-9.182771,30.866614
1.0125,23.158167,18.231613,-9.167987,30.866558
1.025,23.331183,17.979878,-9.225934,30.866454
1.0375,23.549301,17.625267,-9.35464,30.866307
1.05,23.805594,17.169723,-9.5505,30.866126
1.0625,24.091688,16.616012,-9.808354,30.865921
1.075,24.398126,15.96797,-10.121613,30.865703
1.0875,24.714809,15.230731,-10.482423,30.865485
1.1,25.03148,14.410942,-10.881874,30.865278
1.1125,25.338226,13.516902,-11.310249,30.865095
1.125,25.625992,12.558621,-11.75731,30.864944
1.1375,25.887047,11.547783,-12.212599,30.864835
1.15,26.115389,10.497589,-12.665755,30.864774
1.1625,26.30706,9.422507,-13.106815,30.864764
1.175,26.460339,8.337926,-13.526478,30.864804
1.1875,26.575804,7.259753,-13.91633,30.864893
1.2,26.656261,6.203967,-14.268999,30.865026
1.2125,26.70653,5.186173,-14.578237,30.865193
1.225,26.733125,4.221188,-14.838926,30.865387
1.2375,26.743827,3.322675,-15.047009,30.865595
1.25,26.747204,2.502843,-15.199368,30.865805
1.2625,26.752081,1.772241,-15.293647,30.866006
1.275,26.767019,1.139612,-15.328057,30.866185
1.2875,26.799814,0.611833,-15.301179,30.866332
1.3,26.857046,0.193905,-15.211789,30.866439
1.3125,26.943709,-0.111021,-15.058717,30.866499
1.325,27.062926,-0.301591,-14.840769,30.866508
1.3375,27.215764,-0.378194,-14.556715,30.866467
1.35,27.401163,-0.342905,-14.205346,30.866376
1.3625,27.61598,-0.19945,-13.785597,30.866241
1.375,27.855141,0.046839,-13.296736,30.86607
1.3875,28.111901,0.389049,-12.738588,30.865871
1.4,28.378213,0.818742,-12.111787,30.865655
1.4125,28.645164,1.326016,-11.418028,30.865436
1.425,28.903491,1.899624,-10.660288,30.865225
1.4375,29.144113,2.527126,-9.842995,30.865033
1.45,29.358685,3.195107,-8.972134,30.864872
1.4625,29.540106,3.889441,-8.055258,30.86475
1.475,29.682968,4.59561,-7.101403,30.864674
1.4875,29.783904,5.299046,-6.120926,30.864649
1.5,29.841816,5.985493,-5.125238,30.864675
1.5125,29.857954,6.641344,-4.126501,30.864752
1.525,29.835851,7.253961,-3.137265,30.864873
1.5375,29.781115,7.811923,-2.170103,30.865033
1.55,29.701087,8.305212,-1.237264,30.865223
1.5625,29.604406,8.72532,-0.350359,30.86543
1.575,29.500484,9.065273,0.479896,30.865645
1.5875,29.398959,9.319597,1.243868,30.865853
1.6,29.309135,9.484213,1.93313,30.866044
1.6125,29.239448,9.556312,2.540525,30.866206
1.625,29.196996,9.53421,3.060176,30.866331
1.6375,29.187138,9.417209,3.48747,30.866411
1.65,29.213202,9.205494,3.819017,30.866441
1.6625,29.276289,8.900058,4.052625,30.86642
1.675,29.375205,8.502684,4.187274,30.86635
1.6875,29.506506,8.015962,4.223127,30.866233
1.7,29.664669,7.443358,4.161556,30.866077
1.7125,29.842371,6.789298,4.005194,30.865891
1.725,30.030873,6.059258,3.757999,30.865685
1.7375,30.220498,5.259853,3.425313,30.865471
1.75,30.401162,4.398872,3.013904,30.865261
1.7625,30.562958,3.485275,2.531969,30.865067
1.775,30.69673,2.529117,1.98909,30.864901
1.7875,30.794627,1.541395,1.396129,30.864771
1.8,30.850584,0.533828,0.76506,30.864686
1.8125,30.860704,-0.481422,0.108738,30.86465
1.825,30.823503,-1.492086,-0.559377,30.864666
1.8375,30.740021,-2.486129,-1.225532,30.864732
1.85,30.613761,-3.452094,-1.876003,30.864845
1.8625,30.450482,-4.379414,-2.49741,30.865
1.875,30.257861,-5.258668,-3.077004,30.865186
1.8875,30.045031,-6.081759,-3.602905,30.865395
1.9,29.822046,-6.842023,-4.064285,30.865614
1.9125,29.599305,-7.534242,-4.451496,30.865831
1.925,29.386967,-8.154588,-4.756141,30.866034
1.9375,29.194389,-8.700508,-4.971098,30.866211
1.95,29.029627,-9.170561,-5.090517,30.866354
1.9625,28.899017,-9.564238,-5.109805,30.866453
1.975,28.806852,-9.881781,-5.025613,30.866504
1.9875,28.755172,-10.124023,-4.835837,30.866505
2,28.743673,-10.292268,-4.539652,30.866454
2.0125,28.769733,-10.388211,-4.137569,30.866356
2.025,28.828558,-10.413911,-3.63152,30.866215
2.0375,28.913449,-10.371819,-3.024956,30.866042
2.05,29.016157,-10.264839,-2.322943,30.865844
2.0625,29.127341,-10.09642,-1.532236,30.865635
2.075,29.237086,-9.870663,-0.661317,30.865426
2.0875,29.335467,-9.592418,0.279641,30.865228
2.1,29.413127,-9.267366,1.278875,30.865055
2.1125,29.461824,-8.902054,2.323221,30.864915
2.125,29.474937,-8.503884,3.398385,30.864817
2.1375,29.447866,-8.081052,4.489286,30.864767
2.15,29.378326,-7.642415,5.580447,30.864768
2.1625,29.266494,-7.197328,6.656419,30.86482
2.175,29.115011,-6.75542,7.702191,30.86492
2.1875,28.928828,-6.326359,8.703576,30.865063
2.2,28.714923,-5.919597,9.647523,30.865241
2.2125,28.481894,-5.544127,10.522358,30.865445
2.225,28.239473,-5.208257,11.317919,30.865662
2.2375,27.997976,-4.919411,12.025611,30.86588
2.25,27.767747,-4.683973,12.638358,30.866089
2.2625,27.558605,-4.507164,13.150501,30.866275
2.275,27.379347,-4.392958,13.557644,30.866429
2.2875,27.237303,-4.344026,13.856484,30.866542
2.3,27.137993,-4.361713,14.044652,30.866607
2.3125,27.084869,-4.44603,14.120589,30.866622
2.325,27.079173,-4.595663,14.083479,30.866585
2.3375,27.119894,-4.808002,13.933244,30.8665
2.35,27.203846,-5.079173,13.670608,30.86637
2.3625,27.325845,-5.404109,13.297228,30.866203
2.375,27.478986,-5.776624,12.815868,30.866009
2.3875,27.655013,-6.18953,12.230598,30.865799
2.4,27.84476,-6.634787,11.547002,30.865585
2.4125,28.03865,-7.10369,10.772342,30.865379
2.425,28.227215,-7.587089,9.915671,30.865193
2.4375,28.401631,-8.07565,8.98787,30.865038
2.45,28.554201,-8.560124,8.001577,30.864922
2.4625,28.678797,-9.031638,6.971022,30.864852
2.475,28.771189,-9.481962,5.911758,30.864831
2.4875,28.829268,-9.903759,4.840309,30.864862
2.5,28.853133,-10.290781,3.773759,30.864943
2.5125,28.845036,-10.638007,2.729306,30.865068
2.525,28.809196,-10.941716,1.723819,30.865231
2.5375,28.751483,-11.199478,0.773427,30.865422
2.55,28.679013,-11.410081,-0.106841,30.865631
2.5625,28.599667,-11.573392,-0.903341,30.865845
2.575,28.521573,-11.690176,-1.60402,30.866052
2.5875,28.452585,-11.761874,-2.198543,30.866241
2.6,28.399789,-11.790381,-2.678356,30.866401
2.6125,28.369059,-11.777825,-3.036694,30.866522
2.625,28.364691,-11.726366,-3.268562,30.866598
2.6375,28.389132,-11.63804,-3.370707,30.866623
2.65,28.442811,-11.514647,-3.341593,30.866597
2.6625,28.524089,-11.357693,-3.181397,30.866521
2.675,28.629321,-11.168379,-2.892031,30.866399
2.6875,28.753036,-10.947653,-2.477184,30.866237
2.7,28.888223,-10.696287,-1.942371,30.866045
2.7125,29.026719,-10.415004,-1.294978,30.865834
2.725,29.159677,-10.10461,-0.544284,30.865614
2.7375,29.278086,-9.766135,0.298569,30.865399
2.75,29.373329,-9.400963,1.220671,30.865201
2.7625,29.437729,-9.010939,2.207518,30.865029
2.775,29.465062,-8.598437,3.243263,30.864895
2.7875,29.450994,-8.166386,4.31106,30.864805
2.8,29.393415,-7.718249,5.393459,30.864764
2.8125,29.292638,-7.25795,6.47285,30.864774
2.825,29.151455,-6.789766,7.531917,30.864835
2.8375,28.975043,-6.318178,8.554074,30.864942
2.85,28.770722,-5.84771,9.523846,30.86509
2.8625,28.547588,-5.382746,10.427181,30.865269
2.875,28.316044,-4.92737,11.251662,30.86547
2.8875,28.087259,-4.485207,11.986619,30.86568
2.9,27.872591,-4.059301,12.623144,30.865888
2.9125,27.683016,-3.652026,13.154022,30.866081
2.925,27.528574,-3.26503,13.573596,30.866249
2.9375,27.417879,-2.899216,13.877604,30.866381
2.95,27.357706,-2.554764,14.063002,30.866469
2.9625,27.352662,-2.231176,14.127812,30.866509
2.975,27.40497,-1.927347,14.07102,30.866498
2.9875,27.514352,-1.641652,13.892525,30.866436
3,27.678031,-1.372046,13.593167,30.866326
3.0125,27.890845,-1.116172,13.174814,30.866176
3.025,28.145469,-0.871459,12.640514,30.865992
3.0375,28.432746,-0.635229,11.99467,30.865785
3.05,28.742111,-0.404788,11.243238,30.865566
3.0625,29.062093,-0.177508,10.393892,30.865349
3.075,29.380877,0.0491,9.45615,30.865144
3.0875,29.686891,0.277333,8.441419,30.864963
3.1,29.969395,0.509252,7.362945,30.864817
3.1125,30.219028,0.746656,6.235653,30.864714
3.125,30.428279,0.991073,5.075894,30.864658
3.1375,30.591853,1.243759,3.901083,30.864654
3.15,30.706899,1.505712,2.729277,30.864701
3.1625,30.773091,1.777692,1.57871,30.864796
3.175,30.79255,2.060246,0.467315,30.864934
3.1875,30.769618,2.353731,-0.587718,30.865107
3.2,30.710493,2.658332,-1.570341,30.865305
3.2125,30.62277,2.974079,-2.465963,30.865517
3.225,30.514902,3.300844,-3.261675,30.865731
3.2375,30.395631,3.638329,-3.946394,30.865933
3.25,30.27342,3.986049,-4.510923,30.866114
3.2625,30.155925,4.343294,-4.94794,30.866262
3.275,30.049528,4.709091,-5.251961,30.866369
3.2875,29.958965,5.08216,-5.419272,30.866429
3.3,29.887064,5.460874,-5.447871,30.866439
3.3125,29.834594,5.843233,-5.33743,30.866398
3.325,29.800242,6.226851,-5.08929,30.866308
3.3375,29.78072,6.608968,-4.706484,30.866174
3.35,29.77098,6.986493,-4.193796,30.866005
3.3625,29.764545,7.356083,-3.557818,30.865809
3.375,29.753928,7.714249,-2.807011,30.865599
3.3875,29.731119,8.057501,-1.951723,30.865385
3.4,29.688119,8.382516,-1.004163,30.86518
3.4125,29.617482,8.686327,0.021712,30.864996
3.425,29.512833,8.966511,1.110386,30.864844
3.4375,29.36933,9.221376,2.245069,30.864731
3.45,29.184037,9.450118,3.408059,30.864666
3.4625,28.956175,9.652949,4.581176,30.86465
3.475,28.687242,9.83117,5.746229,30.864687
3.4875,28.380985,9.987191,6.885483,30.864773
3.5,28.043232,10.12449,7.982111,30.864903
3.5125,27.681588,10.247516,9.020575,30.865072
3.525,27.305034,10.361528,9.986925,30.865269
3.5375,26.92344,10.472405,10.869,30.865483
3.55,26.547039,10.586406,11.656515,30.865703
3.5625,26.185887,10.709921,12.341055,30.865915
3.575,25.849352,10.849205,12.915978,30.866109
3.5875,25.545639,11.010119,13.376265,30.866274
3.6,25.281402,11.19789,13.718331,30.8664
3.6125,25.061429,11.416882,13.939842,30.86648
3.625,24.888434,11.670409,14.039547,30.866511
3.6375,24.762947,11.96058,14.017176,30.86649
3.65,24.683306,12.288186,13.873383,30.86642
3.6625,24.64576,12.652642,13.60977,30.866304
3.675,24.644663,13.051972,13.228973,30.866149
3.6875,24.672762,13.48286,12.734795,30.865964
3.7,24.721566,13.940758,12.13238,30.86576
3.7125,24.781778,14.420049,11.428378,30.86555
3.725,24.843782,14.914278,10.631098,30.865344
3.7375,24.898146,15.416416,9.750602,30.865155
3.75,24.936126,15.919171,8.798719,30.864994
3.7625,24.950143,16.415315,7.788968,30.86487
3.775,24.934189,16.898009,6.736383,30.864791
3.7875,24.884158,17.361104,5.657233,30.864762
3.8,24.798053,17.799403,4.568664,30.864783
3.8125,24.676081,18.208851,3.488274,30.864855
3.825,24.52061,18.58665,2.433665,30.864974
3.8375,24.335999,18.931282,1.421991,30.865132
3.85,24.128323,19.242444,0.469537,30.865321
3.8625,23.904992,19.520897,-0.408643,30.865532
3.875,23.674323,19.768242,-1.199009,30.865751
3.8875,23.445061,19.986644,-1.88974,30.865967
3.9,23.2259,20.178522,-2.470855,30.866168
3.9125,23.025032,20.34623,-2.934259,30.866342
3.925,22.84973,20.491756,-3.273741,30.86648
3.9375,22.705998,20.616458,-3.484928,30.866574
3.95,22.598306,20.720856,-3.565238,30.86662
3.9625,22.529397,20.804497,-3.513829,30.866613
3.975,22.500194,20.86591,-3.33157,30.866557
3.9875,22.509795,20.90264,-3.021036,30.866452
4,22.555554,20.911378,-2.586526,30.866306
4.0125,22.633254,20.88818,-2.034096,30.866127
4.025,22.737353,20.828751,-1.371583,30.865925
4.0375,22.861301,20.728789,-0.608618,30.865712
4.05,22.997905,20.584367,0.243417,30.8655
4.0625,23.13974,20.392323,1.171479,30.865301
4.075,23.279565,20.150626,2.161044,30.865126
4.0875,23.410736,19.858704,3.196351,30.864986
4.1,23.527582,19.51769,4.260742,30.864887
4.1125,23.625723,19.130586,5.337045,30.864837
4.125,23.702307,18.702304,6.408019,30.864838
4.1375,23.756143,18.239606,7.456796,30.864889
4.15,23.787738,17.750933,8.467314,30.864989
4.1625,23.799209,17.24613,9.424695,30.86513
4.175,23.794103,16.736101,10.315556,30.865306
4.1875,23.777115,16.232408,11.128214,30.865505
4.2,23.75375,15.746844,11.852797,30.865718
4.2125,23.729921,15.291005,12.481254,30.865931
4.225,23.71154,14.875882,13.00727,30.866132
4.2375,23.704111,14.511496,13.42612,30.86631
4.25,23.712346,14.206575,13.734479,30.866455
4.2625,23.73984,13.968301,13.930219,30.866559
4.275,23.788807,13.802106,14.012223,30.866614
4.2875,23.859904,13.711532,13.980238,30.866619
4.3,23.952137,13.698146,13.834783,30.866572
4.3125,24.062871,13.76151,13.577131,30.866477
4.325,24.187931,13.899204,13.209351,30.866338
4.3375,24.321803,14.1069,12.734412,30.866163
4.35,24.457925,14.378492,12.156334,30.865962
4.3625,24.589047,14.706275,11.480351,30.865745
4.375,24.707661,15.081188,10.713075,30.865526
4.3875,24.80646,15.493098,9.862617,30.865316
4.4,24.878818,15.931131,8.938656,30.865127
4.4125,24.91924,16.384042,7.952424,30.86497
4.425,24.923775,16.840586,6.916593,30.864853
4.4375,24.890342,17.289904,5.845073,30.864782
4.45,24.818961,17.721861,4.752722,30.864762
4.4625,24.711852,18.127353,3.65498,30.864793
4.475,24.57342,18.498528,2.567462,30.864873
4.4875,24.410094,18.828935,1.505536,30.864998
4.5,24.230057,19.113561,0.483912,30.865159
4.5125,24.042879,19.348792,-0.483721,30.865349
4.525,23.859058,19.532272,-1.384991,30.865555
4.5375,23.689535,19.662691,-2.209069,30.865766
4.55,23.545175,19.739533,-2.946797,30.865969
4.5625,23.436267,19.762777,-3.590743,30.866153
4.575,23.37205,19.732622,-4.135193,30.866307
4.5875,23.360303,19.649218,-4.576078,30.866422
4.6,23.406993,19.512461,-4.91089,30.866491
4.6125,23.516006,19.321853,-5.138577,30.866511
4.625,23.688968,19.076438,-5.259452,30.866479
4.6375,23.925156,18.774835,-5.275125,30.866397
4.65,24.221502,18.415355,-5.188463,30.86627
4.6625,24.5727,17.996195,-5.003577,30.866105
4.675,24.971407,17.515699,-4.725834,30.86591
4.6875,25.40854,16.972666,-4.361879,30.865697
4.7,25.873658,16.36667,-3.919644,30.865478
4.7125,26.355426,15.698383,-3.408341,30.865264
4.725,26.842121,14.969847,-2.838409,30.865067
4.7375,27.322185,14.184695,-2.221415,30.8649
4.75,27.784762,13.348275,-1.569887,30.86477
4.7625,28.220219,12.467688,-0.8971,30.864685
4.775,28.620584,11.551702,-0.2168,30.86465
4.7875,28.979894,10.610582,0.457103,30.864667
4.8,29.29442,9.655813,1.110861,30.864734
4.8125,29.562742,8.699769,1.731208,30.864847
4.825,29.785687,7.755322,2.305663,30.865001
4.8375,29.966117,6.835455,2.822776,30.865185
4.85,30.108596,5.952868,3.272328,30.86539
4.8625,30.218959,5.119635,3.645462,30.865604
4.875,30.303806,4.346906,3.934753,30.865815
4.8875,30.369971,3.644676,4.134222,30.86601
4.9,30.423989,3.021609,4.239307,30.866179
4.9125,30.471607,2.484938,4.24681,30.866311
4.925,30.517352,2.040392,4.154831,30.8664
4.9375,30.564203,1.69218,3.962713,30.86644
4.95,30.613363,1.442977,3.671001,30.866429
4.9625,30.664158,1.293933,3.281428,30.866367
4.975,30.714067,1.244677,2.796926,30.866259
4.9875,30.758874,1.293317,2.221652,30.86611
5,30.792943,1.436445,1.561031,30.865929
5.0125,30.809603,1.66914,0.821775,30.865725
5.025,30.801615,1.984989,0.011894,30.865512
5.0375,30.761701,2.376141,-0.85935,30.8653
5.05,30.6831,2.833385,-1.781541,30.865103
5.0625,30.560116,3.346291,-2.743273,30.86493
5.075,30.388622,3.903385,-3.732381,30.864793
5.0875,30.166473,4.49239,-4.736239,30.864699
5.1,29.893814,5.100495,-5.742097,30.864653
5.1125,29.573242,5.714656,-6.737451,30.864659
5.125,29.209823,6.321913,-7.710404,30.864716
5.1375,28.81095,6.909682,-8.650008,30.864821
5.15,28.386054,7.466032,-9.546546,30.864968
5.1625,27.946203,7.979907,-10.391739,30.865149
5.175,27.503597,8.441282,-11.178864,30.865354
5.1875,27.071004,8.841269,-11.902784,30.865572
5.2,26.661178,9.172143,-12.559873,30.86579
5.2125,26.286282,9.427328,-13.147875,30.865997
5.225,25.957354,9.601332,-13.665698,30.86618
5.2375,25.683832,9.689664,-14.113168,30.86633
5.25,25.473169,9.688754,-14.49078,30.866438
5.2625,25.330533,9.595882,-14.799456,30.866499
5.275,25.258611,9.409148,-15.04034,30.866509
5.2875,25.257519,9.127476,-15.214655,30.866468
5.3,25.324808,8.750675,-15.323612,30.866378
5.3125,25.455579,8.27954,-15.368403,30.866245
5.325,25.642698,7.715987,-15.350254,30.866077
5.3375,25.877098,7.063207,-15.270549,30.865883
5.35,26.148176,6.325822,-15.130986,30.865675
5.3625,26.444263,5.510005,-14.933778,30.865465
5.375,26.753142,4.623559,-14.681847,30.865265
5.3875,27.062616,3.675929,-14.379008,30.865086
5.4,27.361067,2.678122,-14.030116,30.864939
5.4125,27.637999,1.642546,-13.64115,30.864833
5.425,27.88452,0.582764,-13.219235,30.864773
5.4375,28.093731,-0.486833,-12.772585,30.864764
5.45,28.261005,-1.551393,-12.310365,30.864807
5.4625,28.384116,-2.596011,-11.842492,30.864898
5.475,28.46324,-3.606113,-11.379377,30.865034
5.4875,28.500794,-4.567828,-10.931632,30.865206
5.5,28.50116,-5.468289,-10.509754,30.865405
5.5125,28.470283,-6.295866,-10.123811,30.86562
5.525,28.415206,-7.040314,-9.783155,30.86584
5.5375,28.343543,-7.692837,-9.496152,30.866051
5.55,28.262957,-8.246091,-9.269961,30.866242
5.5625,28.180642,-8.694118,-9.110352,30.866403
5.575,28.102878,-9.032263,-9.021573,30.866524
5.5875,28.03464,-9.257069,-9.006251,30.866599
5.6,27.97932,-9.366203,-9.065337,30.866623
5.6125,27.938548,-9.358396,-9.198084,30.866597
5.625,27.912127,-9.233444,-9.402059,30.86652
5.6375,27.898089,-8.992251,-9.673188,30.866398
5.65,27.892857,-8.636918,-10.005836,30.866237
5.6625,27.891518,-8.170865,-10.392934,30.866048
5.675,27.888175,-7.598973,-10.826142,30.86584
5.6875,27.876381,-6.927711,-11.296064,30.865626
5.7,27.849604,-6.165238,-11.792513,30.865417
5.7125,27.801728,-5.321439,-12.304814,30.865227
5.725,27.72752,-4.407896,-12.82214,30.865065
5.7375,27.623071,-3.437761,-13.333878,30.86494
5.75,27.486143,-2.425548,-13.829979,30.864861
5.7625,27.31643,-1.38683,-14.3013,30.864832
5.775,27.115686,-0.337878,-14.739896,30.864853
5.7875,26.887731,0.704748,-15.139246,30.864924
5.8,26.638317,1.724625,-15.494403,30.865041
5.8125,26.374877,2.70587,-15.802043,30.865198
5.825,26.106169,3.633509,-16.060433,30.865384
5.8375,25.841841,4.49377,-16.269296,30.865591
5.85,25.591944,5.274306,-16.429608,30.865805
5.8625,25.36643,5.964329,-16.543333,30.866014
5.875,25.174653,6.554668,-16.613127,30.866208
5.8875,25.024911,7.037757,-16.642019,30.866374
5.9,24.924042,7.407593,-16.633121,30.866503
5.9125,24.877086,7.659649,-16.589351,30.866587
5.925,24.887046,7.790813,-16.513224,30.866623
5.9375,24.954723,7.799325,-16.406697,30.866606
5.95,25.078664,7.684768,-16.271085,30.86654
5.9625,25.255198,7.448084,-16.107056,30.866426
5.975,25.478576,7.091641,-15.914693,30.866271
5.9875,25.741212,6.619324,-15.693619,30.866084
6,26.034007,6.036647,-15.443174,30.865875
6.0125,26.346764,5.350843,-15.162627,30.865656
6.025,26.668663,4.570939,-14.851406,30.86544
6.0375,26.98879,3.707761,-14.509328,30.865237
6.05,27.296674,2.773875,-14.1368,30.865059
6.0625,27.582829,1.783432,-13.734993,30.864917
6.075,27.839242,0.751936,-13.305946,30.864818
6.0875,28.059785,-0.304085,-12.852623,30.864768
6.1,28.240526,-1.367463,-12.37888,30.864768
6.1125,28.37991,-2.42082,-11.889384,30.86482
6.125,28.478793,-3.447009,-11.389455,30.864919
6.1375,28.540336,-4.429533,-10.884867,30.865059
6.15,28.569756,-5.352918,-10.381615,30.865234
6.1625,28.573959,-6.203015,-9.885662,30.865431
6.175,28.561076,-6.967214,-9.402694,30.865641
6.1875,28.53994,-7.634573,-8.937887,30.86585
6.2,28.519532,-8.195854,-8.495713,30.866047
6.2125,28.508429,-8.643503,-8.079779,30.86622
6.225,28.514296,-8.971573,-7.692718,30.866359
6.2375,28.543428,-9.175627,-7.336123,30.866456
6.25,28.600389,-9.252645,-7.010528,30.866506
6.2625,28.687742,-9.20095,-6.715435,30.866504
6.275,28.805898,-9.020183,-6.449371,30.866452
6.2875,28.953078,-8.711316,-6.209982,30.866351
6.3,29.125397,-8.276722,-5.994152,30.866207
6.3125,29.317072,-7.720272,-5.798141,30.866029
6.325,29.520729,-7.047465,-5.617738,30.865825
6.3375,29.727821,-6.265548,-5.448427,30.865608
6.35,29.929115,-5.383609,-5.285555,30.86539
6.3625,30.115241,-4.412614,-5.124502,30.865181
6.375,30.277257,-3.365371,-4.960841,30.864996
6.3875,30.407209,-2.256397,-4.790488,30.864842
6.4,30.498645,-1.101692,-4.609827,30.86473
6.4125,30.547037,0.081586,-4.415815,30.864665
6.425,30.550104,1.275522,-4.206051,30.864651
6.4375,30.507984,2.46189,-3.978813,30.864688
6.45,30.423265,3.622633,-3.733065,30.864775
6.4625,30.300855,4.74032,-3.46842,30.864905
6.475,30.147713,5.798558,-3.185091,30.865073
6.4875,29.972457,6.782342,-2.883809,30.865267
6.5,29.78487,7.678293,-2.565736,30.865477
6.5125,29.595351,8.474821,-2.232365,30.865691
6.525,29.414339,9.162172,-1.885433,30.865897
6.5375,29.251736,9.732405,-1.52684,30.866082
6.55,29.116389,10.179301,-1.158582,30.866237
6.5625,29.015617,10.498242,-0.782709,30.866353
6.575,28.954838,10.68608,-0.401294,30.866422
6.5875,28.937299,10.741027,-0.016424,30.866441
6.6,28.963907,10.662578,0.369801,30.86641
6.6125,29.033188,10.451498,0.755262,30.866329
6.625,29.14136,10.109847,1.137812,30.866203
6.6375,29.282523,9.641069,1.515279,30.86604
6.65,29.448957,9.05011,1.885477,30.865848
6.6625,29.631526,8.343548,2.246241,30.86564
6.675,29.820152,7.529712,2.595472,30.865425
6.6875,30.004362,6.618759,2.93121,30.865218
6.7,30.173859,5.622687,3.251715,30.865029
6.7125,30.319099,4.555255,3.555571,30.86487
6.725,30.431828,3.431816,3.841779,30.864749
6.7375,30.505551,2.269039,4.109858,30.864675
6.75,30.535903,1.084556,4.359928,30.86465
6.7625,30.520878,-0.103468,4.592769,30.864676
6.775,30.460927,-1.276803,4.809855,30.864753
6.7875,30.358886,-2.417622,5.013353,30.864876
6.8,30.21977,-3.508945,5.206087,30.865038
6.8125,30.050426,-4.535024,5.391467,30.86523
6.825,29.859077,-5.481646,5.573383,30.865442
6.8375,29.654804,-6.336342,5.756078,30.865661
