Time,Value_1,Value_2,Value_3,Value_4,Value_5,Value_6,Value_7,Value_8,Value_9
52.4001,6.01562,-0.147342,0.550222,101.269,0,0,4837.93,-12.6841,-9.31145
52.6001,6.18047,-0.0511492,0.0227939,101.269,0,0,4862.26,-7.48959,-6.88069
52.8001,0.0305335,0.150223,0.304298,101.269,0,0,4887.51,-6.00001,-9.26707
53.0001,0.200933,0.296193,0.637984,101.269,0,0,4908.87,6.12349,-15.3862
53.2001,0.0996206,0.502234,0.130433,101.269,0,0,4930.66,16.1422,-23.3293
53.4001,0.225695,0.549402,0.163082,101.269,0,0,4954.22,19.3586,-32.8533
53.6001,0.554139,0.352784,0.650711,101.269,0,0,4974.28,31.3933,-42.2165
53.8001,0.516825,0.457977,0.286558,101.269,0,0,4993.79,46.3573,-49.0363
54.0001,0.465528,0.44028,-0.0437652,101.269,0,0,5018.42,52.2827,-52.0405
54.2001,0.650282,0.008834,0.294958,101.269,0,0,5041.35,62.6483,-50.2048
54.4001,0.778137,-0.0793821,0.105366,101.269,0,0,5059.58,79.2588,-42.9372
54.6001,0.868606,0.129049,-0.33596,101.269,0,0,5080.32,87.077,-30.5917
54.8001,0.957255,-0.26455,-0.213821,101.269,0,0,5099.53,92.1692,-14.3874
55.0001,1.048,-0.466189,-0.16222,101.269,0,0,5113.55,102.516,4.52938
55.2001,1.2129,0.000276327,-0.387521,101.269,0,0,5128.12,107.498,24.8879
55.4001,1.31615,-0.121607,-0.280533,101.269,0,0,5144.5,106.433,44.7714
55.6001,1.33747,-0.494572,-0.0334017,101.269,0,0,5162.19,110.427,62.9397
55.8001,1.41076,-0.0419797,0.0671903,101.269,0,0,5182.36,112.108,78.5479
56.0001,1.53792,0.110388,0.244875,101.269,0,0,5204.07,103.892,89.7006
56.2001,1.61596,-0.406251,0.429469,101.269,0,0,5228.67,101.543,95.6229
56.4001,1.65267,-0.208222,0.611429,101.269,0,0,5254.35,104.289,97.4229
56.6001,1.75676,0.154004,0.7457,101.269,0,0,5278.68,96.3398,95.8673
56.8001,1.87368,-0.293295,0.649552,101.269,0,0,5303.26,90.1348,92.0224
57.0001,2.00729,-0.342166,0.574803,101.269,0,0,5328.74,93.9652,88.6392
57.2001,2.09637,0.16436,0.697769,101.269,0,0,5353.96,89.9673,87.7202
57.4001,2.16043,0.033942,0.401878,101.269,0,0,5378.47,81.4976,89.6058
57.6001,2.2927,-0.112455,0.0500154,101.269,0,0,5403.46,83.4348,95.8281
57.8001,2.43236,0.363807,0.261294,101.269,0,0,5426.53,82.0153,107.055
58.0001,2.47725,0.499564,0.148823,101.269,0,0,5445.63,71.3805,121.32
58.2001,2.40305,0.258156,-0.324981,101.269,0,0,5465.32,65.8934,137.218
58.4002,2.60589,0.471383,-0.0703595,101.269,0,0,5484.51,61.1827,154.17
58.6002,2.86858,0.551362,0.237642,101.269,0,0,5499.63,47.2886,170.153
58.8002,2.77006,0.286472,-0.248082,101.269,0,0,5518.07,34.895,183.384
59.0002,2.88487,0.140445,-0.13926,101.269,0,0,5541.5,27.72,192.676
59.2002,3.04267,0.0337703,0.353016,101.269,0,0,5561.25,11.6577,196.807
59.4002,3.18482,-0.168106,-0.00721809,101.269,0,0,5580.32,-6.07085,195.408
59.6002,3.33894,-0.319341,-0.255285,101.269,0,0,5604.27,-14.0957,188.625
59.8002,3.21847,-0.51503,0.282132,101.269,0,0,5624.7,-25.5928,177.554
60.0002,3.40053,-0.538506,0.13847,101.269,0,0,5640.39,-41.3022,163.358
