time,VN_m_per_sec,VE_m_per_sec,VD_m_per_sec,V_m_per_sec
13.925,25.870108,4.558832,-16.199649,30.862179
13.95,25.728652,6.477327,-15.762652,30.860662
13.975,25.488668,8.570437,-15.139196,30.85968
14,25.137851,10.699625,-14.349643,30.859452
14.025,24.691904,12.729406,-13.439257,30.860031
14.05,24.194239,14.541064,-12.474583,30.861286
14.075,23.708719,16.042353,-11.535175,30.862934
14.1,23.307404,17.170825,-10.702874,30.864604
14.125,23.056407,17.890803,-10.051187,30.865921
14.15,23.002989,18.186355,-9.636656,30.866586
14.175,23.166276,18.053894,-9.493057,30.866447
14.2,23.533013,17.497782,-9.628391,30.865531
14.225,24.058993,16.530753,-10.024357,30.864035
14.25,24.676192,15.178774,-10.638197,30.862288
14.275,25.304839,13.487936,-11.407101,30.860675
14.3,25.868616,11.529825,-12.255186,30.859549
14.325,26.309949,9.402135,-13.102438,30.859154
14.35,26.601741,7.22297,-13.874053,30.859573
14.375,26.752345,5.119721,-14.50805,30.860704
14.4,26.802293,3.215442,-14.95923,30.862283
14.425,26.813632,1.616391,-15.19868,30.863951
14.45,26.854691,0.40345,-15.209573,30.865325
14.475,26.984022,-0.371757,-14.981318,30.866091
14.5,27.237052,-0.687122,-14.504657,30.866069
14.525,27.618002,-0.548635,-13.769862,30.865257
14.55,28.098521,0.011081,-12.769063,30.863829
14.575,28.62337,0.933936,-11.502149,30.862096
14.6,29.122316,2.138149,-9.984276,30.86044
14.625,29.526056,3.522187,-8.252144,30.859223
14.65,29.782709,4.971927,-6.366353,30.858715
14.675,29.870716,6.3707,-4.408372,30.859023
14.7,29.804585,7.610337,-2.472572,30.860074
14.725,29.631766,8.600512,-0.655574,30.861628
14.75,29.421517,9.274138,0.95405,30.863336
14.775,29.248793,9.5881,2.283204,30.864811
14.8,29.177223,9.5204,3.27788,30.865723
14.825,29.244993,9.066059,3.903689,30.865868
14.85,29.456374,8.23416,4.14512,30.865213
14.875,29.780399,7.047425,4.005281,30.863905
14.9,30.156958,5.54412,3.506895,30.862238
14.925,30.509434,3.780557,2.693983,30.860585
14.95,30.761614,1.831767,1.632617,30.859321
14.975,30.855295,-0.211641,0.408974,30.858731
15,30.764274,-2.250932,-0.876186,30.858953
15.025,30.500912,-4.189585,-2.116063,30.859941
15.05,30.113383,-5.943694,-3.207428,30.86148
15.075,29.67439,-7.449451,-4.058973,30.863231
15.1,29.264464,-8.665891,-4.596724,30.864809
15.125,28.954144,-9.572966,-4.766305,30.865868
15.15,28.78904,-10.166701,-4.533247,30.866179
15.175,28.780653,-10.453978,-3.883113,30.865681
15.2,28.904385,-10.449174,-2.822801,30.864492
15.225,29.104995,-10.173698,-1.383091,30.862887
15.25,29.308602,-9.658048,0.378937,30.861232
15.275,29.439108,-8.944777,2.379848,30.859906
15.3,29.435723,-8.090263,4.514079,30.859213
15.325,29.267478,-7.163632,6.662927,30.859318
15.35,28.940958,-6.242272,8.706733,30.860205
15.375,28.49914,-5.404782,10.537114,30.861682
15.4,28.011738,-4.723092,12.065902,30.863426
15.425,27.559788,-4.255575,13.228743,30.865053
15.45,27.218447,-4.042298,13.983514,30.866206
15.475,27.04188,-4.102557,14.305761,30.866634
15.5,27.053065,-4.434169,14.184319,30.866245
15.525,27.240012,-5.013924,13.619791,30.865132
15.55,27.558814,-5.799043,12.627011,30.863547
15.575,27.942992,-6.730083,11.240495,30.861847
15.6,28.317601,-7.735901,9.520214,30.860414
15.625,28.615423,-8.740853,7.554354,30.859572
15.65,28.791649,-9.673454,5.456606,30.85951
15.675,28.833341,-10.474731,3.357524,30.860242
15.7,28.761077,-11.104136,1.391827,30.861603
15.725,28.622342,-11.54144,-0.314937,30.863287
15.75,28.478543,-11.784295,-1.657094,30.864915
15.775,28.389123,-11.842575,-2.555095,30.86612
15.8,28.396675,-11.73158,-2.957646,30.866629
15.825,28.516304,-11.466291,-2.841575,30.866325
15.85,28.731312,-11.058281,-2.211552,30.865269
15.875,28.996084,-10.515843,-1.100788,30.863693
15.9,29.245806,-9.846791,0.427823,30.861942
15.925,29.411335,-9.062563,2.282035,30.860401
15.95,29.436173,-8.181819,4.344261,30.859408
15.975,29.291504,-7.231985,6.480359,30.859178
16,28.985284,-6.24791,8.552274,30.859755
16.025,28.562741,-5.267918,10.431695,30.861001
16.05,28.098041,-4.328435,12.011105,30.86263
16.075,27.679363,-3.458813,13.209562,30.864268
16.1,27.391166,-2.677727,13.972667,30.86554
16.125,27.29764,-1.991817,14.268535,30.866156
16.15,27.430437,-1.396486,14.082932,30.865968
16.175,27.782565,-0.87823,13.416662,30.865013
16.2,28.309262,-0.417711,12.286841,30.863494
16.225,28.935822,0.007107,10.731517,30.861745
16.25,29.571389,0.418238,8.815153,30.860151
16.275,30.126503,0.835615,6.631531,30.859061
16.3,30.530829,1.275835,4.30128,30.858715
16.325,30.746822,1.751663,1.963148,30.859185
16.35,30.775676,2.272118,-0.239266,30.860363
16.375,30.653925,2.842838,-2.171839,30.861979
16.4,30.44176,3.466316,-3.721565,30.86367
16.425,30.206403,4.141673,-4.803266,30.865055
16.45,30.004953,4.863849,-5.361419,30.865823
16.475,29.870708,5.622423,-5.369072,30.865802
16.5,29.8058,6.400612,-4.826444,30.864998
16.525,29.781408,7.175232,-3.760976,30.86359
16.55,29.7454,7.918345,-2.228777,30.861894
16.575,29.635813,8.600959,-0.315704,30.860291
16.6,29.39727,9.198409,1.864555,30.859144
16.625,28.996414,9.696305,4.1773,30.858714
16.65,28.432307,10.095377,6.47853,30.8591
16.675,27.738885,10.413638,8.629237,30.860222
16.7,26.978781,10.684963,10.508555,30.861834
16.725,26.23032,10.954203,12.022329,30.863581
16.75,25.571234,11.269881,13.105527,30.865078
16.775,25.063094,11.676007,13.719405,30.865999
16.8,24.739639,12.204469,13.846304,30.866146
16.825,24.600914,12.869241,13.48541,30.865492
16.85,24.613874,13.663292,12.651882,30.864194
16.875,24.7192,14.558865,11.379694,30.862547
16.9,24.843258,15.511474,9.726442,30.86093
16.925,24.913204,16.46732,7.776979,30.859711
16.95,24.872272,17.372904,5.642768,30.859172
16.975,24.69177,18.18467,3.455357,30.859443
17,24.37675,18.876106,1.354736,30.86047
17.025,23.963886,19.440215,-0.524536,30.86203
17.05,23.512301,19.886611,-2.065776,30.863782
17.075,23.089946,20.234154,-3.178458,30.86534
17.1,22.759012,20.501404,-3.801585,30.866361
17.125,22.563611,20.697695,-3.90351,30.866625
17.15,22.521897,20.817414,-3.480528,30.866076
17.175,22.623699,20.839208,-2.55621,30.864843
17.2,22.833774,20.730632,-1.181946,30.863204
17.225,23.100029,20.457422,0.562537,30.861527
17.25,23.36521,19.995216,2.570941,30.860192
17.275,23.57976,19.340605,4.716408,30.859498
17.3,23.712859,18.518269,6.862144,30.859601
17.325,23.758845,17.581907,8.874851,30.860479
17.35,23.737241,16.608523,10.637636,30.861934
17.375,23.686397,15.687605,12.058932,30.863638
17.4,23.652535,14.908027,13.075526,30.865208
17.425,23.677093,14.345618,13.65014,30.86629
17.45,23.785425,14.053455,13.766019,30.866638
17.475,23.979357,14.055783,13.421843,30.86617
17.5,24.235175,14.345637,12.629582,30.864986
17.525,24.50762,14.88601,11.416185,30.863344
17.55,24.739419,15.614491,9.827893,30.861605
17.575,24.874694,16.451252,7.934407,30.860151
17.6,24.873377,17.309685,5.829782,30.8593
17.625,24.723088,18.107984,3.627983,30.859236
17.65,24.445164,18.779236,1.453177,30.859965
17.675,24.092993,19.277454,-0.572972,30.861316
17.7,23.742992,19.578091,-2.343522,30.862978
17.725,23.480529,19.673245,-3.774903,30.864571
17.75,23.384153,19.563559,-4.810594,30.86573
17.775,23.511372,19.249796,-5.42055,30.866189
17.8,23.888347,18.727082,-5.598499,30.865837
17.825,24.504893,17.983862,-5.359423,30.864745
17.85,25.315482,17.006071,-4.738567,30.863151
17.875,26.246346,15.785381,-3.791728,30.861402
17.9,27.208052,14.328942,-2.59533,30.859884
17.925,28.11163,12.667344,-1.244284,30.85893
17.95,28.885044,10.857859,0.153583,30.85875
17.975,29.486005,8.981512,1.486313,30.859378
18,29.907632,7.13461,2.647994,30.86067
18.025,30.175334,5.41718,3.547812,30.862333
18.05,30.335895,3.921532,4.115948,30.863991
18.075,30.441892,2.72348,4.305682,30.865272
18.1,30.535703,1.877239,4.092672,30.865889
18.125,30.637075,1.413407,3.473262,30.865704
18.15,30.737152,1.338618,2.463499,30.864757
18.175,30.800273,1.63563,1.099469,30.863262
18.2,30.7733,2.263564,-0.561899,30.861553
18.225,30.600506,3.159026,-2.4434,30.860016
18.25,30.240559,4.239292,-4.451375,30.858998
18.275,29.681225,5.408319,-6.483533,30.85873
18.3,28.947607,6.565184,-8.439756,30.859278
18.325,28.101435,7.613291,-10.233235,30.860524
18.35,27.231501,8.46813,-11.798777,30.862194
18.375,26.437867,9.061816,-13.095964,30.863921
18.4,25.813884,9.344014,-14.106773,30.865324
18.425,25.430001,9.280362,-14.829229,30.866099
18.45,25.322212,8.850451,-15.269903,30.866079
18.475,25.486611,8.047396,-15.438181,30.865278
18.5,25.880472,6.879951,-15.344269,30.863881
18.525,26.429675,5.376606,-15.001344,30.862209
18.55,27.041616,3.589647,-14.430689,30.860644
18.575,27.621795,1.596573,-13.667438,30.859544
18.6,28.091075,-0.503141,-12.764264,30.859165
18.625,28.399749,-2.596264,-11.791036,30.859599
18.65,28.534884,-4.567288,-10.829894,30.860757
18.675,28.51898,-6.310067,-9.966832,30.862387
18.7,28.400487,-7.736474,-9.28191,30.86413
18.725,28.23897,-8.780387,-8.840299,30.865604
18.75,28.088964,-9.397362,-8.685596,30.866485
18.775,27.986429,-9.562088,-8.835845,30.866582
18.8,27.940696,-9.266298,-9.282011,30.865879
18.825,27.933363,-8.519044,-9.988631,30.864537
18.85,27.924183,-7.34963,-10.896741,30.862859
18.875,27.862649,-5.811623,-11.929495,30.861222
18.9,27.702706,-3.985281,-13.000652,30.859996
18.925,27.417058,-1.975802,-14.025233,30.859456
18.95,27.007298,0.093713,-14.930495,30.859725
18.975,26.507012,2.093567,-15.66463,30.860741
19,25.976916,3.900178,-16.200879,30.862276
19.025,25.493375,5.406839,-16.536004,30.863984
19.05,25.13331,6.530182,-16.683865,30.865481
19.075,24.959095,7.212019,-16.666336,30.866429
19.1,25.006457,7.418177,-16.50441,30.866612
19.125,25.277373,7.136837,-16.212003,30.865986
19.15,25.738993,6.378424,-15.793944,30.864684
19.175,26.328805,5.177571,-15.248311,30.862991
19.2,26.965598,3.595898,-14.572049,30.86128
19.225,27.564683,1.723088,-13.767869,30.859926
19.25,28.054621,-0.326149,-12.850044,30.859225
19.275,28.391678,-2.420248,-11.847071,30.859327
19.3,28.568269,-4.422956,-10.800163,30.860202
19.325,28.612971,-6.206524,-9.757975,30.861644
19.35,28.582051,-7.662469,-8.769133,30.863324
19.375,28.544823,-8.70756,-7.874695,30.864856
19.4,28.566619,-9.284839,-7.102336,30.86589
19.425,28.693371,-9.361516,-6.46328,30.866187
19.45,28.94097,-8.926544,-5.95205,30.865674
19.475,29.291378,-7.990195,-5.548573,30.864457
19.5,29.696201,-6.586308,-5.221942,30.862801
19.525,30.087216,-4.775855,-4.935195,30.861068
19.55,30.391982,-2.649109,-4.65049,30.85964
19.575,30.551254,-0.32353,-4.334018,30.858832
19.6,30.534009,2.064042,-3.959886,30.858818
19.625,30.346029,4.36999,-3.512337,30.859598
19.65,30.029579,6.458266,-2.985978,30.860993
19.675,29.654238,8.212605,-2.38426,30.862686
19.7,29.301441,9.543711,-1.716952,30.864297
19.725,29.046753,10.390755,-0.997549,30.865463
19.75,28.943958,10.718871,-0.241401,30.865922
19.775,29.014102,10.515661,0.535135,30.865573
19.8,29.241309,9.789492,1.314771,30.864493
19.825,29.575969,8.570815,2.079259,30.862925
19.85,29.944838,6.915597,2.809995,30.86122
19.875,30.266409,4.908269,3.489748,30.859763
19.9,30.46858,2.661105,4.105454,30.858882
19.925,30.504649,0.308024,4.65144,30.858781
19.95,30.363501,-2.006916,5.13205,30.859485
19.975,30.071208,-4.143759,5.562673,30.860843
20,29.68358,-5.979816,5.968602,30.862556
20.025,29.271848,-7.41848,6.381751,30.864246
20.05,28.905375,-8.392397,6.835842,30.865544
20.075,28.635643,-8.862111,7.360917,30.866165
20.1,28.484952,-8.812843,7.978095,30.86598
20.125,28.441888,-8.252225,8.695417,30.865037
20.15,28.464234,-7.210517,9.505517,30.863555
20.175,28.488773,-5.742858,10.385789,30.861874
20.2,28.446185,-3.931394,11.301395,30.860376
20.225,28.278008,-1.88445,12.210901,30.859407
20.25,27.951763,0.269237,13.07349,30.859191
20.275,27.470359,2.391226,13.855963,30.859785
20.3,26.87323,4.346784,14.537544,30.861063
20.325,26.228928,6.017503,15.110994,30.862747
20.35,25.62131,7.309968,15.579733,30.864466
20.375,25.132964,8.159088,15.951915,30.865842
20.4,24.829667,8.52698,16.233411,30.866574
20.425,24.748806,8.399862,16.421938,30.866505
20.45,24.893397,7.785667,16.504265,30.865654
20.475,25.2323,6.713961,16.457629,30.864216
20.5,25.706467,5.237869,16.25537,30.862514
20.525,26.240342,3.436057,15.875616,30.860933
20.55,26.7566,1.412071,15.31076,30.859828
20.575,27.191362,-0.710978,14.574973,30.859448
20.6,27.506338,-2.800492,13.707322,30.859878
20.625,27.694757,-4.727226,12.769358,30.861023
20.65,27.779443,-6.377513,11.837711,30.862623
20.675,27.803642,-7.661721,10.993713,30.864319
20.7,27.817207,-8.517442,10.312587,30.86573
20.725,27.861822,-8.908126,9.854296,30.866535
20.75,27.958896,-8.819531,9.657125,30.866552
20.775,28.102825,-8.256757,9.734119,30.865772
20.8,28.261131,-7.243644,10.072095,30.864364
20.825,28.381598,-5.82453,10.633066,30.862636
20.85,28.40516,-4.06663,11.358203,30.860969
20.875,28.281834,-2.060373,12.174379,30.859727
20.9,27.985865,0.084512,13.002821,30.859182
20.925,27.526041,2.247737,13.768455,30.85945
20.95,26.948123,4.310412,14.40788,30.860461
20.975,26.328569,6.167102,14.873977,30.861981
21,25.761183,7.734671,15.136114,30.863662
21.025,25.340109,8.955989,15.176452,30.865119
21.05,25.143014,9.798677,14.984187,30.866018
21.075,25.217605,10.250883,14.550296,30.866152
21.1,25.573425,10.316881,13.865058,30.865482
21.125,26.179855,10.014707,12.91962,30.86415
21.15,26.970613,9.376638,11.711333,30.862447
21.175,27.854441,8.451601,10.251156,30.860746
21.2,28.730717,7.3074,8.570401,30.859423
21.225,29.507363,6.030456,6.724033,30.858766
21.25,30.117221,4.721616,4.788768,30.85892
21.275,30.528759,3.488256,2.85603,30.859844
21.3,30.748193,2.434413,1.021689,30.861328
21.325,30.812498,1.651384,-0.624433,30.863036
21.35,30.775478,1.21077,-2.006619,30.864584
21.375,30.690873,1.160631,-3.067564,30.865623
21.4,30.59696,1.524087,-3.76939,30.865922
21.425,30.506314,2.29907,-4.093012,30.865412
21.45,30.40291,3.458249,-4.037695,30.864209
21.475,30.247096,4.949211,-3.621805,30.862582
21.5,29.987295,6.696044,-2.884459,30.860897
21.525,29.575743,8.60389,-1.886618,30.859533
21.55,28.98436,10.567334,-0.709827,30.8588
21.575,28.216479,12.481948,0.548524,30.858865
21.6,27.311026,14.256597,1.78315,30.85972
21.625,26.337905,15.823177,2.890349,30.861178
21.65,25.385874,17.140996,3.776677,30.862917
21.675,24.546265,18.194745,4.364971,30.864556
21.7,23.896546,18.987216,4.597206,30.865735
21.725,23.48713,19.529633,4.435124,30.866198
21.75,23.333451,19.833015,3.860342,30.86585
21.775,23.414115,19.903403,2.875437,30.864775
21.8,23.675074,19.742351,1.50632,30.863223
21.825,24.039239,19.352312,-0.195203,30.861548
21.85,24.420277,18.744914,-2.150817,30.860132
21.875,24.738379,17.949078,-4.259082,30.859302
21.9,24.934875,17.015854,-6.403606,30.859252
21.925,24.982273,16.017891,-8.464798,30.86
21.95,24.887149,15.043228,-10.332295,30.861387
21.975,24.685224,14.184949,-11.914631,30.863109
22,24.430184,13.529301,-13.143791,30.864788
22.025,24.179375,13.144855,-13.974402,30.866054
22.05,23.980024,13.074367,-14.37944,30.866631
22.075,23.858992,13.329986,-14.345534,30.866396
22.1,23.817943,13.891756,-13.870758,30.865405
22.125,23.834565,14.709391,-12.966366,30.863884
22.15,23.869409,15.707498,-11.661893,30.862176
22.175,23.876853,16.794421,-10.011189,30.860665
22.2,23.817798,17.874172,-8.09611,30.859691
22.225,23.671011,18.859717,-6.02507,30.859474
22.25,23.440155,19.684831,-3.925567,30.860063
22.275,23.154529,20.311479,-1.932102,30.861325
22.3,22.863284,20.730744,-0.172706,30.862976
22.325,22.62472,20.957207,1.242504,30.864645
22.35,22.493418,21.018726,2.228549,30.865954
22.375,22.508193,20.944788,2.728495,30.86661
22.4,22.6833,20.756739,2.713668,30.86646
22.425,23.004451,20.462393,2.183323,30.865534
22.45,23.430393,20.056112,1.165152,30.864033
22.475,23.900057,19.524024,-0.283587,30.862286
22.5,24.344375,18.852662,-2.076025,30.860676
22.525,24.700761,18.038392,-4.098924,30.859558
22.55,24.927171,17.094696,-6.220626,30.859175
22.575,25.012224,16.054955,-8.303144,30.859604
22.6,24.978545,14.96976,-10.215869,30.860742
22.625,24.878264,13.899525,-11.847291,30.862325
22.65,24.781821,12.904563,-13.111809,30.863991
22.675,24.762937,12.035239,-13.95064,30.865359
22.7,24.883241,11.32439,-14.328278,30.866115
22.725,25.179689,10.783167,-14.227495,30.866083
22.75,25.656917,10.400473,-13.64614,30.865262
22.775,26.285764,10.145599,-12.59767,30.863828
22.8,27.008314,9.973421,-11.115336,30.862094
22.825,27.748919,9.831448,-9.257806,30.860441
22.85,28.429445,9.667773,-7.112883,30.859233
22.875,28.985665,9.438689,-4.79624,30.858735
22.9,29.380855,9.114502,-2.44386,30.859054
22.925,29.612903,8.68233,-0.199411,30.860114
22.95,29.712876,8.145378,1.800184,30.861673
22.975,29.735424,7.519218,3.437169,30.86338
23,29.743709,6.826416,4.620687,30.864849
23.025,29.792851,6.091164,5.289464,30.865753
23.05,29.915851,5.335261,5.41108,30.865887
23.075,30.115051,4.576086,4.980468,30.865222
23.1,30.360861,3.826429,4.01962,30.863907
23.125,30.598121,3.095491,2.578872,30.862237
23.15,30.75903,2.390178,0.738253,30.860588
23.175,30.780055,1.715888,-1.393643,30.85933
23.2,30.618969,1.07642,-3.68545,30.858751
23.225,30.26758,0.473034,-5.993886,30.858983
23.25,29.756557,-0.096882,-8.177794,30.85998
23.275,29.150887,-0.640895,-10.11181,30.861524
23.3,28.537201,-1.171782,-11.696016,30.863275
23.325,28.00639,-1.706611,-12.859563,30.864847
23.35,27.635772,-2.264654,-13.558725,30.865897
23.375,27.474559,-2.864389,-13.77193,30.866197
23.4,27.535071,-3.52007,-13.495174,30.865689
23.425,27.79088,-4.238498,-12.740451,30.864493
23.45,28.182007,-5.016691,-11.53798,30.862885
23.475,28.626495,-5.841152,-9.940846,30.861232
23.5,29.03658,-6.689197,-8.029066,30.859913
23.525,29.336493,-7.532312,-5.909867,30.85923
23.55,29.477948,-8.340824,-3.712204,30.859346
23.575,29.449421,-9.08861,-1.575848,30.860242
23.6,29.276738,-9.756398,0.362391,30.861725
23.625,29.014892,-10.332614,1.98163,30.863469
23.65,28.733478,-10.811576,3.186058,30.865092
23.675,28.499684,-11.189789,3.909114,30.866237
23.7,28.362918,-11.46178,4.113729,30.866653
23.725,28.344269,-11.617098,3.790922,30.866255
23.75,28.432653,-11.639833,2.958879,30.865134
23.775,28.588157,-11.51125,1.663359,30.863544
23.8,28.751907,-11.215209,-0.021545,30.861845
23.825,28.860558,-10.745037,-1.994453,30.860419
23.85,28.862332,-10.109837,-4.131709,30.859586
23.875,28.730751,-9.338145,-6.297134,30.859535
23.9,28.472434,-8.477538,-8.355147,30.860276
23.925,28.126775,-7.590104,-10.184103,30.861644
23.95,27.757546,-6.744954,-11.686291,30.86333
23.975,27.43878,-6.009762,-12.792246,30.864955
24,27.238532,-5.443169,-13.459333,30.866152
24.025,27.204238,-5.089142,-13.666755,30.86665
24.05,27.35254,-4.973453,-13.410218,30.866335
24.075,27.665287,-5.101856,-12.699131,30.865271
24.1,28.092393,-5.45957,-11.557594,30.863691
24.125,28.561269,-6.012079,-10.028368,30.86194
24.15,28.991459,-6.707625,-8.177263,30.860405
24.175,29.311786,-7.481768,-6.09477,30.859421
24.2,29.47622,-8.263806,-3.892595,30.859201
24.225,29.474422,-8.984034,-1.694725,30.859788
24.25,29.333996,-9.580184,0.375037,30.861042
24.275,29.113739,-10.001485,2.205692,30.862673
24.3,28.889746,-10.209553,3.708517,30.864308
24.325,28.73799,-10.176606,4.821641,30.865573
24.35,28.717519,-9.882521,5.510068,30.866179
24.375,28.857727,-9.312709,5.763142,30.86598
24.4,29.151962,-8.45835,5.591836,30.865016
24.425,29.558496,-7.319492,5.027474,30.863492
24.45,30.008786,-5.910125,4.121943,30.861744
24.475,30.421753,-4.26322,2.948044,30.860154
24.5,30.721456,-2.43331,1.597977,30.859073
24.525,30.854255,-0.49476,0.178458,30.858738
24.55,30.801172,1.46457,-1.197595,30.859219
24.575,30.582031,3.352823,-2.421264,30.860404
24.6,30.250223,5.084041,-3.397214,30.862024
24.625,29.879618,6.585707,-4.050393,30.863713
24.65,29.547225,7.802304,-4.328903,30.865092
24.675,29.315946,8.695099,-4.20372,30.86585
24.7,29.221169,9.239855,-3.667031,30.865819
24.725,29.263683,9.424801,-2.731028,30.865005
24.75,29.40998,9.250679,-1.428011,30.86359
24.775,29.599823,8.733342,0.188758,30.861893
24.8,29.759719,7.90785,2.045189,30.860295
24.825,29.819713,6.831847,4.04945,30.859156
24.85,29.729788,5.585905,6.099092,30.858735
24.875,29.471766,4.26947,8.091516,30.859132
24.9,29.063503,2.992703,9.935406,30.860262
24.925,28.554196,1.866109,11.55989,30.861878
24.95,28.012229,0.990499,12.918869,30.863623
24.975,27.508952,0.449266,13.989675,30.865115
25,27.102515,0.303654,14.767297,30.866026
25.025,26.825354,0.590255,15.256865,30.866161
25.05,26.677663,1.319419,15.467398,30.865498
25.075,26.627826,2.473639,15.409036,30.864193
25.1,26.619618,4.006151,15.09448,30.862544
25.125,26.584908,5.841161,14.543745,30.86093
25.15,26.459461,7.877535,13.789982,30.859719
25.175,26.198465,9.997035,12.883687,30.859191
25.2,25.788004,12.076429,11.893096,30.859472
25.225,25.249493,14.0009,10.899947,30.860508
25.25,24.635882,15.6752,9.991446,30.862073
25.275,24.020805,17.029545,9.250469,30.863825
25.3,23.483671,18.019193,8.746278,30.865377
25.325,23.094337,18.619062,8.527376,30.86639
25.35,22.90053,18.816517,8.617077,30.866642
25.375,22.92,18.605911,9.011593,30.866084
25.4,23.138296,17.987494,9.680281,30.864843
25.425,23.512223,16.971394,10.568079,30.863201
25.45,23.978442,15.585128,11.600514,30.861527
25.475,24.465898,13.881461,12.691599,30.860198
25.5,24.909837,11.942877,13.754173,30.859513
25.525,25.264381,9.879925,14.711041,30.859627
25.55,25.510512,7.822915,15.504422,30.860515
25.575,25.65731,5.908886,16.101212,30.861975
25.6,25.736133,4.267313,16.492672,30.86368
25.625,25.78944,3.008037,16.688914,30.865245
25.65,25.857321,2.213327,16.710168,30.866318
25.675,25.965196,1.934034,16.577652,30.866656
25.7,26.115573,2.188326,16.306717,30.866178
25.725,26.285762,2.96133,15.90398,30.864986
25.75,26.432184,4.20503,15.368902,30.863341
25.775,26.500648,5.839168,14.698922,30.861603
25.8,26.440577,7.754891,13.896285,30.860155
25.825,26.21992,9.822633,12.974165,30.859314
25.85,25.836877,11.904204,11.959921,30.859261
25.875,25.32507,13.867078,10.894245,30.86
25.9,24.750521,15.597366,9.826353,30.861357
25.925,24.201141,17.008043,8.80666,30.863021
25.95,23.771431,18.04062,7.879037,30.86461
25.975,23.546011,18.660944,7.074584,30.865761
26,23.585225,18.851971,6.408062,30.866209
26.025,23.915039,18.60726,5.877184,30.865847
26.05,24.522425,17.928307,5.464351,30.864747
26.075,25.356758,16.826999,5.140122,30.863148
26.1,26.337316,15.332202,4.867791,30.861401
26.125,27.366265,13.497488,4.608476,30.859888
26.15,28.345339,11.406181,4.326109,30.858944
26.175,29.19299,9.170619,3.991622,30.858775
26.2,29.857953,6.924543,3.585627,30.859413
26.225,30.325577,4.810195,3.099188,30.860712
26.25,30.615173,2.963564,2.532748,30.862378
26.275,30.769259,1.501546,1.893844,30.864033
26.3,30.83791,0.513419,1.194523,30.865308
26.325,30.862591,0.056904,0.449309,30.865914
26.35,30.863597,0.157271,-0.325855,30.865718
26.375,30.834088,0.807468,-1.113801,30.864762
26.4,30.742035,1.968044,-1.896058,30.863262
26.425,30.539653,3.567238,-2.653275,30.861553
26.45,30.178198,5.502956,-3.366706,30.860021
26.475,29.624484,7.648598,-4.020876,30.859011
26.5,28.874717,9.863574,-4.606882,30.858754
26.525,27.961639,12.007271,-5.125361,30.859312
26.55,26.952789,13.953326,-5.588053,30.860565
26.575,25.940279,15.600407,-6.017222,30.862238
26.6,25.024925,16.87682,-6.442843,30.863962
26.625,24.298772,17.738584,-6.898021,30.865359
26.65,23.8298,18.163092,-7.413521,30.866124
26.675,23.651372,18.141954,-8.012354,30.866093
26.7,23.757596,17.676533,-8.705312,30.865282
26.725,24.104836,16.778238,-9.488237,30.863879
26.75,24.619077,15.473387,-10.341717,30.862206
26.775,25.208344,13.810319,-11.233607,30.860645
26.8,25.778541,11.865135,-12.124252,30.859554
26.825,26.249921,9.742651,-12.973501,30.859186
26.85,26.570612,7.570798,-13.747814,30.85963
26.875,26.723831,5.489206,-14.425471,30.860796
26.9,26.726914,3.634905,-14.998303,30.86243
26.925,26.622604,2.128891,-15.469386,30.864172
26.95,26.465215,1.066421,-15.847487,30.865639
26.975,26.305474,0.511929,-16.140058,30.866511
27,26.177766,0.497508,-16.346983,30.866597
27.025,26.092523,1.023003,-16.457111,30.865884
27.05,26.035122,2.056191,-16.448831,30.864536
27.075,25.971298,3.532959,-16.294961,30.862855
27.1,25.85779,5.358844,-15.97099,30.861222
27.125,25.655779,7.413872,-15.464648,30.860004
27.15,25.343804,9.561902,-14.784072,30.859474
27.175,24.926731,11.663792,-13.962034,30.859753
27.2,24.438213,13.591727,-13.054741,30.860777
27.225,23.935904,15.240969,-12.135402,30.862317
27.25,23.490724,16.535969,-11.284308,30.864025
27.275,23.173005,17.429835,-10.57794,30.865517
27.3,23.038738,17.898639,-10.079352,30.866455
27.325,23.11868,17.933883,-9.831136,30.866628
27.35,23.41206,17.536735,-9.851284,30.865992
27.375,23.88583,16.716578,-10.131721,30.864683
27.4,24.479671,15.494357,-10.639295,30.862987
27.425,25.116362,13.909004,-11.319297,30.861279
27.45,25.716115,12.023675,-12.101573,30.859932
27.475,26.212277,9.928281,-12.908854,30.859241
27.5,26.564886,7.736001,-13.666047,30.859354
27.525,26.768524,5.57376,-14.308514,30.860238
27.55,26.852225,3.569008,-14.787286,30.861686
27.575,26.87137,1.836392,-15.069985,30.863365
27.6,26.893756,0.467565,-15.137664,30.864893
27.625,26.983377,-0.474311,-14.97923,30.865919
27.65,27.185664,-0.955857,-14.585907,30.866206
27.675,27.517164,-0.972393,-13.948136,30.865682
27.7,27.961537,-0.546382,-13.056365,30.864458
27.725,28.472618,0.27369,-11.905772,30.862798
27.75,28.984166,1.414528,-10.503462,30.861068
27.775,29.424639,2.780806,-8.875559,30.859647
27.8,29.733958,4.260971,-7.071379,30.858848
27.825,29.878249,5.736352,-5.162642,30.858846
27.85,29.8586,7.092271,-3.237409,30.859635
27.875,29.711296,8.228573,-1.39034,30.861036
27.9,29.49942,9.066945,0.287891,30.862731
27.925,29.298137,9.553576,1.719209,30.864338
27.95,29.177509,9.65755,2.843151,30.865496
27.975,29.186878,9.36695,3.618419,30.865945
