time,phi_deg,theta_deg,psi_deg
6.6,179.968297,-1.046265,20.06243
6.7,-176.2397,-6.33735,9.580008
6.8,-170.769768,-9.883271,-7.618257
6.9,-165.893099,-13.040855,-17.447489
7,-164.428147,-18.937848,-12.232061
7.1,-167.669718,-26.355364,3.806321
7.2,-171.04079,-31.210292,17.05164
7.3,-166.636282,-32.377254,14.463589
7.4,-155.421281,-28.131367,-1.656502
7.5,-146.585166,-20.463349,-15.638814
7.6,-143.105135,-17.706444,-16.978546
7.7,-144.146709,-22.676,-5.219503
7.8,-148.699374,-28.78516,12.014944
7.9,-150.314263,-28.559991,21.421961
8,-145.460915,-19.953563,16.725927
8.1,-140.185064,-5.654838,6.647946
8.2,-137.073343,5.714009,2.240464
8.3,-133.188499,6.92105,9.077109
8.4,-129.375817,-1.045708,23.405
8.5,-127.498544,-8.655437,36.139945
8.6,-125.148631,-6.321787,40.320688
8.7,-122.223462,6.845222,36.33224
8.8,-120.657213,21.923998,30.536047
8.9,-117.943677,27.35054,29.755514
9,-112.696748,18.805202,35.351001
9.1,-108.509705,3.303278,41.233697
9.2,-105.502922,-5.786493,42.904921
9.3,-102.270949,-0.529297,39.438823
9.4,-100.022375,14.620123,33.257905
9.5,-99.370122,26.37609,26.767964
9.6,-98.588899,24.172716,21.822366
9.7,-96.624674,9.292244,18.366959
9.8,-93.660052,-6.199216,14.207012
9.9,-89.762392,-9.448394,8.597158
10,-86.324937,2.235145,3.385726
10.1,-84.069424,18.991085,-0.674107
10.2,-82.904004,26.915423,-5.135802
10.3,-82.289852,19.729006,-10.916452
10.4,-80.547541,3.996839,-16.922255
10.5,-77.411743,-6.495879,-21.50786
10.6,-74.325134,-2.733028,-22.074169
10.7,-70.943855,11.9325,-17.939781
10.8,-65.990786,24.817834,-11.925692
10.9,-62.056764,25.031448,-9.808603
11,-60.347607,12.452547,-13.895632
11.1,-57.791185,-3.081691,-18.966687
11.2,-54.964826,-10.138944,-18.306411
11.3,-53.366293,-5.347584,-8.52104
11.4,-50.46072,4.371476,5.948577
11.5,-46.214325,7.789698,16.565992
11.6,-43.082424,-0.086661,16.620288
11.7,-38.92154,-14.712305,8.177427
11.8,-33.19029,-26.51687,0.324292
11.9,-32.104524,-29.883788,4.152769
12,-36.401432,-25.14446,19.749023
12.1,-38.916279,-18.130712,34.664804
12.2,-37.153001,-17.475111,38.840022
12.3,-30.742418,-24.461825,29.471843
12.4,-19.7359,-31.395664,12.60151
12.5,-11.808774,-32.40003,3.373659
12.6,-12.76359,-28.669479,11.220474
12.7,-16.804359,-21.339495,27.769823
12.8,-17.016551,-14.042902,38.063568
12.9,-13.213835,-10.189145,33.75522
13,-7.740601,-7.701082,17.80744
13.1,-3.195075,-3.50624,2.960787
13.2,-0.040924,2.100395,1.307883
13.3,4.111807,7.26037,14.124081
13.4,9.745729,10.672562,30.894275
13.5,14.163739,14.266356,37.888727
13.6,14.607614,20.682422,29.682223
13.7,10.63766,27.66029,12.800223
13.8,8.298768,31.67264,1.968987
13.9,14.586863,32.003058,8.119637
14,26.09631,26.783968,25.244159
14.1,33.895805,19.566387,37.26361
14.2,36.432011,18.474551,35.714786
14.3,34.396742,24.265648,21.893728
14.4,29.71625,29.331062,5.040728
14.5,29.537937,27.362145,-1.434073
14.6,35.109842,17.252383,5.482713
14.7,39.892682,2.854804,15.347116
14.8,42.932105,-6.802383,17.78283
14.9,47.049937,-5.852258,8.804685
15,50.497893,2.822418,-6.041116
15.1,52.264718,8.867832,-17.500999
15.2,54.919754,4.03963,-19.653775
15.3,57.594284,-10.429169,-14.569674
15.4,58.981833,-24.311864,-9.116092
15.5,62.326243,-26.912376,-9.819555
15.6,67.710164,-16.103985,-16.161147
15.7,71.568601,-0.878536,-21.597295
15.8,74.584146,5.57828,-22.235678
15.9,77.743739,-2.411145,-17.892758
16,79.570032,-17.98012,-11.317752
16.1,79.996765,-27.386359,-4.873209
16.2,81.030513,-22.023548,-0.413416
16.3,83.238058,-5.799434,2.812415
16.4,86.420664,8.100231,7.145648
16.5,90.364194,8.154547,12.860113
16.6,93.571317,-5.603577,17.956448
16.7,95.569426,-21.553728,22.129814
16.8,96.515515,-26.463801,26.924244
16.9,97.298195,-16.568898,32.733899
17,99.436184,-0.699132,38.440947
17.1,102.701002,7.318414,42.349697
17.2,105.714937,0.656035,41.956821
17.3,109.346894,-14.852485,37.273296
17.4,114.349049,-25.829759,31.666551
17.5,117.710272,-23.078396,30.89157
17.6,119.444141,-8.841802,35.549537
17.7,122.286099,5.787584,39.837719
17.8,124.828531,10.337089,37.314594
17.9,126.398717,3.585955,26.071999
18,129.737562,-5.861643,11.751463
18.1,133.863637,-7.167641,2.964349
18.2,136.906172,2.735558,4.987487
18.3,141.564276,17.669589,14.026007
18.4,146.888458,28.048477,20.160541
18.5,146.500006,29.528157,13.340422
18.6,142.066224,23.454955,-3.136776
18.7,140.49631,16.99399,-16.368804
18.8,143.110856,18.124959,-17.782474
18.9,150.535395,26.002583,-6.188405
19,161.697066,32.100209,10.412335
19.1,167.905003,32.047438,16.370818
19.2,165.626456,27.373999,5.679364
19.3,162.10184,19.454215,-10.597563
19.4,162.909224,12.666404,-18.193104
19.5,167.225281,9.47578,-10.860535
19.6,172.670432,6.982541,6.089622
19.7,176.852575,2.531887,19.040602
19.8,179.994794,-3.163506,17.495171
19.9,-175.459008,-8.173535,2.801877
20,-169.772358,-11.52036,-12.939498
20.1,-165.95561,-15.623249,-16.85323
20.2,-166.60428,-22.388278,-5.91158
20.3,-171.014787,-28.743005,11.155927
20.4,-171.969058,-31.978974,19.044599
20.5,-163.941474,-31.434946,9.574879
20.6,-152.541033,-25.402136,-7.846508
20.7,-145.823287,-18.971628,-17.538953
20.8,-144.242903,-19.519023,-13.112355
20.9,-147.233506,-25.73277,2.411883
21,-151.655661,-29.499429,18.229639
21.1,-150.319931,-25.817079,21.589113
21.2,-144.365982,-14.393746,12.915432
21.3,-140.111702,-0.295578,3.704142
21.4,-136.996594,7.441949,3.466626
21.5,-132.740262,4.498692,14.377734
21.6,-129.699414,-4.414772,29.352458
21.7,-127.898829,-8.5675,39.232275
21.8,-125.010464,-1.334859,39.41478
21.9,-122.689838,13.964127,33.501174
22,-121.311829,26.190579,28.705731
22.1,-117.283279,25.900375,30.952801
22.2,-111.936161,13.233295,37.77296
22.3,-108.377325,-1.142811,42.585901
22.4,-105.31273,-4.736899,42.127427
22.5,-102.318683,5.666301,36.98611
22.6,-100.939156,21.03803,30.090606
22.7,-100.618134,27.717179,23.837353
22.8,-99.280113,19.377603,19.90891
22.9,-96.855007,2.393268,16.820459
23,-93.465067,-9.411013,12.256741
23.1,-89.54062,-6.273591,6.465723
23.2,-86.587987,9.048633,1.45319
23.3,-84.85472,23.608137,-2.889909
23.4,-84.059104,25.332135,-7.952515
23.5,-83.019312,13.119289,-13.685347
23.6,-80.515937,-2.26927,-19.046854
23.7,-77.205895,-7.497184,-22.211459
23.8,-74.228026,1.825413,-20.915924
23.9,-70.31547,17.594971,-15.837794
24,-65.410633,26.251462,-10.867114
24.1,-62.576645,20.609389,-11.381096
24.2,-60.675248,5.194852,-16.328347
24.3,-57.653472,-8.049484,-19.583461
24.4,-55.454263,-10.002967,-15.149433
24.5,-53.759493,-1.638689,-2.745092
24.6,-50.03043,7.04683,11.068105
24.7,-46.124767,6.070589,17.829632
24.8,-43.028619,-5.634696,13.949652
24.9,-37.911181,-20.454499,4.735495
25,-33.324571,-29.19611,0.766155
25.1,-35.08024,-28.770669,10.370748
25.2,-39.279151,-21.663105,27.101697
25.3,-39.897546,-16.166476,38.325281
25.4,-36.44558,-19.102533,36.972137
25.5,-28.032692,-27.517404,23.499637
25.6,-17.108773,-32.582339,7.855629
25.7,-12.768841,-31.496125,5.407103
25.8,-15.997644,-25.846313,18.398893
25.9,-18.747812,-17.560768,33.774119
26,-17.01264,-11.456628,38.429907
26.1,-12.306463,-8.845632,28.315318
26.2,-6.984635,-6.245758,10.959647
26.3,-3.147569,-1.531936,0.358662
26.4,0.093659,4.242082,5.041062
26.5,5.035876,9.084077,21.08562
26.6,10.647337,12.448714,35.234046
26.7,13.717959,17.096026,35.922717
26.8,11.961692,24.000991,22.598901
26.9,7.467546,29.613588,6.046608
27,8.172724,32.147394,1.499924
27.1,17.692503,30.679409,13.888663
27.2,28.630868,24.061191,30.923972
27.3,34.262093,18.709946,38.00524
27.4,34.857807,20.776295,30.782633
27.5,31.022101,26.997721,13.996576
27.6,27.257402,29.295547,-0.143117
27.7,30.050347,23.953026,-0.379064
27.8,36.068395,11.456601,9.548848
27.9,39.834014,-1.954293,17.695385
28,43.144086,-7.635613,15.582994
28.1,47.412732,-2.939038,3.021454
28.2,50.057112,5.735448,-11.689051
28.3,52.018019,7.744688,-19.735371
28.4,55.02039,-1.714449,-18.078259
28.5,56.933804,-17.334348,-11.615378
28.6,58.507383,-27.508969,-7.793979
28.7,63.191194,-24.359486,-11.541701
28.8,68.350575,-10.309837,-18.570843
28.9,71.666975,2.678799,-22.598064
29,74.790433,3.289075,-21.0136
29.1,77.521599,-9.11433,-15.16013
29.2,78.462838,-23.67695,-8.030665
29.3,78.814974,-27.356124,-2.126919
29.4,80.472013,-16.330957,1.27278
29.5,83.093024,0.803971,4.325958
29.6,86.673865,10.087482,9.162087
29.7,90.51344,3.881285,15.000293
29.8,93.193999,-12.435701,19.969766
29.9,94.665558,-25.069851,24.517558
30,95.401577,-23.554982,29.755701
30.1,96.759714,-9.502393,35.331081
30.2,99.578664,4.807033,40.301507
30.3,102.863933,7.037717,42.667829
30.4,105.862408,-4.60484,40.551815
30.5,110.052682,-20.041685,35.244098
30.6,114.713858,-26.05079,31.116858
30.7,117.126646,-17.69201,32.787273
30.8,119.289976,-1.624753,37.751935
30.9,122.357269,9.811916,39.74011
31,124.21427,9.174112,33.428631
31.1,126.175934,-0.385899,20.184676
31.2,130.203111,-7.850804,7.22552
31.3,133.835238,-4.505813,2.602498
31.4,137.134647,8.706854,8.063067
31.5,142.593305,22.999796,17.008425
31.6,146.137123,29.94101,18.441112
31.7,143.248563,27.639098,6.420265
31.8,139.588632,19.872146,-9.98078
31.9,139.882065,15.700272,-18.941583
32,144.182802,20.363818,-14.883244
32.1,153.501762,28.938749,0.043769
32.2,163.769754,32.844635,14.051335
32.3,166.217105,30.730362,12.926401
32.4,162.451989,24.112945,-1.733947
32.5,160.641197,15.724097,-15.648249
32.6,163.183315,10.422498,-17.214361
32.7,168.167936,8.278086,-4.654629
32.8,173.286433,5.485031,12.494472
32.9,176.824159,0.503432,20.378223
33,-179.729192,-5.332241,12.732247
33.1,-174.422924,-9.994195,-4.0868
33.2,-169.029446,-13.469889,-16.134311
33.3,-166.845617,-18.650008,-13.557275
33.4,-169.649476,-25.465659,1.699913
33.5,-173.826556,-30.288889,17.026148
33.600001,-171.281602,-32.178159,17.981824
33.700001,-160.602665,-29.747668,3.208399
33.800001,-150.41013,-22.829998,-12.812006
33.900001,-145.851591,-18.786262,-17.075131
34.000001,-146.274248,-22.162095,-7.210853
34.100001,-150.757969,-27.990056,10.311857
34.200001,-153.498281,-28.72765,22.190745
34.300001,-149.424191,-21.796849,19.459557
34.400001,-143.611351,-8.518055,8.79132
34.500001,-140.234712,3.847379,2.090243
34.600001,-136.656704,7.409118,6.615884
34.700001,-132.510447,1.269303,20.488073
34.800001,-130.199081,-6.702659,34.544147
34.900001,-127.989259,-6.401094,40.571917
35.000001,-125.020671,5.022188,37.26444
35.100001,-123.506991,20.43787,30.548675
35.200001,-121.522762,28.242313,27.996942
35.300001,-116.291038,22.360616,33.103085
35.400001,-111.430317,7.458814,40.083786
35.500001,-108.282324,-3.660062,43.177371
35.600001,-105.124784,-1.27868,40.47433
35.700001,-102.747745,12.631271,33.997497
35.800001,-102.19888,25.802734,26.742976
35.900001,-101.680106,26.323443,21.3411
36.000001,-99.721811,13.000668,18.421329
36.100001,-96.918633,-3.671165,15.298006
36.200001,-93.173641,-10.102458,10.165683
36.300001,-89.482011,-1.065797,4.305647
36.400001,-87.086404,15.638763,-0.666253
36.500001,-85.856856,25.883034,-5.426157
36.600001,-85.079958,21.198113,-10.733486
36.700001,-83.371335,5.852604,-16.095314
36.800001,-80.301676,-6.823622,-20.624857
36.900001,-77.089691,-5.963409,-22.159196
37.000001,-74.004336,7.570176,-19.324501
37.100001,-69.575391,22.092356,-13.964671
37.200001,-65.280835,25.223742,-10.846091
37.300001,-63.143652,14.417874,-13.479972
37.400001,-60.679586,-1.752822,-18.201567
37.500001,-57.71054,-11.031145,-18.714852
37.600001,-56.13299,-7.900434,-10.641123
37.700001,-53.792334,2.382768,3.108015
37.800001,-49.592615,8.220589,14.886563
37.900001,-46.229837,2.504504,17.347714
38.000001,-42.595389,-11.859606,10.624268
38.100001,-36.993351,-25.242116,2.41282
38.200001,-34.730513,-30.261764,3.775025
38.300001,-38.418077,-26.175309,17.714654
38.400001,-41.321975,-18.179157,33.269443
38.500001,-40.177168,-15.621368,39.778351
38.600001,-34.996679,-21.843334,33.143018
38.700001,-24.928615,-30.203054,17.262144
38.800001,-15.72391,-32.885377,5.520775
38.900001,-15.067211,-29.726349,10.102664
39.000001,-18.950747,-22.211552,25.752903
39.100001,-19.747823,-13.995447,37.726439
39.200001,-16.530621,-9.555741,36.147437
39.300001,-11.369408,-7.745617,21.565796
39.400001,-6.518447,-4.688334,5.227989
39.500001,-3.210851,0.56397,0.328853
39.600001,0.53599,6.434815,10.659349
39.700001,6.141422,10.916326,27.645818
39.800001,11.164688,14.597197,37.158268
39.900001,12.336241,20.245627,31.379486
40.000001,8.630189,26.747519,14.729152
40.100001,5.178036,30.801337,1.30958
40.200001,9.638328,32.069591,4.030843
40.300001,21.08601,28.673447,20.553035
40.400001,30.329056,21.779018,35.004582
40.500001,33.830595,19.191822,36.317951
40.600001,32.368283,23.59021,24.04159
40.700001,27.518781,28.667363,6.382347
40.800001,26.09039,27.816353,-2.762538
40.900001,31.178714,19.391642,2.639108
41.000001,36.588639,5.664054,13.542799
41.100001,39.717148,-5.343467,18.455307
41.200001,43.57954,-6.795886,11.549693
41.300001,47.48108,0.416397,-3.253041
41.400001,49.563703,7.256984,-16.276771
41.500001,52.056485,4.562857,-20.182256
41.600001,54.837943,-8.483926,-15.455685
41.700001,56.026664,-23.177162,-8.802112
41.800001,58.615059,-28.377834,-7.766675
41.900001,64.226644,-19.985045,-14.006844
42.000001,68.725138,-4.795565,-20.701394
42.100001,71.7817,4.04491,-22.733079
42.200001,74.915528,-1.221711,-18.952967
42.300001,76.863867,-16.082391,-11.941465
42.400001,77.106971,-27.33373,-4.699012
42.500001,77.907466,-24.656234,0.075494
42.600001,80.128325,-9.505737,2.601345
42.700001,83.109131,6.107632,5.897438
42.800001,86.9791,9.461658,11.330368
42.900001,90.466816,-2.060664,17.195217
43.000001,92.570264,-18.530311,22.213327
43.100001,93.599748,-26.008312,27.160578
43.200001,94.514482,-18.341759,32.432569
43.300001,96.579849,-2.297698,37.544555
43.400001,99.826226,8.255533,41.57872
43.500001,102.943471,4.327342,42.273559
43.600001,106.179891,-10.595106,38.834603
43.700001,110.772679,-23.654876,33.61105
43.800001,114.621403,-23.78056,31.604771
43.900001,116.642307,-10.885656,34.972132
44.000001,119.3907,4.837539,39.200631
44.100001,122.13038,11.688981,38.072671
44.200001,123.542566,6.257083,28.424745
44.300001,126.326975,-4.240775,14.506815
44.400001,130.557884,-8.112629,4.20287
44.500001,133.711897,-0.106727,3.838112
44.600001,137.773465,15.004804,11.475289
44.700001,143.254345,27.137142,18.47796
44.800001,144.103073,30.150934,14.209857
44.900001,140.003822,24.450434,-1.069354
45.000001,137.979466,16.682214,-15.338984
45.100001,139.915347,15.94187,-19.269849
45.200001,146.013812,23.471074,-10.252313
45.300001,156.592958,31.26864,6.010611
45.400001,164.3802,32.70819,14.951602
45.500001,163.466266,28.473885,7.20001
45.600001,159.845563,20.202444,-8.756852
45.700001,160.055618,12.422474,-18.392603
45.800001,163.818533,8.846241,-13.710131
45.900001,169.064304,7.229464,2.396901
46.000001,173.604601,3.851658,17.349236
46.100001,176.771935,-1.671777,19.105155
46.200001,-179.106866,-7.54086,6.464895
46.300001,-173.300667,-11.858204,-10.072903
46.400001,-168.807013,-15.828641,-16.703184
46.500001,-168.743052,-21.827581,-7.890953
46.600001,-173.115815,-27.82174,9.530453
46.700001,-175.460765,-31.176799,20.431991
46.800001,-169.117087,-31.806775,14.114713
46.900001,-157.318321,-27.497953,-3.456016
47.000001,-149.154342,-20.961059,-15.868816
47.100001,-146.704369,-19.890781,-14.17545
47.200001,-149.191659,-24.964543,0.203394
47.300001,-154.052178,-29.000847,17.344043
47.400001,-153.992647,-26.57612,23.428449
47.500001,-148.211901,-16.78341,15.761142
47.600001,-143.321564,-2.969301,5.106772
47.700001,-140.283031,6.425049,2.277205
47.800001,-136.176294,5.852051,11.431901
47.900001,-132.608025,-2.01547,26.759975
48.000001,-130.624188,-7.348682,38.397722
48.100001,-127.874864,-2.267006,40.163838
48.200001,-125.416934,11.994627,34.278834
48.300001,-124.41266,25.47719,28.02322
48.400001,-121.08099,27.929097,28.67175
48.500001,-115.289474,17.336202,35.7659
48.600001,-111.168573,2.434306,41.956673
48.700001,-108.137145,-3.80782,42.823558
48.800001,-105.111596,4.126421,38.035798
48.900001,-103.641644,19.341593,30.581725
49.000001,-103.580188,28.218695,23.517664
49.100001,-102.421075,22.421762,19.449947
49.200001,-99.984723,5.978076,17.205569
49.300001,-96.824433,-8.021418,13.641681
49.400001,-92.882458,-8.188097,7.922058
49.500001,-89.64598,5.381387,2.058778
49.600001,-87.834795,21.001325,-3.041078
49.700001,-86.941024,25.439385,-8.120011
49.800001,-85.807719,15.091843,-13.267445
49.900001,-83.401343,-1.032114,-18.10462
50.000001,-80.055685,-9.055134,-21.585667
50.100001,-77.02652,-2.19735,-21.461867
50.200001,-73.587268,13.557384,-17.542492
50.300001,-68.934521,24.662487,-12.650631
50.400001,-65.553325,21.760146,-11.786316
50.500001,-63.500651,7.211461,-15.640561
50.600001,-60.534522,-7.5344,-19.133309
50.700001,-58.121341,-11.779574,-16.25529
50.800001,-56.726353,-4.327994,-5.278608
50.900001,-53.487052,5.863221,8.4748
51.000001,-49.358124,7.508826,17.058406
51.100001,-46.305584,-2.623783,15.472859
51.200001,-41.78422,-18.047738,7.297118
51.300001,-36.734108,-28.642812,1.968575
51.400001,-37.301788,-29.603392,9.084777
51.500001,-41.42043,-22.546247,25.09363
51.600001,-42.523071,-15.460017,37.714677
51.700001,-39.838539,-16.6462,39.003973
51.800001,-32.795941,-25.162706,27.866078
51.900001,-22.023838,-32.101159,11.85135
52.000001,-15.920746,-32.303089,6.110705
52.100001,-18.085644,-26.967162,16.594754
52.200001,-21.128681,-18.1476,32.204906
52.300001,-19.97931,-11.032953,39.18904
52.400001,-15.788972,-8.269806,31.543823
52.500001,-10.54447,-6.705017,14.465125
52.600001,-6.336258,-2.963049,1.420407
52.700001,-3.20442,2.826589,2.85262
52.800001,1.338407,8.6485,17.345129
52.900001,7.219415,12.837158,32.831651
53.000001,11.022789,17.15898,36.330074
53.100001,9.930766,23.344279,24.756976
53.200001,5.205285,28.690671,7.248668
53.300001,4.29237,31.443396,-0.628781
53.400001,12.382888,31.382518,9.040586
53.500001,24.12495,26.282635,26.938076
53.600001,31.143037,20.421644,36.929482
53.700001,32.532714,20.835445,32.247115
53.800001,29.092106,26.201533,16.160055
53.900001,24.614546,28.988262,0.212243
54.000001,26.208186,25.029467,-2.654182
54.100001,32.344254,14.036375,6.801578
54.200001,36.681748,0.508253,16.748102
54.300001,39.782447,-7.081913,17.263435
54.400001,44.045013,-4.640295,6.08158
54.500001,47.236897,3.436748,-9.353757
54.600001,49.25442,6.952071,-19.292261
54.700001,52.176479,-0.425775,-18.98541
54.800001,54.212513,-15.439804,-12.223063
54.900001,55.229819,-27.273397,-6.716374
55.000001,59.363342,-26.921303,-9.112693
55.100001,65.13348,-14.52207,-16.754342
55.200001,68.903207,-0.470669,-22.242937
55.300001,71.952277,2.953052,-21.875142
55.400001,74.768939,-7.326554,-16.168219
55.500001,75.744536,-22.282776,-8.373197
55.600001,75.777098,-28.424042,-1.675044
55.700001,77.325178,-19.699909,1.663754
55.800001,79.933825,-2.542771,3.754273
55.900001,83.277493,9.347702,7.668195
56.000001,87.227259,6.336347,13.645833
56.100001,90.175675,-8.764512,19.511614
56.200001,91.706172,-22.950696,24.712699
56.300001,92.547376,-24.188948,29.842684
56.400001,93.956902,-11.561769,34.799828
56.500001,96.671443,4.022478,39.341444
56.600001,100.043179,9.205083,42.214339
56.700001,103.0159,-0.333692,41.319292
56.800001,106.688242,-16.330561,37.050245
56.900001,111.279727,-25.062049,32.681864
57.000001,114.231359,-19.215272,32.913122
57.100001,116.43307,-3.510248,37.006466
57.200001,119.511007,9.770025,39.529798
57.300001,121.551891,11.323225,34.864937
57.400001,123.087555,2.217048,22.842795
57.500001,126.737128,-7.157135,9.58061
57.600001,130.659526,-6.401415,2.898828
57.700001,133.746724,5.616347,6.221345
57.800001,138.688748,20.906821,14.536202
57.900001,142.987788,29.732442,17.764892
58.000001,141.13878,28.636457,8.030132
58.100001,137.349562,20.564641,-8.115842
58.200001,137.147143,14.581784,-18.794197
58.300001,140.565236,17.705413,-17.441773
58.400001,148.545228,26.839486,-4.514219
58.500001,159.130676,32.687176,10.588535
58.600001,163.399056,31.661199,12.893583
58.700001,160.371907,25.224473,0.231817
58.800001,158.132367,16.118313,-14.434145
58.900001,160.112028,9.847483,-18.53673
59.000001,164.627101,7.80382,-8.167422
59.100001,169.791781,6.157012,9.29186
59.200001,173.672355,2.017707,19.978685
59.300001,176.882163,-4.024124,15.427676
59.400001,-178.141157,-9.749613,-0.392153
59.500001,-172.335676,-13.864317,-14.25947
59.600001,-169.379149,-18.564978,-14.479778
59.700001,-171.609962,-24.73982,-0.522141
59.800001,-176.314757,-29.366952,16.354842
59.900001,-175.547729,-31.611845,20.832989
