time,phi_dot_deg_per_sec,theta_dot_deg_per_sec,psi_dot_deg_per_sec
17.15,0.528768,-0.886569,0.042217
17.175,0.509392,-1.508647,-0.179883
17.2,0.509384,-2.042679,-0.39422
17.225,0.535317,-2.458063,-0.590882
17.25,0.588012,-2.730646,-0.762623
17.275,0.662349,-2.844308,-0.903331
17.3,0.747668,-2.79228,-1.005831
17.325,0.828582,-2.577989,-1.060252
17.35,0.886713,-2.215158,-1.054135
17.375,0.904204,-1.726901,-0.975214
17.4,0.869165,-1.143696,-0.816761
17.425,0.781424,-0.500472,-0.583568
17.45,0.655259,0.166452,-0.294996
17.475,0.516354,0.821692,0.017772
17.5,0.393576,1.431982,0.319675
17.525,0.309718,1.966662,0.580676
17.55,0.275698,2.398371,0.781055
17.575,0.289819,2.704431,0.911446
17.6,0.34066,2.868747,0.969258
17.625,0.411123,2.883616,0.954322
17.65,0.48211,2.750829,0.865999
17.675,0.535603,2.481713,0.702696
17.7,0.557604,2.096016,0.46371
17.725,0.541102,1.619847,0.152542
17.75,0.488454,1.083154,-0.219834
17.775,0.411887,0.517433,-0.633559
17.8,0.331101,-0.045788,-1.061535
17.825,0.268156,-0.575642,-1.473865
17.85,0.241362,-1.042339,-1.843222
17.875,0.260434,-1.418078,-2.148707
17.9,0.324408,-1.678854,-2.376723
17.925,0.422416,-1.806955,-2.519119
17.95,0.536402,-1.793447,-2.570227
17.975,0.644849,-1.639829,-2.524783
18,0.727053,-1.358263,-2.378084
18.025,0.767655,-0.970115,-2.128559
18.05,0.760762,-0.503089,-1.781587
18.075,0.712273,0.012247,-1.352473
18.1,0.639071,0.545457,-0.866593
18.125,0.564802,1.067899,-0.35611
18.15,0.51356,1.553049,0.145453
18.175,0.503719,1.976269,0.608393
18.2,0.543737,2.315042,1.009693
18.225,0.630586,2.550289,1.332814
18.25,0.750324,2.668622,1.565163
18.275,0.880009,2.664796,1.694866
18.3,0.990557,2.543414,1.708705
18.325,1.050791,2.318954,1.592713
18.35,1.033014,2.013598,1.336
18.375,0.91967,1.653013,0.936951
18.4,0.709359,1.261253,0.409429
18.425,0.419768,0.856762,-0.213987
18.45,0.085864,0.451378,-0.88373
18.475,-0.246688,0.05291,-1.539969
18.5,-0.531274,-0.330049,-2.122622
18.525,-0.730729,-0.683778,-2.581879
18.55,-0.825272,-0.988102,-2.886037
18.575,-0.815285,-1.218969,-3.024029
18.6,-0.718124,-1.353691,-3.00214
18.625,-0.560809,-1.376463,-2.837175
18.65,-0.371827,-1.282068,-2.549646
18.675,-0.174667,-1.076966,-2.159626
18.7,0.015893,-0.778111,-1.685739
18.725,0.19487,-0.410448,-1.146169
18.75,0.366008,-0.004041,-0.56003
18.775,0.538989,0.408524,0.051999
18.8,0.725427,0.794287,0.667957
18.825,0.93429,1.121867,1.26514
18.85,1.167502,1.363699,1.819994
18.875,1.416457,1.498882,2.306894
18.9,1.660244,1.516557,2.69642
18.925,1.866714,1.419025,2.954867
18.95,1.997583,1.223172,3.047252
18.975,2.017728,0.958536,2.944826
19,1.906183,0.661288,2.635077
19.025,1.663927,0.365408,2.129283
19.05,1.314365,0.094417,1.463209
19.075,0.896797,-0.142811,0.690801
19.1,0.457162,-0.350661,-0.125194
19.125,0.040321,-0.540991,-0.921532
19.15,-0.314852,-0.725643,-1.640297
19.175,-0.578708,-0.91003,-2.233086
19.2,-0.733618,-1.089827,-2.6645
19.225,-0.776066,-1.251657,-2.91458
19.25,-0.716661,-1.377243,-2.979019
19.275,-0.57719,-1.449265,-2.866601
19.3,-0.385328,-1.456683,-2.594899
19.325,-0.168808,-1.397847,-2.186138
19.35,0.049194,-1.280834,-1.664744
19.375,0.252537,-1.121524,-1.056806
19.4,0.4324,-0.940437,-0.390676
19.425,0.585845,-0.759333,0.302402
19.45,0.713372,-0.598249,0.988396
19.475,0.816295,-0.473242,1.631553
19.5,0.894742,-0.394824,2.196277
19.525,0.946929,-0.367048,2.649502
19.55,0.96987,-0.387354,2.963282
19.575,0.961234,-0.44734,3.117274
19.6,0.921506,-0.534558,3.100729
19.625,0.855494,-0.635044,2.913599
19.65,0.772519,-0.735932,2.566486
19.675,0.685172,-0.827354,2.079527
19.7,0.607166,-0.903103,1.480561
19.725,0.550961,-0.960043,0.80302
19.75,0.525766,-0.996784,0.083865
19.775,0.536165,-1.012344,-0.638319
19.8,0.581415,-1.005482,-1.325056
19.825,0.655404,-0.975038,-1.939588
19.85,0.747351,-0.921175,-2.448452
19.875,0.843303,-0.846987,-2.823115
19.9,0.928387,-0.759694,-3.041773
19.925,0.989374,-0.6707,-3.09118
19.95,1.016849,-0.5942,-2.968161
19.975,1.00623,-0.544591,-2.680313
20,0.957262,-0.533469,-2.245502
20.025,0.872352,-0.567066,-1.690191
20.05,0.754579,-0.644754,-1.046957
20.075,0.606396,-0.758772,-0.351752
20.1,0.429632,-0.895061,0.358635
20.125,0.226842,-1.035025,1.048507
20.15,0.003521,-1.158076,1.684356
20.175,-0.229665,-1.244862,2.235086
20.2,-0.455529,-1.280796,2.671702
20.225,-0.650772,-1.259227,2.967245
20.25,-0.78862,-1.183195,3.097938
20.275,-0.843483,-1.064828,3.046064
20.3,-0.796456,-0.921936,2.803998
20.325,-0.639731,-0.772525,2.377758
20.35,-0.378329,-0.628963,1.788386
20.375,-0.029065,-0.493965,1.070703
20.4,0.381886,-0.359934,0.270458
20.425,0.821128,-0.212007,-0.558654
20.45,1.249602,-0.034073,-1.3577
20.475,1.625003,0.183864,-2.066097
20.5,1.907094,0.439239,-2.627756
20.525,2.066153,0.713983,-2.999818
20.55,2.091424,0.976909,-3.160939
20.575,1.994514,1.191023,-3.114408
20.6,1.805017,1.322848,-2.883805
20.625,1.560518,1.350009,-2.50374
20.65,1.296085,1.264803,-2.010825
20.675,1.037201,1.073793,-1.438483
20.7,0.797178,0.794984,-0.815859
20.725,0.578134,0.45423,-0.168988
20.75,0.37422,0.081981,0.477788
20.775,0.175992,-0.289354,1.101157
20.8,-0.024905,-0.627654,1.678852
20.825,-0.231528,-0.903395,2.189637
20.85,-0.438616,-1.092307,2.612736
20.875,-0.63137,-1.178245,2.926835
20.9,-0.786618,-1.15564,3.109675
20.925,-0.876796,-1.030522,3.139682
20.95,-0.876611,-0.819161,3.000463
20.975,-0.770985,-0.544028,2.687353
21,-0.561526,-0.228031,2.213325
21.025,-0.268713,0.110766,1.611182
21.05,0.071279,0.461595,0.930546
21.075,0.413861,0.819452,0.230597
21.1,0.715004,1.180492,-0.429145
21.125,0.939711,1.536785,-0.997678
21.15,1.068269,1.873112,-1.439061
21.175,1.098897,2.167336,-1.735077
21.2,1.046187,2.394073,-1.883437
21.225,0.936185,2.529965,-1.89264
21.25,0.800054,2.558428,-1.775983
21.275,0.6682,2.472431,-1.547227
21.3,0.565725,2.27491,-1.219234
21.325,0.509166,1.977237,-0.805393
21.35,0.504325,1.596686,-0.32255
21.375,0.545404,1.153939,0.206337
21.4,0.616124,0.671533,0.751493
21.425,0.693311,0.173518,1.278471
21.45,0.752601,-0.314104,1.752794
21.475,0.774792,-0.763236,2.1454
21.5,0.75074,-1.144802,2.436635
21.525,0.683198,-1.431376,2.617201
21.55,0.585324,-1.600667,2.686094
21.575,0.476869,-1.63869,2.647133
21.6,0.37943,-1.541654,2.506147
21.625,0.311781,-1.316092,2.270237
21.65,0.285829,-0.977411,1.949225
21.675,0.303732,-0.547487,1.558135
21.7,0.357006,-0.052161,1.118878
21.725,0.428378,0.480575,0.659545
21.75,0.496305,1.021451,0.210933
21.775,0.540871,1.540228,-0.198492
21.8,0.548987,2.006226,-0.546996
21.825,0.517233,2.38972,-0.821492
21.85,0.451914,2.664226,-1.016459
21.875,0.36713,2.80916,-1.130844
21.9,0.28202,2.812135,-1.164636
21.925,0.217819,2.670281,-1.116756
21.95,0.194569,2.39031,-0.985367
21.975,0.226998,1.987321,-0.770901
22,0.319665,1.482734,-0.481028
22.025,0.462957,0.902069,-0.135292
22.05,0.632715,0.273423,0.233827
22.075,0.795629,-0.372932,0.585798
22.1,0.919412,-1.004327,0.881869
22.125,0.98315,-1.586073,1.095154
22.15,0.982581,-2.083327,1.215617
22.175,0.928435,-2.464297,1.248074
22.2,0.840259,-2.703692,1.205718
22.225,0.739709,-2.785351,1.103401
22.25,0.645822,-2.70356,0.953537
22.275,0.572549,-2.463128,0.765198
22.3,0.527661,-2.078545,0.545551
22.325,0.512257,-1.572567,0.302276
22.35,0.520833,-0.974543,0.045595
22.375,0.542441,-0.318716,-0.211263
22.4,0.56331,0.357447,-0.453623
22.425,0.57046,1.014957,-0.668386
22.45,0.555035,1.615235,-0.846971
22.475,0.514,2.122326,-0.986659
22.5,0.449852,2.505244,-1.089776
22.525,0.369046,2.740143,-1.161381
22.55,0.28024,2.812003,-1.206588
22.575,0.193073,2.715663,-1.228501
22.6,0.117462,2.456144,-1.22731
22.625,0.062871,2.048278,-1.200779
22.65,0.03691,1.515682,-1.146181
22.675,0.0432,0.889156,-1.063261
22.7,0.079412,0.204658,-0.956981
22.725,0.137083,-0.498925,-0.83831
22.75,0.204121,-1.181951,-0.72209
22.775,0.269056,-1.806054,-0.622951
22.8,0.324707,-2.336052,-0.551619
22.825,0.369498,-2.741768,-0.513412
22.85,0.406398,-2.999715,-0.50891
22.875,0.440644,-3.094489,-0.53554
22.9,0.477384,-3.019725,-0.588848
22.925,0.519791,-2.778523,-0.662909
22.95,0.567794,-2.383347,-0.75007
22.975,0.617549,-1.855446,-0.840634
23,0.662002,-1.223818,-0.923281
23.025,0.692746,-0.523746,-0.986733
23.05,0.702826,0.205134,-1.022411
23.075,0.689319,0.9212,-1.026921
23.1,0.654333,1.583478,-1.002996
23.125,0.603898,2.154265,-0.95833
23.15,0.545508,2.601431,-0.903062
23.175,0.485666,2.900231,-0.847246
23.2,0.428431,3.034575,-0.79926
23.225,0.375157,2.997773,-0.765239
23.25,0.325172,2.792786,-0.749091
23.275,0.277009,2.43197,-0.752533
23.3,0.229874,1.936341,-0.774859
23.325,0.184945,1.334387,-0.812603
23.35,0.145939,0.660494,-0.859611
23.375,0.118438,-0.046922,-0.908085
23.4,0.108051,-0.747505,-0.950577
23.425,0.118336,-1.401196,-0.982002
23.45,0.149644,-1.970518,-1.000537
23.475,0.199314,-2.422777,-1.006927
23.5,0.262706,-2.732011,-1.002776
23.525,0.334176,-2.880563,-0.988746
23.55,0.40755,-2.860175,-0.963347
23.575,0.47622,-2.672534,-0.922546
23.6,0.533334,-2.329229,-0.860276
23.625,0.572615,-1.851058,-0.769857
23.65,0.58993,-1.2667,-0.646193
23.675,0.585204,-0.610803,-0.488163
23.7,0.563635,0.07827,-0.300154
23.725,0.535209,0.760788,-0.091773
23.75,0.512304,1.397816,0.124359
23.775,0.506347,1.953151,0.335629
23.8,0.524897,2.395067,0.5317
23.825,0.57005,2.698003,0.704999
23.85,0.638061,2.844144,0.849486
23.875,0.719665,2.82479,0.958548
23.9,0.800766,2.641291,1.023184
23.925,0.863876,2.305305,1.031656
23.95,0.891109,1.838126,0.971603
23.975,0.869151,1.268921,0.834804
24,0.795022,0.632023,0.623123
24.025,0.679644,-0.036131,0.352384
24.05,0.546145,-0.699528,0.050971
24.075,0.422661,-1.324051,-0.247083
24.1,0.333138,-1.878147,-0.510969
24.125,0.290741,-2.333498,-0.719207
24.15,0.296156,-2.666279,-0.860673
24.175,0.339851,-2.858973,-0.931622
24.2,0.405923,-2.902196,-0.931408
24.225,0.475788,-2.795929,-0.859292
24.25,0.531296,-2.549759,-0.713518
24.275,0.557642,-2.181989,-0.492765
24.3,0.546378,-1.71774,-0.199273
24.325,0.498022,-1.186499,0.15775
24.35,0.423061,-0.61974,0.560238
24.375,0.340147,-0.049252,0.98232
24.4,0.271394,0.493707,1.394377
24.425,0.236254,0.978838,1.768465
24.45,0.246276,1.377594,2.082633
24.475,0.302479,1.664846,2.322365
24.5,0.395685,1.821292,2.479076
24.525,0.508957,1.83601,2.547136
24.55,0.621164,1.70832,2.521428
24.575,0.711099,1.448326,2.39698
24.6,0.76194,1.075813,2.171116
24.625,0.765524,0.617628,1.847209
24.65,0.725189,0.104263,1.438078
24.675,0.655719,-0.433332,0.966874
24.7,0.579794,-0.965738,0.464484
24.725,0.521931,-1.465675,-0.035638
24.75,0.502087,-1.907828,-0.502928
24.775,0.530958,-2.268954,-0.913171
24.8,0.607895,-2.528971,-1.248896
24.825,0.721125,-2.67305,-1.49718
24.85,0.849444,-2.694076,-1.646389
24.875,0.964855,-2.594555,-1.683714
24.9,1.036308,-2.387028,-1.595125
24.925,1.034939,-2.092374,-1.368564
24.95,0.940641,-1.73598,-0.999855
24.975,0.748476,-1.342724,-0.499233
25,0.472506,-0.932627,0.104513
25.025,0.145001,-0.519169,0.764684
25.05,-0.189403,-0.111207,1.42261
25.075,-0.483252,0.282516,2.017431
25.1,-0.696994,0.648809,2.49697
25.125,-0.807677,0.968121,2.826341
25.15,-0.812661,1.216521,2.991421
25.175,-0.727226,1.370635,2.996277
25.2,-0.577601,1.413249,2.856541
25.225,-0.392658,1.337347,2.592312
25.25,-0.197085,1.147601,2.223519
25.275,-0.007257,0.859482,1.768541
25.3,0.170248,0.496905,1.245088
25.325,0.337933,0.089358,0.671679
25.35,0.504892,-0.330754,0.068462
25.375,0.683007,-0.730314,-0.542973
25.4,0.882439,-1.077408,-1.14024
25.425,1.107151,-1.343427,-1.700307
25.45,1.351195,-1.505738,-2.198522
25.475,1.596509,-1.550959,-2.606845
25.5,1.813223,-1.478211,-2.892809
25.525,1.963729,-1.301057,-3.021478
25.55,2.011077,-1.046459,-2.961915
25.575,1.929959,-0.749688,-2.696983
25.6,1.715797,-0.44595,-2.232057
25.625,1.387216,-0.161696,-1.597653
25.65,0.980956,0.090682,-0.844585
25.675,0.542763,0.312664,-0.034845
25.7,0.118916,0.51456,0.767357
25.725,-0.249547,0.708133,1.502209
25.75,-0.530578,0.899781,2.118967
25.775,-0.704123,1.086576,2.579687
25.8,-0.764385,1.256261,2.861872
25.825,-0.720124,1.390931,2.958959
25.85,-0.592011,1.47276,2.878006
25.875,-0.407477,1.489532,2.635415
25.9,-0.19478,1.438141,2.252613
25.925,0.021899,1.325344,1.75333
25.95,0.225292,1.166125,1.162872
25.975,0.405662,0.980654,0.508702
26,0.559605,0.790891,-0.178816
26.025,0.687703,0.617553,-0.866346
26.05,0.79181,0.477782,-1.518497
26.075,0.872813,0.383507,-2.099576
26.1,0.929538,0.34043,-2.5759
26.125,0.959122,0.347676,-2.918332
26.15,0.958664,0.398295,-3.104782
26.175,0.927442,0.480766,-3.122338
26.2,0.868733,0.581336,-2.968607
26.225,0.790433,0.68665,-2.65198
26.25,0.704218,0.785873,-2.190757
26.275,0.623609,0.87169,-1.61144
26.3,0.561595,0.940019,-0.946618
26.325,0.528484,0.988828,-0.23282
26.35,0.530306,1.01675,0.491487
26.375,0.567882,1.02223,1.1877
26.4,0.636542,1.003629,1.818704
26.425,0.726579,0.960311,2.350405
26.45,0.824519,0.89426,2.753286
26.475,0.915215,0.811485,3.0041
26.5,0.984436,0.722423,3.087682
26.525,1.021282,0.640888,2.998586
26.55,1.019617,0.581675,2.742046
26.575,0.978016,0.557516,2.333804
26.6,0.898356,0.576273,1.798704
26.625,0.783834,0.63911,1.168341
26.65,0.63742,0.739926,0.478304
26.675,0.461501,0.865987,-0.234449
26.7,0.258918,0.999566,-0.933664
26.725,0.034992,1.12041,-1.585056
26.75,-0.200225,1.208922,-2.156682
26.775,-0.430429,1.249706,-2.618734
26.8,-0.633156,1.23487,-2.943443
26.825,-0.782078,1.166062,-3.106081
26.85,-0.85139,1.054264,-3.087627
26.875,-0.82124,0.916784,-2.878693
26.9,-0.682308,0.771982,-2.483167
26.925,-0.437837,0.633357,-1.919844
26.95,-0.102805,0.505128,-1.221393
26.975,0.298483,0.380974,-0.431579
27,0.734593,0.246459,0.397718
27.025,1.168334,0.084577,1.209034
27.05,1.558518,-0.117032,1.942312
27.075,1.864261,-0.359257,2.540159
27.1,2.052752,-0.627617,2.956023
27.125,2.10816,-0.893403,3.163018
27.15,2.036733,-1.120058,3.158715
27.175,1.864373,-1.272424,2.962647
27.2,1.627624,-1.32504,2.607858
27.225,1.362846,-1.266736,2.131392
27.25,1.098108,-1.101032,1.568
27.275,0.849583,-0.843689,0.948142
27.3,0.621832,-0.519141,0.298767
27.325,0.41066,-0.157077,-0.355227
27.35,0.207345,0.210364,-0.990104
27.375,0.003333,0.550938,-1.583141
27.4,-0.205389,0.834607,-2.112609
27.425,-0.415,1.036145,-2.557302
27.45,-0.612262,1.138013,-2.895615
27.475,-0.775266,1.132923,-3.105038
27.5,-0.876967,1.025153,-3.163469
27.525,-0.891484,0.829575,-3.0533
27.55,-0.801949,0.567981,-2.767725
27.575,-0.607294,0.263442,-2.316833
27.6,-0.325096,-0.065235,-1.730391
27.625,0.010818,-0.40653,-1.055587
27.65,0.357047,-0.755303,-0.350407
27.675,0.669236,-1.108531,0.325212
27.7,0.91052,-1.459925,0.918218
27.725,1.058133,-1.796145,1.389407
27.75,1.106804,-2.096433,1.716914
27.775,1.068113,-2.335749,1.895363
27.8,0.966222,-2.489915,1.931357
27.825,0.831743,-2.540655,1.83753
27.85,0.695678,-2.478857,1.627764
27.875,0.584566,-2.305455,1.315186
27.9,0.516953,-2.030218,0.913069
27.925,0.500984,-1.669307,0.437556
27.95,0.533248,-1.242676,-0.089523
27.975,0.599442,-0.77227,-0.639469
28,0.67745,-0.281471,-1.178264
28.025,0.742666,0.204522,-1.670768
28.05,0.774344,0.658357,-2.086149
28.075,0.760948,1.051298,-2.402334
28.1,0.702713,1.355546,-2.60768
28.125,0.610825,1.547629,-2.699511
28.15,0.503988,1.611746,-2.68083
28.175,0.403747,1.541976,-2.557265
28.2,0.329715,1.342779,-2.335859
28.225,0.29533,1.027824,-2.026088
28.25,0.304701,0.617709,-1.642198
28.275,0.351297,0.137422,-1.205098
28.3,0.419276,-0.385631,-0.74214
28.325,0.48756,-0.922643,-0.284118
28.35,0.535583,-1.443743,0.139576
28.375,0.548745,-1.918417,0.50559
28.4,0.521774,-2.31671,0.799049
28.425,0.459306,-2.611386,1.012999
28.45,0.374289,-2.780591,1.145573
28.475,0.285351,-2.81029,1.196494
28.5,0.213888,-2.695824,1.164622
28.525,0.180851,-2.442209,1.047772
28.55,0.202722,-2.06313,0.845317
28.575,0.286601,-1.578936,0.563022
28.6,0.425726,-1.014324,0.218106
28.625,0.598091,-0.396604,-0.158694
28.65,0.770714,0.24485,-0.526842
28.675,0.90933,0.87831,-0.845329
28.7,0.989399,1.469722,-1.083424
28.725,1.002897,1.984193,-1.227178
28.75,0.958007,2.389024,-1.278783
28.775,0.87344,2.65728,-1.250561
28.8,0.771383,2.770724,-1.157825
28.825,0.672149,2.72145,-1.014
28.85,0.591219,2.512193,-0.829053
28.875,0.537922,2.155617,-0.610555
28.9,0.514845,1.672966,-0.366053
28.925,0.517773,1.092399,-0.105308
28.95,0.536601,0.447261,0.158812
28.975,0.55769,-0.225575,0.411501
29,0.567407,-0.887381,0.638844
29.025,0.555673,-1.499421,0.830935
29.05,0.518108,-2.025108,0.983644
29.075,0.456161,-2.432339,1.098231
29.1,0.375739,-2.695738,1.179221
29.125,0.285425,-2.798479,1.231681
29.15,0.195127,-2.733469,1.25894
29.175,0.115263,-2.503816,1.261418
29.2,0.055994,-2.122588,1.236891
29.225,0.025831,-1.611888,1.182298
29.25,0.0294,-1.001323,1.096768
29.275,0.065196,-0.325998,0.984682
29.3,0.124976,0.375699,0.856931
29.325,0.196008,1.064282,0.729081
29.35,0.265503,1.701177,0.617153
29.375,0.324825,2.250599,0.533423
29.4,0.371364,2.681367,0.484413
29.425,0.407748,2.968628,0.47135
29.45,0.439514,3.095336,0.491889
29.475,0.472579,3.053318,0.541659
29.5,0.511157,2.843809,0.614917
29.525,0.556322,2.477448,0.704359
29.55,0.605265,1.973777,0.800684
29.575,0.651552,1.360294,0.892704
29.6,0.686682,0.67109,0.968665
29.625,0.702781,-0.054969,1.018744
29.65,0.695441,-0.776497,1.037764
29.675,0.665267,-1.452179,1.026665
29.7,0.617324,-2.043421,0.991875
29.725,0.55892,-2.516767,0.943013
29.75,0.497051,-2.845841,0.890228
29.775,0.436651,-3.012735,0.842289
29.8,0.380049,-3.008872,0.805742
29.825,0.327433,-2.835339,0.784794
29.85,0.277943,-2.502733,0.781393
29.875,0.231009,-2.030515,0.795143
29.9,0.187581,-1.445905,0.823119
29.925,0.150732,-0.782371,0.85998
29.95,0.125192,-0.077807,0.898879
29.975,0.115824,0.627551,0.933186
30,0.125794,1.293355,0.958307
30.025,0.155476,1.881446,0.972565
30.05,0.20255,2.358073,0.976656
30.075,0.262892,2.695885,0.972117
30.1,0.331453,2.875567,0.959656
30.125,0.402671,2.887011,0.937956
30.15,0.470481,2.729975,0.903215
30.175,0.528393,2.414152,0.849495
30.2,0.570113,1.95862,0.769924
30.225,0.590971,1.39065,0.658719
30.25,0.589842,0.743917,0.513569
30.275,0.570623,0.056293,0.337424
30.3,0.542205,-0.632497,0.138649
30.325,0.516488,-1.283109,-0.0708
30.35,0.505165,-1.858579,-0.27833
30.375,0.516671,-2.326117,-0.47322
30.4,0.554311,-2.6588,-0.647521
30.425,0.615683,-2.837176,-0.795159
30.45,0.692897,-2.85066,-0.909969
30.475,0.773167,-2.698555,-0.983761
30.5,0.840004,-2.390447,-1.005583
30.525,0.875742,-1.945746,-0.963209
30.55,0.865995,-1.392183,-0.84728
30.575,0.805293,-0.763319,-0.657064
30.6,0.701291,-0.095545,-0.404948
30.625,0.57434,0.574609,-0.116313
30.65,0.451437,1.212219,0.176238
30.675,0.357292,1.784838,0.441485
30.7,0.307116,2.263191,0.656371
30.725,0.303956,2.622331,0.80801
30.75,0.340262,2.843357,0.8914
30.775,0.401454,2.915234,0.905314
30.8,0.469607,2.83614,0.848874
30.825,0.526579,2.613891,0.720208
30.85,0.556915,2.265267,0.517486
30.875,0.550851,1.814301,0.241804
30.9,0.507118,1.289905,-0.099326
30.925,0.434394,0.723453,-0.489679
30.95,0.350104,0.146939,-0.904764
30.975,0.276186,-0.40801,-1.315428
31,0.233046,-0.910614,-1.693246
31.025,0.233972,-1.331643,-2.015244
31.05,0.281973,-1.644919,-2.265918
31.075,0.369631,-1.829643,-2.436156
31.1,0.481253,-1.872964,-2.520313
31.125,0.596257,-1.772038,-2.513464
31.15,0.693139,-1.534856,-2.410528
31.175,0.75383,-1.179484,-2.207941
31.2,0.768049,-0.731738,-1.907258
31.225,0.73658,-0.22186,-1.518857
31.25,0.671943,0.318794,-1.063537
31.275,0.595564,0.860069,-0.570665
31.3,0.532087,1.373905,-0.073371
31.325,0.502839,1.834292,0.397072
31.35,0.520656,2.217275,0.815267
31.375,0.587269,2.50183,1.162717
31.4,0.693133,2.671776,1.426042
31.425,0.818882,2.718203,1.593762
31.45,0.937771,2.64154,1.653502
31.475,1.019121,2.452321,1.591347
31.5,1.033205,2.169952,1.39436
31.525,0.957643,1.819296,1.056097
31.55,0.784093,1.425824,0.583317
31.575,0.52289,1.010997,0.000934
31.6,0.203313,0.589959,-0.647515
31.625,-0.131409,0.172748,-1.304908
31.65,-0.433318,-0.23158,-1.909963
31.675,-0.66068,-0.610256,-2.408351
31.7,-0.787397,-0.94436,-2.762054
31.725,-0.807694,-1.210172,-2.953797
31.75,-0.734562,-1.383751,-2.985272
31.775,-0.593217,-1.446558,-2.870796
31.8,-0.412743,-1.389808,-2.629987
31.825,-0.218921,-1.21635,-2.282641
31.85,-0.029682,-0.940103,-1.846927
31.875,0.146765,-0.58387,-1.340108
31.9,0.311577,-0.176492,-0.7801
31.925,0.473103,0.249868,-0.186486
31.95,0.643304,0.661995,0.419545
31.975,0.833339,1.027524,1.0159
32,1.049034,1.316929,1.579973
32.025,1.286988,1.506014,2.087951
32.05,1.531988,1.579059,2.513103
32.075,1.756664,1.532139,2.824324
32.1,1.924567,1.375479,2.987134
32.125,1.99757,1.133216,2.969028
32.15,1.946564,0.839278,2.748793
32.175,1.761525,0.529602,2.326041
32.2,1.455921,0.233241,1.725692
32.225,1.063298,-0.03394,0.994829
32.25,0.628667,-0.270321,0.194139
32.275,0.199422,-0.484362,-0.611531
32.3,-0.181317,-0.687463,-1.360589
32.325,-0.479065,-0.88684,-1.999964
32.35,-0.671253,-1.080917,-2.489128
32.375,-0.749693,-1.258628,-2.802979
32.4,-0.721157,-1.402567,-2.932616
32.425,-0.605046,-1.494524,-2.883281
32.45,-0.428409,-1.521175,-2.670148
32.475,-0.219935,-1.477968,-2.313834
32.5,-0.004777,-1.370286,-1.837388
32.525,0.198636,-1.212131,-1.265361
32.55,0.379565,-1.023229,-0.62433
32.575,0.534022,-0.825645,0.056245
32.6,0.662551,-0.640692,0.743782
32.625,0.76748,-0.486512,1.403324
32.65,0.850455,-0.376377,1.999187
32.675,0.911009,-0.317581,2.497186
32.7,0.946572,-0.310937,2.867127
32.725,0.953868,-0.351027,3.085312
32.75,0.931122,-0.427408,3.136752
32.775,0.88012,-0.526727,3.016738
32.8,0.80726,-0.635309,2.731385
32.825,0.723135,-0.741455,2.297042
32.85,0.640866,-0.836758,1.738746
32.875,0.573784,-0.916141,1.088133
32.9,0.533163,-0.976859,0.381223
32.925,0.526412,-1.017117,-0.343681
32.95,0.55591,-1.035048,-1.047876
32.975,0.618494,-1.028592,-1.693925
33,0.705663,-0.996386,-2.247165
33.025,0.804607,-0.939354,-2.677188
33.05,0.900114,-0.862274,-2.959431
33.075,0.977126,-0.774504,-3.076933
33.1,1.02334,-0.689295,-3.022044
33.125,1.03103,-0.621643,-2.797622
33.15,0.997452,-0.585259,-2.417191
33.175,0.92376,-0.589557,-1.90383
33.2,0.813102,-0.637498,-1.287992
33.225,0.66887,-0.724705,-0.604774
33.25,0.494014,-0.839865,0.108801
33.275,0.291728,-0.966219,0.815993
33.3,0.067268,-1.083956,1.481776
33.325,-0.169832,-1.17333,2.073371
33.35,-0.404084,-1.218226,2.560144
33.375,-0.61386,-1.209569,2.913512
33.4,-0.773329,-1.147623,3.107806
33.425,-0.85657,-1.04217,3.122739
33.45,-0.842897,-0.909906,2.947213
33.475,-0.721581,-0.769422,2.583037
33.5,-0.494171,-0.635253,2.046791
33.525,-0.173894,-0.513109,1.369023
33.55,0.216723,-0.398043,0.59155
33.575001,0.648134,-0.276262,-0.235556
33.600001,1.085065,-0.13016,-1.056392
33.625001,1.487728,0.054696,-1.811736
33.650001,1.815146,0.282483,-2.443431
33.675001,2.03206,0.542405,-2.901845
33.700001,2.117951,0.808602,-3.154894
33.725001,2.073592,1.045479,-3.194291
33.750001,1.920641,1.216641,-3.034976
33.775001,1.693935,1.293766,-2.707805
33.800001,1.430635,1.262201,-2.249841
33.825001,1.16119,1.122268,-1.69704
33.850001,0.904642,0.88728,-1.081237
33.875001,0.668131,0.580072,-0.430412
33.900001,0.44931,0.229447,0.229893
33.925001,0.240379,-0.132813,0.875493
33.950001,0.032775,-0.474407,1.483217
33.975001,-0.178332,-0.764845,2.030857
34.000001,-0.390479,-0.97802,2.496769
34.025001,-0.591982,-1.095067,2.859032
34.050001,-0.762263,-1.107027,3.094885
34.075001,-0.874938,-1.016411,3.181742
34.100001,-0.903738,-0.836624,3.10089
34.125001,-0.830206,-0.588662,2.84352
34.150001,-0.650736,-0.295649,2.416941
34.175001,-0.380041,0.022906,1.847884
34.200001,-0.049501,0.354664,1.180984
34.225001,0.298882,0.694193,0.47279
34.250001,0.620738,1.039112,-0.21667
34.275001,0.877655,1.384664,-0.832634
34.300001,1.044052,1.719423,-1.332869
34.325001,1.111228,2.024189,-1.691893
34.350001,1.087597,2.274518,-1.901071
34.375001,0.995167,2.445657,-1.964828
34.400001,0.863708,2.517784,-1.894879
