time,VN_m_per_sec,VE_m_per_sec,VD_m_per_sec,V_m_per_sec
4.1,23.084854,20.374434,0.889104,30.802899
4.2,23.75476,17.477079,8.799174,30.776003
4.3,23.791759,14.272856,13.553923,30.878326
4.4,24.516052,14.684753,11.585347,30.836651
4.5,24.688423,17.85564,4.213868,30.758719
4.6,23.605477,19.626967,-3.019147,30.84723
4.7,24.544598,18.065367,-4.851345,30.85985
4.8,27.937607,12.812647,-1.194163,30.758736
4.9,30.106673,5.682583,3.254822,30.81067
5,30.663554,1.628508,3.231508,30.876338
5.1,30.521909,3.225355,-2.351487,30.781802
5.2,28.157283,7.609436,-9.832771,30.780181
5.3,25.597133,9.416485,-14.479121,30.879254
5.4,26.363504,5.734603,-14.897846,30.819893
5.5,28.223709,-2.000828,-12.082751,30.766442
5.6,28.245494,-8.195508,-9.375482,30.868656
5.7,27.916982,-8.12719,-10.339226,30.859499
5.8,27.334986,-1.852584,-14.001442,30.768067
5.9,25.570203,5.384696,-16.380578,30.840777
6,25.314667,7.268683,-16.129213,30.883938
6.1,27.392622,2.158246,-13.873275,30.781188
6.2,28.53554,-5.572052,-10.169299,30.801614
6.3,28.747067,-8.900229,-6.949447,30.885315
6.4,29.996713,-4.683632,-5.211461,30.804196
6.5,30.293951,4.056215,-3.555429,30.770398
6.6,29.187177,10.017526,-0.955054,30.873196
6.7,29.596676,8.418824,2.039456,30.838275
6.8,30.433897,0.504864,4.433086,30.759214
6.9,29.395228,-7.118999,6.071863,30.848454
7,28.551893,-8.23517,8.363684,30.870372
7.1,28.275608,-2.335025,11.914171,30.7719
7.2,26.405257,5.256285,15.003463,30.821584
7.3,24.984129,7.759634,16.430386,30.89298
7.4,26.257615,3.155017,15.789209,30.801227
7.5,27.681818,-4.631738,12.669173,30.79357
7.6,27.956178,-8.81383,9.752079,30.892306
7.7,28.384698,-6.037197,10.420048,30.833687
7.8,27.584235,1.623676,13.538898,30.770572
7.9,25.60595,8.246934,15.135456,30.866788
8,26.301464,9.563071,13.00523,30.860255
8.1,29.371065,6.006335,6.910979,30.765194
8.2,30.769762,1.956308,-0.355885,30.833943
8.3,30.531403,2.527424,-3.9028,30.88343
8.4,29.540317,8.465053,-1.822893,30.783281
8.5,26.497148,15.43701,2.881209,30.800998
8.6,23.731678,19.241882,4.565511,30.891527
8.7,24.034952,19.287659,0.201044,30.817741
8.8,24.878232,16.344053,-7.83911,30.781588
8.9,24.208394,13.701003,-13.423346,30.886081
9,23.820428,15.031748,-12.602565,30.85759
9.1,23.633649,18.80439,-5.91738,30.776124
9.2,22.741831,20.827566,1.212069,30.861748
9.3,23.066667,20.406809,2.338212,30.886505
9.4,24.590595,18.162871,-3.607258,30.783105
9.5,24.865796,14.346596,-11.21973,30.822313
9.6,25.224545,11.278764,-13.81849,30.893993
9.7,27.621477,10.064695,-9.197354,30.803172
9.8,29.531235,8.695232,-0.530607,30.789323
9.9,29.887967,6.064779,4.909276,30.889692
10,30.577461,3.149485,2.458133,30.83736
10.1,30.219256,0.703456,-5.766319,30.772532
10.2,28.143439,-1.361533,-12.612198,30.870285
10.3,27.827871,-3.894393,-12.789756,30.872877
10.4,29.213157,-7.269347,-6.409063,30.778695
10.5,29.06978,-10.242261,1.186307,30.844178
10.6,28.463373,-11.606863,3.143901,30.899304
10.7,28.812049,-10.660312,-2.233839,30.802053
10.8,28.140418,-7.490591,-10.078257,30.814986
10.9,27.297217,-4.960533,-13.618431,30.906418
11,28.481547,-5.801253,-10.286313,30.832796
11.1,29.412959,-8.779971,-2.360104,30.786038
11.2,28.887536,-10.134171,4.085918,30.885043
11.3,29.601366,-7.410478,4.59961,30.85956
11.4,30.765416,-0.714007,0.222564,30.774505
11.5,29.967707,6.334352,-3.736305,30.856887
11.6,29.356691,9.263587,-2.538039,30.888039
11.7,29.780322,6.774132,3.877722,30.786249
11.8,28.674972,1.890465,11.144301,30.822448
11.9,27.03875,0.470906,14.951517,30.900868
12,26.635275,5.417748,14.520436,30.816115
12.1,25.343215,13.379778,11.283091,30.799435
12.2,23.326112,18.126443,9.071024,30.902409
12.3,23.605301,16.645252,10.854225,30.855937
12.4,25.249812,9.796549,14.640057,30.787281
12.5,25.895941,3.05153,16.545796,30.881628
12.6,26.361409,2.786339,15.853101,30.887026
12.7,26.238266,9.297748,13.15197,30.787482
12.8,24.40474,16.423809,9.275236,30.84417
12.9,24.104849,18.26306,6.346644,30.900857
13,27.278086,13.467926,4.833967,30.803348
13.1,30.216383,5.153878,3.107688,30.8099
13.2,30.89869,0.433491,0.403145,30.90436
13.3,30.510735,3.649219,-2.582418,30.836514
13.4,28.027974,11.769022,-4.876604,30.787311
13.5,24.546327,17.558927,-6.578874,30.888827
13.6,24.167567,16.885947,-9.157783,30.871856
13.7,26.088774,10.27252,-12.714194,30.786352
13.8,26.577131,2.93403,-15.421091,30.866851
13.9,26.096833,1.649221,-16.471682,30.904384
14,25.58981,7.600846,-15.370908,30.803831
14.1,24.011227,15.138937,-12.045115,30.835227
14.2,23.234613,17.933204,-9.712642,30.915732
14.3,25.016166,14.200386,-11.0926,30.830266
14.4,26.649928,6.261473,-14.120881,30.802987
14.5,27.020966,0.262157,-14.992237,30.902565
14.6,28.415166,0.653657,-12.018282,30.859165
14.7,29.785338,5.630255,-5.378493,30.786268
14.8,29.423334,9.253901,1.460917,30.87882
14.9,29.718489,7.479496,3.887086,30.89079
15,30.76631,0.790601,0.956655,30.791332
15.1,29.936642,-6.556179,-3.501681,30.845547
15.2,28.914401,-10.162753,-4.010264,30.909649
15.3,29.367978,-9.219442,1.470114,30.816188
15.4,28.722724,-5.893949,9.488674,30.818314
15.5,27.274605,-4.223209,13.929433,30.915509
15.6,27.816694,-6.333121,11.748461,30.852929
15.7,28.791757,-10.003035,4.433556,30.800688
15.8,28.525997,-11.732451,-1.876957,30.901551
15.9,28.928282,-10.72987,-1.435447,30.887475
16,29.323772,-7.687409,5.412488,30.794072
16.1,27.985681,-3.944137,12.405548,30.865064
16.2,27.76622,-1.178204,13.519003,30.904928
16.3,29.841514,0.635878,7.617322,30.804933
16.4,30.705257,2.592762,-1.038251,30.832016
16.5,30.03618,5.272324,-5.087331,30.916831
16.6,29.694765,8.236859,-1.100154,30.835617
16.7,28.082613,10.231173,7.455562,30.804147
16.8,25.457767,11.540246,13.187984,30.90628
16.9,24.746585,14.169963,11.824887,30.870848
17,24.752189,17.744237,4.571416,30.796536
17.1,23.378482,20.046229,-2.374304,30.887571
17.2,22.686604,20.805377,-2.762664,30.905954
17.3,23.481188,19.596953,3.697352,30.807096
17.4,23.754685,16.215995,11.176473,30.857043
17.5,23.974109,14.223578,13.387359,30.92393
17.6,24.794786,16.088385,8.765237,30.82932
17.7,24.294156,18.958513,0.558188,30.821143
17.8,23.621719,19.337389,-4.888618,30.91632
17.9,25.875432,16.300844,-4.11086,30.857004
18,29.146989,9.925483,0.762783,30.800066
18.1,30.437347,3.500985,4.012011,30.899599
18.2,30.804441,1.679341,1.610933,30.892214
18.3,29.918011,4.861714,-5.462161,30.798682
18.4,26.952813,8.64186,-12.316293,30.867895
18.5,25.59116,8.286522,-15.237365,30.915226
18.6,27.346866,2.527557,-13.982418,30.817975
18.7,28.513796,-5.289958,-10.493322,30.840396
18.8,28.127069,-9.245983,-8.942641,30.928806
18.9,27.911217,-6.402557,-11.482517,30.852503
19,26.774597,1.04338,-15.223178,30.817411
19.1,25.207117,6.660848,-16.620447,30.919329
19.2,26.137161,5.587944,-15.479017,30.886506
19.3,28.193682,-1.349646,-12.336695,30.804209
19.4,28.637844,-7.956157,-8.403434,30.887607
19.5,29.224919,-8.209745,-5.820079,30.909046
19.6,30.44925,-1.408095,-4.480932,30.809387
19.7,29.896399,7.15498,-2.651747,30.854824
19.8,29.136986,10.366706,0.155397,30.926634
19.9,30.129923,5.766574,3.122734,30.835323
20,30.215195,-2.952605,5.325878,30.822733
20.1,28.896226,-8.376129,7.139814,30.921325
20.2,28.526272,-6.287262,9.979428,30.868541
20.3,27.697175,1.275305,13.431551,30.808546
20.4,25.518225,7.49837,15.743861,30.907515
20.5,25.212552,7.028913,16.435445,30.906347
20.6,26.980159,0.325328,14.877602,30.811976
20.7,27.836762,-6.82686,11.487421,30.878021
20.8,28.11793,-8.316395,9.839935,30.929027
20.9,28.323894,-2.969719,11.804831,30.828822
21,26.701186,5.109097,14.563265,30.840637
21.1,25.390485,9.833454,14.669834,30.928589
21.2,27.503759,8.791607,10.876792,30.855367
21.3,30.287412,4.180226,3.85193,30.816213
21.4,30.796474,1.404907,-2.367182,30.919252
21.5,30.361879,4.374115,-3.657689,30.892641
21.6,28.581697,11.498022,-0.057791,30.807811
21.7,25.107956,17.561252,3.919043,30.889576
21.8,23.544673,19.78608,3.181342,30.918627
21.9,24.587867,18.296709,-3.248561,30.820219
22,24.801309,14.735026,-10.963411,30.861339
22.1,24.023103,13.407647,-14.151415,30.937631
22.2,23.906626,16.31372,-10.680547,30.850256
22.3,23.335731,19.928905,-3.006665,30.834358
22.4,22.64169,20.959329,2.239146,30.934663
22.5,23.73264,19.761829,0.252727,30.88417
22.6,24.958052,16.57446,-7.207254,30.814957
22.7,24.891623,12.584046,-13.315819,30.907315
22.8,26.104929,10.364559,-12.905413,30.91021
22.9,28.701482,9.537208,-5.903024,30.815241
23,29.776348,7.810051,2.41075,30.877816
23.1,30.132764,4.970944,4.922544,30.934207
23.2,30.762621,2.082322,-0.453308,30.836349
23.3,29.496935,-0.343462,-9.008253,30.843731
23.4,27.741554,-2.57608,-13.446111,30.935868
23.5,28.482223,-5.441925,-10.582703,30.868191
23.6,29.449738,-8.682724,-2.730515,30.824219
23.7,28.731545,-10.96351,3.276673,30.926313
23.8,28.608023,-11.508902,2.074483,30.905942
23.9,28.796392,-9.667381,-5.219207,30.820943
24,27.713168,-6.444209,-12.055543,30.901191
24.1,27.657742,-5.153349,-12.861838,30.934359
24.2,29.154404,-7.117902,-7.068083,30.831828
24.3,29.275993,-9.700828,1.126904,30.861947
24.4,28.952793,-9.470091,5.407994,30.93854
24.5,30.258199,-4.980161,3.411752,30.854508
24.6,30.696536,2.361704,-1.71153,30.834791
24.7,29.580192,8.099734,-4.060913,30.936782
24.8,29.594996,8.84441,-0.472657,30.891921
24.9,29.59439,4.925586,7.05199,30.819148
25,27.876824,0.904606,13.322461,30.909927
25.1,26.770174,2.101232,15.329026,30.919839
25.2,26.325097,8.958465,13.3006,30.82484
25.3,24.417734,16.198103,9.756369,30.883507
25.4,23.08974,18.533784,8.99756,30.945005
25.5,24.287055,14.606262,12.186817,30.849999
25.6,25.611357,6.976297,15.72636,30.853342
25.7,26.013735,2.339656,16.600071,30.947548
25.8,26.491812,5.200269,14.9938,30.881596
25.9,25.600723,12.810318,11.441425,30.828679
26,23.854366,18.166371,7.575574,30.926318
26.1,25.116277,17.200293,5.363538,30.910273
26.2,28.767232,10.266451,4.138413,30.82337
26.3,30.724906,2.467357,2.179906,30.900804
26.4,30.921953,0.7687,-0.727482,30.94006
26.5,29.883804,6.675105,-3.664761,30.838762
26.6,26.546458,14.641145,-5.79159,30.864544
26.7,23.965574,17.9747,-7.76003,30.946028
26.8,25.001962,14.518982,-10.8083,30.866135
26.9,26.634948,6.646169,-14.056799,30.841297
27,26.472411,1.087125,-15.986644,30.944195
27.1,26.066314,3.032548,-16.324312,30.905214
27.2,25.157165,10.596963,-14.330644,30.830925
27.3,23.484197,16.820374,-11.031102,30.921153
27.4,23.80303,16.966763,-10.126551,30.935455
27.5,25.972672,10.93486,-12.516305,30.835187
27.6,26.922528,2.898255,-14.852865,30.884138
27.7,27.500854,-0.707426,-14.176008,30.947643
27.8,29.238703,2.210569,-9.605288,30.855306
27.9,29.822147,7.549488,-2.381081,30.854899
28,29.352693,9.334247,3.053363,30.952089
28.1,30.265706,5.269579,3.234315,30.890811
28.2,30.725654,-2.437495,-0.825879,30.833249
28.3,29.397447,-8.695694,-4.107658,30.930532
28.4,29.071731,-10.321987,-2.098064,30.921042
28.5,29.383962,-7.840236,5.070221,30.8317
28.6,28.021308,-4.535544,12.220343,30.904719
28.7,27.211565,-4.347894,14.088045,30.949095
28.8,28.355496,-7.660182,9.435484,30.850298
28.9,28.78873,-11.024595,1.696021,30.874086
29,28.579797,-11.682622,-2.283459,30.959694
29.1,29.3016,-9.676725,1.163422,30.880031
29.2,28.921193,-5.948409,8.918059,30.843974
29.3,27.533518,-2.350235,13.922558,30.942784
29.4,28.488021,-0.121132,11.99088,30.90895
29.5,30.523504,1.454365,4.115279,30.833991
29.6,30.51843,3.516425,-3.53876,30.923496
29.7,29.946004,6.417029,-4.42526,30.94389
29.8,29.338247,9.272277,2.135776,30.842656
29.9,26.947174,10.973451,10.363262,30.886308
30,24.865139,12.691295,13.3737,30.954805
30.1,24.863679,15.866475,9.096123,30.865628
30.2,24.34655,18.938144,0.954615,30.859668
30.3,22.912709,20.456555,-3.867456,30.95836
30.4,22.980993,20.630286,-1.113569,30.902666
30.5,23.718592,18.532605,6.72969,30.84344
30.6,23.724862,15.288281,12.678795,30.941113
30.7,24.314581,14.859734,12.042887,30.93609
30.8,24.828817,17.527142,5.243371,30.840944
30.9,23.859646,19.464327,-2.644017,30.905235
31,24.212166,18.439344,-5.642374,30.952783
31.1,27.383086,13.993151,-2.545549,30.856466
31.2,29.941771,7.088514,2.566686,30.876279
31.3,30.648565,2.144495,3.861774,30.96525
31.4,30.774897,2.523872,-0.853532,30.890011
31.5,28.912167,6.461044,-8.603662,30.849335
31.6,26.060008,8.857122,-14.150607,30.948543
31.7,26.187233,6.197108,-15.228575,30.920621
31.8,28.173406,-1.011522,-12.508623,30.84201
31.9,28.492636,-7.842454,-9.120633,30.927662
32,28.097664,-9.126534,-9.239107,30.95373
32.1,27.737229,-3.918334,-12.934099,30.854467
32.2,26.103036,3.569168,-16.138886,30.896134
32.3,25.327425,6.768994,-16.485722,30.968964
32.4,27.16393,2.906801,-14.394738,30.879395
32.5,28.635502,-4.73221,-10.494558,30.862948
32.6,28.776405,-9.162271,-6.81627,30.959494
32.7,29.859603,-6.245825,-4.97425,30.908727
32.8,30.53182,2.219715,-3.801362,30.84752
32.9,29.448583,9.354014,-1.692977,30.944835
33,29.449658,9.414984,1.310814,30.9458
33.1,30.464521,2.423244,4.203971,30.848542
33.2,29.705483,-5.787632,6.276809,30.908102
33.3,28.616262,-8.280843,8.43244,30.960763
33.4,28.405574,-3.302215,11.61459,30.865514
33.5,26.810449,4.705203,14.58063,30.879344
33.600001,24.985212,8.596898,16.156414,30.970909
33.700001,25.836911,5.197244,16.13282,30.900246
33.800001,27.498476,-2.636533,13.749894,30.857366
33.900001,27.905972,-8.076677,10.698444,30.958564
34.000001,28.317117,-6.621556,10.547379,30.93463
34.100001,27.883275,0.641799,13.180836,30.848393
34.200001,25.841024,8.02367,14.976745,30.926375
34.300001,25.841675,10.389867,13.512064,30.956701
34.400001,28.837772,7.280847,8.227005,30.859544
34.500001,30.777806,2.540486,1.004808,30.898819
34.600001,30.723992,1.79634,-3.515471,30.976588
34.700001,29.97168,6.987496,-2.652872,30.889552
34.800001,27.253261,14.399095,1.638932,30.866815
34.900001,24.071619,19.053015,4.04262,30.964544
35.000001,23.868331,19.638465,0.782736,30.918913
35.100001,24.971781,16.763794,-6.876747,30.852946
35.200001,24.553349,13.406469,-13.234647,30.947637
35.300001,24.002862,13.890138,-13.751453,30.954414
35.400001,23.870691,17.814711,-8.066139,30.858328
35.500001,22.961643,20.696071,-0.563467,30.91734
35.600001,22.893867,20.769097,1.999624,30.975523
35.700001,24.44011,18.669144,-2.762661,30.878604
35.800001,25.067385,14.67517,-10.485011,30.881546
35.900001,25.181871,11.095078,-14.215059,30.972492
36.000001,27.256696,9.776286,-10.805672,30.907375
36.100001,29.435556,8.980315,-2.328021,30.862886
36.200001,29.881792,6.836616,4.37648,30.964729
36.300001,30.493392,3.847862,3.609462,30.946425
36.400001,30.596917,0.954298,-3.882999,30.857085
36.500001,28.684609,-1.479603,-11.477308,30.930965
36.600001,27.842814,-3.923882,-12.973534,30.966622
36.700001,29.145864,-6.956204,-7.417358,30.868874
36.800001,29.3061,-9.775149,0.683429,30.90094
36.900001,28.531235,-11.348376,4.125931,30.98129
37.000001,28.844387,-11.079245,-0.082004,30.899111
37.100001,28.522713,-8.545902,-8.168292,30.875534
37.200001,27.497101,-5.813725,-13.025545,30.976681
37.300001,28.328525,-5.881862,-10.947382,30.934557
37.400001,29.505034,-8.397294,-3.355283,30.859674
37.500001,29.020338,-9.999456,3.943109,30.947007
37.600001,29.366138,-8.050165,5.59214,30.958799
37.700001,30.754128,-2.101141,1.555055,30.865019
37.800001,30.324669,5.079415,-3.28421,30.922031
37.900001,29.448572,9.013024,-3.410638,30.985246
38.000001,29.821096,7.711411,2.326874,30.889771
38.100001,29.024555,3.181359,10.068879,30.885728
38.200001,27.206145,0.917493,14.785664,30.977928
38.300001,26.652135,4.741581,14.934264,30.916842
38.400001,25.709329,12.501251,11.640891,30.86683
38.500001,23.597325,18.105008,8.621644,30.967044
38.600001,23.339412,17.896639,9.652296,30.954558
38.700001,24.949762,11.955465,13.683612,30.865272
38.800001,25.776254,4.715574,16.448194,30.938568
38.900001,26.199134,2.946351,16.26856,30.979697
39.000001,26.376922,8.411168,13.676971,30.879593
39.100001,24.773106,15.829578,9.521376,30.902086
39.200001,23.881293,18.762037,6.136707,30.983695
39.300001,26.585507,15.063235,4.638511,30.906408
39.400001,29.910556,6.855926,3.457018,30.880351
39.500001,30.949945,0.810743,1.182988,30.983154
39.600001,30.794512,2.393467,-1.910575,30.94642
39.700001,28.810403,10.01216,-4.744659,30.867369
39.800001,25.191887,16.649944,-6.792624,30.951438
39.900001,24.084013,17.182638,-9.152002,30.968402
40.000001,25.932746,11.287896,-12.376848,30.872484
40.100001,26.826408,3.365758,-15.008922,30.923329
40.200001,26.373596,0.543381,-16.264997,30.990514
40.300001,25.953975,5.426803,-15.864263,30.898768
40.400001,24.529932,13.390638,-13.167457,30.893505
40.500001,23.323732,17.490179,-10.511478,30.990224
40.600001,24.733542,14.911754,-11.07581,30.931894
40.700001,26.669262,7.23783,-13.764932,30.872465
40.800001,27.125955,0.302218,-14.9358,30.967513
40.900001,28.237364,-0.478172,-12.688374,30.960817
41.000001,29.809241,4.310599,-6.779886,30.872948
41.100001,29.619034,8.958394,0.234289,30.94503
41.200001,29.578995,8.456268,3.749321,30.991657
41.300001,30.738702,2.369564,1.947505,30.891348
41.400001,30.327322,-5.479052,-2.337625,30.906811
41.500001,29.081993,-10.042832,-3.715582,30.990746
41.600001,29.353394,-9.676861,0.724286,30.915821
41.700001,29.013521,-6.156599,8.604073,30.882328
41.800001,27.407697,-3.641585,13.983945,30.983766
41.900001,27.546545,-5.123803,13.152745,30.952548
42.000001,28.747013,-9.106223,6.625326,30.874083
42.100001,28.672568,-11.674926,-0.344193,30.960273
42.200001,28.857731,-11.191228,-1.397272,30.983295
42.300001,29.436072,-8.197191,4.477905,30.882486
42.400001,28.266599,-4.098107,11.84947,30.922565
42.500001,27.538736,-0.972417,14.183603,30.991969
42.600001,29.438285,0.732658,9.382504,30.906
42.700001,30.815092,2.205942,0.607552,30.899922
42.800001,30.276546,4.507882,-4.89863,30.999787
42.900001,29.88677,7.622997,-2.510014,30.945586
43.000001,28.5874,10.234384,5.619491,30.879779
43.100001,25.844138,11.823078,12.309525,30.971423
43.200001,24.69378,14.117,12.249237,30.969603
43.300001,24.87938,17.410348,5.601656,30.878509
43.400001,23.765836,19.703899,-2.125334,30.944719
43.500001,22.75856,20.648727,-4.051215,30.995714
43.600001,23.375333,20.154598,1.456704,30.898803
43.700001,23.758621,17.362589,9.471935,30.913575
43.800001,23.820405,14.926031,13.075724,31.002785
43.900001,24.678333,15.987302,9.594644,30.930101
44.000001,24.571377,18.657757,1.464841,30.887056
44.100001,23.681621,19.347329,-4.991945,30.9848
44.200001,25.351516,16.970777,-5.274675,30.960116
44.300001,28.735313,11.303644,-0.497288,30.882647
44.400001,30.376838,4.654762,3.817717,30.967629
44.500001,30.83133,1.697783,2.703965,30.996207
44.600001,30.400513,3.876183,-3.907732,30.894763
44.700001,27.70826,7.651189,-11.413556,30.928266
44.800001,25.750691,8.134125,-15.22371,31.000378
44.900001,27.125109,3.313292,-14.457629,30.91557
45.000001,28.632559,-4.426905,-10.746159,30.901471
45.100001,28.356841,-9.388786,-8.294452,31.00093
45.200001,28.124815,-7.912561,-10.219432,30.952393
45.300001,27.300684,-1.086733,-14.40451,30.886862
45.400001,25.579741,5.30719,-16.653243,30.980961
45.500001,25.957224,5.661151,-15.944795,30.984877
45.600001,28.085549,-0.397189,-12.850613,30.888413
45.700001,28.785891,-7.468386,-8.556772,30.945479
45.800001,29.129774,-9.037037,-5.549139,31.000076
45.900001,30.425754,-3.266103,-4.348534,30.907987
46.000001,30.242863,5.644554,-3.101924,30.921088
46.100001,29.222309,10.367885,-0.65057,31.013861
46.200001,29.96927,7.283005,2.521896,30.944455
46.300001,30.41939,-1.097765,5.283341,30.894305
46.400001,29.138789,-7.575738,7.341182,30.989575
46.500001,28.537825,-6.829113,9.900588,30.968789
46.600001,27.983239,0.292488,13.069361,30.886169
46.700001,25.844741,7.446462,15.345962,30.966094
46.800001,24.971423,8.442682,16.313118,30.999495
46.900001,26.598686,2.554032,15.518047,30.90021
47.000001,27.758458,-5.227656,12.610747,30.93366
47.100001,28.026471,-8.156572,10.475609,31.012112
47.200001,28.378334,-3.872173,11.670986,30.927907
47.300001,27.087284,4.321649,14.234612,30.903427
47.400001,25.356769,10.059567,14.72758,31.001004
47.500001,26.881897,9.935417,11.710279,30.95932
47.600001,29.963885,5.345774,5.298764,30.894799
47.700001,30.926244,1.489377,-1.309013,30.989746
47.800001,30.602098,3.205642,-3.767334,30.999312
47.900001,29.197629,10.046157,-1.166607,30.899641
48.000001,25.794864,16.859542,2.875303,30.949742
48.100001,23.610236,19.856847,3.119669,31.007579
48.200001,24.445276,18.775269,-2.380508,30.915192
48.300001,25.057055,14.971094,-10.201558,30.920243
48.400001,24.317862,12.702692,-14.461982,31.01396
48.500001,24.078098,15.046801,-12.317533,30.949679
48.600001,23.628675,19.226874,-5.178346,30.899874
48.700001,22.719744,21.066939,0.98242,30.999481
48.800001,23.478936,20.21215,0.491487,30.984399
48.900001,24.970985,17.086729,-6.243955,30.894876
49.000001,25.076162,12.722131,-12.971195,30.966408
49.100001,25.873703,10.024141,-13.83365,31.004867
49.200001,28.406185,9.388638,-7.772767,30.910739
49.300001,29.788107,8.318471,0.974331,30.943135
49.400001,30.055099,5.782893,5.083531,31.025685
49.500001,30.807161,2.6601,1.165152,30.943737
49.600001,30.041256,-0.243209,-7.279602,30.91163
49.700001,28.095814,-2.703285,-12.837124,31.007649
49.800001,28.365019,-5.348002,-11.221293,30.969224
49.900001,29.530907,-8.291687,-3.720279,30.897687
50.000001,28.954662,-10.527942,3.314986,30.987081
50.100001,28.582288,-11.438997,3.647252,31.001617
50.200001,28.967217,-10.357919,-2.954319,30.904921
50.300001,28.104719,-7.49994,-10.592335,30.956775
50.400001,27.663217,-5.712509,-12.823969,31.021614
50.500001,29.049512,-6.952857,-8.022583,30.928598
50.600001,29.471575,-9.353807,0.358638,30.92242
50.700001,28.924981,-9.596152,5.761517,31.015089
50.800001,30.013676,-5.951665,4.708957,30.958316
50.900001,30.890637,0.920023,-0.575576,30.909694
51.000001,29.883826,7.175779,-4.137099,31.010489
51.100001,29.589806,9.077018,-1.75623,31.000536
51.200001,29.781552,6.12781,5.542593,30.906492
51.300001,28.223385,1.952037,12.602569,30.970867
51.400001,26.80795,2.053371,15.455657,31.012254
51.500001,26.461144,8.05693,13.810285,30.916504
51.600001,24.844776,15.578166,9.869269,30.940986
51.700001,23.138268,18.991253,8.156706,31.025457
51.800001,23.932068,16.311876,10.907065,30.948106
51.900001,25.413317,9.11285,15.0631,30.915654
52.000001,25.877855,3.442679,16.74784,31.016214
52.100001,26.390714,4.811386,15.50227,30.982891
52.200001,25.910014,11.895764,11.926255,30.904265
52.300001,24.064203,17.971086,7.627137,30.987401
52.400001,24.60518,18.181328,5.051962,31.00803
52.500001,28.159232,12.087478,4.087332,30.9153
52.600001,30.613226,3.781008,2.724678,30.965941
52.700001,31.032226,0.448819,0.088066,31.035597
52.800001,30.369009,5.033845,-3.147069,30.943826
52.900001,27.399662,13.113239,-5.826141,30.929637
53.000001,24.314168,17.557831,-7.930276,31.021694
53.100001,24.770063,15.221977,-10.66275,30.967061
53.200001,26.653411,7.610663,-13.679906,30.910619
53.300001,26.776709,0.947752,-15.607463,31.007794
53.400001,26.334855,1.350463,-16.304911,31.003201
53.500001,25.628964,8.39317,-15.106221,30.910953
53.600001,23.901914,15.541687,-12.1149,30.977675
53.700001,23.667089,17.038001,-10.59329,31.026479
53.800001,25.759117,11.911069,-12.29576,30.928812
53.900001,27.056269,3.615749,-14.572068,30.942859
54.000001,27.479875,-1.196111,-14.359487,31.02852
54.100001,29.077684,0.812495,-10.595116,30.958494
54.200001,29.990821,6.506941,-3.829975,30.92666
54.300001,29.436628,9.566011,2.191421,31.029436
54.400001,30.07261,6.622008,3.581003,31.000588
54.500001,30.900359,-0.912725,0.353759,30.91586
54.600001,29.771199,-7.991284,-3.220237,30.992819
54.700001,29.092321,-10.513258,-2.26507,31.016484
54.800001,29.484587,-8.345653,4.12795,30.919747
54.900001,28.342195,-4.509581,11.619354,30.961682
55.000001,27.137527,-3.414648,14.662219,31.033625
55.100001,28.097138,-6.415035,11.272254,30.946172
55.200001,28.879738,-10.416775,3.784878,30.933377
55.300001,28.639941,-11.874442,-1.325052,31.032312
55.400001,29.238378,-10.223368,0.682346,30.981697
