time,PN_m,PE_m,PD_m,P_m
15.8,448.940387,77.100447,-13.083882,455.700711
16,455.205498,75.202351,-12.676405,461.549705
16.2,461.233331,74.680611,-10.001338,467.347201
16.4,467.733886,75.06042,-9.329602,473.81019
16.6,474.216529,76.518899,-9.950365,480.453399
16.8,480.00191,78.834202,-7.800646,486.495133
17,485.356561,82.224377,-6.077883,492.309638
17.2,490.375906,86.563954,-6.558661,498.000866
17.4,495.484068,90.344855,-4.978611,503.677914
17.6,500.80004,93.598229,-2.63811,509.478428
17.8,506.016877,97.662058,-3.040972,515.364147
18,511.997532,100.455149,-3.367002,521.770109
18.2,518.679941,101.08345,-2.798771,528.445435
18.4,524.847952,102.559709,-4.660358,534.7949
18.6,530.641787,103.749519,-7.745721,540.744547
18.8,536.80545,102.302798,-9.847458,546.555511
19,542.748678,101.822131,-12.687097,552.362957
19.2,548.391941,103.164804,-16.100032,558.243593
19.4,554.574421,102.262889,-18.323862,564.22181
19.6,561.114046,101.330048,-19.452597,570.521827
19.8,567.602238,103.210906,-19.725644,577.246822
20,574.194516,103.54006,-18.860283,583.759879
20.2,580.5201,102.037414,-17.071279,589.666557
20.4,586.35312,102.963155,-13.999845,595.4892
20.6,592.107768,103.737589,-10.697852,601.221706
20.8,598.27122,102.172857,-8.446885,606.991841
21,604.30553,102.421815,-5.666431,612.949843
21.2,610.185087,104.412197,-2.947128,619.060929
21.4,616.909167,105.074029,-2.781591,625.799656
21.6,623.421139,106.83187,-3.14734,632.5163
21.8,628.8453,110.85248,-2.376673,638.545482
22,634.294015,114.424463,-3.853501,644.543796
22.2,639.637441,117.689763,-6.455161,650.406492
22.4,644.752362,122.096236,-6.521665,656.243576
22.6,650.161364,126.032099,-7.250975,662.303908
22.8,655.860692,128.579761,-10.018612,668.420807
23,662.340198,130.486679,-10.394612,675.15136
23.2,669.139798,131.315074,-9.960209,681.97575
23.4,675.51545,131.076176,-12.36111,688.225896
23.6,681.942752,129.625695,-13.80958,694.290603
23.8,688.351569,127.270781,-13.316429,700.145029
24,694.627482,125.615703,-15.192976,706.057696
24.2,700.98739,124.347247,-17.354801,712.142365
24.4,707.498006,122.352475,-16.727142,718.19451
24.6,714.297341,122.143503,-16.577865,724.854849
24.8,720.976853,124.005949,-17.049369,731.762105
25,727.407293,124.68148,-14.890097,738.16567
25.2,733.383045,125.923488,-11.819144,744.209048
25.4,738.761017,129.673881,-9.749148,750.118792
25.6,744.369684,132.005297,-6.741412,756.013936
25.8,750.31171,132.875904,-3.327023,761.993922
26,755.899416,136.223448,-1.24411,768.077016
26.2,762.00803,139.215116,-0.194429,774.620632
26.4,768.983536,139.666875,-0.042765,781.564147
26.6,775.343092,142.039203,-1.039453,788.246868
26.8,780.935712,145.623279,-3.025797,794.402846
27,786.931858,146.582812,-6.266253,800.492059
27.2,792.73308,148.175959,-9.561129,806.519229
27.4,798.14201,151.913147,-11.842994,812.556785
27.6,804.122873,153.510146,-14.792314,818.778219
27.8,810.593988,153.797624,-17.382332,825.238431
28,817.334469,155.682379,-17.332063,832.209732
28.2,824.263657,156.050914,-17.115559,839.080095
28.4,830.941096,154.069103,-17.826933,845.291779
28.6,837.448258,152.765385,-16.014659,851.418415
28.8,843.806914,151.482429,-13.528142,857.403082
29,850.348128,149.079502,-13.627703,863.42478
29.2,856.971402,147.433815,-12.571634,869.652091
29.4,863.421573,147.1907,-9.797326,875.93259
29.6,870.391386,147.803779,-9.734282,882.905362
29.8,877.216966,149.581926,-9.949672,889.934466
30,883.200634,152.210982,-7.365353,896.250965
30.2,888.85452,156.053971,-6.238734,902.471119
30.4,894.193407,160.617808,-6.70087,908.528938
30.6,899.668654,164.35441,-4.564051,914.569237
30.8,905.357997,167.965649,-2.654058,920.810841
31,910.953458,172.18745,-3.488415,927.090551
31.2,917.559567,174.557542,-3.472391,934.022458
31.4,924.685062,175.184175,-3.174124,941.138691
31.6,931.045046,176.947582,-5.643766,947.727374
31.8,937.335091,177.603786,-8.689407,954.052243
32,943.886777,175.864959,-10.777828,960.191071
32.2,950.096767,175.938189,-13.975934,966.350578
32.4,956.223087,177.088445,-17.388597,972.638306
32.6,962.868116,175.688793,-19.348648,978.956552
32.8,969.872381,175.36225,-20.345574,985.808448
33,976.777522,177.483745,-20.3929,992.980703
33.2,983.752389,177.186633,-19.282622,999.767816
33.4,990.413142,175.979857,-17.109423,1006.071485
33.600001,996.478869,177.442288,-13.732934,1012.24725
33.800001,1002.702586,177.736494,-10.480124,1018.38724
34.000001,1009.290685,176.171987,-8.159219,1024.583246
34.200001,1015.56862,177.142569,-5.076302,1030.914584
34.400001,1022.020792,179.122356,-2.677648,1037.602278
34.600001,1029.238188,179.711257,-2.943894,1044.813883
34.800001,1035.946744,182.157852,-3.020715,1051.84422
35.000001,1041.652484,186.512476,-2.449205,1058.221526
35.200001,1047.474809,189.961616,-4.607275,1064.570392
35.400001,1053.143362,193.597932,-6.950749,1070.812501
35.600001,1058.599692,198.276205,-6.755369,1077.029432
35.800001,1064.438514,202.064715,-8.177083,1083.478824
36.000001,1070.675644,204.525083,-10.914113,1090.089887
36.200001,1077.677746,206.368554,-10.7078,1097.311242
36.400001,1084.899962,207.008625,-10.786602,1104.525622
36.600001,1091.603441,206.528209,-13.522077,1111.051224
36.800001,1098.46766,204.768506,-14.334323,1117.482355
37.000001,1105.271471,202.355491,-13.990024,1123.729723
37.200001,1111.891898,200.862249,-16.383228,1130.007808
37.400001,1118.732483,199.363487,-18.019195,1136.500269
37.600001,1125.681114,197.431903,-17.048443,1142.990803
37.800001,1132.916582,197.858013,-17.258141,1150.193731
38.000001,1140.024972,199.794588,-17.358312,1157.530183
38.200001,1146.734378,200.322412,-14.619664,1164.191796
38.400001,1152.983286,202.3031,-11.651043,1170.654837
38.600001,1158.662183,206.363987,-9.533011,1176.93459
38.800001,1164.723937,208.264615,-6.170034,1183.21345
39.000001,1171.043884,209.607483,-2.807986,1189.658337
39.200001,1176.926552,213.515192,-0.993277,1196.137882
39.400001,1183.7074,216.03155,-0.07179,1203.259259
39.600001,1191.144179,216.533508,-0.162732,1210.66562
39.800001,1197.637631,219.614441,-1.418499,1217.607658
40.000001,1203.693945,222.919189,-3.808883,1224.167711
40.200001,1210.092965,223.537672,-7.33115,1230.588404
40.400001,1216.161554,225.794669,-10.554219,1236.989713
40.600001,1222.019201,229.562015,-12.966487,1243.462012
40.800001,1228.489295,230.57556,-16.18695,1250.045221
41.000001,1235.502906,231.166398,-18.38308,1257.077274
41.200001,1242.699898,233.213736,-17.958739,1264.521332
41.400001,1250.046453,232.970493,-18.053077,1271.698588
41.600001,1257.127719,230.856918,-18.448375,1278.282192
41.800001,1263.942391,229.79094,-15.988196,1284.760626
42.000001,1270.753934,228.235435,-13.852565,1291.161828
42.200001,1277.731197,225.743397,-14.107536,1297.596283
42.400001,1284.69716,224.418612,-12.337496,1304.209615
42.600001,1291.668106,224.438147,-9.728227,1311.058205
42.800001,1299.104825,225.308704,-10.199307,1318.537593
43.000001,1306.240648,227.415895,-9.812088,1325.925675
43.200001,1312.475845,230.417927,-7.0124,1332.566861
43.400001,1318.432269,234.691646,-6.541866,1339.173854
43.600001,1324.146857,239.415962,-6.728853,1345.633746
43.800001,1330.014769,243.147023,-4.138677,1352.063937
44.000001,1336.069483,247.15881,-2.836438,1358.74103
44.200001,1342.159725,251.408297,-3.913733,1365.508761
44.400001,1349.398638,253.331739,-3.542391,1372.977132
44.600001,1356.931348,254.118869,-3.713814,1380.526304
44.800001,1363.531661,256.053313,-6.720757,1387.381367
45.000001,1370.348803,256.070403,-9.612204,1394.101965
45.200001,1377.296115,254.26476,-11.818383,1400.619445
45.400001,1383.791644,254.890626,-15.361025,1407.154756
45.600001,1390.465568,255.625022,-18.668738,1413.890792
45.800001,1397.599372,253.904653,-20.365878,1420.621817
46.000001,1405.061971,254.313123,-21.238137,1428.049496
46.200001,1412.44732,256.416257,-21.027551,1435.687601
46.400001,1419.790141,255.53558,-19.64315,1442.736403
46.600001,1426.780985,254.869182,-17.056238,1449.466521
46.800001,1433.137674,256.695402,-13.425276,1456.006992
47.000001,1439.857111,256.43502,-10.261227,1462.550072
47.200001,1446.876623,255.133328,-7.753028,1469.21921
47.400001,1453.425878,256.798986,-4.443162,1475.944526
47.600001,1460.526294,258.612847,-2.504695,1483.247765
47.800001,1468.22048,259.306854,-3.076123,1490.946305
48.000001,1475.087824,262.489666,-2.839451,1498.26332
48.200001,1481.173039,267.036434,-2.701292,1505.054593
48.400001,1487.367746,270.395367,-5.456524,1511.756012
48.600001,1493.365392,274.479402,-7.373923,1518.398338
48.800001,1499.237615,279.354531,-7.148271,1525.058516
49.000001,1505.518513,282.937075,-9.285061,1531.902606
49.200001,1512.371172,285.357082,-11.72713,1539.101281
49.400001,1519.906761,287.107157,-11.060995,1546.825597
49.600001,1527.519597,287.537188,-11.812274,1554.391612
49.800001,1534.63452,286.776089,-14.630584,1561.267975
50.000001,1541.928434,284.733689,-14.790259,1568.067384
50.200001,1549.150047,282.342141,-14.839933,1574.739082
50.400001,1556.166276,280.963737,-17.602237,1581.424655
50.600001,1563.487176,279.212819,-18.567512,1588.331421
50.800001,1570.944891,277.518862,-17.464162,1595.365026
51.000001,1578.618006,278.578304,-18.0079,1603.111027
51.200001,1586.163475,280.432518,-17.550438,1610.858462
51.400001,1593.168786,280.97499,-14.331245,1617.819245
51.600001,1599.682704,283.765385,-11.558147,1624.697245
51.800001,1605.755184,287.913865,-9.251331,1631.388884
52.000001,1612.285695,289.432947,-5.564868,1638.068241
52.200001,1618.957681,291.450966,-2.361738,1644.98426
52.400001,1625.248843,295.726178,-0.798217,1651.934748
52.600001,1632.725983,297.685897,-0.003265,1659.641837
52.800001,1640.583038,298.510969,-0.368714,1667.519607
53.000001,1647.233657,302.214185,-1.915969,1674.728577
53.200001,1653.816829,305.034694,-4.722541,1681.718933
53.400001,1660.617242,305.538416,-8.470833,1688.51269
53.600001,1666.961075,308.498654,-11.596819,1695.306795
53.800001,1673.356615,312.046868,-14.248574,1702.262797
54.000001,1680.340006,312.557294,-17.642395,1709.25301
54.200001,1687.902391,313.595991,-19.32613,1716.895579
54.400001,1695.61133,315.608233,-18.677369,1724.834828
54.600001,1703.358789,314.725802,-19.070992,1732.295355
54.800001,1710.873269,312.651452,-18.924897,1739.30918
55.000001,1718.020043,311.763835,-15.939131,1746.151085
55.200001,1725.308602,309.884194,-14.287657,1752.97522
55.400001,1732.76626,307.410539,-14.438532,1759.883127
55.600001,1740.075589,306.455769,-11.976693,1766.896045
55.800001,1747.642333,306.721662,-9.786333,1774.380927
56.000001,1755.549081,307.888542,-10.62101,1782.375027
56.200001,1762.956385,310.336165,-9.515911,1790.087792
56.400001,1769.513282,313.780164,-6.77679,1797.131373
56.600001,1775.776721,318.453511,-6.933696,1804.118532
56.800001,1781.906981,323.271884,-6.623779,1811.005542
57.000001,1788.206195,327.083738,-3.77138,1817.877716
57.200001,1794.622865,331.494501,-3.185361,1824.984926
57.400001,1801.337838,335.627074,-4.283611,1832.343278
57.600001,1809.206109,337.133237,-3.62185,1840.352869
57.800001,1817.091361,338.209938,-4.427958,1848.303705
58.000001,1824.028843,340.1405,-7.847637,1855.488714
58.200001,1831.379074,339.484626,-10.517485,1862.608316
58.400001,1838.727062,337.858671,-12.982989,1869.554559
58.600001,1845.556163,338.954113,-16.820526,1876.4995
58.800001,1852.80902,339.105718,-19.919908,1883.690727
59.000001,1860.481702,337.321532,-21.385641,1890.935039
59.200001,1868.399708,338.503623,-22.127293,1898.944915
59.400001,1876.310239,340.318789,-21.628279,1907.046086
59.600001,1884.021367,338.991534,-19.934578,1914.379576
59.800001,1891.325311,339.040543,-16.93784,1921.548025
