time,PN_m,PE_m,PD_m,P_m
13.975,381.13463,71.764352,-7.975446,387.914083
14,381.763076,72.031843,-8.334187,388.588589
14.025,382.380374,72.350078,-8.670169,389.261423
14.05,382.98523,72.713605,-8.982033,389.93029
14.075,383.577948,73.114663,-9.270413,390.594081
14.1,384.160633,73.543934,-9.537985,391.253211
14.125,384.737043,73.991204,-9.789264,391.909582
14.15,385.312118,74.445863,-10.030181,392.566197
14.175,385.891274,74.89721,-10.267507,393.226512
14.2,386.4796,75.334655,-10.508217,393.893658
14.225,387.081075,75.747924,-10.758826,394.569713
14.25,387.697979,76.127393,-11.024781,395.25517
14.275,388.3306,76.464592,-11.309958,395.948739
14.3,388.977316,76.752837,-11.616338,396.647563
14.325,389.635065,76.987891,-11.943899,397.347802
14.35,390.300108,77.168465,-12.29075,398.045486
14.375,390.968917,77.296458,-12.653451,398.73744
14.4,391.638974,77.376844,-13.027432,399.422052
14.425,392.309315,77.417254,-13.407399,400.099723
14.45,392.980682,77.42734,-13.787638,400.772889
14.475,393.655283,77.418046,-14.162171,401.445641
14.5,394.336209,77.400868,-14.524788,402.123003
14.525,395.026659,77.387152,-14.869034,402.810031
14.55,395.729122,77.387429,-15.188261,403.510887
14.575,396.444706,77.410777,-15.475815,404.228072
14.6,397.172764,77.464231,-15.725422,404.961974
14.625,397.910916,77.552286,-15.931725,405.710825
14.65,398.655483,77.676584,-16.090884,406.471109
14.675,399.402251,77.835852,-16.201093,407.238325
14.7,400.147366,78.02611,-16.262908,408.007929
14.725,400.88816,78.241123,-16.279297,408.776229
14.75,401.623698,78.472976,-16.255446,409.541014
14.775,402.354918,78.712679,-16.198366,410.301783
14.8,403.084349,78.950689,-16.116419,411.059536
14.825,403.815473,79.17734,-16.018826,411.81621
14.85,404.551883,79.383194,-15.915198,412.573885
14.875,405.296393,79.55938,-15.815066,413.333978
14.9,406.050317,79.697983,-15.727394,414.096582
14.925,406.813053,79.792497,-15.660044,414.860144
14.95,407.582093,79.838291,-15.619229,415.621553
14.975,408.353475,79.833,-15.609005,416.376644
15,409.122582,79.776727,-15.630909,417.121012
15.025,409.885105,79.671987,-15.683811,417.850938
15.05,410.63794,79.523395,-15.763997,418.564202
15.075,411.379799,79.337158,-15.865471,419.260584
15.1,412.111411,79.120511,-15.980389,419.941952
15.125,412.835265,78.881187,-16.099547,420.611926
15.15,413.554991,78.627019,-16.212878,421.275202
15.175,414.274507,78.36567,-16.309956,421.936678
15.2,414.997117,78.104441,-16.380526,422.600558
15.225,415.724741,77.850098,-16.415103,423.2696
15.25,416.457456,77.608647,-16.40563,423.944642
15.275,417.193434,77.385027,-16.346133,424.62454
15.3,417.929327,77.182771,-16.233281,425.306504
15.325,418.661014,77.00368,-16.066708,425.986796
15.35,419.384538,76.847623,-15.84904,426.661623
15.375,420.097017,76.712504,-15.585612,427.328004
15.4,420.79731,76.594426,-15.283964,427.984441
15.425,421.486305,76.488037,-14.953246,428.631222
15.45,422.166766,76.38698,-14.603658,429.27033
15.475,422.842813,76.284416,-14.246014,429.904996
15.5,423.51914,76.173561,-13.891406,430.539016
15.525,424.20014,76.048213,-13.550911,431.17597
15.55,424.88911,75.903237,-13.235236,431.818514
15.575,425.587685,75.734985,-12.954224,432.467892
15.6,426.295625,75.541588,-12.716218,433.123763
15.625,427.011011,75.323066,-12.527359,433.784396
15.65,427.730802,75.08123,-12.390944,434.447195
15.675,428.451636,74.819362,-12.307006,435.109415
15.7,429.170663,74.541758,-12.27221,435.768905
15.725,429.886221,74.253222,-12.280084,436.424684
15.75,430.598185,73.958615,-12.321511,437.077216
15.775,431.307913,73.662551,-12.385389,437.728323
15.8,432.01783,73.369261,-12.45933,438.380757
15.825,432.730737,73.082604,-12.530369,439.037547
15.85,433.44902,72.806147,-12.585658,439.701247
15.875,434.173922,72.543251,-12.613178,440.373262
15.9,434.905067,72.297081,-12.602482,441.053407
15.925,435.640351,72.070517,-12.545431,441.739813
15.95,436.376255,71.865971,-12.436825,442.429236
15.975,437.108543,71.685172,-12.274816,443.117719
16,437.833175,71.528974,-12.061009,443.801477
16.025,438.547243,71.397276,-11.800216,444.477784
16.05,439.249694,71.289065,-11.499939,445.145677
16.075,439.941678,71.202595,-11.1697,445.806294
16.1,440.626458,71.135652,-10.820383,446.462806
16.125,441.308899,71.085856,-10.46367,447.119929
16.15,441.99466,71.050944,-10.111596,447.783162
16.175,442.689224,71.028988,-9.77618,448.457846
16.2,443.396955,71.018545,-9.469009,449.148256
16.225,444.120351,71.018723,-9.200721,449.856864
16.25,444.859636,71.029179,-8.980342,450.583939
16.275,445.612798,71.050069,-8.814554,451.327569
16.3,446.376069,71.081965,-8.707022,452.084121
16.325,447.144739,71.125757,-8.657943,452.849038
16.35,447.914131,71.18256,-8.663925,453.617779
16.375,448.680479,71.253631,-8.718221,454.386685
16.4,449.441523,71.340289,-8.81126,455.153554
16.425,450.196684,71.443831,-8.931341,455.917804
16.45,450.946807,71.565427,-9.065377,456.68021
16.475,451.693575,71.705987,-9.199604,457.44231
16.5,452.43872,71.866003,-9.320265,458.205614
16.525,453.183255,72.045383,-9.414289,458.970837
16.55,453.92689,72.243342,-9.470009,459.73732
16.575,454.667786,72.458366,-9.477901,460.502813
16.6,455.402717,72.688326,-9.431287,461.263674
16.625,456.127628,72.930734,-9.326855,462.015471
16.65,456.838435,73.183118,-9.164892,462.753844
16.675,457.531908,73.443459,-8.949161,463.475432
16.7,458.206377,73.710583,-8.686447,464.178617
16.725,458.862135,73.984438,-8.385889,464.863936
16.75,459.501416,74.266186,-8.05825,465.534051
16.775,460.127993,74.558086,-7.715265,466.193312
16.8,460.746484,74.863197,-7.369108,466.847004
16.825,461.361507,75.184928,-7.031972,467.500441
16.85,461.976854,75.526511,-6.715675,468.158059
16.875,462.594834,75.890482,-6.431183,468.822681
16.9,463.215916,76.278269,-6.188022,469.495102
16.925,463.838746,76.689952,-5.993597,470.174068
16.95,464.460552,77.124275,-5.852528,470.856677
16.975,465.077847,77.578892,-5.766144,471.539114
17,465.687265,78.050794,-5.732276,472.21755
17.025,466.286363,78.5368,-5.745389,472.889004
17.05,466.87417,79.033965,-5.797034,473.551965
17.075,467.451419,79.539819,-5.876495,474.206648
17.1,468.020394,80.052354,-5.971535,474.854849
17.125,468.584484,80.569796,-6.069122,475.499469
17.15,469.147532,81.090232,-6.156136,476.143813
17.175,469.713124,81.611212,-6.220041,476.790833
17.2,470.283969,82.129478,-6.24959,477.442478
17.225,470.861469,82.640913,-6.235526,478.099284
17.25,471.4456,83.140794,-6.171253,478.760305
17.275,472.035094,83.624309,-6.053342,479.423401
17.3,472.627915,84.087266,-5.881789,480.085836
17.325,473.221886,84.526813,-5.659918,480.745016
17.35,473.815317,84.942026,-5.393977,481.399208
17.375,474.407477,85.334216,-5.092503,482.048044
17.4,474.998791,85.706917,-4.765615,482.692695
17.425,475.590718,86.065558,-4.424362,483.335687
17.45,476.185354,86.416894,-4.080211,483.980391
17.475,476.784838,86.768289,-3.744665,484.630312
17.5,477.390717,87.126929,-3.428926,485.288323
17.525,478.003407,87.49908,-3.143521,485.955994
17.55,478.621893,87.889442,-2.897824,486.633196
17.575,479.24376,88.300723,-2.699463,487.318055
17.6,479.865595,88.733465,-2.553719,488.007314
17.625,480.483672,89.186165,-2.463019,488.697041
17.65,481.094801,89.655646,-2.42669,489.383522
17.675,481.697126,90.137582,-2.441014,490.064142
17.7,482.290701,90.627035,-2.499602,490.738044
17.725,482.877714,91.118866,-2.593975,491.406413
17.75,483.462318,91.607955,-2.71424,492.072349
17.775,484.050102,92.0892,-2.849753,492.74034
17.8,484.647311,92.557377,-2.989716,493.415466
17.825,485.259933,93.006973,-3.123701,494.102476
17.85,485.89282,93.432125,-3.242166,494.804917
17.875,486.548979,93.82676,-3.336959,495.524475
17.9,487.22918,94.184983,-3.401842,496.260675
17.925,487.931971,94.501667,-3.432949,497.011024
17.95,488.654097,94.773113,-3.42911,497.771562
17.975,489.391247,94.997651,-3.391952,498.537713
18,490.138938,95.176016,-3.325752,499.30523
18.025,490.893321,95.311446,-3.237057,500.070998
18.05,491.651719,95.409484,-3.134158,500.83351
18.075,492.412766,95.477571,-3.026516,501.592921
18.1,493.176158,95.524502,-2.924199,502.350679
18.125,493.942085,95.559837,-2.837368,503.108852
18.15,494.710514,95.593303,-2.77578,503.869306
18.175,495.480521,95.634193,-2.748293,504.632935
18.2,496.249854,95.690782,-2.762341,505.399123
18.225,497.014866,95.769758,-2.823426,506.165581
18.25,497.77088,95.87574,-2.93471,506.928614
18.275,498.512911,96.010948,-3.096799,507.683774
18.3,499.236601,96.175078,-3.307792,508.426761
18.325,499.939137,96.36541,-3.563623,509.154331
18.35,500.619924,96.577114,-3.858593,509.865018
18.375,501.280871,96.803659,-4.185992,510.55948
18.4,501.926218,97.037259,-4.538661,511.240411
18.425,502.561968,97.269268,-4.909392,511.912048
18.45,503.195024,97.49053,-5.291139,512.57939
18.475,503.832189,97.691715,-5.677094,513.247284
18.5,504.479201,97.863713,-6.060701,513.919549
18.525,505.139943,97.998128,-6.435734,514.598303
18.55,505.815983,98.08787,-6.796502,515.283642
18.575,506.506528,98.127784,-7.138188,515.973719
18.6,507.208805,98.115205,-7.457294,516.665246
18.625,507.918798,98.050299,-7.75207,517.35429
18.65,508.632171,97.936117,-8.022817,518.037193
18.675,509.345145,97.778365,-8.271988,518.711395
18.7,510.055157,97.584953,-8.504036,519.375977
18.725,510.761132,97.365443,-8.725043,520.031816
18.75,511.463356,97.130509,-8.942183,520.681345
18.775,512.163016,96.891457,-9.163079,521.327989
18.8,512.861534,96.6598,-9.39513,521.975419
18.825,513.559868,96.446824,-9.644846,522.62678
18.85,514.257972,96.263083,-9.917264,523.284049
18.875,514.954539,96.117792,-10.215501,523.947672
18.9,515.647106,96.01816,-10.540518,524.616553
18.925,516.332533,95.968765,-10.891149,525.288402
18.95,517.007715,95.971108,-11.264411,525.960377
18.975,517.670391,96.023447,-11.656027,526.62985
19,518.319814,96.120952,-12.061049,527.295112
19.025,518.957148,96.256123,-12.474449,527.955845
19.05,519.585481,96.419377,-12.891545,528.613242
19.075,520.209458,96.599678,-13.308204,529.269767
19.1,520.83462,96.785132,-13.720814,529.928602
19.125,521.466554,96.963553,-14.126114,530.592918
19.15,522.110029,97.123014,-14.520963,531.265113
19.175,522.768249,97.252453,-14.902171,531.946197
19.2,523.442389,97.34235,-15.266472,532.635459
19.225,524.131506,97.385428,-15.610669,533.330526
19.25,524.832871,97.377274,-15.93192,534.027811
19.275,525.542663,97.316768,-16.228096,534.723289
19.3,526.25687,97.206194,-16.498101,535.413415
19.325,526.972194,97.051031,-16.74205,536.095973
19.35,527.686746,96.859469,-16.961278,536.770662
19.375,528.400366,96.64178,-17.158146,537.439283
19.4,529.114532,96.409659,-17.335704,538.105507
19.425,529.831866,96.175621,-17.497286,538.774268
19.45,530.55539,95.952457,-17.646087,539.450907
19.475,531.287675,95.752703,-17.784802,540.140234
19.5,532.03008,95.588045,-17.91535,540.845671
19.525,532.78226,95.468648,-18.03873,541.568643
19.55,533.54206,95.402421,-18.154992,542.308358
19.575,534.305841,95.394332,-18.263343,543.062022
19.6,535.069191,95.445933,-18.36234,543.82547
19.625,535.827842,95.555183,-18.450148,544.594048
19.65,536.578582,95.71664,-18.524798,545.363565
19.675,537.319938,95.921955,-18.584404,546.131044
19.7,538.052474,96.160548,-18.627328,546.895139
19.725,538.778642,96.420317,-18.652267,547.656106
19.75,539.502241,96.688288,-18.658302,548.415377
19.775,540.227594,96.95118,-18.644924,549.174852
19.8,540.958627,97.195917,-18.612054,549.936079
19.825,541.698026,97.410188,-18.560073,550.69953
19.85,542.446647,97.583078,-18.489823,551.464138
19.875,543.203307,97.705784,-18.402579,552.227225
19.9,543.965022,97.772312,-18.299943,552.984862
19.925,544.727638,97.780013,-18.183657,553.732585
19.95,545.486725,97.72984,-18.055356,554.466306
19.975,546.238506,97.626246,-17.916289,555.183197
20,546.980595,97.47675,-17.767074,555.882323
20.025,547.712391,97.291288,-17.60753,556.564896
20.05,548.435026,97.081478,-17.436634,557.234086
20.075,549.150917,96.859926,-17.252611,557.894459
20.1,549.863041,96.639604,-17.053159,558.55115
20.125,550.574088,96.433299,-16.835773,559.208951
20.15,551.285694,96.253036,-16.598135,559.871468
20.175,551.997913,96.109464,-16.33849,560.540517
20.2,552.709068,96.01118,-16.055956,561.215871
20.225,553.416018,95.964068,-15.750683,561.895431
20.25,554.114812,95.970799,-15.423846,562.575785
20.275,554.801571,96.03058,-15.077447,563.253038
20.3,555.473402,96.13925,-14.714008,563.923716
20.325,556.129125,96.289687,-14.336233,564.585543
20.35,556.769658,96.472436,-13.94674,565.237909
20.375,557.397982,96.676414,-13.547942,565.881954
20.4,558.018724,96.889588,-13.142107,566.520258
20.425,558.637444,97.099585,-12.731558,567.156253
20.45,559.259779,97.294226,-12.318952,567.793469
20.475,559.890586,97.462075,-11.907511,568.434793
20.5,560.533248,97.593022,-11.501127,569.081888
20.525,561.189256,97.678923,-11.104236,569.734901
20.55,561.858171,97.714225,-10.721467,570.392518
20.575,562.537955,97.696451,-10.357093,571.052377
20.6,563.225614,97.626438,-10.01441,571.71173
20.625,563.917983,97.508258,-9.695176,572.368193
20.65,564.612469,97.34882,-9.399233,573.0204
20.675,565.30756,97.157277,-9.12439,573.668396
20.7,566.00299,96.944341,-8.866576,574.313683
20.725,566.699536,96.721638,-8.620218,574.958909
20.75,567.398508,96.501149,-8.37879,575.607282
20.775,568.101079,96.294731,-8.135437,576.26183
20.8,568.807607,96.113639,-7.883635,576.924672
20.825,569.517147,95.968026,-7.617808,577.596463
20.85,570.227276,95.86636,-7.333853,578.276137
20.875,570.934322,95.814851,-7.029494,578.961052
20.9,571.633969,95.816964,-6.704423,579.647508
20.925,572.32212,95.873157,-6.360212,580.331563
20.95,572.995823,95.980918,-6.000015,581.009939
20.975,573.654037,96.135095,-5.628165,581.680829
21,574.298066,96.328462,-5.249762,582.344401
21.025,574.931569,96.552362,-4.870351,583.002906
21.05,575.560145,96.797329,-4.495746,583.660359
21.075,576.190585,97.053601,-4.131989,584.321884
21.1,576.82992,97.311523,-3.785363,584.992836
21.125,577.484417,97.56189,-3.462372,585.677865
21.15,578.158682,97.796306,-3.169589,586.380103
21.175,578.855043,98.007596,-2.91331,587.100619
21.2,579.573311,98.190281,-2.69905,587.838276
21.225,580.310995,98.341043,-2.530949,588.590025
21.25,581.063926,98.459083,-2.41123,589.351585
21.275,581.827145,98.54629,-2.339829,590.118354
21.3,582.595849,98.60715,-2.314287,590.886326
21.325,583.366162,98.648435,-2.329898,591.652787
21.35,584.135549,98.678704,-2.380063,592.416653
21.375,584.902821,98.70772,-2.456752,593.178354
21.4,585.667745,98.745822,-2.550987,593.939351
21.425,586.430403,98.803298,-2.653312,594.701395
21.45,587.190475,98.889755,-2.754255,595.46572
21.475,587.946653,99.013485,-2.8448,596.232362
21.5,588.696335,99.180886,-2.916911,596.999775
21.525,589.435729,99.395983,-2.964077,597.764858
21.55,590.160338,99.660167,-2.981822,598.523403
21.575,590.86575,99.972215,-2.968109,599.27088
21.6,591.548525,100.32863,-2.92353,600.003366
21.625,592.206973,100.72421,-2.851272,600.718399
21.65,592.84162,101.152735,-2.756855,601.415549
21.675,593.455277,101.607603,-2.64773,602.096571
21.7,594.05269,102.082284,-2.5328,602.765134
21.725,594.639868,102.570525,-2.421922,603.426177
21.75,595.223205,103.06635,-2.325414,604.085047
21.775,595.808558,103.563935,-2.253528,604.746562
21.8,596.400434,104.057494,-2.21587,605.414197
21.825,597.001415,104.541302,-2.22075,606.089519
21.85,597.611922,105.009924,-2.27452,606.772006
21.875,598.230382,105.458651,-2.380997,607.459288
21.9,598.853754,105.884048,-2.541087,608.147767
21.925,599.478311,106.284495,-2.752707,608.833488
21.95,600.100489,106.660576,-3.011015,609.513037
21.975,600.71762,107.015199,-3.308881,610.184284
22,601.328375,107.353432,-3.637475,610.846793
22.025,601.932859,107.682053,-3.986835,611.501828
22.05,602.53236,108.008913,-4.346321,612.151991
22.075,603.128834,108.342162,-4.70496,612.800581
22.1,603.724283,108.689456,-5.051729,613.450836
22.125,604.320147,109.057191,-5.375888,614.105212
22.15,604.916882,109.449878,-5.667435,614.764858
22.175,605.513804,109.869739,-5.917715,615.429399
22.2,606.109249,110.316593,-6.120118,616.097093
22.225,606.701024,110.788086,-6.270744,616.765316
22.25,607.287028,111.280207,-6.368884,617.431276
22.275,607.865891,111.787994,-6.417186,618.092774
22.3,608.437473,112.306262,-6.421504,618.748811
22.325,609.003091,112.830193,-6.390441,619.399915
22.35,609.565427,113.355661,-6.334727,620.048098
22.375,610.128131,113.879281,-6.266515,620.696461
22.4,610.695214,114.398199,-6.198673,621.348546
22.425,611.270325,114.909759,-6.14409,622.007567
22.45,611.856085,115.411162,-6.114961,622.675676
22.475,612.453586,115.899262,-6.122051,623.353442
22.5,613.062196,116.370579,-6.173952,624.03965
22.525,613.679715,116.821539,-6.276425,624.731509
22.55,614.302894,117.248906,-6.431941,625.425233
22.575,614.9282,117.65028,-6.639519,626.116892
22.6,615.552663,118.024524,-6.894916,626.803326
22.625,616.17462,118.372012,-7.191098,627.482914
22.65,616.794166,118.694626,-7.518893,628.156024
22.675,617.413239,118.995507,-7.867659,628.825046
22.7,618.03532,119.278617,-8.225866,629.494011
22.725,618.664812,119.548196,-8.581554,630.167886
22.75,619.306235,119.808208,-8.922707,630.851674
22.775,619.963379,120.061848,-9.237649,631.549502
22.8,620.638587,120.311183,-9.515532,632.263855
22.825,621.33231,120.55697,-9.746978,632.995123
22.85,622.043046,120.798664,-9.9248,633.741564
22.875,622.767688,121.034631,-10.044706,634.499701
22.9,623.502209,121.262494,-10.105802,635.265082
22.925,624.242532,121.479552,-10.110787,636.033213
22.95,624.985354,121.683186,-10.065783,636.800448
22.975,625.728739,121.871167,-9.979854,637.564612
23,626.472332,122.041827,-9.864336,638.325227
23.025,627.217153,122.194106,-9.7321,639.083305
23.05,627.96505,122.327488,-9.596823,639.840775
23.075,628.717926,122.44189,-9.472311,640.599697
23.1,629.476948,122.537551,-9.371821,641.36145
23.125,630.241901,122.614938,-9.307349,642.12608
23.15,631.010876,122.674692,-9.288892,642.891974
23.175,631.780378,122.71759,-9.323734,643.655952
23.2,632.545852,122.7445,-9.41587,644.413785
23.225,633.302541,122.756326,-9.565717,645.161009
23.25,634.046455,122.753904,-9.770162,645.893865
23.275,634.775228,122.737882,-10.022957,646.610112
23.3,635.488658,122.708587,-10.315357,647.309538
23.325,636.188817,122.665922,-10.636847,647.994045
23.35,636.879712,122.609305,-10.975815,648.667309
23.375,637.566576,122.537696,-11.320113,649.334098
23.4,638.254952,122.449694,-11.657492,649.999392
23.425,638.949724,122.343731,-11.976004,650.667476
23.45,639.654275,122.218314,-12.264453,651.341173
23.475,640.369937,122.072285,-12.512974,652.021375
23.5,641.095852,121.905055,-12.713701,652.706957
23.525,641.829264,121.716748,-12.861448,653.395124
23.55,642.566213,121.508227,-12.954253,654.082105
23.575,643.302448,121.281012,-12.993649,654.764048
23.6,644.034367,121.037102,-12.984589,655.437903
23.625,644.759739,120.778786,-12.935048,656.102089
23.65,645.478076,120.508497,-12.855397,656.756809
23.675,646.190568,120.228752,-12.757669,657.403956
23.7,646.899641,119.942208,-12.654826,658.046673
23.725,647.608248,119.65178,-12.560053,658.688656
23.75,648.319064,119.360785,-12.486081,659.333381
23.775,649.033768,119.073003,-12.444497,659.983392
23.8,649.752566,118.792623,-12.445035,660.639813
23.825,650.47408,118.523997,-12.494897,661.302192
23.85,651.195638,118.271251,-12.598189,661.968702
23.875,651.913907,118.037798,-12.755618,662.63668
23.9,652.625718,117.825859,-12.964496,663.303353
23.925,653.328887,117.636107,-13.219099,663.96659
23.95,654.022826,117.467483,-13.511256,664.625473
23.975,654.708795,117.317239,-13.831063,665.280572
24,655.389758,117.181159,-14.167546,665.93384
24.025,656.069864,117.053931,-14.509215,666.588184
24.05,656.753678,116.929595,-14.84447,667.246792
24.075,657.44531,116.802048,-15.161948,667.912374
24.1,658.14762,116.665559,-15.450888,668.586473
24.125,658.861652,116.515257,-15.701597,669.26902
24.15,659.586438,116.347566,-15.906029,669.958228
24.175,660.319233,116.160522,-16.058398,670.650899
24.2,661.056138,115.953927,-16.155713,671.343085
24.225,661.792999,115.729326,-16.198081,672.030973
24.25,662.526349,115.489821,-16.188705,672.711778
24.275,663.254192,115.239784,-16.133563,673.384454
24.3,663.976436,114.984545,-16.04085,674.050044
24.325,664.694886,114.73013,-15.920309,674.711605
24.35,665.412824,114.483067,-15.782557,675.373739
24.375,666.134267,114.25025,-15.638479,676.04182
24.4,666.863066,114.038791,-15.498683,676.721068
24.425,667.602028,113.855803,-15.372996,677.415634
24.45,668.352248,113.70805,-15.269948,678.127878
24.475,669.112792,113.60147,-15.196246,678.857973
24.5,669.880828,113.540637,-15.156297,679.603939
24.525,670.652185,113.528268,-15.151836,680.362108
24.55,671.422214,113.564882,-15.181775,681.127931
24.575,672.186765,113.648703,-15.242307,681.896915
24.6,672.94302,113.775804,-15.327237,682.665486
24.625,673.690011,113.940447,-15.428497,683.431558
24.65,674.428691,114.135504,-15.53672,684.194682
24.675,675.16159,114.352882,-15.641813,684.95578
24.7,675.892119,114.583878,-15.733489,685.716534
24.725,676.623711,114.819498,-15.801764,686.478594
24.75,677.358961,115.050765,-15.837465,687.2428
24.775,678.098957,115.269099,-15.832746,688.008602
24.8,678.84295,115.466795,-15.781616,688.773831
24.825,679.588442,115.637591,-15.68038,689.5349
24.85,680.331687,115.777239,-15.527902,690.287396
24.875,681.068481,115.883975,-15.325614,691.026951
24.9,681.795069,115.958793,-15.077229,691.750157
24.925,682.508924,116.005446,-14.788232,692.455332
24.95,683.209229,116.030208,-14.46526,693.142918
24.975,683.896953,116.04144,-14.115518,693.81547
25,684.574516,116.049031,-13.746336,694.477219
25.025,685.24515,116.063788,-13.364914,695.133325
25.05,685.912092,116.096773,-12.978229,695.788971
25.075,686.577787,116.158614,-12.593003,696.448466
25.1,687.243278,116.258768,-12.215641,697.114514
25.125,687.9079,116.404797,-11.852048,697.78781
25.15,688.569387,116.601735,-11.507298,698.467024
25.175,689.224349,116.851661,-11.185206,699.149213
25.2,689.869049,117.153572,-10.887879,699.830558
25.225,690.500286,117.503594,-10.61538,700.507263
25.25,691.116183,117.895474,-10.365594,701.176416
25.275,691.716703,118.321213,-10.134332,701.836599
25.3,692.303795,118.771693,-9.915675,702.488135
25.325,692.881153,119.237169,-9.702491,703.132942
25.35,693.453667,119.707582,-9.487064,703.774039
25.375,694.026667,120.17273,-9.261774,704.414849
25.4,694.605124,120.622417,-9.019767,705.058439
25.425,695.19293,121.046702,-8.755565,705.706861
25.45,695.792391,121.43633,-8.465552,706.360743
25.475,696.404038,121.783367,-8.148262,707.019213
25.5,697.026784,122.081939,-7.804408,707.680187
25.525,697.658394,122.328937,-7.436632,708.340954
25.55,698.296157,122.52451,-7.049021,708.998919
25.575,698.937589,122.672232,-6.646491,709.652314
25.6,699.580993,122.778915,-6.234174,710.300705
25.625,700.225729,122.854116,-5.816951,710.945175
25.65,700.872162,122.909449,-5.399197,711.588133
25.675,701.521292,122.9578,-4.984756,712.232821
25.7,702.174181,123.012508,-4.577088,712.882604
25.725,702.831325,123.086541,-4.179488,713.540213
25.75,703.49213,123.191667,-3.795266,714.20709
25.775,704.154646,123.337646,-3.427793,714.88299
25.8,704.81566,123.531518,-3.080386,715.565958
25.825,705.471158,123.777084,-2.756031,716.252691
25.85,706.11708,124.074689,-2.457033,716.939256
25.875,706.750207,124.421366,-2.184677,717.621979
25.9,707.36897,124.811301,-1.939018,718.298323
25.925,707.973998,125.236502,-1.718852,718.967536
25.95,708.568284,125.687517,-1.521876,719.630934
25.975,709.156935,126.154041,-1.345011,720.291753
26,709.746565,126.62534,-1.18481,720.954622
26.025,710.344441,127.090521,-1.03788,721.624766
26.05,710.957502,127.538729,-0.901271,722.307074
26.075,711.591421,127.959404,-0.772768,723.005226
26.1,712.249854,128.342709,-0.651074,723.72103
26.125,712.93401,128.680146,-0.535862,724.454119
26.15,713.642644,128.965301,-0.427709,725.202079
26.175,714.372469,129.194566,-0.327918,725.960996
26.2,715.118917,129.36768,-0.238278,726.726303
26.225,715.877057,129.487935,-0.160798,727.493719
26.25,716.642436,129.562024,-0.097479,728.260056
26.275,717.411668,129.599563,-0.050133,729.023696
26.3,718.182615,129.612398,-0.02027,729.784655
26.325,718.95418,129.613821,-0.009037,730.544219
26.35,719.72577,129.617752,-0.017184,731.304277
26.375,720.496622,129.637939,-0.045029,732.066513
26.4,721.265173,129.68714,-0.09243,732.83164
26.425,722.028665,129.776321,-0.158762,733.598876
26.45,722.78312,129.913895,-0.24293,734.365792
26.475,723.523732,130.10511,-0.343452,735.128593
26.5,724.2456,130.351699,-0.458624,735.882779
26.525,724.944641,130.651881,-0.586758,736.624049
26.55,725.61846,131.000714,-0.726459,737.349215
26.575,726.266967,131.390725,-0.87689,738.056908
26.6,726.89259,131.812645,-1.037961,738.74792
26.625,727.50006,132.25611,-1.210411,739.425101
26.65,728.095805,132.710187,-1.395749,740.092861
26.675,728.687089,133.163736,-1.596058,740.756371
26.7,729.281029,133.605649,-1.813691,741.420649
26.725,729.88365,134.025105,-2.050897,742.089669
26.75,730.499127,134.41194,-2.30944,742.765695
26.775,731.129335,134.757198,-2.59028,743.448934
26.8,731.773799,135.053826,-2.893386,744.137622
26.825,732.430047,135.297392,-3.217724,744.828512
26.85,733.094312,135.486662,-3.561419,745.517666
26.875,733.762408,135.623893,-3.922056,746.201376
26.9,734.430581,135.714765,-4.297014,746.876991
26.925,735.096146,135.767988,-4.683748,747.543462
26.95,735.757776,135.794648,-5.079935,748.201509
26.975,736.415413,135.807446,-5.483437,748.853384
27,737.069857,135.819884,-5.892111,749.502323
27.025,737.722171,135.845459,-6.303539,750.151801
27.05,738.373049,135.896864,-6.71476,750.804771
27.075,739.022331,135.985188,-7.122134,751.463041
27.1,739.668776,136.119159,-7.521409,752.126914
27.125,740.31017,136.304506,-7.908025,752.795194
27.15,740.943765,136.543553,-8.277627,753.465543
27.175,741.566934,136.835148,-8.626678,754.13513
27.2,742.177889,137.174941,-8.953046,754.801391
27.225,742.776287,137.555965,-9.256431,755.46273
27.25,743.363555,137.969365,-9.538539,756.118975
27.275,743.94288,138.405111,-9.802987,756.771486
27.3,744.518848,138.852577,-10.054971,757.422904
27.325,745.096815,139.300924,-10.30075,758.07659
27.35,745.682117,139.739342,-10.547032,758.735885
27.375,746.279263,140.157256,-10.800325,759.403346
27.4,746.891254,140.544615,-11.066307,760.080126
27.425,747.519163,140.89234,-11.34929,760.765639
27.45,748.162066,141.192932,-11.651829,761.457607
27.475,748.817373,141.441139,-11.97455,762.152507
27.5,749.481495,141.634539,-12.316201,762.846343
27.525,750.150709,141.773883,-12.673914,763.535558
27.55,750.822014,141.863109,-13.043596,764.217884
27.575,751.493798,141.909018,-13.420346,764.892937
27.6,752.166142,141.920708,-13.798788,765.562407
27.625,752.840727,141.90885,-14.173268,766.229837
27.65,753.520368,141.884953,-14.537916,766.900017
27.675,754.208298,141.860644,-14.88662,767.578146
27.7,754.907336,141.846984,-15.213029,768.268891
27.725,755.619151,141.853826,-15.510673,768.975546
27.75,756.343756,141.889189,-15.773259,769.699431
27.775,757.079372,141.95871,-15.995148,770.439676
27.8,757.822721,142.065234,-16.171933,771.19345
27.825,758.569677,142.208643,-16.300999,771.956589
27.85,759.316142,142.385949,-16.381934,772.724485
27.875,760.058924,142.591664,-16.416693,773.493024
27.9,760.79641,142.818337,-16.409495,774.25934
27.925,761.528863,143.057177,-16.366515,775.022211
27.95,762.258301,143.298616,-16.295436,775.782026
