time,PN_m,PE_m,PD_m,P_m
2.975,82.141825,6.501602,-10.51763,83.067267
3,82.831732,6.463931,-10.174059,83.704179
3.025,83.532187,6.439085,-9.851368,84.357202
3.05,84.246873,6.426085,-9.560895,85.030823
3.075,84.977411,6.42448,-9.31277,85.727253
3.1,85.723114,6.434313,-9.115216,86.446167
3.125,86.481205,6.456034,-8.973822,87.184911
3.15,87.247439,6.490403,-8.890943,87.939125
3.175,88.017009,6.538377,-8.865367,88.703658
3.2,88.78551,6.601028,-8.892342,89.473539
3.225,89.549732,6.679465,-8.963937,90.244789
3.25,90.308096,6.77477,-9.069652,91.014879
3.275,91.060665,6.887925,-9.19715,91.782764
3.3,91.808742,7.019714,-9.332989,92.548507
3.325,92.554179,7.17059,-9.463322,93.312635
3.35,93.298576,7.340534,-9.574575,94.075396
3.375,94.042557,7.528913,-9.654134,94.836119
3.4,94.785298,7.734414,-9.691082,95.59284
3.425,95.524427,7.955074,-9.67693,96.342318
3.45,96.256344,8.188468,-9.606265,97.080456
3.475,96.976886,8.432019,-9.477173,97.803027
3.5,97.682188,8.683415,-9.291328,98.50655
3.525,98.369521,8.941028,-9.053735,99.189086
3.55,99.037903,9.204263,-8.772166,99.850766
3.575,99.688344,9.473752,-8.456454,100.493928
3.6,100.323683,9.751353,-8.117772,101.122839
3.625,100.948058,10.039945,-7.768029,101.743074
3.65,101.566137,10.343055,-7.419397,102.360668
3.675,102.182268,10.664364,-7.083913,102.981194
3.7,102.799698,11.00716,-6.773074,103.608928
3.725,103.420018,11.373839,-6.497331,104.246245
3.75,104.042946,11.765534,-6.265465,104.893367
3.775,104.6665,12.181951,-6.083898,105.548519
3.8,105.287527,12.621457,-5.956074,106.208471
3.825,105.902485,13.081401,-5.882049,106.869349
3.85,106.508289,13.558573,-5.858404,107.527538
3.875,107.10303,14.049687,-5.878499,108.180449
3.9,107.686418,14.551752,-5.933005,108.827012
3.925,108.259853,15.062228,-6.010604,109.467775
3.95,108.826158,15.578945,-6.09873,110.104635
3.975,109.389029,16.099826,-6.184297,110.74028
4,109.952346,16.622502,-6.25439,111.377482
4.025,110.51948,17.143964,-6.29696,112.018403
4.05,111.09272,17.660379,-6.301524,112.664061
4.075,111.672961,18.167166,-6.259867,113.314086
4.1,112.25969,18.65937,-6.166652,113.966827
4.125,112.85129,19.132281,-6.019839,114.61979
4.15,113.445588,19.582163,-5.820788,115.270309
4.175,114.040505,20.006941,-5.574035,115.916281
4.2,114.634641,20.406682,-5.286772,116.556782
4.225,115.227659,20.783769,-4.968166,117.192411
4.25,115.820366,21.142746,-4.628659,117.825283
4.275,116.414475,21.489877,-4.279378,118.458676
4.3,117.012127,21.832499,-3.93169,119.096406
4.325,117.615262,22.178259,-3.596859,119.742067
4.35,118.22501,22.534327,-3.285725,120.398276
4.375,118.841219,22.906671,-3.008307,121.066101
4.4,119.462285,23.299474,-2.773292,121.744791
4.425,120.085322,23.714782,-2.587429,122.4319
4.45,120.706688,24.15243,-2.454957,123.123804
4.475,121.322753,24.610253,-2.377176,123.816501
4.5,121.930755,25.084534,-2.352307,124.506531
4.525,122.529529,25.570547,-2.375665,125.191782
4.55,123.119964,26.063076,-2.440112,125.872012
4.575,123.705069,26.556769,-2.536685,126.548966
4.6,124.289661,27.04629,-2.655271,127.226067
4.625,124.879724,27.52627,-2.785246,127.907774
4.65,125.481559,27.991148,-2.91604,128.598714
4.675,126.100861,28.435047,-3.037657,129.30277
4.7,126.741889,28.851788,-3.141175,130.022302
4.725,127.406859,29.235141,-3.219259,130.757657
4.75,128.095696,29.579303,-3.26665,131.507085
4.775,128.806205,29.879545,-3.280573,132.267108
4.8,129.534634,30.132875,-3.260974,133.03325
4.825,130.276489,30.338564,-3.210514,133.80097
4.85,131.027423,30.498419,-3.134325,134.566575
4.875,131.783958,30.616751,-3.039573,135.327884
4.9,132.543884,30.700081,-2.934905,136.084495
4.925,133.306247,30.756648,-2.829885,136.837623
4.95,134.070968,30.795839,-2.734464,137.589554
4.975,134.838197,30.827572,-2.658485,138.342857
5,135.607596,30.861695,-2.611202,139.099542
5.025,136.377736,30.907373,-2.600782,139.860347
5.05,137.145797,30.972493,-2.633794,140.624328
5.075,137.907656,31.063114,-2.71474,141.388855
5.1,138.658409,31.183026,-2.845719,142.150039
5.125,139.393197,31.333483,-3.026317,142.903496
5.15,140.108159,31.51318,-3.253774,143.645271
5.175,140.801282,31.718445,-3.523406,144.372695
5.2,141.472935,31.943612,-3.829189,145.08497
5.225,142.125982,32.181471,-4.164358,145.783345
5.25,142.765445,32.423701,-4.521908,146.470872
5.275,143.397811,32.661264,-4.894905,147.151794
5.3,144.030091,32.884741,-5.276634,147.830702
5.325,144.668821,33.084685,-5.660617,148.511639
5.35,145.319138,33.252048,-6.040636,149.197318
5.375,145.984106,33.378717,-6.410832,149.888614
5.4,146.664402,33.458143,-6.765946,150.584435
5.425,147.358433,33.485959,-7.1017,151.282026
5.45,148.062867,33.460482,-7.415237,151.977637
5.475,148.773458,33.382956,-7.705511,152.667412
5.5,149.485983,33.257505,-7.973529,153.348289
5.525,150.197052,33.090804,-8.222368,154.01871
5.55,150.904634,32.891568,-8.456945,154.67897
5.575,151.608179,32.669989,-8.683596,155.331172
5.6,152.308355,32.437199,-8.909492,155.978799
5.625,153.006489,32.204801,-9.141995,156.626023
5.65,153.703877,31.984437,-9.387984,157.276891
5.675,154.401124,31.787315,-9.653223,157.93456
5.7,155.097699,31.623655,-9.941831,158.600731
5.725,155.791815,31.502039,-10.255919,159.275396
5.75,156.48068,31.428748,-10.595467,159.956973
5.775,157.161081,31.40719,-10.958482,160.642788
5.8,157.830156,31.437557,-11.341402,161.329804
5.825,158.48617,31.516799,-11.739683,162.015415
5.85,159.129092,31.6389,-12.148419,162.698101
5.875,159.760857,31.795387,-12.562875,163.377795
5.9,160.38522,31.975954,-12.978815,164.055875
5.925,161.007273,32.169085,-13.392598,164.734798
5.95,161.632691,32.362636,-13.801071,165.417462
5.975,162.266865,32.544383,-14.201343,166.106443
6,162.914056,32.702582,-14.590553,166.803275
6.025,163.576749,32.826604,-14.965729,167.507946
6.05,164.255318,32.907624,-15.323806,168.218727
6.075,164.948093,32.939316,-15.661818,168.932426
6.1,165.651847,32.918422,-15.977212,169.645006
6.125,166.36258,32.845075,-16.268197,170.352462
6.15,167.076456,32.722795,-16.534029,171.05174
6.175,167.790645,32.558168,-16.775134,171.741491
6.2,168.503889,32.360289,-16.993055,172.422483
6.225,169.216674,32.140101,-17.190213,173.09758
6.25,169.930973,31.909749,-17.369547,173.771312
6.275,170.649645,31.681985,-17.534108,174.449117
6.3,171.375627,31.469636,-17.68666,175.136408
6.325,172.111101,31.28504,-17.829359,175.837626
6.35,172.856813,31.139426,-17.963535,176.55546
6.375,173.61172,31.042202,-18.089602,177.290387
6.4,174.373043,31.000227,-18.207106,178.040644
6.425,175.136757,31.017191,-18.314879,178.802641
6.45,175.898397,31.093247,-18.411277,179.571744
6.475,176.654004,31.224983,-18.494446,180.343232
6.5,177.400972,31.40574,-18.562565,181.113208
6.525,178.138594,31.626202,-18.614038,181.879239
6.55,178.868197,31.875098,-18.647605,182.640595
6.575,179.592829,32.139902,-18.662405,183.398045
6.6,180.316596,32.407447,-18.657988,184.1533
6.625,181.043779,32.664463,-18.634324,184.908234
6.65,181.777924,32.898102,-18.591815,185.66409
6.675,182.521071,33.096517,-18.531293,186.42084
6.7,183.273299,33.249535,-18.454007,187.176879
6.725,184.032685,33.349372,-18.36154,187.929125
6.75,184.795703,33.391292,-18.255668,188.673527
6.775,185.557976,33.374039,-18.138136,189.405863
6.8,186.315209,33.299957,-18.010393,190.122641
6.825,187.064078,33.17475,-17.873333,190.821879
6.85,187.802851,33.00694,-17.727082,191.503573
6.875,188.531614,32.807173,-17.570897,192.16976
6.9,189.252063,32.587485,-17.403182,192.824164
6.925,189.966933,32.360642,-17.221652,193.471528
6.95,190.679201,32.139551,-17.0236,194.116747
6.975,191.391249,31.936719,-16.806272,194.763999
7,192.104168,31.763677,-16.567259,195.416009
7.025,192.817357,31.630339,-16.304881,196.07361
7.05,193.528532,31.544333,-16.018451,196.735681
7.075,194.23415,31.510386,-15.7084,197.399502
7.1,194.930171,31.529901,-15.376196,198.061439
7.125,195.612978,31.60083,-15.024113,198.717824
7.15,196.280246,31.717889,-14.654891,199.365808
7.175,196.931557,31.873057,-14.271407,200.004008
7.2,197.568625,32.056236,-13.876444,200.632798
7.225,198.195113,32.255965,-13.472622,201.254221
7.25,198.816085,32.46007,-13.062498,201.871545
7.275,199.437226,32.656248,-12.648794,202.488591
7.3,200.063959,32.832604,-12.234651,203.108971
7.325,200.700637,32.978214,-11.823813,203.735394
7.35,201.349939,33.083734,-11.42063,204.369181
7.375,202.012589,33.142038,-11.029832,205.010092
7.4,202.687466,33.148796,-10.656079,205.656518
7.425,203.372064,33.102869,-10.303363,206.305976
7.45,204.06322,33.006408,-9.974397,206.955815
7.475,204.757904,32.864643,-9.670111,207.603938
7.5,205.453892,32.685389,-9.389389,208.249363
7.525,206.150159,32.478398,-9.129067,208.892495
7.55,206.846897,32.254693,-8.8842,209.53504
7.575,207.54518,32.025953,-8.648519,210.179591
7.6,208.24638,31.804011,-8.415032,210.828989
7.625,208.951462,31.600395,-8.17667,211.485593
7.65,209.660358,31.42586,-7.926954,212.150624
7.675,210.371586,31.289874,-7.660589,212.823741
7.7,211.082213,31.200032,-7.373946,213.502969
7.725,211.788243,31.161517,-7.065356,214.185012
7.75,212.48533,31.176678,-6.735176,214.86592
7.775,213.169699,31.244879,-6.385618,215.541966
7.8,213.839029,31.362635,-6.020407,216.210524
7.825,214.493121,31.524045,-5.644344,216.870752
7.85,215.134171,31.721384,-5.262916,217.523921
7.875,215.766618,31.945754,-4.882005,218.173323
7.9,216.396592,32.18766,-4.507754,218.823788
7.925,217.031067,32.43748,-4.146544,219.480906
7.95,217.676874,32.685838,-3.804993,220.150093
7.975,218.339716,32.923944,-3.489884,220.835679
8,219.023364,33.143961,-3.207931,221.54017
8.025,219.729171,33.33944,-2.965357,222.263853
8.05,220.456006,33.505786,-2.767325,223.004812
8.075,221.200634,33.640681,-2.617348,223.759394
8.1,221.95847,33.744372,-2.516787,224.523004
8.125,222.724512,33.819729,-2.464585,225.291049
8.15,223.494248,33.872077,-2.457258,226.059803
8.175,224.264304,33.908803,-2.489151,226.826984
8.2,225.032709,33.938827,-2.552853,227.591918
8.225,225.798734,33.972009,-2.639686,228.35528
8.25,226.562388,34.018532,-2.740205,229.118496
8.275,227.323722,34.088279,-2.844663,229.882964
8.3,228.082136,34.190216,-2.943495,230.649292
8.325,228.835883,34.331782,-3.027814,231.416724
8.35,229.581908,34.518351,-3.089961,232.182938
8.375,230.316098,34.752831,-3.124054,232.944251
8.4,231.033901,35.035522,-3.126478,233.696227
8.425,231.731175,35.364262,-3.096212,234.434543
8.45,232.405057,35.734867,-3.034935,235.15591
8.475,233.054644,36.141763,-2.946881,235.85881
8.5,233.681319,36.578664,-2.838507,236.543896
8.525,234.288653,37.03914,-2.718035,237.213951
8.55,234.881927,37.516968,-2.594952,237.873446
8.575,235.46736,38.006243,-2.479513,238.527777
8.6,236.051208,38.501301,-2.382233,239.182353
8.625,236.63886,38.996572,-2.313342,239.841686
8.65,237.234108,39.48649,-2.282181,240.508655
8.675,237.838687,39.965579,-2.296526,241.184085
8.7,238.452202,40.428743,-2.361945,241.866729
8.725,239.072431,40.871752,-2.481269,242.553673
8.75,239.695976,41.291796,-2.654314,243.241071
8.775,240.319087,41.687985,-2.877912,243.925058
8.8,240.938489,42.061652,-3.146245,244.60261
8.825,241.552019,42.416381,-3.451377,245.272173
8.85,242.158939,42.757737,-3.783853,245.933921
8.875,242.759892,43.092754,-4.133246,246.589607
8.9,243.356533,43.429242,-4.488581,247.242085
8.925,243.950956,43.775004,-4.838661,247.8946
8.95,244.54506,44.137051,-5.172371,248.550033
8.975,245.139992,44.520887,-5.479064,249.210243
9,245.735818,44.929971,-5.749089,249.875662
9.025,246.331477,45.365427,-5.974449,250.545231
9.05,246.925065,45.826079,-6.149509,251.216707
9.075,247.514356,46.308807,-6.271596,251.887267
9.1,248.097453,46.809167,-6.341365,252.554266
9.125,248.673389,47.322121,-6.362828,253.215962
9.15,249.242538,47.842726,-6.34306,253.872022
9.175,249.806723,48.36662,-6.29166,254.5237
9.2,250.369007,48.890229,-6.220078,255.173634
9.225,250.933206,49.410689,-6.140905,255.825333
9.25,251.503226,49.92556,-6.067174,256.482445
9.275,252.082346,50.432456,-6.011666,257.147976
9.3,252.672604,50.92873,-5.986197,257.823612
9.325,253.274402,51.411325,-6.000865,258.509299
9.35,253.886444,51.876857,-6.063335,259.2032
9.375,254.506037,52.321929,-6.178228,259.902054
9.4,255.12972,52.74359,-6.346759,260.601884
9.425,255.754085,53.139825,-6.566706,261.298899
9.45,256.376604,53.509931,-6.832701,261.990384
9.475,256.996276,53.854688,-7.136796,262.675365
9.5,257.613949,54.17627,-7.469139,263.3549
9.525,258.232246,54.477937,-7.818622,264.031948
9.55,258.85513,54.763555,-8.17343,264.710842
9.575,259.487199,55.037047,-8.521465,265.396492
9.6,260.132841,55.301865,-8.850726,266.093454
9.625,260.795418,55.56055,-9.149737,266.805064
9.65,261.476632,55.814446,-9.4081,267.53279
9.675,262.176213,56.063607,-9.617174,268.275949
9.7,262.892016,56.306903,-9.77081,269.031872
9.725,263.620501,56.542302,-9.865989,269.796476
9.75,264.357518,56.767265,-9.903217,270.565137
9.775,265.099175,56.97917,-9.886573,271.333637
9.8,265.842608,57.175684,-9.823406,272.098972
9.825,266.586436,57.355006,-9.723767,272.85981
9.85,267.33082,57.515975,-9.599688,273.616536
9.875,268.077121,57.658049,-9.464451,274.37086
9.9,268.827246,57.781205,-9.331874,275.125134
9.925,269.582853,57.885807,-9.215635,275.881513
9.95,270.344594,57.972481,-9.128593,276.641174
9.975,271.111582,58.042026,-9.082056,277.403768
10,271.881232,58.095342,-9.085042,278.167236
10.025,272.649539,58.133384,-9.143608,278.928068
10.05,273.411751,58.157106,-9.26037,279.681942
10.075,274.16329,58.167374,-9.434342,280.424606
10.1,274.900712,58.16487,-9.66113,281.15279
10.125,275.62246,58.149969,-9.93344,281.864919
10.15,276.329246,58.122632,-10.241772,282.561474
10.175,277.02398,58.082329,-10.575143,283.244905
10.2,277.711282,58.028029,-10.921719,283.919165
10.225,278.396666,57.958258,-11.26932,284.588934
10.25,279.085588,57.871251,-11.60582,285.258728
10.275,279.782494,57.76517,-11.919556,285.932046
10.3,280.490081,57.638373,-12.199807,286.610717
10.325,281.208882,57.489687,-12.43741,287.294602
10.35,281.937288,57.318622,-12.62544,287.981702
10.375,282.672008,57.125494,-12.75986,288.668668
10.4,283.408858,56.911417,-12.839976,289.351611
10.425,284.143719,56.678178,-12.868586,290.027015
10.45,284.873415,56.428049,-12.851789,290.692545
10.475,285.596318,56.163589,-12.798486,291.347571
10.5,286.312561,55.887515,-12.719707,291.993301
10.525,287.023821,55.602671,-12.627868,292.632524
10.55,287.732762,55.312092,-12.536042,293.269027
10.575,288.442273,55.01913,-12.457259,293.906844
10.6,289.154675,54.727555,-12.403828,294.549463
10.625,289.871082,54.44157,-12.386628,295.199183
10.65,290.591056,54.165662,-12.414408,295.856719
10.675,291.312649,53.904287,-12.493143,296.52118
10.7,292.032837,53.661426,-12.625571,297.190396
10.725,292.748251,53.440075,-12.811009,297.861549
10.75,293.456023,53.241815,-13.045512,298.531931
10.775,294.154545,53.066517,-13.322344,299.19966
10.8,294.843958,52.912266,-13.632636,299.864163
10.825,295.526249,52.775484,-13.966091,300.526317
10.85,296.204953,52.651239,-14.311608,301.18823
10.875,296.884525,52.533653,-14.657762,301.852706
10.9,297.569506,52.41639,-14.993162,302.522535
10.925,298.263663,52.293176,-15.306782,303.199747
10.95,298.969259,52.158313,-15.58834,303.885017
10.975,299.686613,52.007169,-15.828799,304.57735
11,300.414062,51.836583,-16.020962,305.274158
11.025,301.148353,51.645144,-16.160066,305.971729
11.05,301.885384,51.433284,-16.244247,306.666012
11.075,302.621148,51.203196,-16.274738,307.353532
11.1,303.352643,50.958598,-16.255749,308.032229
11.125,304.078538,50.704414,-16.194057,308.702028
11.15,304.799447,50.446467,-16.098397,309.365007
11.175,305.517766,50.191222,-15.978785,310.025137
11.2,306.237109,49.945603,-15.845867,310.687659
11.225,306.961496,49.716854,-15.710337,311.358218
11.25,307.694435,49.512353,-15.582417,312.041904
11.275,308.438109,49.339343,-15.47135,312.742387
11.3,309.192827,49.204512,-15.384886,313.461294
11.325,309.956871,49.11348,-15.328782,314.197975
11.35,310.726803,49.070246,-15.306359,314.949709
11.375,311.498154,49.076736,-15.318226,315.712328
11.4,312.266362,49.132548,-15.36223,316.481099
11.425,313.027717,49.234955,-15.433652,317.251682
11.45,313.780091,49.379138,-15.525622,318.020895
11.475,314.523294,49.558587,-15.629656,318.787143
11.5,315.25898,49.765542,-15.736227,319.550407
11.525,315.990148,49.991408,-15.835315,320.311835
11.55,316.720364,50.227107,-15.916908,321.073043
11.575,317.452877,50.463393,-15.971491,321.835317
11.6,318.189809,50.691192,-15.990542,322.598898
11.625,318.9316,50.902032,-15.967055,323.362536
11.65,319.676826,51.088571,-15.896022,324.123431
11.675,320.422446,51.245183,-15.774815,324.877604
11.7,321.164439,51.368512,-15.603346,325.620615
11.725,321.898655,51.457876,-15.383958,326.348469
11.75,322.621709,51.515426,-15.121044,327.058484
11.775,323.331662,51.546048,-14.82048,327.749913
11.8,324.028359,51.557021,-14.489017,328.42417
11.825,324.713347,51.557518,-14.133749,329.084637
11.85,325.389414,51.558016,-13.761751,329.736085
11.875,326.059863,51.569655,-13.379906,330.383846
11.9,326.72769,51.603573,-12.994857,331.032896
11.925,327.394841,51.670189,-12.612991,331.687018
11.95,328.061699,51.778464,-12.240351,332.348182
11.975,328.726939,51.935196,-11.882415,333.016301
12,329.387772,52.14444,-11.543732,333.689384
12.025,330.040563,52.407174,-11.227482,334.364085
12.05,330.68167,52.721299,-10.935061,335.036532
12.075,331.308315,53.081954,-10.665809,335.703221
12.1,331.919286,53.482082,-10.416956,336.361797
12.125,332.515325,53.913081,-10.183802,337.01153
12.15,333.099114,54.365404,-9.960127,337.653404
12.175,333.674909,54.828994,-9.738745,338.289826
12.2,334.247892,55.293546,-9.512151,338.924048
12.225,334.82338,55.748674,-9.273193,339.559425
12.25,335.406038,56.184099,-9.015724,340.198687
12.275,335.999218,56.58997,-8.73516,340.843369
12.3,336.60457,56.957387,-8.428889,341.493524
12.325,337.221977,57.279095,-8.096446,342.147788
12.35,337.849839,57.550228,-7.739424,342.803794
12.375,338.485645,57.768945,-7.361111,343.458832
12.4,339.126674,57.936792,-6.96594,344.110588
12.425,339.770664,58.058726,-6.558853,344.757797
12.45,340.416285,58.142783,-6.144745,345.40062
12.475,341.063285,58.199493,-5.728082,346.040686
12.5,341.712308,58.241137,-5.312754,346.680771
12.525,342.364439,58.280952,-4.90214,347.324214
12.55,343.020584,58.332306,-4.49931,347.97417
12.575,343.680863,58.407881,-4.107263,348.632881
12.6,344.344168,58.51885,-3.729075,349.301114
12.625,345.008027,58.674093,-3.36791,349.977901
12.65,345.668837,58.87954,-3.026848,350.660672
12.675,346.322455,59.137753,-2.708586,351.345774
12.7,346.965026,59.447829,-2.415082,352.029269
12.725,347.593869,59.805673,-2.147253,352.70785
12.75,348.208205,60.204554,-1.904821,353.379641
12.775,348.809566,60.635811,-1.68634,354.044712
12.8,349.401807,61.089548,-1.489409,354.705193
12.825,349.990707,61.555185,-1.311022,355.36496
12.85,350.583253,62.021828,-1.147982,356.028991
12.875,351.186715,62.478503,-0.9973,356.702491
12.9,351.807667,62.91437,-0.856549,357.389964
12.925,352.4511,63.319043,-0.724103,358.094405
12.95,353.119773,63.683091,-0.59926,358.816763
12.975,353.813944,63.998719,-0.48223,359.555803
13,354.531518,64.260518,-0.374005,360.308411
13.025,355.268615,64.466135,-0.276139,361.070281
13.05,356.020414,64.616695,-0.19049,361.836826
13.075,356.782065,64.716859,-0.118965,362.604093
13.1,357.549466,64.774542,-0.063313,363.369462
13.125,358.319696,64.800328,-0.024989,364.131964
13.15,359.091052,64.806735,-0.005078,364.892171
13.175,359.862699,64.807408,-0.004267,365.651695
13.2,360.634059,64.816306,-0.022825,366.412443
13.225,361.404132,64.846897,-0.060589,367.175803
13.25,362.170932,64.911343,-0.11695,367.941952
13.275,362.931223,65.019707,-0.190856,368.709467
13.3,363.680652,65.179231,-0.280869,369.475341
13.325,364.414283,65.393817,-0.38529,370.235424
13.35,365.127421,65.663809,-0.502362,370.985204
13.375,365.816538,65.98613,-0.630529,371.720737
13.4,366.480063,66.354771,-0.768711,372.439503
13.425,367.11886,66.76148,-0.916526,373.140982
13.45,367.736277,67.196506,-1.074435,373.826824
13.475,368.337772,67.649242,-1.243746,374.500575
13.5,368.930192,68.108689,-1.426494,375.16705
13.525,369.520854,68.563745,-1.625189,375.831465
13.55,370.116555,69.003435,-1.84247,376.498516
13.575,370.722683,69.417183,-2.080708,377.171556
13.6,371.34257,69.795247,-2.34163,377.852039
13.625,371.977179,70.12932,-2.626029,378.53935
13.65,372.625219,70.413255,-2.933618,379.231046
13.675,373.283635,70.643745,-3.263079,379.92349
13.7,373.948404,70.820814,-3.612277,380.612724
13.725,374.615423,70.947984,-3.978581,381.295372
13.75,375.281294,71.032087,-4.359202,381.969383
13.775,375.943847,71.082756,-4.751442,382.634434
13.8,376.602272,71.111731,-5.152791,383.291927
13.825,377.25691,71.13206,-5.56084,383.944617
13.85,377.908743,71.157283,-5.973072,384.595963
13.875,378.558778,71.200625,-6.38659,385.249355
13.9,379.207444,71.274187,-6.797909,385.907381
13.925,379.854197,71.388158,-7.2029,386.571289
13.95,380.497413,71.550091,-7.596966,387.240766
