time,PN_m,PE_m,PD_m,P_m
2.875,79.38298,6.815015,-11.861075,80.553008
2.8875,79.734071,6.75895,-11.711243,80.872484
2.9,80.082478,6.708208,-11.553453,81.189197
2.9125,80.428516,6.662558,-11.389028,81.503655
2.925,80.772623,6.621745,-11.219358,81.816491
2.9375,81.115347,6.585505,-11.045888,82.128436
2.95,81.457318,6.55357,-10.8701,82.4403
2.9625,81.799226,6.525681,-10.693503,82.752939
2.975,82.141789,6.501589,-10.517615,83.067228
2.9875,82.485718,6.481068,-10.343959,83.384024
3,82.831693,6.463918,-10.174044,83.704139
3.0125,83.180329,6.449965,-10.009359,84.028307
3.025,83.532147,6.439072,-9.851352,84.35716
3.0375,83.887557,6.431132,-9.701419,84.691199
3.05,84.246833,6.426072,-9.560878,85.030781
3.0625,84.610109,6.423853,-9.430955,85.376105
3.075,84.97737,6.424467,-9.312753,85.72721
3.0875,85.348456,6.427934,-9.207235,86.083974
3.1,85.723074,6.434299,-9.115198,86.446124
3.1125,86.100812,6.443632,-9.037253,86.81326
3.125,86.481165,6.456021,-8.973804,87.184868
3.1375,86.863563,6.471568,-8.925041,87.560357
3.15,87.247399,6.490389,-8.890925,87.939084
3.1625,87.632063,6.51261,-8.871191,88.320386
3.175,88.01697,6.538363,-8.865349,88.703617
3.1875,88.40159,6.567785,-8.872696,89.088168
3.2,88.785471,6.601014,-8.892325,89.473498
3.2125,89.168256,6.63819,-8.92315,89.859146
3.225,89.549692,6.679451,-8.96392,90.244747
3.2375,89.929638,6.72493,-9.01325,90.630034
3.25,90.308055,6.774755,-9.069637,91.014837
3.2625,90.685005,6.829047,-9.131486,91.39907
3.275,91.060624,6.88791,-9.197136,91.782721
3.2875,91.435111,6.951437,-9.264877,92.165828
3.3,91.808699,7.019698,-9.332975,92.548462
3.3125,92.181631,7.092739,-9.399693,92.930696
3.325,92.554134,7.170574,-9.463309,93.312588
3.3375,92.926393,7.253186,-9.52214,93.694154
3.35,93.298531,7.340518,-9.574562,94.075349
3.3625,93.670588,7.432469,-9.619035,94.456055
3.375,94.042512,7.528897,-9.654123,94.836071
3.3875,94.414151,7.629615,-9.678519,95.215107
3.4,94.785252,7.734397,-9.691071,95.592792
3.4125,95.155471,7.842976,-9.6908,95.96868
3.425,95.524381,7.955057,-9.67692,96.342271
3.4375,95.891498,8.070325,-9.648857,96.713029
3.45,96.256298,8.188451,-9.606256,97.080409
3.4625,96.61825,8.309113,-9.548991,97.443886
3.475,96.976841,8.432003,-9.477164,97.80298
3.4875,97.331603,8.556842,-9.391095,98.157288
3.5,97.682144,8.683399,-9.291319,98.506503
3.5125,98.028163,8.811493,-9.178561,98.850439
3.525,98.369476,8.941012,-9.053725,99.189039
3.5375,98.706019,9.071917,-8.917862,99.522391
3.55,99.037857,9.204247,-8.772156,99.850719
3.5625,99.365181,9.338121,-8.617893,100.174387
3.575,99.688298,9.473736,-8.456443,100.49388
3.5875,100.007618,9.611362,-8.28924,100.809789
3.6,100.323636,9.751336,-8.117761,101.122789
3.6125,100.636904,9.894047,-7.943513,101.433614
3.625,100.948009,10.039927,-7.768018,101.743023
3.6375,101.257546,10.189434,-7.592803,102.05178
3.65,101.566087,10.343037,-7.419386,102.360616
3.6625,101.874159,10.501195,-7.249264,102.670206
3.675,102.182218,10.664344,-7.083902,102.981142
3.6875,102.490627,10.83288,-6.924717,103.293909
3.7,102.799647,11.00714,-6.773062,103.608874
3.7125,103.109419,11.18739,-6.630207,103.92627
3.725,103.419966,11.373819,-6.497319,104.246191
3.7375,103.731193,11.566524,-6.375436,104.568595
3.75,104.042895,11.765514,-6.265452,104.893313
3.7625,104.354771,11.970705,-6.16809,105.220062
3.775,104.666449,12.18193,-6.083885,105.548466
3.7875,104.977501,12.398944,-6.01317,105.878079
3.8,105.287477,12.621436,-5.956062,106.208418
3.8125,105.595928,12.849047,-5.912458,106.538984
3.825,105.902435,13.08138,-5.882037,106.869297
3.8375,106.206635,13.318021,-5.864263,107.198921
3.85,106.508239,13.558552,-5.858393,107.527485
3.8625,106.807052,13.802563,-5.863501,107.854706
3.875,107.102981,14.049666,-5.878489,108.180397
3.8875,107.396044,14.299499,-5.902111,108.504474
3.9,107.686368,14.551731,-5.932996,108.826959
3.9125,107.974181,14.806059,-5.969675,109.147973
3.925,108.259802,15.062205,-6.010596,109.467722
3.9375,108.543627,15.319911,-6.054158,109.786481
3.95,108.826106,15.578922,-6.098723,110.10458
3.9625,109.107723,15.838978,-6.142646,110.422374
3.975,109.388976,16.099802,-6.184291,110.740224
3.9875,109.670348,16.361085,-6.222054,111.058473
4,109.952293,16.622477,-6.254385,111.377425
4.0125,110.235208,16.883579,-6.279812,111.697325
4.025,110.519425,17.143939,-6.296956,112.018345
4.0375,110.805192,17.403049,-6.304564,112.340572
4.05,111.092665,17.660353,-6.301521,112.664003
4.0625,111.381912,17.915257,-6.286878,112.988547
4.075,111.672907,18.16714,-6.259865,113.314028
4.0875,111.965541,18.415374,-6.219911,113.640203
4.1,112.259636,18.659345,-6.166651,113.96677
4.1125,112.554957,18.898477,-6.099938,114.293395
4.125,112.851236,19.132256,-6.019838,114.619733
4.1375,113.148188,19.360251,-5.926628,114.945451
4.15,113.445535,19.582138,-5.820787,115.270252
4.1625,113.743025,19.797715,-5.702978,115.593898
4.175,114.040451,20.006916,-5.574033,115.916224
4.1875,114.337665,20.209821,-5.434931,116.237158
4.2,114.634587,20.406657,-5.286771,116.556725
4.2125,114.931211,20.597794,-5.130755,116.875049
4.225,115.227605,20.783743,-4.968164,117.192353
4.2375,115.523907,20.965136,-4.800338,117.508949
4.25,115.820311,21.142719,-4.628657,117.825224
4.2625,116.117059,21.317322,-4.454529,118.14162
4.275,116.414419,21.489849,-4.279376,118.458616
4.2875,116.712668,21.661243,-4.104623,118.776699
4.3,117.01207,21.83247,-3.931688,119.096345
4.3125,117.312855,22.004489,-3.761974,119.417989
4.325,117.615205,22.178229,-3.596857,119.742004
4.3375,117.919227,22.354565,-3.437677,120.068682
4.35,118.224951,22.534296,-3.285723,120.398212
4.3625,118.532314,22.718124,-3.142219,120.730676
4.375,118.84116,22.906639,-3.008305,121.066037
4.3875,119.151241,23.100303,-2.885023,121.404141
4.4,119.462226,23.299442,-2.773289,121.744727
4.4125,119.773717,23.504243,-2.673884,122.087437
4.425,120.085264,23.71475,-2.587427,122.431837
4.4375,120.396393,23.930874,-2.514363,122.777442
4.45,120.70663,24.152397,-2.454954,123.123741
4.4625,121.015528,24.378989,-2.409267,123.47023
4.475,121.322696,24.610221,-2.377174,123.816439
4.4875,121.627822,24.845582,-2.358354,124.161958
4.5,121.930698,25.084502,-2.352306,124.506468
4.5125,122.231234,25.326362,-2.358352,124.849753
4.525,122.529472,25.570515,-2.375664,125.191719
4.5375,122.825591,25.816299,-2.403278,125.532398
4.55,123.119906,26.063043,-2.440113,125.871949
4.5625,123.412859,26.310078,-2.484997,126.210654
4.575,123.70501,26.556735,-2.536687,126.548901
4.5875,123.997014,26.802351,-2.593888,126.887169
4.6,124.289601,27.046256,-2.655274,127.226001
4.6125,124.583551,27.28778,-2.719506,127.565982
4.625,124.879663,27.526235,-2.785249,127.907707
4.6375,125.178728,27.76092,-2.851188,128.251752
4.65,125.481497,27.991112,-2.916044,128.598646
4.6625,125.788655,28.216065,-2.978589,128.948843
4.675,126.100798,28.435011,-3.037662,129.302701
4.6875,126.418405,28.647169,-3.092185,129.66046
4.7,126.741825,28.851753,-3.141181,130.022233
4.7125,127.071268,29.047983,-3.183785,130.387994
4.725,127.406795,29.235106,-3.219265,130.757586
4.7375,127.748322,29.412414,-3.247033,131.130725
4.75,128.095632,29.579268,-3.266657,131.507015
4.7625,128.448384,29.735114,-3.27787,131.885969
4.775,128.806142,29.87951,-3.28058,132.267038
4.7875,129.16839,30.012142,-3.274867,132.649638
4.8,129.534571,30.13284,-3.260981,133.03318
4.8125,129.904105,30.241587,-3.239341,133.417103
4.825,130.276426,30.338529,-3.21052,133.8009
4.8375,130.651002,30.423972,-3.175235,134.184144
4.85,131.02736,30.498383,-3.134331,134.566506
4.8625,131.405097,30.562378,-3.088763,134.947764
4.875,131.783894,30.616715,-3.039578,135.327813
4.8875,132.163519,30.662273,-2.987901,135.706663
4.9,132.543819,30.700043,-2.934909,136.084423
4.9125,132.924714,30.731105,-2.881824,136.461296
4.925,133.306181,30.75661,-2.829889,136.83755
4.9375,133.688234,30.777762,-2.780355,137.213501
4.95,134.070901,30.795799,-2.734467,137.58948
4.9625,134.454203,30.811973,-2.693449,137.965811
4.975,134.838128,30.827532,-2.658488,138.342781
4.9875,135.222614,30.843698,-2.630717,138.720618
5,135.607526,30.861654,-2.611204,139.099465
5.0125,135.992646,30.882518,-2.600932,139.47937
5.025,136.377666,30.90733,-2.600784,139.86027
5.0375,136.762188,30.937032,-2.611525,140.241991
5.05,137.145726,30.97245,-2.633795,140.62425
5.0625,137.527728,31.014278,-2.668086,141.006667
5.075,137.907586,31.06307,-2.71474,141.388777
5.0875,138.284667,31.119225,-2.773943,141.77006
5.1,138.658339,31.182982,-2.84572,142.149961
5.1125,139.028005,31.254415,-2.929938,142.527924
5.125,139.393128,31.333439,-3.026318,142.903418
5.1375,139.753264,31.41981,-3.134443,143.275972
5.15,140.10809,31.513135,-3.253775,143.645194
5.1625,140.457418,31.612884,-3.383671,144.010798
5.175,140.801213,31.7184,-3.523407,144.372618
5.1875,141.1396,31.828916,-3.672192,144.730617
5.2,141.472865,31.943568,-3.82919,145.084891
5.2125,141.801443,32.061409,-3.993539,145.435662
5.225,142.12591,32.181426,-4.16436,145.783265
5.2375,142.446958,32.302547,-4.340775,146.128138
5.25,142.765373,32.423656,-4.521909,146.470792
5.2625,143.082005,32.543605,-4.706903,146.811788
5.275,143.397737,32.661219,-4.894907,147.151712
5.2875,143.713456,32.775312,-5.08509,147.491141
5.3,144.030016,32.884696,-5.276635,147.830618
5.3125,144.348211,32.98819,-5.46874,148.170624
5.325,144.668745,33.08464,-5.660618,148.511554
5.3375,144.992208,33.17293,-5.8515,148.8537
5.35,145.319061,33.252003,-6.040638,149.197233
5.3625,145.649614,33.320878,-6.22731,149.542203
5.375,145.984028,33.378672,-6.410833,149.888529
5.3875,146.322311,33.424621,-6.590571,150.236013
5.4,146.664324,33.458098,-6.765947,150.58435
5.4125,147.009799,33.47863,-6.936461,150.933145
5.425,147.358356,33.485914,-7.101702,151.281941
5.4375,147.709527,33.479829,-7.261359,151.630244
5.45,148.06279,33.460437,-7.415239,151.977552
5.4625,148.417591,33.427986,-7.56327,152.323389
5.475,148.773382,33.38291,-7.705512,152.667327
5.4875,149.129642,33.325812,-7.842157,153.009017
5.5,149.485906,33.257459,-7.973529,153.348205
5.5125,149.841785,33.17876,-8.100077,153.684748
5.525,150.196975,33.090756,-8.222366,154.018625
5.5375,150.551269,32.994596,-8.341068,154.349932
5.55,150.904556,32.89152,-8.456943,154.678884
5.5625,151.256814,32.782843,-8.570822,155.005799
5.575,151.6081,32.66994,-8.683592,155.331085
5.5875,151.958533,32.554227,-8.79617,155.655216
5.6,152.308275,32.437149,-8.909487,155.978711
5.6125,152.657507,32.320169,-9.024463,156.302107
5.625,153.006408,32.204751,-9.141989,156.625933
5.6375,153.355134,32.092348,-9.262903,156.950685
5.65,153.703795,31.984386,-9.387976,157.2768
5.6625,154.052439,31.882251,-9.517888,157.604639
5.675,154.401041,31.787263,-9.653215,157.934468
5.6875,154.749496,31.700667,-9.794416,158.266451
5.7,155.097616,31.623602,-9.941822,158.600638
5.7125,155.445138,31.557084,-10.095632,158.936975
5.725,155.791732,31.501985,-10.255909,159.275304
5.7375,156.13702,31.459013,-10.422583,159.615378
5.75,156.480597,31.428694,-10.595457,159.956881
5.7625,156.822052,31.411358,-10.774224,160.299449
5.775,157.160998,31.407135,-10.958472,160.642696
5.7875,157.497095,31.415944,-11.147713,160.986235
5.8,157.830074,31.437502,-11.341393,161.329712
5.8125,158.15976,31.471325,-11.538918,161.67282
5.825,158.486087,31.516744,-11.739674,162.015323
5.8375,158.80911,31.572916,-11.94304,162.357072
5.85,159.129009,31.638845,-12.14841,162.698009
5.8625,159.44609,31.713399,-12.355202,163.038174
5.875,159.760773,31.795333,-12.562866,163.377701
5.8875,160.073584,31.883304,-12.770891,163.716808
5.9,160.385135,31.975899,-12.978805,164.05578
5.9125,160.696098,32.071645,-13.186172,164.394956
5.925,161.007186,32.16903,-13.392587,164.734702
5.9375,161.319121,32.266522,-13.597671,165.075388
5.95,161.632604,32.362581,-13.80106,165.417365
5.9625,161.948294,32.455682,-14.002398,165.760937
5.975,162.266776,32.544328,-14.201331,166.106345
5.9875,162.588541,32.627069,-14.397502,166.45374
6,162.913966,32.702528,-14.590541,166.803176
6.0125,163.243301,32.769413,-14.780074,167.1546
6.025,163.576659,32.82655,-14.965717,167.507846
6.0375,163.914019,32.872897,-15.147083,167.862644
6.05,164.255227,32.90757,-15.323793,168.218627
6.0625,164.600013,32.929863,-15.495481,168.575354
6.075,164.948003,32.939262,-15.661805,168.932327
6.0875,165.298751,32.935461,-15.822463,169.289019
6.1,165.651757,32.918368,-15.977199,169.644907
6.1125,166.006506,32.888108,-16.125816,169.999499
6.125,166.362491,32.84502,-16.268184,170.352363
6.1375,166.719245,32.789651,-16.404245,170.703155
6.15,167.076367,32.72274,-16.534015,171.051641
6.1625,167.433542,32.645202,-16.657586,171.397711
6.175,167.790555,32.558112,-16.77512,171.741392
6.1875,168.147304,32.462679,-16.886844,172.082849
6.2,168.503799,32.360231,-16.99304,172.422383
6.2125,168.860154,32.252188,-17.094037,172.760416
6.225,169.216583,32.140043,-17.190196,173.097478
6.2375,169.573375,32.025347,-17.281898,173.434185
6.25,169.93088,31.909689,-17.369529,173.771209
6.2625,170.289477,31.794678,-17.453472,174.109251
6.275,170.649551,31.681925,-17.534089,174.449012
6.2875,171.011464,31.573034,-17.611714,174.791161
6.3,171.375532,31.469575,-17.686641,175.136302
6.3125,171.741995,31.373071,-17.759118,175.484953
6.325,172.111004,31.284978,-17.82934,175.837519
6.3375,172.482602,31.206659,-17.897445,176.194274
6.35,172.856716,31.139364,-17.963514,176.555351
6.3625,173.233157,31.084206,-18.027571,176.920738
6.375,173.611622,31.042139,-18.089581,177.290278
6.3875,173.991712,31.013934,-18.149462,177.66368
6.4,174.372945,31.000163,-18.207085,178.040535
6.4125,174.754783,31.001183,-18.262283,178.420342
6.425,175.13666,31.017127,-18.314858,178.802533
6.4375,175.51801,31.0479,-18.364594,179.186501
6.45,175.8983,31.093183,-18.411257,179.571636
6.4625,176.277061,31.152437,-18.454612,179.957354
6.475,176.653907,31.224919,-18.494426,180.343124
6.4875,177.028563,31.309698,-18.530473,180.728492
6.5,177.400874,31.405677,-18.562545,181.113099
6.5125,177.770816,31.511612,-18.59045,181.496693
6.525,178.138495,31.626139,-18.614017,181.87913
6.5375,178.504142,31.747794,-18.633103,182.260373
6.55,178.868097,31.875036,-18.647585,182.640484
6.5625,179.230792,32.006264,-18.657369,183.019603
6.575,179.592727,32.13984,-18.662385,183.397933
6.5875,179.954444,32.274103,-18.662591,183.775711
6.6,180.316493,32.407385,-18.657968,184.153186
6.6125,180.679407,32.538029,-18.648527,184.530591
6.625,181.043674,32.664402,-18.634305,184.908119
6.6375,181.409706,32.784915,-18.615364,185.285898
6.65,181.777818,32.898041,-18.591795,185.663974
6.6625,182.148212,33.002336,-18.563717,186.042299
6.675,182.520964,33.096457,-18.531274,186.420723
6.6875,182.896018,33.179192,-18.494634,186.798993
6.7,183.273192,33.249475,-18.453987,187.176761
6.7125,183.65218,33.306416,-18.409543,187.553598
6.725,184.032578,33.349314,-18.36152,187.929008
6.7375,184.413898,33.377677,-18.310147,188.30246
6.75,184.795596,33.391234,-18.255648,188.67341
6.7625,185.177107,33.38994,-18.198238,189.041332
6.775,185.557869,33.37398,-18.138115,189.405746
6.7875,185.937355,33.34376,-18.075448,189.766246
6.8,186.315102,33.299898,-18.010372,190.122524
6.8125,186.690733,33.24321,-17.942979,190.474385
6.825,187.063971,33.17469,-17.873312,190.821761
6.8375,187.434656,33.095485,-17.801361,191.164719
