time,p_deg_per_sec,q_deg_per_sec,r_deg_per_sec
47.600001,30,-47.961733,42.079582
47.800001,30,-56.188896,143.172879
48.000001,30,-56.317152,-137.319213
48.200001,30,-48.328015,-51.827149
48.400001,30,-33.373014,171.795006
48.600001,30,-13.607723,-62.452126
48.800001,30,8.118947,-130.251402
49.000001,30,28.675375,149.096297
49.200001,30,45.098616,31.071471
49.400001,30,55.021471,-169.765263
49.600001,30,57.013688,81.857606
49.800001,30,50.788114,115.312994
50.000001,30,37.242086,-158.56464
50.200001,30,18.32809,-9.834653
50.400001,30,-3.227665,165.106722
50.600001,30,-24.318193,-99.995528
50.800001,30,-41.903566,-98.588977
51.000001,30,-53.449079,165.577626
51.200001,30,-57.290594,-11.554453
51.400001,30,-52.874405,-157.89152
51.600001,30,-40.837051,116.58503
51.800001,30,-22.91356,80.338318
52.000001,30,-1.687374,-170.026658
52.200001,30,19.782025,32.76464
52.400001,30,38.4001,148.231384
52.600001,30,51.483293,-131.369224
52.800001,30,57.145832,-60.843629
53.000001,30,54.571532,171.842845
53.200001,30,44.131448,-53.467469
53.400001,30,27.330382,-136.275899
53.600001,30,6.589993,144.119179
53.800001,30,-15.100259,40.406783
54.000001,30,-34.614003,-170.998062
54.200001,30,-49.138583,73.34236
54.400001,30,-56.580467,122.210196
54.600001,30,-55.867004,-154.637463
54.800001,30,-47.101031,-19.344241
55.000001,30,-31.546048,167.505392
55.200001,30,-11.444109,-92.081552
55.400001,30,10.307352,-106.25208
55.600001,30,30.573141,162.761201
55.800001,30,46.432204,-2.017844
56.000001,30,55.598661,-161.418917
56.200001,30,56.751286,109.39487
56.400001,30,49.723942,88.648661
56.600001,30,35.529531,-168.364598
56.800001,30,16.213994,23.348683
57.000001,30,-5.438582,152.832886
57.200001,30,-26.307256,-125.01422
57.400001,30,-43.384077,-69.672526
57.600001,30,-54.207641,171.360886
57.800001,30,-57.21787,-44.31797
58.000001,30,-51.980878,-141.880253
58.200001,30,-39.25151,138.697737
58.400001,30,-20.864542,49.61752
58.600001,30,0.529782,-171.703668
58.800001,30,21.847745,64.600998
59.000001,30,40.016636,128.730619
59.200001,30,52.417643,-150.233533
59.400001,30,57.26332,-28.794191
59.600001,30,53.855226,169.387636
59.800001,30,42.684592,-83.883685
