time,VN_m_per_sec,VE_m_per_sec,VD_m_per_sec,V_m_per_sec
10.4,29.953737,-5.631152,-9.911096,32.049431
10.6,30.242243,-11.099053,1.934386,32.272652
10.8,29.786835,-9.133101,-6.494782,31.825324
11,29.491065,-5.504148,-12.419775,32.469515
11.2,30.613289,-9.554024,0.632719,32.075741
11.4,31.806226,-3.96309,2.294619,32.134209
11.6,31.430582,8.117509,-3.192562,32.61852
11.8,30.727394,4.566018,7.687112,32.001765
12,28.487013,3.255577,15.217631,32.460514
12.2,25.749625,16.269976,10.675945,32.27586
12.4,25.87885,13.656214,13.279631,32.133404
12.6,27.781519,3.248802,16.839957,32.648915
12.8,26.767571,13.354126,11.680066,32.113229
13,27.464739,16.536923,5.942203,32.605083
13.2,32.44038,3.228588,1.81286,32.651011
13.4,31.042513,8.299447,-3.812587,32.358218
13.6,26.13407,18.092559,-8.138384,32.811029
13.8,27.918542,7.175294,-14.570926,32.299253
14,27.628066,5.235473,-16.568201,32.637792
14.2,25.305401,17.392826,-11.339473,32.733124
14.4,27.519706,10.863215,-13.129755,32.368721
14.6,29.782885,0.884691,-14.150354,32.985382
14.8,31.602616,7.902497,-2.115557,32.644301
15,32.471167,4.467179,2.335825,32.860134
15.2,31.605655,-8.460666,-3.988648,32.960729
15.4,30.999611,-7.724562,5.58155,32.431442
15.6,29.730732,-5.488291,13.206147,32.991515
15.8,30.710806,-11.152538,1.243842,32.696787
16,31.325554,-9.490481,2.03738,32.794976
16.2,30.139165,-2.608699,13.375338,33.076793
16.4,32.502774,1.899047,3.358681,32.730986
16.6,32.413214,7.292394,-3.103816,33.368086
16.8,28.926901,11.576515,10.748595,32.959272
17,26.773256,16.950874,8.613815,32.838044
17.2,25.096724,21.697884,-2.403889,33.262928
17.4,25.540812,18.904507,7.90025,32.743356
17.6,26.579859,16.266869,11.702504,33.287363
17.8,26.084182,20.319142,-2.014312,33.125663
18,29.903279,13.965456,-1.630146,33.043871
18.2,33.412041,3.141507,2.841154,33.679455
18.4,30.840056,7.381292,-9.307936,33.048907
18.6,28.969176,5.949053,-15.426812,33.355523
18.8,30.818315,-7.233607,-10.508689,33.354553
19,29.71614,-2.403337,-14.198196,33.021413
19.2,28.216314,6.713368,-17.064672,33.651638
19.4,30.912399,-4.509575,-11.11915,33.159436
19.6,32.698123,-4.664208,-5.643673,33.507807
19.8,32.440961,9.404292,-1.365239,33.80415
20,32.961388,1.645771,4.326806,33.284875
20.2,31.627916,-7.513229,8.945019,33.716273
20.4,29.1651,4.628705,15.357171,33.284691
20.6,28.773239,3.872168,16.509967,33.398683
20.8,30.81726,-7.823657,11.254835,33.728095
21,30.171552,1.244787,13.902265,33.243721
21.2,29.397786,9.951913,13.596519,33.884152
21.4,33.620397,3.309157,0.827681,33.792997
21.6,32.559858,8.789205,-1.828742,33.774825
21.8,27.120807,20.103049,3.853334,33.978213
22,27.243574,17.859914,-7.384139,33.402311
22.2,26.717129,16.3265,-13.008299,33.90539
22.4,25.574606,22.032365,-0.332523,33.757905
22.6,27.045011,19.679318,-3.646548,33.645289
22.8,28.49664,12.738306,-13.838185,34.144081
23,32.397526,9.534594,-1.88,33.823699
23.2,33.998002,4.141973,2.172018,34.318184
23.4,31.878256,-1.194489,-12.004506,34.084574
23.6,32.136511,-7.252407,-7.24235,33.731356
23.8,32.044086,-11.774569,2.465756,34.227823
24,31.379563,-8.275388,-9.382738,33.781575
24.2,31.799541,-6.342281,-10.809121,34.18
24.4,32.553081,-9.973863,3.138294,34.191079
24.6,33.996671,-1.044856,0.746385,34.020912
24.8,33.39756,9.312231,-2.35752,34.751583
25,32.152201,3.377652,10.796357,34.084217
25.2,29.87876,6.21004,15.354764,34.16246
25.4,26.889861,18.751968,10.34998,34.377653
25.6,28.043333,11.657078,15.038679,33.8892
25.8,29.710131,4.353035,17.071946,34.541166
26,27.938526,16.737719,10.414564,34.19321
26.2,30.543069,14.958339,5.248408,34.411869
26.4,34.877532,2.258797,0.758318,34.958825
26.6,31.797778,11.861639,-4.983442,34.302068
26.8,27.963101,17.920378,-9.931718,34.665746
27,29.98073,4.797666,-16.20228,34.414759
27.2,29.006108,7.965738,-16.474381,34.295955
27.4,27.044653,18.685936,-11.409322,34.795834
27.6,29.904313,7.984996,-14.746602,34.285425
27.8,32.355575,1.437389,-12.950092,34.880571
28,33.702403,9.423779,0.251347,34.996039
28.2,34.64594,1.842672,1.08252,34.711791
28.4,33.387192,-9.909052,-3.556869,35.007788
28.6,32.535814,-6.518593,9.061371,34.397379
28.8,31.793276,-6.414777,12.432584,34.735154
29,32.706071,-12.014637,-0.497808,34.846613
29.2,33.116369,-8.228435,5.280345,34.529452
29.4,32.250852,-1.215574,13.871539,35.128545
29.6,34.849064,3.065397,0.315221,34.985044
29.8,34.127904,8.890732,-1.076947,35.283406
30,29.918338,13.14528,12.921593,35.140759
30.2,28.269428,19.214946,5.633095,34.642553
30.4,26.694437,22.819182,-2.310679,35.194421
30.6,27.376234,18.683011,10.684092,34.823309
30.8,28.446712,18.056196,9.549968,35.020616
31,27.977306,21.109002,-4.171784,35.294807
31.2,33.030544,11.850461,0.080117,35.092117
31.4,35.627477,3.133168,1.491334,35.79606
31.6,31.799915,8.817033,-12.348208,35.234258
31.8,31.450224,3.281019,-15.228203,35.096721
32,32.758434,-8.694135,-10.442105,35.464638
32.2,31.049947,0.366152,-15.990529,34.927501
32.4,30.631603,5.751279,-17.063316,35.532085
32.6,33.22514,-6.99826,-9.800257,35.340213
32.8,35.021327,-1.632713,-4.98463,35.411942
33,34.525703,10.607476,-0.236631,36.119229
33.2,34.874336,-1.485561,5.551391,35.344648
33.4,33.303763,-6.033881,10.865995,35.547408
33.600001,30.328635,7.312155,16.882448,35.472677
33.800001,31.118587,1.471032,16.26405,35.143274
34.000001,32.94049,-7.822536,11.604524,35.790123
34.200001,31.389676,4.852912,15.414582,35.305408
34.400001,32.260861,9.898935,11.993271,35.813275
34.600001,36.086979,2.944504,-1.331232,36.231372
34.800001,33.542779,12.232974,-0.384102,35.705899
35.000001,28.528698,21.773118,2.857551,36.001679
35.200001,29.111628,17.245698,-10.790351,35.515245
35.400001,28.342761,18.18158,-11.71737,35.653593
35.600001,27.281654,23.391365,0.976902,35.94995
35.800001,29.194106,18.942549,-7.108572,35.519682
36.000001,31.185652,12.301843,-13.685149,36.209993
36.200001,35.01051,9.217354,1.031566,36.218221
36.400001,36.111078,3.200357,-0.394009,36.254758
36.600001,33.517397,-2.40208,-13.677375,36.280249
36.800001,34.321092,-8.798519,-4.061233,35.662935
37.000001,34.019055,-12.065074,1.721498,36.13621
37.200001,33.102132,-7.46621,-11.966023,35.981678
37.400001,34.202928,-7.493809,-8.179834,35.957018
37.600001,34.743154,-9.657922,4.85376,36.385728
37.800001,36.177337,2.130552,-1.048487,36.255183
38.000001,35.541948,9.682878,-0.500859,36.840725
38.200001,33.547033,2.639116,13.693242,36.33006
38.400001,31.244537,9.903444,14.843106,35.980787
38.600001,28.394488,20.304433,10.590159,36.478328
38.800001,30.308767,9.503142,16.814884,35.93983
39.000001,31.599734,6.714339,16.810239,36.417162
39.200001,29.413341,19.538541,9.073544,36.458585
39.400001,33.904237,12.581793,4.607434,36.455826
39.600001,37.183899,2.509788,-0.45471,37.271277
39.800001,32.467257,15.404664,-6.278833,36.480819
40.000001,30.281569,16.523738,-11.951919,36.508297
40.200001,31.995098,3.092418,-17.611333,36.652537
40.400001,30.342946,11.284985,-16.115348,36.162822
40.600001,29.288234,18.836731,-12.061336,36.852394
40.800001,32.350469,5.067725,-16.102316,36.489989
41.000001,35.068058,2.954187,-10.980653,36.865576
41.200001,35.984956,10.236692,2.121708,37.472771
41.400001,36.732778,-1.216217,-0.47169,36.755934
41.600001,35.406329,-10.567872,-1.976488,37.002629
41.800001,34.07336,-5.32989,12.300892,36.615755
42.000001,34.057712,-7.777528,10.678155,36.529997
42.200001,34.886314,-12.460189,-1.274856,37.066649
42.400001,34.829815,-6.623924,8.8502,36.542009
42.600001,34.854732,0.097676,13.046347,37.216516
42.800001,37.183592,4.352786,-2.355402,37.51152
43.000001,35.679115,10.535954,1.936094,37.252571
43.200001,31.175985,15.010161,13.998441,37.325639
43.400001,29.782119,21.368593,2.352673,36.730457
43.600001,28.572942,23.621577,-0.934939,37.08458
43.800001,29.339561,18.655306,12.950881,37.101962
44.000001,30.273567,20.058936,6.511192,36.895059
44.200001,30.45121,21.247433,-5.386472,37.519911
44.400001,36.194566,9.617211,1.856711,37.496463
44.600001,37.663548,3.935649,-0.857116,37.878316
44.800001,33.001563,9.672222,-15.034712,37.532621
45.000001,34.08571,0.085451,-14.457235,37.025053
45.200001,34.736557,-9.028216,-11.030899,37.547541
45.400001,32.477648,3.129328,-17.713209,37.126111
45.600001,33.369619,3.671984,-16.538565,37.423777
45.800001,35.669018,-8.601849,-8.485698,37.660028
46.000001,37.312992,2.042354,-4.361293,37.622486
46.200001,36.926749,10.51567,1.052927,38.409279
46.400001,36.714101,-4.403387,6.922006,37.619532
46.600001,34.954221,-3.33199,12.934562,37.419282
46.800001,31.783444,9.131099,18.154809,37.724811
47.000001,33.597185,-1.301912,15.820242,37.158389
47.200001,35.097561,-6.508457,12.540998,37.834844
47.400001,32.746272,8.32829,16.549329,37.623915
47.600001,35.50208,9.069305,9.692334,37.902392
47.800001,38.470929,3.470033,-2.857141,38.732632
48.000001,34.336719,15.91406,1.183361,37.863808
48.200001,30.426078,22.73384,0.690796,37.98751
48.400001,30.973534,16.794666,-13.776163,37.831247
48.600001,29.98823,20.420176,-9.586994,37.525831
48.800001,29.361114,24.375644,1.128261,38.17748
49.000001,31.404488,17.912719,-10.683948,37.699524
49.200001,34.263295,12.100037,-12.210346,38.333755
49.400001,37.677943,8.75037,3.330673,38.823829
49.600001,38.064181,2.15016,-3.756391,38.309471
49.800001,35.574614,-3.805498,-14.091551,38.452656
50.000001,36.469569,-10.211999,-0.798374,37.880757
50.200001,36.108065,-11.957738,-0.248373,38.037371
50.400001,35.081144,-6.892022,-13.81152,38.326814
50.600001,36.604502,-8.754588,-4.826372,37.945042
50.800001,37.288575,-8.469786,5.516749,38.634306
51.000001,38.365571,5.29721,-2.718692,38.824847
51.200001,37.727345,9.271068,2.287311,38.917054
51.400001,35.026553,2.712362,16.095968,38.643195
51.600001,32.569591,13.951976,13.865488,38.048491
51.800001,30.362398,20.742396,11.534079,38.537737
52.000001,32.652556,7.595413,18.432317,38.257418
52.200001,33.35993,10.090094,16.01565,38.356172
52.400001,31.455808,21.376062,7.8176,38.826779
52.600001,37.385699,9.798591,3.974764,38.852306
52.800001,39.285278,4.125361,-1.827245,39.543527
53.000001,33.253094,18.516078,-7.736278,38.838942
53.200001,32.915857,14.102547,-14.032858,38.461105
53.400001,34.002064,2.518611,-18.741462,38.906634
53.600001,31.719164,14.801188,-15.62993,38.333735
53.800001,31.977699,17.74107,-13.258775,38.898765
54.000001,34.916958,2.552128,-16.969104,38.905755
54.200001,37.811926,5.193485,-8.418674,39.084371
54.400001,38.544693,10.06121,3.243805,39.968032
54.600001,38.737293,-4.412154,-1.968117,39.037398
54.800001,37.5724,-10.371751,0.730475,38.984511
55.000001,35.733867,-4.438086,14.928834,38.980456
55.200001,36.442797,-9.398201,8.25737,38.530349
55.400001,37.288287,-12.368276,-0.754375,39.293253
55.600001,36.546645,-4.773852,12.309193,38.858245
55.800001,37.833718,1.329465,10.951798,39.409384
56.000001,39.533741,5.834401,-4.173382,40.179273
56.200001,37.03652,12.238112,5.525495,39.395511
56.400001,32.784484,17.219995,13.695602,39.483163
56.600001,31.317195,23.366734,-0.784528,39.081792
56.800001,30.651299,24.091867,1.549585,39.016937
57.000001,31.496071,19.05927,14.261993,39.479903
57.200001,32.083352,22.053813,2.930095,39.042254
57.400001,33.574862,20.662866,-5.491251,39.804262
57.600001,39.341353,7.530815,3.308805,40.192082
57.800001,39.426263,5.383507,-4.030538,39.995719
58.000001,34.687409,9.65281,-17.098394,39.859104
58.200001,36.751151,-3.279371,-13.349243,39.237784
58.400001,36.739941,-8.129775,-12.327518,39.596517
58.600001,34.145506,5.477207,-19.187685,39.548485
58.800001,36.264283,0.758028,-15.496906,39.443972
59.000001,38.363407,-8.920933,-7.328669,40.062994
59.200001,39.590032,5.910455,-3.708258,40.20019
59.400001,39.552654,9.075834,2.495068,40.657208
59.600001,38.55564,-6.63628,8.468506,40.028654
59.800001,36.519717,0.24505,14.983689,39.474812
