time,p_deg_per_sec,q_deg_per_sec,r_deg_per_sec
9.325,30,26.606907,128.437223
9.35,30,28.998477,151.807321
9.375,30,31.32395,166.566453
9.4,30,33.578027,171.877437
9.425,30,35.75557,167.439017
9.45,30,37.851615,153.502955
9.475,30,39.861386,130.859745
9.5,30,41.7803,100.793779
9.525,30,43.603985,65.010487
9.55,30,45.328284,25.539606
9.575,30,46.949266,-15.379958
9.6,30,48.463238,-55.427125
9.625,30,49.866747,-92.3303
9.65,30,51.156595,-123.996223
9.675,30,52.329842,-148.628708
9.7,30,53.383814,-164.830529
9.725,30,54.316109,-171.682667
9.75,30,55.124602,-168.796451
9.775,30,55.807449,-156.335594
9.8,30,56.363095,-135.006914
9.825,30,56.790272,-106.020237
9.85,30,57.088008,-71.019774
9.875,30,57.255624,-31.990858
9.9,30,57.292737,8.852676
9.925,30,57.199264,49.19406
9.95,30,56.975416,86.745009
9.975,30,56.621705,119.375522
10,30,56.138936,145.234697
10.025,30,55.52821,162.855725
10.05,30,54.790919,171.239088
10.075,30,53.928743,169.909257
10.1,30,52.943648,158.941665
10.125,30,51.837879,138.958424
10.15,30,50.613956,111.093046
10.175,30,49.274669,76.926137
10.2,30,47.823071,38.395747
10.225,30,46.262469,-2.312565
10.25,30,44.596422,-42.889701
10.275,30,42.828727,-81.034005
10.3,30,40.963413,-114.581817
10.325,30,39.00473,-141.630205
10.35,30,36.957145,-160.644904
10.375,30,34.825323,-170.547342
10.4,30,32.614124,-170.775824
10.425,30,30.328588,-161.31739
10.45,30,27.973925,-142.70855
10.475,30,25.5555,-116.004854
10.5,30,23.078827,-82.721014
10.525,30,20.549551,-44.744991
10.55,30,17.973436,-4.230898
10.575,30,15.356354,36.523184
10.6,30,12.704271,75.205562
10.625,30,10.023231,109.622055
10.65,30,7.319345,137.820457
10.675,30,4.598776,158.201269
10.7,30,1.867725,169.608432
10.725,30,-0.867582,171.394896
10.75,30,-3.600913,163.459328
10.775,30,-6.326036,146.251857
10.8,30,-9.03674,120.748543
10.825,30,-11.726846,88.396009
10.85,30,-14.390224,51.029389
10.875,30,-17.020802,10.76823
10.9,30,-19.612585,-30.103736
10.925,30,-22.159665,-69.268128
10.95,30,-24.656236,-104.503424
10.975,30,-27.096609,-133.810973
11,30,-29.475221,-155.528362
11.025,30,-31.78665,-168.423717
11.05,30,-34.025627,-171.765574
11.075,30,-36.187051,-165.364373
11.1,30,-38.265993,-149.583209
11.125,30,-40.257716,-125.317238
11.15,30,-42.15768,-93.942897
11.175,30,-43.961554,-57.239834
11.2,30,-45.665227,-17.289955
11.225,30,-47.264816,23.640661
11.25,30,-48.756674,63.230308
11.275,30,-50.137401,99.233343
11.3,30,-51.40385,129.607565
11.325,30,-52.553135,152.630058
11.35,30,-53.582636,166.994916
11.375,30,-54.490006,171.887323
11.4,30,-55.273178,167.029765
11.425,30,-55.930366,152.697779
11.45,30,-56.460072,129.704318
11.475,30,-56.861089,99.353639
11.5,30,-57.132503,63.367323
11.525,30,-57.273695,23.786624
11.55,30,-57.284343,-17.143324
11.575,30,-57.164424,-57.100852
11.6,30,-56.91421,-93.819448
11.625,30,-56.534272,-125.216324
11.65,30,-56.025476,-149.510555
11.675,30,-55.388981,-165.324099
11.7,30,-54.626239,-171.759965
11.725,30,-53.738987,-168.453091
11.75,30,-52.729248,-155.591053
11.775,30,-51.599324,-133.903425
11.8,30,-50.35179,-104.620393
11.825,30,-48.98949,-69.402979
11.85,30,-47.515528,-30.24882
11.875,30,-45.933264,10.621143
11.9,30,-44.246304,50.888643
11.925,30,-42.458495,88.269586
11.95,30,-40.57391,120.643614
11.975,30,-38.596845,146.174375
12,30,-36.531807,163.413687
12.025,30,-34.383502,171.383685
12.05,30,-32.156826,169.632287
12.075,30,-29.856856,158.258838
12.1,30,-27.488834,137.908473
12.125,30,-25.058156,109.735526
12.15,30,-22.570364,75.338052
12.175,30,-20.031127,36.667177
12.2,30,-17.446233,-4.083569
12.225,30,-14.821574,-44.602684
12.25,30,-12.163132,-82.5918
12.275,30,-9.476967,-115.896062
12.3,30,-6.769201,-142.626353
12.325,30,-4.046006,-161.266449
12.35,30,-1.313589,-170.759029
12.375,30,1.421822,-170.565645
12.4,30,4.153992,-160.697267
12.425,30,6.876694,-141.713659
12.45,30,9.583722,-114.691627
12.475,30,12.268906,-81.163942
12.5,30,14.926125,-43.032396
12.525,30,17.549324,-2.459923
12.55,30,20.132522,38.252084
12.575,30,22.669832,76.794319
12.6,30,25.155472,110.980549
12.625,30,27.583774,138.87163
12.65,30,29.949205,158.885497
12.675,30,32.246373,169.886902
12.7,30,34.470042,171.251812
12.725,30,36.615144,162.902807
12.75,30,38.676789,145.313467
12.775,30,40.650278,119.481511
12.8,30,42.531113,86.872206
12.825,30,44.315008,49.33525
12.85,30,45.997895,8.99985
12.875,30,47.57594,-31.846049
12.9,30,49.045545,-70.885544
12.925,30,50.403362,-105.904198
12.95,30,51.646294,-134.91565
12.975,30,52.771508,-156.274281
13,30,53.776442,-168.768567
13.025,30,54.658803,-171.689794
13.05,30,55.41658,-164.872262
13.075,30,56.048047,-148.702681
13.1,30,56.551764,-124.098238
13.125,30,56.926582,-92.454571
13.15,30,57.171649,-55.566605
13.175,30,57.286404,-15.526734
13.2,30,57.270587,25.39386
13.225,30,57.124233,64.874038
13.25,30,56.847677,100.674367
13.275,30,56.441547,130.764143
13.3,30,55.906771,153.436586
13.325,30,55.244568,167.405645
13.35,30,54.456445,171.878955
13.375,30,53.5442,166.602776
13.4,30,52.509913,151.876388
13.425,30,51.355939,128.535116
13.45,30,50.084911,97.902948
13.475,30,48.699724,61.71743
13.5,30,47.203537,22.031116
13.525,30,45.599758,-18.90487
13.55,30,43.892045,-58.768515
13.575,30,42.084288,-95.298633
13.6,30,40.180609,-126.423128
13.625,30,38.185347,-150.376524
13.65,30,36.103049,-165.800113
13.675,30,33.938461,-171.819022
13.7,30,31.696518,-168.091843
13.725,30,29.38233,-154.82999
13.75,30,27.00117,-132.785716
13.775,30,24.558466,-103.209438
13.8,30,22.059787,-67.778812
13.825,30,19.510827,-28.503569
13.85,30,16.917396,12.388482
13.875,30,14.285406,52.577821
13.9,30,11.620854,89.784789
13.925,30,8.929816,121.898895
13.95,30,6.218423,147.09853
13.975,30,3.492857,163.954295
14,30,0.75933,171.510082
14.025,30,-1.975928,169.337303
14.05,30,-4.706682,157.559205
14.075,30,-7.426708,136.843877
14.1,30,-10.129807,108.366354
14.125,30,-12.809816,73.741967
14.15,30,-15.460629,34.934714
14.175,30,-18.076202,-5.85414
14.2,30,-20.650574,-46.31093
14.225,30,-23.177878,-84.140825
14.25,30,-25.652352,-117.198
14.275,30,-28.068357,-143.607354
14.3,30,-30.420386,-161.870869
14.325,30,-32.703078,-170.952582
14.35,30,-34.91123,-170.337353
14.375,30,-37.039809,-160.060079
14.4,30,-39.083964,-140.703718
14.425,30,-41.039035,-113.36622
14.45,30,-42.900565,-79.598251
14.475,30,-44.664313,-41.31523
14.5,30,-46.326258,-0.688686
14.525,30,-47.882611,39.976923
14.55,30,-49.329826,78.374921
14.575,30,-50.664604,112.327258
14.6,30,-51.883902,139.908057
14.625,30,-52.984942,159.552852
14.65,30,-53.965213,170.14733
14.675,30,-54.822482,171.090543
14.7,30,-55.554795,162.328987
14.725,30,-56.160481,144.359645
14.75,30,-56.638162,118.201791
14.775,30,-56.986747,85.339178
14.8,30,-57.205443,47.635871
14.825,30,-57.293751,7.230514
14.85,30,-57.251469,-33.584979
14.875,30,-57.078695,-72.495432
14.9,30,-56.775821,-107.293726
14.925,30,-56.343539,-136.005999
14.95,30,-55.782834,-157.003604
14.975,30,-55.094982,-169.095494
15,30,-54.281554,-171.595781
15.025,30,-53.344401,-164.362641
15.05,30,-52.285661,-147.80636
15.075,30,-51.107747,-122.86606
15.1,30,-49.813343,-90.956428
15.125,30,-48.4054,-53.887475
15.15,30,-46.887127,-13.761863
15.175,30,-45.261984,27.144363
15.2,30,-43.533676,66.510879
15.225,30,-41.706142,102.104699
15.25,30,-39.783547,131.906835
15.275,30,-37.770274,154.22682
15.3,30,-35.670911,167.798597
15.325,30,-33.490244,171.852335
15.35,30,-31.233243,166.158094
15.375,30,-28.905052,151.038868
15.4,30,-26.510978,127.352265
15.425,30,-24.056478,96.44186
15.45,30,-21.547146,60.060983
15.475,30,-18.988701,20.273268
15.5,30,-16.386976,-20.664408
15.525,30,-13.7479,-60.429937
15.55,30,-11.077489,-96.767698
15.575,30,-8.381828,-127.616506
15.6,30,-5.667064,-151.226524
15.625,30,-2.939382,-166.258519
15.65,30,-0.205,-171.859834
15.675,30,2.529849,-167.712744
15.7,30,5.258931,-154.052484
15.725,30,7.976027,-131.653906
15.75,30,10.674943,-101.787524
15.775,30,13.349528,-66.147449
15.8,30,15.993686,-26.755292
15.825,30,18.601389,14.154505
15.85,30,21.166694,54.261416
15.875,30,23.683754,91.290458
15.9,30,26.146831,123.14123
15.925,30,28.550313,148.007064
15.95,30,30.888719,164.477493
15.975,30,33.156722,171.618266
16,30,35.34915,169.024337
16.025,30,37.461008,156.84284
16.05,30,39.48748,135.764749
16.075,30,41.42395,106.985673
16.1,30,43.266001,72.13805
16.125,30,45.009437,33.198541
16.15,30,46.650284,-7.624089
16.175,30,48.1848,-48.014258
16.2,30,49.609489,-85.680915
16.225,30,50.921104,-118.487493
16.25,30,52.116654,-144.573105
16.275,30,53.193416,-162.458098
16.3,30,54.148933,-171.127981
16.325,30,54.98103,-170.090972
16.35,30,55.687809,-159.405894
16.375,30,56.267658,-139.678835
16.4,30,56.719258,-112.028775
16.425,30,57.041577,-78.024107
16.45,30,57.233882,-39.593677
16.475,30,57.295734,1.082624
16.5,30,57.226992,41.697516
16.525,30,57.027814,79.947199
16.55,30,56.698652,113.662038
16.575,30,56.240257,140.929626
16.6,30,55.653674,160.203263
16.625,30,54.94024,170.389691
16.65,30,54.101581,170.911105
16.675,30,53.139609,161.737929
16.7,30,52.056516,143.390493
16.725,30,50.85477,116.909519
16.75,30,49.537112,83.797087
16.775,30,48.106545,45.931433
16.8,30,46.566328,5.46041
16.825,30,44.919973,-35.320343
16.85,30,43.171232,-74.097621
16.875,30,41.324091,-108.67186
16.9,30,39.382761,-137.081905
16.925,30,37.351666,-157.716254
16.95,30,35.235435,-169.404464
16.975,30,33.038892,-171.483546
17,30,30.767044,-163.835567
17.025,30,28.425069,-146.894344
17.05,30,26.018305,-121.620833
17.075,30,23.552237,-89.448625
17.1,30,21.032487,-52.202623
17.125,30,18.464798,-11.995531
17.15,30,15.855022,28.891983
17.175,30,13.209108,68.140657
17.2,30,10.533086,103.524189
17.225,30,7.833057,133.035519
17.25,30,5.115173,155.000676
17.275,30,2.385631,168.17373
17.3,30,-0.349349,171.807466
17.325,30,-3.083533,165.695767
17.35,30,-5.810688,150.185309
17.375,30,-8.5246,126.15589
17.4,30,-11.219081,94.97053
17.425,30,-13.88799,58.398158
17.45,30,-16.525245,18.513267
17.475,30,-19.124834,-22.421752
17.5,30,-21.680831,-62.084941
17.525,30,-24.187412,-98.226487
17.55,30,-26.638863,-128.796333
17.575,30,-29.029596,-152.060464
17.6,30,-31.354161,-166.69927
17.625,30,-33.607262,-171.882395
17.65,30,-35.783761,-167.315834
17.675,30,-37.878699,-153.258619
17.7,30,-39.8873,-130.508115
17.725,30,-41.804987,-100.3548
17.75,30,-43.627387,-64.50906
17.775,30,-45.350348,-25.004173
17.8,30,-46.969942,15.919025
17.825,30,-48.482478,55.939249
17.85,30,-49.884508,92.786431
17.875,30,-51.172837,124.370489
17.9,30,-52.344528,148.89988
17.925,30,-53.39691,164.983224
17.95,30,-54.327585,171.708224
17.975,30,-55.134431,168.69342
18,30,-55.81561,156.10982
18.025,30,-56.369568,134.671203
18.05,30,-56.795044,105.593632
18.075,30,-57.091068,70.526473
18.1,30,-57.256963,31.458842
18.125,30,-57.292354,-9.393229
18.15,30,-57.197158,-49.712488
18.175,30,-56.971594,-87.211905
18.2,30,-56.616174,-119.764402
18.225,30,-56.13171,-145.523504
18.25,30,-55.519304,-163.028076
18.275,30,-54.780354,-171.285207
18.3,30,-53.916544,-169.826528
18.325,30,-52.929842,-158.73478
18.35,30,-51.822497,-138.639119
18.375,30,-50.597033,-110.679433
18.4,30,-49.256244,-76.441677
18.425,30,-47.803186,-37.86792
18.45,30,-46.24117,2.853819
18.475,30,-44.573757,43.413681
18.5,30,-42.804747,81.510988
18.525,30,-40.938173,114.984748
18.55,30,-38.978288,141.936229
18.575,30,-36.929561,160.836661
18.6,30,-34.79666,170.613956
18.625,30,-32.584447,170.713517
18.65,30,-30.297965,161.129695
18.675,30,-27.942425,142.406114
18.7,30,-25.523196,115.604832
18.725,30,-23.045792,82.246097
18.75,30,-20.51586,44.222117
18.775,30,-17.939166,3.689727
18.8,30,-15.321584,-37.051957
18.825,30,-12.669079,-75.691942
18.85,30,-9.987698,-110.038453
18.875,30,-7.283552,-138.143254
18.9,30,-4.562804,-158.412155
18.925,30,-1.831657,-169.695445
18.95,30,0.903666,-171.3531
18.975,30,3.636929,-163.291094
19,30,6.361902,-145.966728
19.025,30,9.072374,-120.362692
19.05,30,11.762168,-87.931323
19.075,30,14.425152,-50.512227
19.1,30,17.055257,-10.227925
19.125,30,19.646489,30.636535
19.15,30,22.19294,69.763199
19.175,30,24.688807,104.932686
19.2,30,27.128401,134.150076
19.225,30,29.506161,155.758071
19.25,30,31.816668,168.531003
19.275,30,34.054656,171.744351
19.3,30,36.215023,165.215845
19.325,30,38.292845,149.315801
19.35,30,40.283387,124.946117
19.375,30,42.182111,93.489116
19.4,30,43.984689,56.729131
19.425,30,45.687014,16.751301
19.45,30,47.285204,-24.176714
19.475,30,48.775618,-63.733353
19.5,30,50.154858,-99.674845
19.525,30,51.41978,-129.962482
19.55,30,52.567501,-152.878257
19.575,30,53.595405,-167.122319
19.6,30,54.50115,-171.886702
19.625,30,55.282671,-166.901157
19.65,30,55.938186,-152.448478
19.675,30,56.466202,-129.348465
19.7,30,56.865514,-98.911419
19.725,30,57.135214,-62.863822
19.75,30,57.274685,-23.250399
19.775,30,57.283611,17.681855
19.8,30,57.16197,57.611142
19.825,30,56.910041,94.272552
19.85,30,56.528397,125.58654
19.875,30,56.017908,149.776884
19.9,30,55.379738,165.471434
19.925,30,54.615341,171.779949
19.95,30,53.72646,168.34459
19.975,30,52.71512,155.360221
20,30,51.583627,133.563356
20.025,30,50.33456,104.190377
20.05,30,48.970765,68.907407
20.075,30,47.495352,29.715803
20.1,30,45.911683,-11.161371
20.125,30,44.223368,-51.405438
20.15,30,42.434255,-88.733635
20.175,30,40.548422,-121.028594
20.2,30,38.570167,-146.458448
20.225,30,36.503999,-163.580741
20.25,30,34.354628,-171.424244
20.275,30,32.126952,-169.54405
20.3,30,29.82605,-158.04681
20.325,30,27.457165,-137.584681
20.35,30,25.025698,-109.318337
20.375,30,22.537189,-74.851129
20.4,30,19.997312,-36.138141
20.425,30,17.411855,4.624711
20.45,30,14.786711,45.125235
20.475,30,12.127864,83.066121
20.5,30,9.441374,116.295247
20.525,30,6.733365,142.927759
20.55,30,4.010008,161.45298
20.575,30,1.277511,170.820104
